location,redirect_url,salary_is_predicted,category,created,title,description,adref,company,latitude,__CLASS__,longitude,id,contract_time,salary_max,salary_min,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Brötzingen, Pforzheim', 'area': ['Deutschland', 'Baden-Württemberg', 'Pforzheim', 'Brötzingen']}",https://www.adzuna.de/land/ad/5282593560?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=1F943D8AFC51FF6504CC63F8FC50087524302F9F,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}",2025-07-04T00:42:52Z,KI/ Data Science Consultant (Mensch ),"Bei itmX fokussieren wir uns auf die Geschäftsprozesse in den Bereichen Marketing, Vertrieb, Service und Commerce unter Verwendung der Microsoft Power Platform, Microsoft 365, SAP ERP und unser eigenem Produkt der itmX crm suite. Unser Ziel ist es dabei Microsoft und SAP bestmöglich prozessual sowie funktional zu verbinden. Tätigkeiten Analyse von Geschäftsprozessen und Identifikation von Optimierungspotenzialen durch den Einsatz von KI für Digitalisierungsprojekte Beratung und Unterstützung un…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4MjU5MzU2MCIsInMiOiJ6TmMwQWloYjhCR1A0TF8ycFNNTjJRIn0.mzMFCoe7Vzamm5ZuHkhsqGQh8mQezwuq9nf6631iTZ0,"{'display_name': 'itmX GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",48.88901,Adzuna::API::Response::Job,8.66796,5282593560,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg'], 'display_name': 'Offenburg, Ortenaukreis'}",https://www.adzuna.de/land/ad/4948942636?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=6464CD3DC5B8B221F5EA06350F5662EEEDACFE0A,0,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",2024-11-23T14:02:29Z,Business Analyst (m/w/d) - im Team Data Science Solutions,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiek5jMEFpaGI4QkdQNExfMnBTTU4yUSIsImkiOiI0OTQ4OTQyNjM2In0.2ydUxFiWnXNd7HUbiFY5PboiUiClHCSITbWDdLF8Eb0,"{'display_name': 'Markant Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",48.42392,Adzuna::API::Response::Job,7.94837,4948942636,,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5255547100?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=6A3165EA6EE78B3EAD88E052C6452E1B0B1CC8EB,0,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",2025-06-18T02:25:02Z,Praktikant*in Data Analytics/Data Science (Pflicht-Praktikum),"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiek5jMEFpaGI4QkdQNExfMnBTTU4yUSIsImkiOiI1MjU1NTQ3MTAwIn0.dIwbkEiKbTk_uq2jwwW9251_SE6kjTR7-wRHWlYxg-s,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Group AG'}",48.776198,Adzuna::API::Response::Job,9.187224,5255547100,,,,
"{'display_name': 'Siegburg, Rhein-Sieg-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Sieg-Kreis', 'Siegburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5249526023?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=AE08D23AACCFC1FDA0C1F99078BB161D3C4044C8,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",2025-06-14T01:31:41Z,Working Student Data Science (f/m/d),"Siegwerk is one of the world's leading suppliers of Printing Inks and sustainable packaging solutions. A career here will give you significant flexibility and support in a company focused on making a positive impact in the world. Siegwerk is poised to disrupt the global packaging industry; changing the way packaging is produced and consumed for the benefit of us all. At Siegwerk, you will have everything you need to help make that change. Join us, let's Do it. With Heart. Location: Alfred-Kelle…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiek5jMEFpaGI4QkdQNExfMnBTTU4yUSIsImkiOiI1MjQ5NTI2MDIzIn0.If80rWr5hoi6uW6iW_4gc2hlJGVeGbVtPhEz6PYfYj4,"{'display_name': 'Siegwerk Druckfarben AG & Co. KGaA', '__CLASS__': 'Adzuna::API::Response::Company'}",50.79877,Adzuna::API::Response::Job,7.20803,5249526023,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}",https://www.adzuna.de/land/ad/5225780760?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=DB612900CB3A4CBC22FADDAD5A1E528075B304D0,0,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-01T05:35:52Z,"Initiativbewerbung Data Science /BI - Datenbankentwicklung/BI, Ingenieur","Das sind Deine Aufgaben Abhängig von Deiner Erfahrung arbeitest Du in unterschiedlichen Kundenprojekten mit und lernst als Newbie das breite Einsatzgebiet von Data Science kennen. Als Junior Data Scientist unterstützt Du zunächst in verschiedenen Projekten und kannst gerne zunehmend mehr Verantwortung übernehmen. Du machst mehr aus den Daten unserer Kunden: Mittels modernster statistischer Verfahren und Machine-Learning-Ansätzen findest Du Zusammenhänge, entwickelst automatisierte Lösungen und …",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiek5jMEFpaGI4QkdQNExfMnBTTU4yUSIsImkiOiI1MjI1NzgwNzYwIn0.5nKmPzFL7CpMPCKPwPSr_VTJMV6cpi2Rzw25Zm4dYKY,"{'display_name': 'SKOPOS GROUP', '__CLASS__': 'Adzuna::API::Response::Company'}",50.87096,Adzuna::API::Response::Job,6.86811,5225780760,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Kempten (Allgäu)'], 'display_name': 'Kempten (Allgäu), Bayern'}",https://www.adzuna.de/land/ad/5289715222?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=A08AA2E50EC4EBA8D527B2876655D8268DC80A21,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-07-07T06:40:46Z,Consultant (m/w/d) Data Science & Machine Learning - Inklusiver Job   ,"Job ID 3532 / Vollzeit/ Teilzeit : Vollzeit / Job Kategorie : IT / Befristet/Unbefristet : Unbefristet ""Logistics is People Business"" - dieser Leitsatz macht deutlich, dass die Mitarbeitenden für DACHSER der Schlüsselfaktor für den Unternehmenserfolg sind. Gemeinsam mit rund 34.000 Menschen verfolgen wir die Mission, die weltweit intelligenteste Kombination und Integration logistischer Netzkompetenzen zu schaffen und so die Logistikbilanz unserer Kunden zu optimieren. Gestalten Sie mit uns die …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4OTcxNTIyMiIsInMiOiJ6TmMwQWloYjhCR1A0TF8ycFNNTjJRIn0.eRtoykAMCXCTC6bELsrz9qWY8rps3232OqOnMjNLoaE,"{'display_name': 'DACHSER SE', '__CLASS__': 'Adzuna::API::Response::Company'}",47.73273,Adzuna::API::Response::Job,10.307105,5289715222,,,,
"{'display_name': 'Weißenthurm, Mayen-Koblenz (Kreis)', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Mayen-Koblenz (Kreis)', 'Weißenthurm'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5287072963?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=B5865ED705AF0B817564175257D66D09101C7C64,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}",2025-07-05T10:45:28Z,Technician Data Science (m/w/d),"Willkommen im (K)leben! Wir freuen uns, dass Sie sich für Lohmann, den Spezialisten für Klebelösungen, interessieren. Unsere Erfolgsgeschichte begann bereits vor über 170 Jahren. Ein familiengeführtes Unternehmen mit sozialer Verantwortung sind wir noch heute. Und wir sind stolz darauf, für unsere Kunden ein verlässlicher Partner mit zukunftsweisenden Technologien zu sein . klicken sie bewerben, für die volle Stellenbeschreibung",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4NzA3Mjk2MyIsInMiOiJ6TmMwQWloYjhCR1A0TF8ycFNNTjJRIn0.bJBvTtqdRXzJGWoZqMTldkdN13Tl9dUZzEVYr2zzB84,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lohmann GmbH & Co. KG'}",50.42667,Adzuna::API::Response::Job,7.4619,5287072963,,,,
"{'area': ['Deutschland', 'Bayern', 'Nürnberg'], 'display_name': 'Nürnberg, Bayern', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5056972875?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=848509D12B5A8119105C74F684400F4396860FA8,0,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-02-20T02:20:59Z,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2025",Das ist das Arbeitsumfeld: Gemeinsam mit rund 200 Auszubildenden und dual Studierenden meisterst du die abwechslungsreichen und anspruchsvollen Aufgaben und bist von Beginn an in ein Team eingebunden. Kompetente Ausbilderinnen und Ausbilder stehen dir mit Rat und Tat zur Seite und unterstützen dich bei deiner fachlichen und persönlichen Entwicklung. Nach erfolgreichem Abschluss darfst du dich auf eine Übernahme von mind. einem Jahr freuen. Zum 01.09. starten wir in einen gemeinsamen Orientierun…,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiek5jMEFpaGI4QkdQNExfMnBTTU4yUSIsImkiOiI1MDU2OTcyODc1In0.l7EvQB0tPqPjsdTs9knCS3bHmMgOvbfzThHUPJnXkHo,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Datev eG'}",49.443967,Adzuna::API::Response::Job,11.083642,5056972875,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen'}",https://www.adzuna.de/land/ad/5281019554?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=930A932553FDBA95A7AD69CFC9389E53EBECC043,0,"{'label': 'Vertriebsstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'sales-jobs'}",2025-07-03T09:49:33Z,wissenschaftliche Mitarbeiterinnen/wissenschaftliche Mitarbeiter (w/m/d) im Bereich Spatial Data Science mit dem Ziel der Promotion,"Das Bundesinstitut für Bau-, Stadt- und Raumforschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächstmöglichen Zeitpunkt befristet für 3 Jahre zwei wissenschaftliche Mitarbeiterinnen / wissenschaftliche Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. S 053-25 Bewerbungsfrist: 03.08.2025 Beschäftigungsdauer: befristet für 3 Jahre Wochenstunden: 39 h Vergütung: E 13 TVöD Arbeitsort: Bonn Das BBSR im Bundesamt für Bauwesen und Raumordnung …",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4MTAxOTU1NCIsInMiOiJ6TmMwQWloYjhCR1A0TF8ycFNNTjJRIn0.Swo98t7FgmxuczDQPv3Qe8JyDJ-csmxhyjU_6ydTKxI,"{'display_name': 'Bundesinstitut für Bau-, Stadt- und Raumforschung ', '__CLASS__': 'Adzuna::API::Response::Company'}",50.71942,Adzuna::API::Response::Job,7.112412,5281019554,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen'}",https://www.adzuna.de/land/ad/5253525590?se=zNc0Aihb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=656640DC091A32880D2BB140C8A4D9450EF0FA3D,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2025-06-16T20:28:50Z,"Pre-Sales Consultant (m/w/d) – Data Science, AI & BI","Als Pre-Sales Consultant (m/w/d) für Data Science-, AI- & BI-Lösungen spielst du eine entscheidende Rolle im Verkaufsprozess für unsere Produkte Alan® (Generative KI) und INFONEA® (Advanced Analytics), indem du technische Lösungen mit dem Expertenteam customized und überzeugende Angebote erstellst, die auf die Bedürfnisse der Kunden zugeschnitten sind. Diese Position eignet sich ideal für eine technikaffine Fachkraft mit ausgeprägtem Geschäftssinn, exzellenten Kommunikationsfähigkeiten und eine…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1MzUyNTU5MCIsInMiOiJ6TmMwQWloYjhCR1A0TF8ycFNNTjJRIn0.25dCN1pH3-B0hdJOJA5HpHoKtbOMib0iy--lnl37wMA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Comma Soft AG'}",50.71942,Adzuna::API::Response::Job,7.112412,5253525590,,,,
"{'area': ['Deutschland', 'Bayern', 'Schwandorf (Kreis)', 'Pfreimd'], 'display_name': 'Pfreimd, Schwandorf (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5253842990?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=85FA3AB0EC1B144EEE10D139274F1AFCCF4EC98B,0,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",2025-06-17T01:48:32Z,Dualer Student – Künstliche Intelligenz und Data Science (m/w/d),"Über Gerresheimer Gerresheimer ist als innovativer System- und Lösungsanbieter der globale Partner der Pharma-, Biotech- und Kosmetikindustrie. Das Unternehmen bietet ein umfassendes Portfolio an pharmazeutischen Primärverpackungen, Verabreichungssystemen für Medikamente und digitalen Lösungen. Gerresheimer sorgt dafür, dass Medikamente sicher zum Patienten gelangen und zuverlässig verabreicht werden können. Mit rund 13.400 Mitarbeitenden, und über 40 Produktionsstandorten in 16 Ländern in Euro…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1Mzg0Mjk5MCIsInMiOiJjS3BzQXloYjhCR1A0TF8ycFNNTjJRIn0.k_H0vrri3II09Y_Z3UpfALFlnqbOq37aG6mqGq1dv7E,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Gerresheimer AG'}",49.49349,Adzuna::API::Response::Job,12.17958,5253842990,full_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5282581667?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=6BAFC2A7C62B63231AAAD2429F6B7B6BC2DB86A3,0,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",2025-07-04T00:32:29Z,Werkstudent*in Backend-Entwicklung und Data Science (m/w/d),"Wir bei Knuddels haben uns das Ziel gesetzt, soziale Netzwerke wieder wirklich sozial zu machen - mit echter menschlicher Nähe statt bloßen Content-Konsums. In unserer Community soll jedes Mitglied 3 wichtige Menschen für sein echtes Leben finden: Deine Aufgabe ist es, mit Hilfe unserer Daten herauszufinden, welche Menschen zusammenpassen und die richtigen Erkenntnisse zu ziehen, um unsere Vision zu erreichen. Tätigkeiten Du unterstützt unsere Data Scientists dabei, aus unseren Events Erkenntni…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4MjU4MTY2NyIsInMiOiJjS3BzQXloYjhCR1A0TF8ycFNNTjJRIn0.lYlGMu0TpqTNLbEEZkyIbZaAELDWqUDew7ls-lKaLjQ,"{'display_name': 'Knuddels GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",49.001249,Adzuna::API::Response::Job,8.412378,5282581667,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",https://www.adzuna.de/land/ad/4793769628?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=830B4FA7F6E3484D13777C126CA9D35CE30B169D,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",2024-07-24T23:54:52Z,Mathematiker/Aktuar (d/m/w) Data Science/Pricing/Risikomanagement/Solvency II,"Meyerthole Siems Kohlruss (MSK) ist eine aktuarielle Beratungsgesellschaft mit Sitz in Köln und seit 1998 im deutschsprachigen Raum für Schaden- und Unfallversicherer tätig. Unsere Schwerpunkte liegen auf abwechslungsreichen Aufgaben aus den Bereichen Data Science, Telematik, Pricing, Naturgefahren, Bilanzbewertung, Rückversicherung und Solvency II. Zu unseren Mandaten zählen mehr als 80 Versicherer und Rückversicherer sowie InsurTechs. Kreativität und Teamarbeit haben einen hohen Stellenwert b…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDc5Mzc2OTYyOCIsInMiOiJjS3BzQXloYjhCR1A0TF8ycFNNTjJRIn0.WxrNRmNBSs6sPvT55vROfQTZopYANvEeRsLsnJt7-E8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Meyerthole Siems Kohlruss Ges. für aktuarielle Beratung mbH'}",50.940164,Adzuna::API::Response::Job,6.969972,4793769628,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Erlangen, Bayern', 'area': ['Deutschland', 'Bayern', 'Erlangen']}",https://www.adzuna.de/land/ad/5258940985?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=7AEA116F0547320273B5BCF798839EAB351C5967,0,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",2025-06-19T23:49:54Z,IT-Ingenieur als Leiter IT Artificial Intelligence / Data Science (m/w/d),Ihr Arbeitsplatz Das Department Artificial Intelligence in Biomedical Engineering (AIBE) wurde zum 01.05.2020 als sechstes Department der Technischen Fakultät an der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) mit einer Schnittstelle zur Medizinischen Fakultät neu gegründet. Die zentrale IT des Departments ist serviceorientiert und effizient aufgestellt. Wir bieten ein attraktives und dynamisches Umfeld mit flachen Hierarchien und Teamgeist. Ihre Aufgaben Fachliche und personelle Le…,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1ODk0MDk4NSIsInMiOiJjS3BzQXloYjhCR1A0TF8ycFNNTjJRIn0.LzOh54Q8Go17MQiZouGhkr1S9Vt-W91qY28D7rQq5VI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Friedrich-Alexander-Universität Erlangen-Nürnberg'}",49.577521,Adzuna::API::Response::Job,10.984506,5258940985,full_time,,,
"{'area': ['Deutschland', 'Bayern', 'Erlangen'], 'display_name': 'Erlangen, Bayern', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5258940987?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=E212AFF05787FDD9854B45B48CA55B4DD5483977,0,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-19T23:49:54Z,Head of IT Sicherheit - Data Science in Biomedical Engineering (m/w/d),Ihr Arbeitsplatz Das Department Artificial Intelligence in Biomedical Engineering (AIBE) wurde zum 01.05.2020 als sechstes Department der Technischen Fakultät an der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) mit einer Schnittstelle zur Medizinischen Fakultät neu gegründet. Die zentrale IT des Departments ist serviceorientiert und effizient aufgestellt. Wir bieten ein attraktives und dynamisches Umfeld mit flachen Hierarchien und Teamgeist. Ihre Aufgaben Fachliche und personelle Le…,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1ODk0MDk4NyIsInMiOiJjS3BzQXloYjhCR1A0TF8ycFNNTjJRIn0.q0yvRlweq4IjZK35w0u8owdlcUD0-ygYJo2dvasDuzs,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Friedrich-Alexander-Universität Erlangen-Nürnberg'}",49.577521,Adzuna::API::Response::Job,10.984506,5258940987,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pfullendorf, Sigmaringen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Sigmaringen (Kreis)', 'Pfullendorf']}",https://www.adzuna.de/land/ad/5237352945?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=FBDDEF20B3D93333754199613A2986E3097F27C8,0,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",2025-06-07T01:28:05Z,Bachelor of Science DHBW Data Science & Künstliche Intelligenz (m/w/d),"ZIEL DER POSITION Du möchtest die digitale Zukunft mitgestalten und Daten in wertvolle Erkenntnisse verwandeln? Dann starte dein duales Studium im Bereich Data Science & Künstliche Intelligenz (B.Sc.) an der DHBW – und verbinde Theorie mit spannender Praxis in unserem Unternehmen! HAUPTAUFGABEN​ : Du absolvierst Dein dreijähriges duales Studium mit Theoriephasen an der DHBW Ravensburg und Praxisphasen bei Geberit. : Du lernst, wie man große Datenmengen erfasst, analysiert, verarbeitet und visua…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNzM1Mjk0NSIsInMiOiJjS3BzQXloYjhCR1A0TF8ycFNNTjJRIn0.UX8qSq1DX5tDv-ywse-KXoHInzTPAzvQid-EaT0a-r4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Geberit'}",47.92595,Adzuna::API::Response::Job,9.25397,5237352945,full_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg'], 'display_name': 'Offenburg, Ortenaukreis', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5196437459?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=F9EEA70ED26AC6CA9B3590233112BDBFE8DFC6DC,0,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",2025-05-13T16:26:05Z,Business Analyst (m/w/d) - im Team Data Science Solutions,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0twc0F5aGI4QkdQNExfMnBTTU4yUSIsImkiOiI1MTk2NDM3NDU5In0.k6vjTQUaAsSKTssSw5SabN3nbrgxZ13-69n2tIY1kT8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Markant Gruppe'}",48.42392,Adzuna::API::Response::Job,7.94837,5196437459,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hagsfeld, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Hagsfeld']}",https://www.adzuna.de/land/ad/5282606338?se=cKpsAyhb8BGP4L_2pSMN2Q&utm_medium=api&utm_source=a4bcf954&v=A19252C45382A4F89108C39C084C1E649D7965BB,0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}",2025-07-04T00:45:02Z,Werkstudent in Backend-Entwicklung und Data Science (m/w/d),"Wir bei Knuddels haben uns das Ziel gesetzt, soziale Netzwerke wieder wirklich sozial zu machen - mit echter menschlicher Nähe statt bloßen Content-Konsums. In unserer Community soll jedes Mitglied 3 wichtige Menschen für sein echtes Leben finden: Deine Aufgabe ist es, mit Hilfe unserer Daten herauszufinden, welche Menschen zusammenpassen und die richtigen Erkenntnisse zu ziehen, um unsere Vision zu erreichen. Tätigkeiten Du unterstützt unsere Data Scientists dabei, aus unseren Events Erkenntni…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4MjYwNjMzOCIsInMiOiJjS3BzQXloYjhCR1A0TF8ycFNNTjJRIn0.9-OhoCGbdVcGJnqlVSQfPqwpZnoJ3ejUoW8GsjtOWoI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Knuddels GmbH & Co. KG'}",49.03084,Adzuna::API::Response::Job,8.45882,5282606338,,,,
