adref,longitude,id,description,__CLASS__,latitude,location,redirect_url,category,salary_is_predicted,title,company,created,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDcwMzA0NzQwMCIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.VjKbm0Bq7LNpaghtpyROYLwCd59byaui5hOaPhIaRMs,13.420806,4703047400,"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",Adzuna::API::Response::Job,52.507706,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Werkstudent:in Data Science,"{'display_name': 'nerou GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2024-05-22T08:24:33Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NTg2NzkzMjM5In0.dhMHloGtYMrNheCwNiAjoEq7aICuQELYL-Ju71HJ8B0,13.420806,5586793239,"What you’ll do Build, mentor, and lead an elite data science team as a trusted, empathetic player-coach, while clearly communicating complex technical ideas to executives, customers, and partners Personally design, train, deploy, and own the models that power Peec AI’s AI Search recommendations, taking hands-on responsibility for our most business-critical ML systems Develop and ship novel algorithms that reverse-engineer AI search and LLM behavior, turning deep technical insight into durable, …",Adzuna::API::Response::Job,52.507706,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",https://www.adzuna.de/details/5586793239?utm_medium=api&utm_source=a4bcf954,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",0,Director Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Peec AI'}",2026-01-15T20:46:25Z,full_time,140000.0,160000.0,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjUyODE4NzA4In0.8jb2nO4QP8rBGpLVam4PoJcjjMBc61e8pO1jJI9aj6o,,5652818708,"Cognite operates at the forefront of industrial digitalization, building AI and data solutions that solve some of the world’s hardest, highest-impact problems. With unmatched industrial heritage and a comprehensive suite of AI capabilities, including low-code AI agents, Cognite accelerates the digital transformation to drive operational improvements. Our moonshot is bold: unlock $100B in customer value by 2035 and redefine how global industry works. What Cognite is Relentless to achieve We thri…",Adzuna::API::Response::Job,,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",https://www.adzuna.de/details/5652818708?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",0,"Manager, Data Science","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Cognite'}",2026-03-03T21:18:30Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MzY3NjQyNCIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.UshPLjfPVDwaiLPhWfcmGW-1xRKmh2iqVrmDWgI49zw,9.07443,5653676424,"Pflichtpraktikum in Data Science Robert-Bosch-Straße 2, 71701 Schwieberdingen, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Robert Bosc…",Adzuna::API::Response::Job,48.87657,"{'display_name': 'Schwieberdingen, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Schwieberdingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5653676424?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Pflichtpraktikum in Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch GmbH'}",2026-03-04T14:07:38Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NTc0NzQ1MDE4In0.kFtJPryI9-L5N8_7q_bAwLLzj38mevz9M5rqYLeb8no,8.86518,5574745018,"Das erwartet dich bei uns Abwechslungsreiche Eindrücke: Durch abwechslungsreiche Projekte, intensive Teamarbeit und das Übernehmen eigener Aufgaben lernst du, Daten zu verarbeiten, zu analysieren und in echte Mehrwerte zu verwandeln. Datengetriebene Praxis: Du gewinnst praxisnahe Einblicke in die Welt von Data Science und Künstlicher Intelligenz – und arbeitest daran, wie datengetriebene Entscheidungen Geschäftsprozesse optimieren und komplexe Fragestellungen mit kreativen Lösungsansätzen beant…",Adzuna::API::Response::Job,50.08229,"{'area': ['Deutschland', 'Hessen', 'Offenbach (Kreis)', 'Obertshausen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Obertshausen, Offenbach (Kreis)'}",https://www.adzuna.de/land/ad/5574745018?se=PjJeOBEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=29566E7A4293E15D5722E8AAF4F855057C6EA1DE,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Duales Studium Bachelor of Science (B.Sc.) Data Science und Künstliche Intelligenz (w/m/d),"{'display_name': 'MAINGAU Energie GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-08T23:22:53Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjcxNjQzNDM2In0.4vVGKgCklG-hVyM7Vc4TJx7WCbvQMWkDQG9DgI7nvt0,10.68758,5671643436,"Die Technische Hochschule Lübeck ist eine zukunftsorientierte Hochschule, gute Lehre und Forschung sind unser Fundament. Hier studieren, lehren und forschen ca. 5000 Studierende und 130 Professor*innen in vier Fachbereichen, unterstützt von rund 400 Mitarbeiterinnen und Mitarbeitern. Das Profil der TH Lübeck – Technik, Ressourcen, Lebenswelten – beruht auf den fachlichen Schwerpunkten in den Bereichen Technik, Naturwissenschaften, Architektur und Wirtschaft. Mit unserer Expertise und unseren Er…",Adzuna::API::Response::Job,53.86956,"{'area': ['Deutschland', 'Schleswig-Holstein', 'Lübeck', 'Lübeck'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Lübeck'}",https://www.adzuna.de/land/ad/5671643436?se=PjJeOBEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=1CD1900C59DAF69BB57B4C16E76721A08C69988E,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Lehrkraft für besondere Aufgaben (m/w/d) für den Bereich Digitale Planungsmethoden,"{'display_name': 'Technische Hochschule Lübeck', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-19T06:55:21Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NDMzODg1MTY1In0.ZycvOhpzV94E9l1THgXY0GcxguTRj6akLWlTuhkRNEA,9.987297,5433885165,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programmatic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",Adzuna::API::Response::Job,53.557429,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",https://www.adzuna.de/details/5433885165?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Data Science Director (Programmatic Data Science) (f/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'applike group'}",2025-10-06T13:46:18Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg3NTk1OSIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.l9WJ7QFWIYC3Hqcmj5DLjB53FR7-InI1FjIRVOTzWO8,7.112412,5470875959,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",Adzuna::API::Response::Job,50.71942,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bonn, Nordrhein-Westfalen'}",https://www.adzuna.de/land/ad/5470875959?se=PjJeOBEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=D2D4D72F315B748F7BB434C91EFE3AD5CFBF40CA,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Anwe,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",2025-10-30T11:57:09Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NDcwODQ4MjcyIn0.uGMTFvTOgJfYOLFqUzmvQUVOaebp6Y3QCItSN4HD1c4,13.420806,5470848272,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",Adzuna::API::Response::Job,52.507706,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",https://www.adzuna.de/land/ad/5470848272?se=PjJeOBEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=C03D51F78DFAF48568A8F0072636C95B2AA3CCEC,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Syste,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",2025-10-30T11:51:16Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDgzNjc0MiIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.Vg7kLVBBs8f8al8XhNKtdLY3pevzpkTZZFzBCV-Uf4Q,11.083642,5470836742,Das ist dein Arbeitsumfeld: Gemeinsam mit rund 200 Auszubildenden und dual Studierenden meisterst du die abwechslungsreichen und anspruchsvollen Aufgaben und bist von Beginn an in ein Team eingebunden. Kompetente Ausbilderinnen und Ausbilder stehen dir mit Rat und Tat zur Seite und unterstützen dich bei deiner fachlichen und persönlichen Entwicklung. Nach erfolgreichem Abschluss darfst du dich auf eine Übernahme von mind. einem Jahr freuen. Zum 01.09. starten wir in einen gemeinsamen Orientieru…,Adzuna::API::Response::Job,49.443967,"{'display_name': 'Nürnberg, Bayern', 'area': ['Deutschland', 'Bayern', 'Nürnberg'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5470836742?se=PjJeOBEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=300CF14BAC8BCE1CA32B4C0759ABDEBE7777233A,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026","{'display_name': 'DATEV eG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-10-30T11:48:54Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwMTg0MDgyNiIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.ap8LfZBs2lbel7DNIbgLK9JKiVGwkTvMAf9IdXCS-Qw,13.420806,5601840826,"We are seeking a skilled Data Science Engineer. Must-Have Requirements Programming & ML Frameworks: Python; PyTorch or TensorFlow; scikit-learn; XGBoost or LightGBM; pandas; NumPy Time Series & Forecasting: BSTS; Prophet; Temporal Fusion Transformer (TFT); hierarchical forecasting with MinT reconciliation Optimization: Linear Programming and MILP using tools such as PuLP and OR-Tools; constraint satisfaction; min-cost flow optimization AWS ML Stack: Amazon SageMaker (Training Jobs, Endpoints, M…",Adzuna::API::Response::Job,52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5601840826?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'engineering-jobs', 'label': 'Technikerstellen'}",0,Senior Data Science Engineer,"{'display_name': 'Trinetix', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-27T14:10:51Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNjY4ODYxMyIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.RB7F3HfoKAjjq3CNZZzMhxt_mqAZAig3H9BYRgCooQM,9.1557,5536688613,"Pflichtpraktikum Data Science im Qualitätsmanagement Wernerstraße 51, 70469 Stuttgart, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Rob…",Adzuna::API::Response::Job,48.81065,"{'display_name': 'Feuerbach, Stuttgart', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Feuerbach']}",https://www.adzuna.de/details/5536688613?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,Pflichtpraktikum Data Science im Qualitätsmanagement,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch GmbH'}",2025-12-10T20:02:52Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwNzIzNzk5NCIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.RNLuJLiyadovKjRUjgC32LOMRkRp8XdfqXgt8qrGjp4,11.56803,5607237994,"Short Facts Join us on our journey to build Europe's energy backbone : We at Flexa are building Europe's largest virtual power plant with currently above 100k assets signed up, aiming to breach the million in the near future. To optimize the value creation from both trading algorithms across markets and dispatching to the assets, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow…",Adzuna::API::Response::Job,48.1476,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], 'display_name': 'Maxvorstadt, München'}",https://www.adzuna.de/details/5607237994?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,Head of Data Science,"{'display_name': 'Flexa', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-31T07:21:56Z,full_time,140000.0,200000.0,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjkxNDgwOSIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.pDW76kBQp66glvng02_vS6YIODsm1C0vNFVqSEcIUzs,13.420806,5662914809,"Hungry for a challenge? That’s good, because at Just Eat Takeaway.com (JET) we have abundant opportunity, or, as we say, everything is on the table. We are a leading global online food delivery marketplace. Our tech ecosystem connects millions of active customers with hundreds of thousands of connected partners in countries across the globe. Our mission? To empower every food moment around the world, whether it’s through customer service, coding or couriers. About this role As the Senior Team L…",Adzuna::API::Response::Job,52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/details/5662914809?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Data Science Team Leader,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Just Eat'}",2026-03-12T22:18:04Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxMDY1ODEzMSIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.gYbgQ2WsWi_Qu9N-rkYifUsrJEDDUkulxOdX1E8bMys,13.58363,5510658131,"Who we are Prior Labs is building foundation models that understand tabular data, the backbone of science and business. Foundation models have transformed text and images, but structured data has remained largely untouched. We’re tackling this $600B opportunity to fundamentally change how organizations work with scientific, medical, financial, and business data. Momentum: We’re the world-leading organization in structured data ML. Our TabPFN v2 model was published in Nature and set a new state-…",Adzuna::API::Response::Job,52.68087,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Brandenburg', 'Barnim (Kreis)', 'Bernau bei Berlin'], 'display_name': 'Bernau bei Berlin, Barnim (Kreis)'}",https://www.adzuna.de/details/5510658131?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,"Applied Scientist, Data Science","{'display_name': 'Prior Labs', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-23T19:16:26Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjI1NzkzMCIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.GwGlU3ALWQZ1EGKxp7vxaDkCn3KjUAKTGcaSy3e1uRA,13.420806,5502257930,"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 24 months, our work has been heard, watched and loved for over 3 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as our first dedicated Data Scientist to bring order to the cha…",Adzuna::API::Response::Job,52.507706,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",https://www.adzuna.de/details/5502257930?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,"Data Science, Music & Audio","{'display_name': 'Melotech', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-18T19:20:38Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MjQ3Nzk1MCIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.AaPA1dSjEa5djxOXhr62xnzydxQ_XqrOB1HsdVTB2Y8,10.85789,5672477950,"Make your mark for patients To strengthen our Global Advanced Analytics team, we are looking for an adaptable, collaborative individual with an intrapreneurial mindset for our Analytics Lead opening . This hybrid role is based in our headquarters in Monheim, Germany requiring 40% onsite presence and 5-10% international/ domestic travel. About the role You will help to inform on the commercial viability of various assets in development. You will be responsible for making exceptional business imp…",Adzuna::API::Response::Job,48.84099,"{'area': ['Deutschland', 'Bayern', 'Donau-Ries (Kreis)', 'Monheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Monheim, Donau-Ries (Kreis)'}",https://www.adzuna.de/details/5672477950?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Data Science Lead 1,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'UCB'}",2026-03-19T22:33:09Z,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDg3MDQ4OTA3NSIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.3nOipxCCUrnjej3LG4bLGoa09QHFVq9P5MqWxoH9Fk8,13.420806,4870489075,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…",Adzuna::API::Response::Job,52.507706,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,Team Lead Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mapp Digital Us Llc'}",2024-09-20T13:48:26Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1ODEwMzE0MCIsInMiOiJQakplT0JFczhSR1NFdDlHRzZ0MjFRIn0.xtal42soBPK1iO2oMNUzHaCPlEmDaZfdoQA_WrCqpnA,,5458103140,"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…",Adzuna::API::Response::Job,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",https://www.adzuna.de/details/5458103140?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Praktikum Data Science in Neckarsulm,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-10-22T01:23:50Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjAxNDkxMzIzIn0.lPn25zqwOW2ZJfcK5rttekXlEtPRO0i4Gp1jBFJ2c54,8.087806,5601491323,"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",Adzuna::API::Response::Job,53.550256,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Wilhelmshaven'], 'display_name': 'Wilhelmshaven, Niedersachsen'}",https://www.adzuna.de/land/ad/5601491323?se=PjJeOBEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=BC8A3D0793640E5A617365CA26EF4D291535B022,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",0,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",2026-01-27T04:07:58Z,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiUGpKZU9CRXM4UkdTRXQ5R0c2dDIxUSIsImkiOiI1NjU2NDQ1MTIzIn0.HGDFgRiA1fVs9Dgzmp2c8MHV-AQi0Lp8UU_rn9Bfe8k,,5656445123,"Als eine der großen europäischen Plattformen für Investmentfonds ist die Attrax Financial Services S.A. ein zuverlässiger Partner der Genossenschaftlichen FinanzGruppe Volksbanken Raiffeisenbanken in Deutschland und weiterer professioneller Finanzdienstleister - wie Banken, Investmentgesellschaften und Versicherungen. Die Gesellschaft bietet ihren Institutionellen Kunden innovative Business-to-Business-Services für Fondsbrokerage und Fondsverwahrung, kundenorientierte Lösungen in den Bereichen …",Adzuna::API::Response::Job,,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",https://www.adzuna.de/land/ad/5656445123?se=PjJeOBEs8RGSEt9GG6t21Q&utm_medium=api&utm_source=a4bcf954&v=530CE24AB79D290DA342E3F293F5F3D2AA515AAD,"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",0,Innovationsmanager*in im Bereich Fondsbrokerage Drittfonds (1 Jahr befristet),"{'display_name': 'Union Investment', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-06T18:43:08Z,,,,
