adref,company,id,created,category,title,location,__CLASS__,longitude,description,latitude,redirect_url,salary_is_predicted,contract_time,contract_type,salary_max,salary_min
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0xEUEFnajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTQ5MjgxMjY3In0.35aIo1-dSJ0JREluMPNZTbAQ_FNy-rsDLo4ZPpjKgRY,"{'display_name': 'ITSCare-IT-Services für den Gesundheitsmarkt GbR', '__CLASS__': 'Adzuna::API::Response::Company'}",5549281267,2025-12-20T00:28:36Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium Wirtschaftsinformatik â Data Science (B.Sc.) (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",Adzuna::API::Response::Job,9.187224,"Duales Studium Wirtschaftsinformatik – Data Science (B.Sc.) (m/w/d) Einblicke in das Unternehmen Die ITSCare mit Sitz in Frankfurt a.M. und zentralem Unternehmensstandort in Stuttgart ist 100% Tochter von drei AOKs. Als Dienstleister sind wir mit ca. 700 qualifizierten Mitarbeitenden verantwortlich für die Verarbeitung und Speicherung der Sozialdaten von ca. 7,5 Millionen Versicherten. Als Spezialist für Netzwerke, Hardware, Software, Telekommunikation und Rechenzentrumsbetrieb stehen wir für L…",48.776198,https://www.adzuna.de/land/ad/5549281267?se=7LDPAgj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=FB2FAA437A914F823CBFC579A4F7936B525D271F,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg1MjAyOSIsInMiOiI3TERQQWdqMThCR0NRLVhMYmxjSDhRIn0.qr4Jx-jsSAwQNDbZ5qLSPiT7yswDsiOOH9hZyQtU4sw,"{'display_name': 'Schaeffler Technologies AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5470852029,2025-10-30T11:52:09Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Duales Studium (DHBW) - Data Science und künstliche Intelligenz (m/w/d) 2026,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach']}",Adzuna::API::Response::Job,10.88109,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Ausbildungsschwerpunkt…",49.56892,https://www.adzuna.de/land/ad/5470852029?se=7LDPAgj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=049687B55E47404638DF67BD2DEEC37DD80ADDDB,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN0xEUEFnajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NDcwODU5MzM1In0.eRovULnJ-tOydzbGrG1ZbWrQhyCoyNMY3MheeevXZRE,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5470859335,2025-10-30T11:53:43Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Duales Studium Data Science und Künstliche Intelligenz (m/w/d), Karlsruhe, 2026","{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,8.589191,"Die Softwareentwicklung ist einer der wichtigsten Bereiche bei Atruvia. Als Kompetenzzentrum für bankfachliche IT-Lösungen realisieren wir jedes Jahr über 200 Softwareprojekte, die unseren Kunden mehr Effizienz und Flexibilität im Kerngeschäft einbringen. Mit unseren smarten (analytischen) Lösungen erarbeiten wir gemeinsam mit unseren Kunden innovative Produkte - nach dem Motto “Wir machen das Leben leichter mit KI”. Aufgaben Du entwickelst maßgeschneiderte Data-Science und KI-Lösungen – vom Pr…",49.073517,https://www.adzuna.de/land/ad/5470859335?se=7LDPAgj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=4E596F1A29B4851731BEF0FB5986418F0963A0F6,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NDcwODY4MzA4In0.eiErZy4EFHTAQqDIE3IwGs3G2ddfym3bvxaHDi-FUP8,"{'display_name': 'Bosch Rexroth', '__CLASS__': 'Adzuna::API::Response::Company'}",5470868308,2025-10-30T11:55:32Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Bachelor of Science Studiengang Data Science und Künstliche Intelligenz (w/m/div.),"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Lohr am Main, Main-Spessart (Kreis)', 'area': ['Deutschland', 'Bayern', 'Main-Spessart (Kreis)', 'Lohr am Main']}",Adzuna::API::Response::Job,9.57169,"Die Zukunft studieren Der Studiengang Data Science und Künstliche Intelligenz versetzt dich in die Lage, die digitale Transformation maßgeblich voranzutreiben und zukunftsweisend mitzugestalten. Die Ausrichtung auf die Anwendungsdomäne der Wirtschaft ermöglicht es dir, Anwendungs- und Umsetzungswissen zu erwerben. Vielfältige Wahlmöglichkeiten eröffnen dir unterschiedliche Berufsfelder wie Data Engineer, Data Analyst, Machine Learning Specialist oder Machine Learning Engineer. Während des Studi…",49.99502,https://www.adzuna.de/land/ad/5470868308?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=5539C15A8335199BC58820A45913659469F03B6C,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTY1ODA1MzYzIn0.lr4O0TL2_cIT8_LA9czxpik010qiSJqlFQ0vwbwQ3k0,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5565805363,2026-01-03T08:20:44Z,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}","Duales Studium Data Science und Künstliche Intelligenz B.Sc. (m/w/d), Karlsruhe, 2026","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Durlach'], 'display_name': 'Durlach, Karlsruhe'}",Adzuna::API::Response::Job,8.47624,"Duales Studium Data Science und Künstliche Intelligenz B.Sc., Karlsruhe, 2026 Gestalte die Zukunft mit KI Starte dein Duales Studium im Bereich Data Science & Künstlicher Intelligenz ! Du möchtest mit smarten Lösungen die Welt der Banken-IT revolutionieren? Bei uns lernst du, wie du innovative Data-Science- und KI-Lösungen entwickelst, die unseren Kunden das Leben erleichtern. Gemeinsam gestalten wir die digitale Transformation nach dem Motto: Wir machen das Leben leichter mit KI. Dein Duales S…",49.00018,https://www.adzuna.de/land/ad/5565805363?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=9CF55B4F48E465051BBEDC5A803CEC8401A2C144,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg5MTY1MzM4In0.xkVhRMAhT_pkCFbjSp-Pogl6oc1yAscb6irDYY10ocA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'JULABO GmbH'}",5589165338,2026-01-17T12:22:03Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Bachelor of Science (m/w/d) - Studiengang Data Science und Künstliche Intelligenz für 2026,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Lahr/Schwarzwald'], 'display_name': 'Lahr/Schwarzwald, Ortenaukreis', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,7.94018,"Zuhause bei JULABO Wir suchen dich! Bachelor of Science (m/w/d) - Studiengang Data Science und Künstliche Intelligenz für 2026 Deine Tätigkeitsschwerpunkte Der Bachelorstudiengang in Data Science und Künstliche Intelligenz vermittelt praxisorientierte Kenntnisse in Informatik, Mathematik, Statistik und Betriebswirtschaftslehre. Studierende lernen, wie sie große Datenmengen analysieren und intelligente KI-gestützte Anwendungen zur Optimierung von Geschäftsprozessen entwickeln können. Der Studien…",48.31156,https://www.adzuna.de/land/ad/5589165338?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=1BB163DF2C4D6CB45DF6E1C81297B09E0A354A6C,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwOTc1MTUzOCIsInMiOiJZQ29PQkFqMThCR0NRLVhMYmxjSDhRIn0.dFJztpyk4yXzK6dHpMc9ns1eahMw2tV65PhcLivO2rg,"{'display_name': 'Viessmann Climate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",5509751538,2025-11-22T22:13:16Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2026 (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",Adzuna::API::Response::Job,,"Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragten Experten an der Schnittstelle von Technologie und Wirtschaft. Was du lernst Entwicklung von KI-Modellen und intelligenten Anwendungen (z.B. Machine Learning, N…",,https://www.adzuna.de/land/ad/5509751538?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=9D87D15DF1E9180035D0E6ACB94E65153AD40DAB,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg1MTQ2NiIsInMiOiJZQ29PQkFqMThCR0NRLVhMYmxjSDhRIn0.i8GC_bnucfpUFZwoLoSIATzI6Twzaw4EBLrSnjEtA0c,"{'display_name': 'Zürich Beteiligungs AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5470851466,2025-10-30T11:52:00Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Duales Studium DHBW Mannheim Data Science & KI (praxisintegriert) (m/w/d) 2026,"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,6.969972,"Deine Aufgaben und Studieninhalte im Schnell-Check: Deine Praxis im Innendienst: Während deiner Praxisphasen am Direktionsstandort Köln lernst du in verschiedenen Ausbildungsstationen die IT-Infrastruktur von Zurich kennen Ob Data-driven Marketing, Bank Analytics oder Dynamic Pricing – unterstützt von deinen Ausbilder:innen findest du bei uns dein Perfect Match In agilen Marketingprojekten arbeitest du gemeinsam mit anderen Azubis und dualen Studierenden kreativ zusammen und bringst z.B. unsere…",50.940164,https://www.adzuna.de/land/ad/5470851466?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=03C1AC8F69910A3C6B5E746F98C8C6A389E92378,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg5MTk5NzIzIn0.VfHYqGyMUZQ9PdLapbwcIrWLmn2u-gra8ihaNl8gDLs,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",5589199723,2026-01-17T15:24:27Z,"{'label': 'Vertriebsstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'sales-jobs'}",Werkstudent*in für digitale Transformation und KI im Bereich After Sales Produktbetreuung,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Böblingen'], 'display_name': 'Böblingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,8.98349,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",48.68872,https://www.adzuna.de/land/ad/5589199723?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=80E13B17DD2185E61B5081452E8401D57D605CB1,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg0MjMxOSIsInMiOiJZQ29PQkFqMThCR0NRLVhMYmxjSDhRIn0.TXo0LRwttIeg5dKxJPyz_lmTtTgIh_NwGsIKpkMSDQE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BGV-Versicherung AG'}",5470842319,2025-10-30T11:49:51Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Bachelor of Science (m/w/d) â Data Science und Künstliche Intelligenz 2026,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}",Adzuna::API::Response::Job,8.589191,"Darauf kannst du dich freuen: Wechsel zwischen Theoriephasen an der DHBW Karlsruhe und Praxiseinsätzen bei uns im Unternehmen Mitarbeit in spannenden Projekten mit direktem Bezug zur Praxis Einblicke in verschiedene Unternehmensbereiche und interdisziplinäre Zusammenarbeit Moderne Arbeitsumgebung, offene Unternehmenskultur und individuelle Betreuung Sehr gute Entwicklungschancen nach deinem Studium Einführungsmonat/Vorpraktikum bereits vor dem 1.10. Rotationsplan mit Wunsch-Stationen (deine per…",49.073517,https://www.adzuna.de/land/ad/5470842319?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=86F1817E0542F698F441FC7AD920B87F44BB1CE2,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg2ODg1OCIsInMiOiJZQ29PQkFqMThCR0NRLVhMYmxjSDhRIn0.HLjn7OZitKJdAkPRt2g2kXouWpT6GPte9BMJ8yOwbco,"{'display_name': 'Diehl Defence GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5470868858,2025-10-30T11:55:38Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Dualer Student (m/w/d) Data Science & Künstliche Intelligenz ab September 2026,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",Adzuna::API::Response::Job,,"Das ist Dein Platz bei uns: Du absolvierst bei uns das 3-jährige Duale Studium zum Bachelor of Science in Kooperation mit der Dualen Hochschule Baden-Würtemberg in Karlsruhe. Das Duale Studium vermittelt theoretische und praktische Kenntnisse zur Analyse, Verarbeitung und Interpretation großer Datenmengen sowie zur Entwicklung intelligenter Systeme. Du wechselst dabei immer im 3-Monatsryhtmus zwischen Theoriephase an der DHBW und der Praxisphase in unserem Unternehmen. Durch den vielseitigen Ei…",,https://www.adzuna.de/land/ad/5470868858?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=F9F98F99404765FA04011E5AD712E01BF60FE321,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTY1NDE1Nzg0In0.5WYD1DFxwjkDxQiD6ZhESIOXIkqspiPqgE73Y-BUHFU,"{'display_name': 'Deutsche Bundesbank', '__CLASS__': 'Adzuna::API::Response::Company'}",5565415784,2026-01-02T23:53:24Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Praktikum Data Science im Bereich Preis-, Immobilienmarkt- und Konjunkturstatistiken - Inklusiver Job   ","{'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,8.650578,"Unsere Beschäftigten stellen sicher, dass unsere gemeinsame Währung und das europäische Finanzsystem stabil bleiben. Wie ihnen das gelingt? Bei uns haben sie die Zeit, den Freiraum und die Tools, komplexe Finanz- und Wirtschaftsthemen in ihrer Tiefe zu durchdringen und nachhaltige Lösungsvorschläge zu erarbeiten. Sie arbeiten agil, digital und über Grenzen hinweg. In Teams, die keine Vorurteile kennen, sondern gemeinsame Ziele. Werde auch Du Teil von etwas Besonderem und schaffe ein solides Fun…",50.129683,https://www.adzuna.de/land/ad/5565415784?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=2B957B41CAD4DF4EEEC3CC71210799C9B0328146,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NDcwODY2NDk2In0.GGLFzpgMBKSeS9xBrJ6DcnogSNEIm-2-3_f62eUhyXs,"{'display_name': 'HORNBACH Baumarkt AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5470866496,2025-10-30T11:55:10Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Duales Studium - Bachelor of Science - Informatik - Data Science und KI (gn) für 2026 - ID 150988,"{'area': ['Deutschland', 'Rheinland-Pfalz', 'Alzey-Worms (Kreis)', 'Bornheim'], 'display_name': 'Bornheim, Alzey-Worms (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,8.06043,"Hast Du Deinen Weg schon gefunden? Für Deinen Weg bei uns bringst Du mit: 3 Jahre Zeit und allgemeine Hochschulreife oder Fachhochschulreife  Studierfähigkeitstest Hier baust Du Dein theoretisches Fundament: DHBW Karlsruhe Die Praxis lernst Du hier : HORNBACH Zentrale in Bornheim bei Landau i. d. Pfalz Startschuss für Deine Zukunft bei HORNBACH: 01.10.2026 Darauf kannst Du Dich freuen: Gehalt - logisch! 1. Jahr: 1.250 €, 2. Jahr: 1.500 €, 3. Jahr: 1.750 € Mehr – klar! Neben Deinem Gehalt sowie …",49.78244,https://www.adzuna.de/land/ad/5470866496?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=556543A7E73BEEAA02541455F325372446E9FE00,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4MjI0NTc5NyIsInMiOiJZQ29PQkFqMThCR0NRLVhMYmxjSDhRIn0.KvA4cgksnqqLLZWnFzKLtJ9Ktt5ltnES-6VvfBn_0xk,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Kuda Technologies Ltd'}",5482245797,2025-11-05T15:20:21Z,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",Data Science Manager,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,13.420806,"Kuda is a money app for Africans on a mission to make financial services accessible, affordable and rewarding for every African on the planet. We’re a tribe of passionate and diverse people who dreamed of building an inclusive money app that Africans would love so it’s only right that we ended up with the name ‘Kuda’ which means ‘love’ in Shona, a language spoken in the southern part of Africa. We’re giving Africans around the world a better alternative to traditional finance by delivering mone…",52.507706,https://www.adzuna.de/details/5482245797?utm_medium=api&utm_source=a4bcf954,0,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NTgwMzA5MiIsInMiOiJZQ29PQkFqMThCR0NRLVhMYmxjSDhRIn0.8TOf0DBhTcZDYk4f9lCW139SeDM-OInG21ut8V3xAec,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'DATEV eG'}",5565803092,2026-01-03T08:20:12Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}","Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026","{'display_name': 'Doos, Nürnberg', 'area': ['Deutschland', 'Bayern', 'Nürnberg', 'Doos'], '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,11.01935,"Das ist dein Arbeitsumfeld: Bei DATEV arbeitest du nicht nur in einem Team, sondern bist von Anfang an Teil einer Gemeinschaft, die rund 200 Auszubildende und dual Studierende umfasst. Du bist in verschiedene Aufgaben eingebunden, die sowohl herausfordernd als auch abwechslungsreich sind. Gemeinsam sorgen wir für exzellente Kundenberatung und langfristige Geschäftsbeziehungen. Du arbeitest in einem dynamischen und innovativen Umfeld, das neuen Ideen und Weiterentwicklungen stets offen gegenüber…",49.46381,https://www.adzuna.de/land/ad/5565803092?se=YCoOBAj18BGCQ-XLblcH8Q&utm_medium=api&utm_source=a4bcf954&v=4A1EE9938E1BAD486745E15AC68ECE14684B9EFD,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI0NzAzMDQ3NDAwIn0.WbGLYJTkrF8rqxB4DnbNLvwS-2iQf3SaZ-IcUAwDsrg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nerou GmbH'}",4703047400,2024-05-22T08:24:33Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Werkstudent:in Data Science,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",Adzuna::API::Response::Job,13.420806,"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",52.507706,https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTM0MDU2MTQyIn0.H8uY1WEmAVEwnEq8h7A_irw9DGriTwsFcR5NC5SS99o,"{'display_name': 'nerou GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5534056142,2025-12-08T23:53:26Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Werkstudent:in Data Science,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin', 'Wedding'], 'display_name': 'Wedding, Berlin'}",Adzuna::API::Response::Job,13.3777,"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",52.53261,https://www.adzuna.de/details/5534056142?utm_medium=api&utm_source=a4bcf954,0,part_time,contract,450.0,450.0
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4OTIwMjM1OSIsInMiOiJZQ29PQkFqMThCR0NRLVhMYmxjSDhRIn0.C8sgiZKT99sNT-7YWs5k-PC0a0Hlepie9FiDv9i7aqM,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bain & Company'}",5489202359,2025-11-10T11:50:05Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Senior Data Science,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",Adzuna::API::Response::Job,,"WHAT MAKES US A GREAT PLACE TO WORKWe are proud to be consistently recognized as one of the worlds best places to work. We are currently the 1 ranked consulting firm on Glassdoors Best Places to Work list and have maintained a spot in the top four since the list began in 2009.Extraordinary teams are at the heart of our business strategybut they dont happen by chance. They require intentional focus on bringing together a broad set of backgrounds, cultures, experiences, perspectives, and skills i…",,https://www.adzuna.de/details/5489202359?utm_medium=api&utm_source=a4bcf954,0,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTg2NzkzMjM5In0.9Q2LotuDEIhKwH_yEwSI8RNs1vlawut6oQ-KOMIVxHA,"{'display_name': 'Peec AI', '__CLASS__': 'Adzuna::API::Response::Company'}",5586793239,2026-01-15T20:46:25Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",Director Data Science,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",Adzuna::API::Response::Job,13.420806,"What you’ll do Build, mentor, and lead an elite data science team as a trusted, empathetic player-coach, while clearly communicating complex technical ideas to executives, customers, and partners Personally design, train, deploy, and own the models that power Peec AI’s AI Search recommendations, taking hands-on responsibility for our most business-critical ML systems Develop and ship novel algorithms that reverse-engineer AI search and LLM behavior, turning deep technical insight into durable, …",52.507706,https://www.adzuna.de/details/5586793239?utm_medium=api&utm_source=a4bcf954,0,full_time,,160000.0,140000.0
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUNvT0JBajE4QkdDUS1YTGJsY0g4USIsImkiOiI1NTE4NTk5Mjk5In0.qw25WkrML65EL3R0h5fxxovfrUTHnhMlONkAE8uC2h4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Publicis Groupe'}",5518599299,2025-11-29T00:25:24Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Manager Data Science,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,,"Company description Publicis Sapient is a digital transformation partner helping established organizations get to their future, digitally enabled state, both in the way they work and the way they serve their customers. We help unlock value through a start-up mindset and modern methods, fusing strategy, consulting, and customer experience with agile engineering and problem-solving creativity. United by our core values and our purpose of helping people thrive in the brave pursuit of next, our 20,…",,https://www.adzuna.de/details/5518599299?utm_medium=api&utm_source=a4bcf954,0,,,,
