category,id,redirect_url,__CLASS__,description,latitude,adref,created,salary_is_predicted,location,title,company,longitude,contract_time,salary_max,salary_min,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",5782379872,https://www.adzuna.de/land/ad/5782379872?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=467F505A2ED694B1C8F8AE9113C5A4ED159DDA61,Adzuna::API::Response::Job,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",49.18975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMmx5VFlLUi04Ukd4X3BIZHJOR2ZtUSIsImkiOiI1NzgyMzc5ODcyIn0.rYlXMqbqUa8BNAK7wWj3P-OeStdBEE5WAxaf54Lohwg,2026-06-30T22:25:39Z,0,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",Consultant Energiewirtschaft Datenqualität MaKo (m/w/d),"{'display_name': 'Schwarz Corporate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",9.2274,,,,
"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5750356415,https://www.adzuna.de/land/ad/5750356415?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=C71B76E76EFDB00FF969BA2BE5FCC984410EC0CD,Adzuna::API::Response::Job,"Du liebst IT? Dann gestalte die KI-gestützte digitale Zukunft mit uns! Du möchtest Lösungen für die dringendsten und komplexesten Herausforderungen der digitalen Welt finden und dabei die digitale Transformation mitgestalten? Du möchtest ein Teil eines Weltklasse-Teams sein und bei einem ""next generation Tech Leader"" arbeiten? Dann starte bei uns als Nachwuchstalent in einem der zahlreichen dualen Studiengänge! Entdecke eine offene, multikulturelle Unternehmenskultur mit vielfältigen Entwicklun…",48.137418,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMmx5VFlLUi04Ukd4X3BIZHJOR2ZtUSIsImkiOiI1NzUwMzU2NDE1In0.o3Spmz3USmL50TMF-uAfTdL_YTU3_qt3GGBjeO47rZ0,2026-06-03T11:33:19Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",B.Sc. Data Science & KI (w/m/d),"{'display_name': 'Atos Information Technology', '__CLASS__': 'Adzuna::API::Response::Company'}",11.555737,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",5766706297,https://www.adzuna.de/land/ad/5766706297?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=65F8763346210AA5E6A022222F57416BDAB2FB5A,Adzuna::API::Response::Job,"Dein Berufsbild: Du magst Mathe und möchtest später etwas mit Daten machen? Dich faszinieren datengestützte Tools, wie ChatGPT, und du kennst deren große Chance für die Zukunft? Dann bewirb dich für das duale Studium B. Sc. Softwaretechnologie - Data Science und entdecke mit uns, wie wir die Welt der Labordiagnostik durch datenbasierte Entscheidungen verändern können. Daten sind eines der Fundamente, damit Unternehmen bestmögliche Entscheidungen treffen können. Im Studiengang B. Sc. Softwaretec…",50.804953,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMmx5VFlLUi04Ukd4X3BIZHJOR2ZtUSIsImkiOiI1NzY2NzA2Mjk3In0.bgdy3izG3Eb-ZN9cb-_lUIWwL4R7l-9K47w46J-G_-A,2026-06-17T13:17:48Z,0,"{'display_name': 'Marburg, Marburg-Biedenkopf (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Marburg-Biedenkopf (Kreis)', 'Marburg']}",Duales Bachelorstudium Softwaretechnologie Data Science (B.Sc.) - Marburg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens Healthineers AG'}",8.78967,,,,
"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5758420112,https://www.adzuna.de/land/ad/5758420112?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=EC786C602C709F94FEC8535E45299C5D8A1EA21A,Adzuna::API::Response::Job,"Vernetze mit uns die Welt von morgen. Du begeisterst dich für Informatik und möchtest die Energiewende aktiv mitgestalten? Bei der Netze BW, einem Tochterunternehmen der EnBW, kombinierst du dein duales Studium mit praxisnaher Arbeit an Lösungen, die Klimaschutz, erneuerbare Energien und intelligente Energienetze unterstützen. Gemeinsam treiben wir die digitale Transformation des Energiesystems voran– innovativ, verantwortungsvoll und zukunftsorientiert. Du@NetzeBW Du denkst gerne analytisch un…",48.0962,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1ODQyMDExMiIsInMiOiIybHlUWUtSLThSR3hfcEhkck5HZm1RIn0.vXKvzbIIpXvJfHdJ34Nty1KYAPkMSahL5W0ETCGvgBA,2026-06-10T13:50:57Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Biberach an der Riß'], 'display_name': 'Biberach an der Riß, Biberach (Kreis)'}",Duales Studium Data Science und Künstliche Intelligenz (B. Sc.),"{'display_name': 'Netze BW GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",9.78975,,,,
"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs'}",5793449792,https://www.adzuna.de/land/ad/5793449792?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=917221C3B2378991CB462D4AAC50E0B97D1EED97,Adzuna::API::Response::Job,"Aufgaben Profil Wir bieten Hinweis: Dieser Studiengang wird als Studium mit vertiefter Praxis angeboten. Du liebst es, Ursachen für Probleme zu entdecken und Lösungen zu finden und möchtest an Zukunftsthemen arbeiten? Du hast eine Leidenschaft für IT und Digitalisierung? Dann ist dieses Studium genau das Richtige für dich. Denn du bist Expert:in dafür . klicken sie bewerben, für die volle Stellenbeschreibung",48.62848,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMmx5VFlLUi04Ukd4X3BIZHJOR2ZtUSIsImkiOiI1NzkzNDQ5NzkyIn0.mziR9eZlPjW4jL0sfVHV8wYd4dzSYCWFODkQ0TmsX00,2026-07-09T02:41:45Z,0,"{'area': ['Deutschland', 'Bayern', 'Dingolfing-Landau (Kreis)', 'Dingolfing'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Dingolfing, Dingolfing-Landau (Kreis)'}",Dualer Student Data Science & Scientific Computing (w/m/x),"{'display_name': 'BMW Group', '__CLASS__': 'Adzuna::API::Response::Company'}",12.49782,,,,
"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",5786356991,https://www.adzuna.de/land/ad/5786356991?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=94C377E5EBD3BADCB4340AFD14644BBB6AF053EC,Adzuna::API::Response::Job,"Aufgaben Profil Wir bieten Hinweis: Dieser Studiengang wird als Studium mit vertiefter Praxis angeboten. Du liebst es, Ursachen für Probleme zu entdecken und Lösungen zu finden und möchtest an Zukunftsthemen arbeiten? Du hast eine Leidenschaft für IT und Digitalisierung? Dann ist dieses Studium genau das Richtige für dich. Denn du bist Expert:in dafür . klicken sie bewerben, für die volle Stellenbeschreibung",48.18446,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NjM1Njk5MSIsInMiOiIybHlUWUtSLThSR3hfcEhkck5HZm1RIn0.pTfZa__l_ddS9HgHuKL2k__0gEeFC3_yXMbzRvDZXYc,2026-07-03T06:15:34Z,0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Milbertshofen-Am Hart'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Milbertshofen-Am Hart, München'}",Dualer Student Data Science & Scientific Computing (w/m/x),"{'display_name': 'BMW Group', '__CLASS__': 'Adzuna::API::Response::Company'}",11.57287,,,,
"{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",5797124618,https://www.adzuna.de/land/ad/5797124618?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=0739C3910D830F249393F111835B3E86AAB9D0B3,Adzuna::API::Response::Job,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",48.720071,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMmx5VFlLUi04Ukd4X3BIZHJOR2ZtUSIsImkiOiI1Nzk3MTI0NjE4In0.Cq7yluTjXB6g0W7eYYuosu0X8Dk1sIkIkAIwfjK3dec,2026-07-11T20:51:31Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)'}",Werkstudent*in MB.OS Demand & Change Management,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",9.026231,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",5779892097,https://www.adzuna.de/land/ad/5779892097?se=2lyTYKR-8RGx_pHdrNGfmQ&utm_medium=api&utm_source=a4bcf954&v=5833A5A15F27EC506507DA2B1DE67643097B12E3,Adzuna::API::Response::Job,"Jedes Werkzeug kann immer nur so gut sein wie der Mensch, der dahintersteckt. Deshalb suchen wir bei der Festool Group Mitarbeitende, die gemeinsam mit ihren 3.000 Kolleginnen und Kollegen weltweit etwas bewegen wollen. Tauche ein in unsere Welt - und erlebe, wie stolz es macht, in einem Familienunternehmen die besten Elektrowerkzeuge der Welt zu bauen. Aufgaben Anwendung von Data-Mining-Methoden zur datengetriebenen Optimierung von Prozessen im Smart-Factory-Umfeld Entwicklung und Nutzung von …",48.61572,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3OTg5MjA5NyIsInMiOiIybHlUWUtSLThSR3hfcEhkck5HZm1RIn0.R6F_rCYJqYm2q_KCPEGHxvWOjvNbT8IrJNlMyW_UrU0,2026-06-28T08:09:34Z,0,"{'display_name': 'Weilheim an der Teck, Esslingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Weilheim an der Teck'], '__CLASS__': 'Adzuna::API::Response::Location'}",Praktkium Produktion: Digitalisierung der Produktion (WiSe 26/27),"{'display_name': 'Festool Group', '__CLASS__': 'Adzuna::API::Response::Company'}",9.53748,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",5750391844,https://www.adzuna.de/land/ad/5750391844?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=14922F225E74ED6DCC20A0AAA1A211B5D2C6A077,Adzuna::API::Response::Job,Auf einen Blick Studiengang: Data Science&KI Studienort: Duale Hochschule Baden-Württemberg Mannheim Studienbeginn: 1. Oktober 2027 (Wintersemester) Studiendauer: 3 Jahre Abschluss: Bachelor of Science (B.Sc.) Informationen unter: DHBW Data Science&KI Inhalte des dualen Studiums Du wolltest schon immer neues Wissen aus Daten gewinnen und innovative Anwendungen und Geschäftsmodelle kreieren? Dann ist dieses duale Studium genau das richtige für dich. In dem Studiengang Data Science&Künstliche Int…,52.41453,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM5MTg0NCIsInMiOiJBdm5oWWFSLThSR1BwLXA1MHBSVnF3In0.QPDqvqF9tlHvTX1G1Kt2_5h1Rh8eQG2hvdmnsexUWr4,2026-06-03T11:39:06Z,0,"{'display_name': 'Wolfsburg, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Wolfsburg']}","Duales Studium Data Science&KI, Bachelor of Science, 2027","{'display_name': 'dx.one GmbH - A Volkswagen Group Company', '__CLASS__': 'Adzuna::API::Response::Company'}",10.786696,,,,
"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",5796938261,https://www.adzuna.de/land/ad/5796938261?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=089EA4546C4AF9A0E531A797F84B8055EF6B43A5,Adzuna::API::Response::Job,"In unserem dualen Studiengang Bachelor of Science in Data Science und Künstliche Intelligenz lernst du fundierte Inhalte der Informatik und erhältst gleichzeitig Einblicke in die KI, das maschinelle Lernen und Big Data. In den 3 Jahren Studium bist du pro Semester ca. 12 Wochen an der Dualen Hochschule Baden-Württemberg in Stuttgart und die restliche Zeit in deiner Telekom-Abteilung eingesetzt. Während deiner Studien- und Praxisphasen erwarten dich u. a.: Mathematik und Statistik Informatik und…",48.69447,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NjkzODI2MSIsInMiOiJBdm5oWWFSLThSR1BwLXA1MHBSVnF3In0.B1diYWQ9sviavw3hVNF1rrl8hLl_kpF4OCtEuKtFmhw,2026-07-11T14:28:10Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Leinfelden-Echterdingen'], 'display_name': 'Leinfelden-Echterdingen, Esslingen (Kreis)'}",Duales Studium Data Science und Künstliche Intelligenz (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsche Telekom AG, Telekom Ausbildung'}",9.14057,,,,
"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5750397287,https://www.adzuna.de/land/ad/5750397287?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=110DE8E37ED6B5E4544BEA7DC1D7B85CAA63F56A,Adzuna::API::Response::Job,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",49.18975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXZuaFlhUi04UkdQcC1wNTBwUlZxdyIsImkiOiI1NzUwMzk3Mjg3In0.fdvxiH42qYewMfG4JODZTg-vweok9xjqv689hbnvp-M,2026-06-03T11:42:41Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Duales Studium Data Science und KI - Smart Operations Management 2027,"{'display_name': 'Lidl', '__CLASS__': 'Adzuna::API::Response::Company'}",9.2274,,,,
"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5767328954,https://www.adzuna.de/land/ad/5767328954?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=D34C0F62A465DBD30DF42A788AD7309BCF9FF65B,Adzuna::API::Response::Job,"Bei dm und dmTECH sind wir der Überzeugung, dass die Digitalisierung unsere Welt und unser Kaufverhalten verändert. Dabei spielt künstliche Intelligenz eine wichtige Rolle. Schon heute setzen wir auf modernste Technologien, um intelligente Lösungen zu entwickeln. Hierfür suchen wir lösungsorientierte Persönlichkeiten mit analytischem und mathematischem Denkvermögen sowie Leidenschaft für innovative Technologien. Das klingt nach Dir? Dann lass uns gemeinsam handeln – mit Deinem dualen Studium Da…",49.001249,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NzMyODk1NCIsInMiOiJBdm5oWWFSLThSR1BwLXA1MHBSVnF3In0.qgdOeRl_Mejb8KNGuJCIVemRFDGOeIXYr-9sTMAAsOY,2026-06-18T01:08:56Z,0,"{'display_name': 'Karlsruhe, Karlsruhe (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe']}",Duales Studium Data Science und Künstliche Intelligenz (B. Sc.) 2027,"{'display_name': 'dm-drogerie markt GmbH + Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",8.412378,,,,
"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",5750367144,https://www.adzuna.de/land/ad/5750367144?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=8CB174EA36FDBA800FC8F99266489F22C802FFD6,Adzuna::API::Response::Job,Die GELITA-Unternehmensgruppe ist einer der führenden Hersteller von Kollagenproteinen weltweit und mit mehr als 2.900 Mitarbeitenden und 20 Standorten auf allen Kontinenten vertreten. Wir sind mit unserer globalen Präsenz im Markt für Gesundheit und Nahrungsergänzung genauso zu Hause wie in den Bereichen Pharmazie und Medizin. Darüber hinaus bieten wir mit unseren Produkten eine große Bandbreite an äußerst spannenden technologischen Anwendungen. Wir leben Innovation und folgen dabei konsequent…,49.44669,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM2NzE0NCIsInMiOiJBdm5oWWFSLThSR1BwLXA1MHBSVnF3In0.Zd1Ex9i7PkXim-kSLih-HPXGGMuMdu0ej2nB_Gf89Eg,2026-06-03T11:34:56Z,0,"{'display_name': 'Hirschhorn (Neckar), Bergstraße (Kreis)', 'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Hirschhorn (Neckar)'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Bachelor of Science - Data Science & Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GELITA AG'}",8.89711,,,,
"{'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5786593846,https://www.adzuna.de/land/ad/5786593846?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=75D2FBA297F813EA51E6C65899BCB6E6CEA573F6,Adzuna::API::Response::Job,"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg . klicken sie bewerben, für die volle Stellenbeschreibung",49.2291,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NjU5Mzg0NiIsInMiOiJBdm5oWWFSLThSR1BwLXA1MHBSVnF3In0.nmh0ldJiBdqZtCeUnXMa4fYibsOyPEhW4thzHurXY0I,2026-07-03T10:13:44Z,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Bad Friedrichshall'], 'display_name': 'Bad Friedrichshall, Heilbronn (Kreis)'}",Duales Studium Data Science Und Künstliche Intelligenz 2027 (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Digits'}",9.21629,,,,
"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",5788012311,https://www.adzuna.de/land/ad/5788012311?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=D12C9D847E0E3801C1995FD284E5515DB87EF1FC,Adzuna::API::Response::Job,"Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Schäden digital und intelligent zu …",50.25777,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODAxMjMxMSIsInMiOiJBdm5oWWFSLThSR1BwLXA1MHBSVnF3In0.tW8QApkcmrTUtuwm2kZy8DEirDIQ5BWHLMWbHM13oJE,2026-07-04T14:55:42Z,0,"{'display_name': 'Coburg, Coburg (Kreis)', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",(Senior) Applied Scientist (Machine Learning) (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HUK-COBURG Versicherungsgruppe'}",10.96603,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",5787046846,https://www.adzuna.de/land/ad/5787046846?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=4962EF41E50E9015A1BDCDC05B4EB78A100C6562,Adzuna::API::Response::Job,"Mit über 16.000 Studierenden und 80 Studiengängen ist die Hochschule für Technik und Wirtschaft Berlin die größte Hochschule für Angewandte Wissenschaften der Stadt. Bei uns erwarten Sie abwechslungsreiche Herausforderungen und ein innovatives Umfeld, das von Menschen unterschiedlichster Herkunft, Qualifizierung und Prägung gekennzeichnet ist. Der Fachbereich 2: Ingenieurwissenschaften - Technik und Leben besetzt eine Vertretungsprofessur 50 % (01.10.2026 bis 31.03.2028) Fachgebiet Industrial I…",52.507706,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NzA0Njg0NiIsInMiOiJBdm5oWWFSLThSR1BwLXA1MHBSVnF3In0.T3S54LHYw_NgYKBqxc-TVoP4Q6_w3exsGFGRIxXnf48,2026-07-03T21:32:22Z,0,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",Vertretungsprofessur 50 % (01.10.2026 bis 31.03.2028) Fachgebiet Industrial IoT und Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hochschule für Technik und Wirtschaft Berlin  Campus Wilhelminenhof'}",13.420806,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",5782347103,https://www.adzuna.de/land/ad/5782347103?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=F6639F7205191E107E8407F376FE99EC04D52F6F,Adzuna::API::Response::Job,"Das Bundesinstitut für Bau-, Stadt- und Raumforschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächst­möglichen Zeit­punkt befristet auf drei Jahre eine / einen wissenschaftliche Mitarbeiterin / wissenschaftlichen Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. 054.3-25 Ver­gütung E 13 TVöD Beschäftigungs­art befristet auf drei Jahre Wochen­stunden 39h Arbeits­ort Bonn Bewerbungs­frist 26.07.2026 Das BBSR im Bundesamt für Bauwesen und R…",50.71942,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXZuaFlhUi04UkdQcC1wNTBwUlZxdyIsImkiOiI1NzgyMzQ3MTAzIn0.5uWC3Lj1T0lbbTvHz0HXLq0_M1r4PTX-8CCc_v1jSlc,2026-06-30T20:44:08Z,0,"{'display_name': 'Bonn, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], '__CLASS__': 'Adzuna::API::Response::Location'}",Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science,"{'display_name': 'Bundesinstitut für Bau-, Stadt- und Raumforschung ', '__CLASS__': 'Adzuna::API::Response::Company'}",7.112412,,,,
"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",5782347100,https://www.adzuna.de/land/ad/5782347100?se=AvnhYaR-8RGPp-p50pRVqw&utm_medium=api&utm_source=a4bcf954&v=0CA511DB544B8EDA5E7C99E0B7BFEA3AEECAB136,Adzuna::API::Response::Job,"Das Bundesinstitut für Bau-, Stadt- und Raum­forschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächst­möglichen Zeitpunkt befristet auf drei Jahre eine / einen wissenschaftliche Mitarbeiterin / wissenschaftlichen Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. 188.1-25 Ver­gütung E 13 TVöD Beschäftigungs­art befristet auf drei Jahre Wochen­stunden 39h Arbeits­ort Bonn Bewerbungs­frist 26.07.2026 Das BBSR im Bundesamt für Bauwesen und R…",50.71942,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQXZuaFlhUi04UkdQcC1wNTBwUlZxdyIsImkiOiI1NzgyMzQ3MTAwIn0.4MsHfCc58Q_txiPalRb1_Hgi3ELAQxDSIfXFqAQnnAU,2026-06-30T20:44:08Z,0,"{'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}",Wissenschaftliche Mitarbeiterin / wissenschaftlicher Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science,"{'display_name': 'Bundesinstitut für Bau-, Stadt- und Raumforschung ', '__CLASS__': 'Adzuna::API::Response::Company'}",7.112412,,,,
