company,id,created,description,latitude,location,__CLASS__,title,adref,category,salary_is_predicted,redirect_url,longitude,contract_time,salary_max,salary_min,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",5326678274,2025-07-29T16:26:09Z,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld . klicken sie bewerben, für die volle Stellenbeschreibung",50.95177,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Löbstedt, Jena', 'area': ['Deutschland', 'Thüringen', 'Jena', 'Löbstedt']}",Adzuna::API::Response::Job,"Duales Studium - Data Science Und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyNjY3ODI3NCIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0._OMSgb7BuQv6XMHHglahZHnlek4XGAyoj9sJ6oGzryA,"{'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5326678274?se=AA-tyoN28BGZj-Htg5HVnQ&utm_medium=api&utm_source=a4bcf954&v=755DF7B2EB752F3E1AC66409D2405C67EC87A341,11.61322,,,,
"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",5331795334,2025-08-01T12:55:51Z,"Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld . klicken sie bewerben, für die volle Stellenbeschreibung",48.78408,"{'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}",Adzuna::API::Response::Job,"Duales Studium - Data Science Und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMzMTc5NTMzNCIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.1hJ5GWcokKkSZUGajcRF8bdmf1c63DXiQ42HcwEdTuo,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs'}",0,https://www.adzuna.de/land/ad/5331795334?se=AA-tyoN28BGZj-Htg5HVnQ&utm_medium=api&utm_source=a4bcf954&v=404C4E80915E56BFB224AB3BF6B21255AAEF4930,10.10558,,,,
"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",5342970861,2025-08-08T04:36:28Z,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",49.18975,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,Praktikum Data Science,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0Mjk3MDg2MSIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.yRLX72oXMMsJzaNNRMiXpQucLafmIK1qH28BJX_gjpA,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5342970861?utm_medium=api&utm_source=a4bcf954,9.2274,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'verovis'}",5331424135,2025-08-01T07:44:09Z,"Die Zukunft im Fokus. Nimm Deine Zukunft in die Hand. Jobs werden häufig an verschiedenen Standorten mehrfach besetzt und Du kannst flexibel jeden Monat beginnen. Deine Aufgaben Als Consultant*in im Bereich Data Science/Analytics & AI analysierst du Geschäftsprozesse und erarbeitest datengetriebene Lösungsansätze für unsere Kunden. Du übernimmst Projektverantwortung, bist kommunikativ stark und hast ein gutes Gespür für Menschen. Als Consultant*in sind Big Data, AI und Machine-Learning-Pipeline…",48.137418,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",Adzuna::API::Response::Job,"Consultant im Bereich Data Science/Analytics & AI (all genders) - Consulting, Business Analysis, Datenbankentwicklung/BI, Ingenieur",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMzMTQyNDEzNSIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.MQ-bbXZa5IhIzVLjo87JGTq1Chq7MXxqBi4t0dCbqL8,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",0,https://www.adzuna.de/land/ad/5331424135?se=AA-tyoN28BGZj-Htg5HVnQ&utm_medium=api&utm_source=a4bcf954&v=1435EC4903574988CA56554B3F6029CAC992CFE3,11.555737,,,,
"{'display_name': 'adjoe GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5306139116,2025-07-16T10:31:31Z,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programamtic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",53.557429,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",Adzuna::API::Response::Job,Data Science Lead (Programmatic Data Science) (f/m/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MzA2MTM5MTE2In0.5JvRKx9eg8FHYQAzFm22eP2Y3EBQEiLr8RTONpdodBA,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5306139116?utm_medium=api&utm_source=a4bcf954,9.987297,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Impala Search'}",5322817214,2025-07-26T07:26:00Z,"VP of Data Science – Redefining Mobile Ad Personalisation at Scale We’re hiring a VP of Data Science to take ownership of a cutting-edge, high-traffic AI-driven advertising platform that’s reshaping the future of mobile monetisation. This is your chance to build and scale deep learning models that process billions of requests daily; driving smarter targeting, better user experiences, and measurable growth for apps used by millions worldwide. Alongside this, you'll be responsible for building tw…",53.557429,"{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,Data Science Vice President,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MzIyODE3MjE0In0.XkVJeQ5gVJ14Nj4yzIwGJ62yHZBBb6JDqn28w_4_Fgc,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5322817214?utm_medium=api&utm_source=a4bcf954,9.987297,,,,
"{'display_name': 'Skopos Group', '__CLASS__': 'Adzuna::API::Response::Company'}",4931268614,2024-11-08T12:45:45Z,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",50.87096,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis'}",Adzuna::API::Response::Job,Initiativbewerbung Data Science /BI,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkzMTI2ODYxNCIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.F6igJ5qBy3BT0OEDqA8cppcAq8fNf-Mvb7mukNa8yfw,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,https://www.adzuna.de/details/4931268614?utm_medium=api&utm_source=a4bcf954,6.86811,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SKOPOS GROUP'}",5324839870,2025-07-28T02:51:09Z,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",50.87096,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}",Adzuna::API::Response::Job,Initiativbewerbung Data Science /BI,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MzI0ODM5ODcwIn0.o_V5X4ZR3xVWzBT8JAMl77RrO2zhxXKsyUBucFqzWvc,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5324839870?utm_medium=api&utm_source=a4bcf954,6.86811,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",5180670474,2025-05-04T21:27:47Z,"Short Facts Join us on our journey : We at Flexa and Entrix are a diverse team of 50, from 12 nationalities, and steadily growing. To drive the smart and sustainable energy future, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow our Data Science team with innovation, foster talent and teamwork, and drive our offering's growth in alignment with and exceeding Flexa's strategic g…",48.1476,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Maxvorstadt, München'}",Adzuna::API::Response::Job,Head of Data Science,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4MDY3MDQ3NCIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.cV4S0Hh--d-whBXuAwV8PO6NNGodMxCMJKX9887Kor8,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,https://www.adzuna.de/details/5180670474?utm_medium=api&utm_source=a4bcf954,11.56803,full_time,140000.0,100000.0,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'eMFusion Global'}",5120334821,2025-03-31T21:17:24Z,"Product Manager with Data Science Background (m/f/d) Location: Berlin, Germany - Hybrid/Remote My client is seeking a talented and driven Product Manager to join their fast-growing team. As a leader in business model innovation, algorithm development, and digital solutions, they deliver impactful results for their clients by providing end-to-end solutions. This is an exciting opportunity to be part of a dynamic and agile team, working in a startup-like environment with a steep development curve…",,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",Adzuna::API::Response::Job,Product Manager - Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MTIwMzM0ODIxIn0.b7RwYrb-Lw8o2nH_Lfa4PlgTHmFjR5w5J7JgZ06Y4fQ,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,https://www.adzuna.de/details/5120334821?utm_medium=api&utm_source=a4bcf954,,,,,
"{'display_name': 'Wolt', '__CLASS__': 'Adzuna::API::Response::Company'}",5345937479,2025-08-09T22:50:56Z,"About Wolt At Wolt, we create technology that brings joy, simplicity and earnings to the neighborhoods of the world. In 2014 we started with delivery of restaurant food. Now we’re building the delivery of (almost) everything and you’ll find us in over 500 cities in 30 countries around the world. In 2022 we joined forces with DoorDash and together we keep on dreaming big and expanding across the globe. Working at Wolt isn’t always easy, but it’s definitely exciting. Here you’ll learn more, build…",52.507706,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",Adzuna::API::Response::Job,"Manager, Data Science, DEU",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MzQ1OTM3NDc5In0.TGYw6H6iaYxNMIe-af1P-ulLajSvFcLLC4yZ303fPwU,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung'}",0,https://www.adzuna.de/details/5345937479?utm_medium=api&utm_source=a4bcf954,13.420806,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'VISUS Advisory GmbH'}",5326812249,2025-07-29T19:25:41Z,"VISUS Advisory verbindet tiefes Prozessverständnis mit technischer Exzellenz. Unsere Berater begleiten Kunden von der strategischen Ausrichtung über die technische Konzeption bis hin zur Umsetzung eigener Softwarelösungen oder der effizienten Nutzung bestehender Tools wie z. B. Power Automate. Wir zählen zu den Besten unseres Fachs und suchen vielseitige Talente, die den gesamten Prozess beherrschen. Bereit für diese Herausforderung? Dann starte deine Karriere bei uns. Aufgaben Strategische Ber…",51.20259,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bilk, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Bilk']}",Adzuna::API::Response::Job,Consultant KI & Data Science,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyNjgxMjI0OSIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.PzOc1gZULo4mXom5C5gut08xcQLDT4h1a2_MYWN6ER8,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5326812249?utm_medium=api&utm_source=a4bcf954,6.78055,,70000.0,55000.0,
"{'display_name': 'Richard Consulting', '__CLASS__': 'Adzuna::API::Response::Company'}",5316771627,2025-07-22T22:08:56Z,"Einleitung Richard Consulting ist eine internationale Strategieberatung mit Boutique-Charakter. Zu unseren Klienten zählen Unternehmen aus den Bereichen Medien, Logistik, Industrie und Private Equity. Wir unterstützen sie in vielen Fällen bereits seit mehr als zehn Jahren konstant, ganzheitlich und wertschaffend in Strategiefragen auf Top-Management-Ebene sowie bei Mergers & Acquisitions. Wir sind kleiner als die großen Beratungen – das macht uns persönlicher und adaptiver. Wir haben flache Hie…",53.55197,"{'area': ['Deutschland', 'Hamburg', 'Neustadt'], 'display_name': 'Neustadt, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location'}",Adzuna::API::Response::Job,Werkstudent/in Data Science Strategieberatung,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MzE2NzcxNjI3In0.Eic4jcThzT2D7dU1iuyvHn75dWhBeBPayLSIxhJF8IE,"{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5316771627?utm_medium=api&utm_source=a4bcf954,9.98553,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mapp Digital Us Llc'}",4870489075,2024-09-20T13:48:26Z,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…",52.507706,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",Adzuna::API::Response::Job,Team Lead Data Science,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDg3MDQ4OTA3NSIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.R4ELeJtgMDRVZpvBiaWWB7F4k3e70rXzC2KPhAI-xTk,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,13.420806,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'niologic'}",5090920846,2025-03-13T10:46:40Z,START YOUR CAREER WITH OUR CONSULTING ACTIVITIES IN MACHINE LEARNING! - Bei Niologic bauen wir das führende Beratungsunternehmen für Product Engineering für KI und Location Intelligence in Deutschland auf. Durch die Kombination der Megatrends KI und Location Intelligence wollen wir für unsere Kunden die neuesten Trends in Produktion bringen und ihr tägliches Leben positiv verändern. Entgegen aktueller Branchentrends und mit dem Vertrauen führender Marken im Rücken wollen wir von einem außergewö…,50.87096,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis'}",Adzuna::API::Response::Job,Trainee Data Science in der Unternehmensberatung,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA5MDkyMDg0NiIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.WKgI6JvCjbL8RqAMGmJGk7QLYnTSYJ8UD3ocr4dkYAU,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",0,https://www.adzuna.de/details/5090920846?utm_medium=api&utm_source=a4bcf954,6.86811,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'prenode'}",4971811867,2024-12-11T12:44:02Z,"Deine Aufgaben Sammle wertvolle praktische Erfahrungen in der Anwendung von KI, indem du an spannenden Forschungs- und Kundenprojekten mitwirkst. Nimm an unseren Workshops mit namhaften Kunden teil und unterstütze dabei, kundenspezifische Anforderungen zu identifizieren und Lösungen zu entwickeln. Leite durch fortgeschrittene Analysen und Visualisierungen Erkenntnisse aus Daten ab. Unterstütze bei der Erprobung und Auswahl geeigneter Machine Learning Verfahren. Helfe bei der Implementierung von…",49.001249,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe, Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe']}",Adzuna::API::Response::Job,Praktikum: Data Science und KI,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk3MTgxMTg2NyIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.nxdQjrxKOgAJaSmTpwaLAKfi8RddlY92rJbxdkdY_Fk,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,https://www.adzuna.de/details/4971811867?utm_medium=api&utm_source=a4bcf954,8.412378,part_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung'}",5191089945,2025-05-09T20:37:52Z,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",Adzuna::API::Response::Job,Praktikum Data Science in Neckarsulm,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MTkxMDg5OTQ1In0.0msXPZl1qa7CbDo43-98YT2v12ISGzItazR2ms2nyEc,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,https://www.adzuna.de/details/5191089945?utm_medium=api&utm_source=a4bcf954,,full_time,,,
"{'display_name': 'Richard Consulting GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5347471539,2025-08-11T04:41:34Z,"Einleitung Richard Consulting ist eine internationale Strategieberatung mit Boutique-Charakter. Zu unseren Klienten zählen Unternehmen aus den Bereichen Medien, Logistik, Industrie und Private Equity. Wir unterstützen sie in vielen Fällen bereits seit mehr als zehn Jahren konstant, ganzheitlich und wertschaffend in Strategiefragen auf Top-Management-Ebene sowie bei Mergers & Acquisitions. Wir sind kleiner als die großen Beratungen – das macht uns persönlicher und adaptiver. Wir haben flache Hie…",53.557429,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",Adzuna::API::Response::Job,Werkstudent/in Data Science Strategieberatung,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MzQ3NDcxNTM5In0.RKWzp8MaKhYPK-pCF0GJo5bgE_B5kFplEhiAWCBjMLk,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5347471539?utm_medium=api&utm_source=a4bcf954,9.987297,,,,
"{'display_name': 'MTU Aero Engines AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5148236983,2025-04-16T21:50:01Z,"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in München sucht Dich: Werkstudent Data Science / Data Engineering (all genders) Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, kön…",48.18449,"{'display_name': 'Allach-Untermenzing, München', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing']}",Adzuna::API::Response::Job,Werkstudent Data Science / Data Engineering (all genders),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE0ODIzNjk4MyIsInMiOiJBQS10eW9OMjhCR1pqLUh0ZzVIVm5RIn0.JCTgFI7x5wGgKmbxDlIQiP42XsWlOZ3VeU--kyU0PPA,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs'}",0,https://www.adzuna.de/details/5148236983?utm_medium=api&utm_source=a4bcf954,11.44811,part_time,,,
"{'display_name': 'Mercedes-Benz Tech Innovation', '__CLASS__': 'Adzuna::API::Response::Company'}",5347341165,2025-08-11T02:46:25Z,"Life is always about becoming Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können . klicken sie bewerben, für die volle Stellenbeschreibung",,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",Adzuna::API::Response::Job,Duales Studium Data Science / Künstliche Intelligenz In Kooperation Mit Der Dualen Hochschule Baden-württemberg 2026 (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1MzQ3MzQxMTY1In0.fBp6r-j6NJ1nbwrz8TfixPlna-hoUdcWpjMRKYaaaO0,"{'tag': 'trade-construction-jobs', 'label': 'Stellen aus Handel & Bau', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5347341165?se=AA-tyoN28BGZj-Htg5HVnQ&utm_medium=api&utm_source=a4bcf954&v=4EBCC85FAEA306D1BBE63664CD28A756B7FE8C88,,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KSB SE & Co. KGaA'}",5299866746,2025-07-12T22:07:55Z,"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…",51.13209,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankenthal, Bautzen (Kreis)', 'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal']}",Adzuna::API::Response::Job,Praktikum/Abschlussarbeit im Bereich Data Science,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQUEtdHlvTjI4Qkdaai1IdGc1SFZuUSIsImkiOiI1Mjk5ODY2NzQ2In0.ZW12EqWzTmIkj26kCHI1rzCLYPRmbxzmHhUUgxVoulo,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,14.10731,,,,
