longitude,category,adref,company,salary_is_predicted,location,redirect_url,latitude,id,created,description,title,__CLASS__,contract_time,salary_min,salary_max,contract_type
7.3341,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiS29WaUJTR0U4Ukc2NGJwbS02Qnc2dyIsImkiOiI1Nzk3MTM3ODIzIn0.kliNStTscXyJI_eFYjd8YTWjIFGXsZ8L-rch63JWK5Y,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dr. Theiss Naturwaren GmbH'}",0,"{'area': ['Deutschland', 'Saarland', 'Saarpfalz-Kreis', 'Homburg'], 'display_name': 'Homburg, Saarpfalz-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5797137823?se=KoViBSGE8RG64bpm-6Bw6w&utm_medium=api&utm_source=a4bcf954&v=EB986F0F7CAFFBF69122F78DCAA0D9005A3274EE,49.31944,5797137823,2026-07-11T21:21:45Z,"Wir sind ein dynamisches und leistungsstarkes Unternehmen der kosmetischen und pharmazeutischen Industrie. Neben der nach GMP-Richtlinien zertifizierten eigenen Produktion für unsere Gesichts-, Körper-, Haarpflegeprodukte und dekorativen Kosmetik legen wir großen Wert auf unser Qualitätsmerkmal ""Made in Germany"". Jährlich werden unsere innovativen Apothekenprodukte mit Preisen wie ""Beste Neueinführung"" oder ""Top Marke"" ausgezeichnet. Zur Verstärkung unseres IT-Teams suchen wir zum nächstmöglich…",Solution Consultant KI-Plattformen (m/w/d),Adzuna::API::Response::Job,,,,
13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNTgyNDk0MCIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.X6NPKn98apWtxMFYtqFXZZAbgCU6merUiqdf8dYR-vM,"{'display_name': 'DataSmart Point GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",https://www.adzuna.de/land/ad/5805824940?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=4DFBE896E47F5FB7894C98450762E7858B4D263B,52.507706,5805824940,2026-07-18T07:05:00Z,"Werde Teil der digitalen Zukunft mit der DataSmart Point Academy Die DataSmart Point Academy (DSP Academy) ist ein AZAV-zertifizierter Bildungsträger, spezialisiert auf praxisnahe IT- und Data-Weiterbildungen mit klarer Zukunftsperspektive. Unsere Programme richten sich an motivierte Quereinsteiger:innen, die den Einstieg in datengetriebene Berufe suchen sowie an Fachkräfte mit IT-Erfahrung, die ihr Wissen vertiefen möchten, Unser erfahrenes Dozent:innen-Team aus Professor:innen, Fachexpert:inn…","Data Analytics, Data Science & AI Weiterbildung mit IHK-Abschluss | 100 % Remote",Adzuna::API::Response::Job,,,,
9.2274,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekV4NkJpR0U4UkdhVWUwcHk5bTZ1ZyIsImkiOiI1NzUwMzk3MTY1In0.---dBVua3KCNd0ZPSJH7c5DIMxZkmFfVVsaq1Fsjdm8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5750397165?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=C914835A5535ED1A2EDA46F1E53ECAC2CB81E252,49.18975,5750397165,2026-06-03T11:42:39Z,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",Duales Studium Wirtschaftsinformatik - Data Science 2027,Adzuna::API::Response::Job,,,,
11.65112,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekV4NkJpR0U4UkdhVWUwcHk5bTZ1ZyIsImkiOiI1Nzk4OTQzMTU3In0.WGFXdU5v6_23pZnn5nUyzY2rZhnJEAxjO8pUIuL8deg,"{'display_name': 'in-tech', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Garching bei München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Garching bei München, München (Kreis)'}",https://www.adzuna.de/land/ad/5798943157?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=7279F46649DD7AEFA7C20BD9DAEE7DC2DDF8ABD4,48.24883,5798943157,2026-07-13T18:50:38Z,"in-tech ist ein digitaler Lösungsanbieter für Automotive, Rail und Smart Industry. Als strategischer Entwicklungspartner begleiten wir unsere Kunden durch den gesamten Entwicklungsprozess - von Einzelkomponenten bis hin zu Komplettlösungen aus Hard- u. Software. Wir sind Ingenieure, Softwareentwickler, Techniker und Quereinsteiger allgenders und arbeiten an der Mobilität der Zukunft. Wir sind orange! Du auch? Aufgaben In Zusammenarbeit mit unserem AI Team ergänzt du die Theoriephasen deines Stu…",Duales Studium B.Sc. Angewandte Künstliche Intelligenz - Schwerpunkt GenAI (m/w/d),Adzuna::API::Response::Job,,,,
7.007059,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzE3MTIwNiIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.7tWSsNwMfZ4XhEt7R6yL9N1v6NXaU0ti_AVvaGeQX1o,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Generalzolldirektion'}",0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Leverkusen'], 'display_name': 'Leverkusen, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5807171206?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=FF95D8C0B268C321E8B1775019E4B950D0607B43,51.048715,5807171206,2026-07-19T14:46:09Z,"in Köln in Voll- oder Teilzeit Vergütung: E 12 (TVöD Bund) bzw. A 12 BBesO Referenzcode: P/2130/2026/211/72 Bewerbungsfrist: 06.08.2026 Das Zollkriminalamt (ZKA) ist mit seinen rund 800 Beschäftigten die Zentrale des deutschen Zollfahndungsdienstes, dessen Hauptaufgabe die Verfolgung und Verhütung der mittleren, schweren und organisierten Zollkriminalität ist. Es koordiniert und lenkt die Ermittlungen der angeschlossenen acht Zollfahndungsämter an bundesweiten Standorten. Für unser Team suchen …",Senior Spezialist/Senior Spezialistin (w/m/d) Telekommunikationsüberwachung,Adzuna::API::Response::Job,,,,
6.969972,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMDE0NDA0NyIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.Tp1X2_62qjdHrB4remOC9xfhp8h24Td3vmg02AqeNx4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Meyerthole Siems Kohlruss Ges. für aktuarielle Beratung mbH'}",0,"{'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",https://www.adzuna.de/land/ad/5800144047?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=F44BB83164E80EA385FC010018FF41AFCA9F1CC1,50.940164,5800144047,2026-07-14T19:07:55Z,"Meyerthole Siems Kohlruss (MSK) ist eine aktuarielle Beratungsgesellschaft mit Sitz in Köln und seit 1998 im deutschsprachigen Raum für Schaden- und Unfallversicherer tätig. Unsere Schwerpunkte liegen auf abwechslungsreichen Aufgaben aus den Bereichen Data Science, Telematik, Pricing, Naturgefahren, Bilanzbewertung, Rückversicherung und Solvency II. Wir widmen uns Zukunftsthemen, entwickeln maßgeschneiderte Lösungen am Puls der Zeit. Zu unseren Mandanten zählen sowohl etablierte Versicherer als…",Mathematiker/Aktuar (d/m/w) Data Science/Pricing/Risikomanagement/Solvency II,Adzuna::API::Response::Job,,,,
9.187224,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODk4MDE3NyIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.JJsKSp5E_3sQCellIiEGcCgKI3PdX4rQUomQusjqsbw,"{'display_name': 'Alfred Kärcher SE & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg'}",https://www.adzuna.de/land/ad/5798980177?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=B193242DE3477E8DE5BDF07FE88DC7720226A593,48.776198,5798980177,2026-07-13T19:07:01Z,"Kärcher ist der weltweit führende Anbieter von Reinigungstechnik und steht für Qualität, Innovation und Nachhaltigkeit. Diesen Erfolg verdanken wir unseren über 3.700 Mitarbeitenden in Winnenden und in Bühlertal und dem einzigartigen Kärcher-WOW-Gefühl. Als Familienunternehmen mit gefestigten Unternehmensstrukturen überzeugen wir durch WOW-tastische Karriereperspektiven, ein vertrauensvolles Arbeitsklima und tolle Kolleg*innen. Aufgaben Wir schaffen mit dir gemeinsam eine solide Basis für deine…",Bachelor of Science (DHBW) Data Science und Künstliche Intelligenz (m/w/d) Standort Winnenden 2026,Adzuna::API::Response::Job,,,,
8.650578,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekV4NkJpR0U4UkdhVWUwcHk5bTZ1ZyIsImkiOiI1Nzc2OTkxNTczIn0.gcZZPwleN20OLYLd3oZdULRfxKcmN0I7TxbLpnIZZRc,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens AG'}",0,"{'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}",https://www.adzuna.de/land/ad/5776991573?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=333B251EC63C28872D35E9BBDEE132B1419089E5,50.129683,5776991573,2026-06-26T01:42:46Z,"Dein Berufsbild: Du möchtest irgendwas mit Mathe machen und findest die Wirtschaftswelt spannend? Dann entscheide dich für ein Studium in Data Science und Künstliche Intelligenz und hol alles aus den Daten heraus. Data Science und Künstliche Intelligenz Spezialisten (w/m/d) sind die Schnittstelle zwischen IT und Business. Sie beherrschen die verschiedenen Technologien, bewerten deren Potenziale und wissen, wie man sie technisch umsetzt. In deinem dualen Studium erlernst du die Grundlagen, Konze…",Data Science und Künstliche Intelligenz (B.Sc.) 2027,Adzuna::API::Response::Job,,,,
8.53563,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MDU4OTAzOSIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.6zfx9_WagW6ornYIrBl2Crp3IP8vXq7uxMSzqa_84YU,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Transgourmet Deutschland GmbH&Co. OHG'}",0,"{'display_name': 'Riedstadt, Groß-Gerau (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Groß-Gerau (Kreis)', 'Riedstadt']}",https://www.adzuna.de/land/ad/5770589039?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=681BE7A3D03AC6F297C387CC551FF08EF9980009,49.80341,5770589039,2026-06-20T12:53:08Z,"Duales Studium– unser Erfolgsrezept: Theorie und Praxis verbinden! Werde bei Transgourmet zur KI-Koryphäe: Duübernimmst Initiative in schmackhaften Projekten, bei denen du marktfrische, innovative Ansätze direkt aus deinem Studium einbringst. Du erhältst Einblicke in die Geheimnisse der kulinarischen Datenwelt eines modernen Lebensmittelgroßhändlers: Prozessveredelungá la IT: Optimiere mit uns die digitalen Kochprozesse in unserem Unternehmen, automatisiere Abläufe und würze die Systeme mit Kün…",Duales Studium Data Science&Künstliche Intelligenz 2027,Adzuna::API::Response::Job,,,,
9.2274,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekV4NkJpR0U4UkdhVWUwcHk5bTZ1ZyIsImkiOiI1NzY3NDI5MzcxIn0.BtgAQtnxTM8k066tu60vMW_CQl_lzwGX2iNIYpwrovQ,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",https://www.adzuna.de/land/ad/5767429371?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=10E31A5B1F215C364F1055DE06FE6272E1F74E8B,49.18975,5767429371,2026-06-18T03:49:11Z,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Experte Energiewirtschaft Marktprozesse (m/w/d),Adzuna::API::Response::Job,,,,
9.2274,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjM3OTg3MiIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.zXGHc9r5Ik2XqgzFSgAHPZ_ZVkDTohQZ-ey_JYYY_yk,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5782379872?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=467F505A2ED694B1C8F8AE9113C5A4ED159DDA61,49.18975,5782379872,2026-06-30T22:25:39Z,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Consultant Energiewirtschaft Datenqualität MaKo (m/w/d),Adzuna::API::Response::Job,,,,
11.555737,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekV4NkJpR0U4UkdhVWUwcHk5bTZ1ZyIsImkiOiI1NzUwMzU2NDE1In0.mNvSnSr3eTbRo-nOd6qGcrtXQW93KzqCtUiwaf7TkUs,"{'display_name': 'Atos Information Technology', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",https://www.adzuna.de/land/ad/5750356415?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=C71B76E76EFDB00FF969BA2BE5FCC984410EC0CD,48.137418,5750356415,2026-06-03T11:33:19Z,"Du liebst IT? Dann gestalte die KI-gestützte digitale Zukunft mit uns! Du möchtest Lösungen für die dringendsten und komplexesten Herausforderungen der digitalen Welt finden und dabei die digitale Transformation mitgestalten? Du möchtest ein Teil eines Weltklasse-Teams sein und bei einem ""next generation Tech Leader"" arbeiten? Dann starte bei uns als Nachwuchstalent in einem der zahlreichen dualen Studiengänge! Entdecke eine offene, multikulturelle Unternehmenskultur mit vielfältigen Entwicklun…",B.Sc. Data Science & KI (w/m/d),Adzuna::API::Response::Job,,,,
9.78975,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekV4NkJpR0U4UkdhVWUwcHk5bTZ1ZyIsImkiOiI1NzU4NDIwMTEyIn0.wXYCtEdKw_OknJNSWvi6kTJ80ft4jf4d-O8wn9JPgN8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Netze BW GmbH'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Biberach an der Riß'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Biberach an der Riß, Biberach (Kreis)'}",https://www.adzuna.de/land/ad/5758420112?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=EC786C602C709F94FEC8535E45299C5D8A1EA21A,48.0962,5758420112,2026-06-10T13:50:57Z,"Vernetze mit uns die Welt von morgen. Du begeisterst dich für Informatik und möchtest die Energiewende aktiv mitgestalten? Bei der Netze BW, einem Tochterunternehmen der EnBW, kombinierst du dein duales Studium mit praxisnaher Arbeit an Lösungen, die Klimaschutz, erneuerbare Energien und intelligente Energienetze unterstützen. Gemeinsam treiben wir die digitale Transformation des Energiesystems voran– innovativ, verantwortungsvoll und zukunftsorientiert. Du@NetzeBW Du denkst gerne analytisch un…",Duales Studium Data Science und Künstliche Intelligenz (B. Sc.),Adzuna::API::Response::Job,,,,
8.78967,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekV4NkJpR0U4UkdhVWUwcHk5bTZ1ZyIsImkiOiI1NzY2NzA2Mjk3In0.Xxxc9L5L-EQ1Pv0ws9Gz9v3cWk1OFmqZsbwkig5YsLc,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens Healthineers AG'}",0,"{'area': ['Deutschland', 'Hessen', 'Marburg-Biedenkopf (Kreis)', 'Marburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Marburg, Marburg-Biedenkopf (Kreis)'}",https://www.adzuna.de/land/ad/5766706297?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=65F8763346210AA5E6A022222F57416BDAB2FB5A,50.804953,5766706297,2026-06-17T13:17:48Z,"Dein Berufsbild: Du magst Mathe und möchtest später etwas mit Daten machen? Dich faszinieren datengestützte Tools, wie ChatGPT, und du kennst deren große Chance für die Zukunft? Dann bewirb dich für das duale Studium B. Sc. Softwaretechnologie - Data Science und entdecke mit uns, wie wir die Welt der Labordiagnostik durch datenbasierte Entscheidungen verändern können. Daten sind eines der Fundamente, damit Unternehmen bestmögliche Entscheidungen treffen können. Im Studiengang B. Sc. Softwaretec…",Duales Bachelorstudium Softwaretechnologie Data Science (B.Sc.) - Marburg,Adzuna::API::Response::Job,,,,
9.026231,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NzEyNDYxOCIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.hAvu0ivlvOjDHTQtbhPvDtWFXYychQu7EW6NPx0TQ60,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Sindelfingen, Böblingen (Kreis)'}",https://www.adzuna.de/land/ad/5797124618?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=0739C3910D830F249393F111835B3E86AAB9D0B3,48.720071,5797124618,2026-07-11T20:51:31Z,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Werkstudent*in MB.OS Demand & Change Management,Adzuna::API::Response::Job,,,,
10.96603,"{'label': 'Stellen aus Fertigung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'manufacturing-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzE1MTQ0NiIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.iRptG6B5WhJPNF9S6t0wxr4Mrvn1NKuM5xa7ZENYOEc,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HUK-COBURG Versicherungsgruppe'}",0,"{'display_name': 'Coburg, Coburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg']}",https://www.adzuna.de/land/ad/5807151446?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=615BD3B90ECA6C3E59C6DFA862517E4471D018FC,50.25777,5807151446,2026-07-19T14:13:07Z,"Hallo, lass uns WIR sagen! Wir - die HUK-COBURG Versicherungsgruppe - zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition . klicken sie bewerben, für die volle Stellenbeschreibung",Spezialist Für Steuerungs- Und Controllingsysteme - Schwerpunkt Data Science (w/m/d),Adzuna::API::Response::Job,,,,
10.786696,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM5MTg0NCIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.x6O5sE7zXVahNB1dhWMfoGPhsN05lycBaJy706bSm18,"{'display_name': 'dx.one GmbH - A Volkswagen Group Company', '__CLASS__': 'Adzuna::API::Response::Company'}",0,"{'area': ['Deutschland', 'Niedersachsen', 'Wolfsburg'], 'display_name': 'Wolfsburg, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location'}",https://www.adzuna.de/land/ad/5750391844?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=14922F225E74ED6DCC20A0AAA1A211B5D2C6A077,52.41453,5750391844,2026-06-03T11:39:06Z,Auf einen Blick Studiengang: Data Science&KI Studienort: Duale Hochschule Baden-Württemberg Mannheim Studienbeginn: 1. Oktober 2027 (Wintersemester) Studiendauer: 3 Jahre Abschluss: Bachelor of Science (B.Sc.) Informationen unter: DHBW Data Science&KI Inhalte des dualen Studiums Du wolltest schon immer neues Wissen aus Daten gewinnen und innovative Anwendungen und Geschäftsmodelle kreieren? Dann ist dieses duale Studium genau das richtige für dich. In dem Studiengang Data Science&Künstliche Int…,"Duales Studium Data Science&KI, Bachelor of Science, 2027",Adzuna::API::Response::Job,,,,
9.14057,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5NjkzODI2MSIsInMiOiJ6RXg2QmlHRThSR2FVZTBweTltNnVnIn0.Ady1mYuoxcvvIX6zdPu7uD0vPKzYp7CdFZXCdyxdl-s,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsche Telekom AG, Telekom Ausbildung'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Leinfelden-Echterdingen, Esslingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Leinfelden-Echterdingen']}",https://www.adzuna.de/land/ad/5796938261?se=zEx6BiGE8RGaUe0py9m6ug&utm_medium=api&utm_source=a4bcf954&v=089EA4546C4AF9A0E531A797F84B8055EF6B43A5,48.69447,5796938261,2026-07-11T14:28:10Z,"In unserem dualen Studiengang Bachelor of Science in Data Science und Künstliche Intelligenz lernst du fundierte Inhalte der Informatik und erhältst gleichzeitig Einblicke in die KI, das maschinelle Lernen und Big Data. In den 3 Jahren Studium bist du pro Semester ca. 12 Wochen an der Dualen Hochschule Baden-Württemberg in Stuttgart und die restliche Zeit in deiner Telekom-Abteilung eingesetzt. Während deiner Studien- und Praxisphasen erwarten dich u. a.: Mathematik und Statistik Informatik und…",Duales Studium Data Science und Künstliche Intelligenz (m/w/d),Adzuna::API::Response::Job,,,,
