location,adref,company,redirect_url,description,longitude,category,title,id,created,__CLASS__,latitude,salary_is_predicted,contract_time,salary_min,salary_max,contract_type
"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4ODQ4NTc4NCIsInMiOiJKanlaZ0psSDhSR3J6X2dZOEtsZlZ3In0.ifj02TzU83ZtCKRCnewjxQeU-2kbfTkysP3QfbbcXew,"{'display_name': 'Bayerische Landesbank ', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5588485784?se=JjyZgJlH8RGrz_gY8KlfVw&utm_medium=api&utm_source=a4bcf954&v=E9AF92B0FBE7B55581B6E54A94A9C8C58CA737B2,"Wir alle haben als Kinder davon geträumt, Großes zu bewirken – ob als gute Feen, Stars im Rampenlicht oder Weltraumreisende im All. Höchste Zeit, dass diese Träume wahr werden! Dein Traumschiff? Die BayernLB! Bei uns steuern wir einer blühenden Zukunft entgegen und kämpfen als Fortschrittsfinanzierer für die Welt von morgen. Unsere Feenflügel und Raumanzüge haben wir abgelegt. Nicht aber unsere Ziele. Denen sind wir näher denn je. Als Spezialbank fokussieren wir uns auf ausgesuchte Zukunftssekt…",11.555737,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Hochschule München: Duales Studium Data Science und Scientific Computing (B.Sc.) 2027,5588485784,2026-01-16T22:05:04Z,Adzuna::API::Response::Job,48.137418,0,,,,
"{'display_name': 'Ulm, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmp5WmdKbEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE3OTU1MTU0In0.0TFC0M4w0YJjh1JfLpDBzPrQ-HOf9P6cLhnJYPBsHKM,"{'display_name': 'Wieland-Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5717955154?se=JjyZgJlH8RGrz_gY8KlfVw&utm_medium=api&utm_source=a4bcf954&v=36CDE84CDC7542D7F04B833985ADCBA734A1E46E,"Data Science & KI (m/w/d) – Duales Studium Wieland-Werke AG | Ulm, Vöhringen | Studienbeginn 1. Oktober 2027 Kennziffer 2026-0078 Potenziale freisetzen. Kupfer verbindet die Welt - in Technologien wie der E-Mobilität, der Energie- und Datenübertragung, der Kälte- und Klimatechnik, der Digitalisierung, dem Internet of Things. Überrasche uns durch dein frisches Denken, mit neuen Impulsen und gestalte die Welt von morgen. Entdecke dabei zahlreiche Möglichkeiten, deine Potenziale freizusetzen. Data…",9.856945,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science & KI (m/w/d) - Duales Studium,5717955154,2026-05-03T19:26:33Z,Adzuna::API::Response::Job,48.383137,0,,,,
"{'display_name': 'Vöhringen, Rottweil (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Rottweil (Kreis)', 'Vöhringen'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmp5WmdKbEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE3OTU1MTU5In0.EVfYvkj0N1QCFfMWhZnc_msUFo47e_dbG1dXlQf3_xM,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wieland-Gruppe'}",https://www.adzuna.de/land/ad/5717955159?se=JjyZgJlH8RGrz_gY8KlfVw&utm_medium=api&utm_source=a4bcf954&v=17A3D988B2F9FA6BCC4211576968596D20B4D534,"Data Science & KI (m/w/d) – Duales Studium Wieland-Werke AG | Ulm, Vöhringen | Studienbeginn 1. Oktober 2027 Kennziffer 2026-0078 Potenziale freisetzen. Kupfer verbindet die Welt - in Technologien wie der E-Mobilität, der Energie- und Datenübertragung, der Kälte- und Klimatechnik, der Digitalisierung, dem Internet of Things. Überrasche uns durch dein frisches Denken, mit neuen Impulsen und gestalte die Welt von morgen. Entdecke dabei zahlreiche Möglichkeiten, deine Potenziale freizusetzen. Data…",8.66242,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Data Science & KI (m/w/d) - Duales Studium,5717955159,2026-05-03T19:26:34Z,Adzuna::API::Response::Job,48.33465,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Durlach'], 'display_name': 'Durlach, Karlsruhe'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmp5WmdKbEg4Ukdyel9nWThLbGZWdyIsImkiOiI1NzE3MTE2NjQ2In0.ckfHX2G7LiITcot78T4lrMHPv3qTW5kEWi-05lSQAdE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",https://www.adzuna.de/land/ad/5717116646?se=JjyZgJlH8RGrz_gY8KlfVw&utm_medium=api&utm_source=a4bcf954&v=471DB4E36248089B62B14157BC425FD21BD38E62,"Duales Studium Data Science und Künstliche Intelligenz B.Sc., Karlsruhe, 2026 Gestalte die Zukunft mit KI Starte dein Duales Studium im Bereich Data Science & Künstlicher Intelligenz ! Du möchtest mit smarten Lösungen die Welt der Banken-IT revolutionieren? Bei uns lernst du, wie du innovative Data-Science- und KI-Lösungen entwickelst, die unseren Kunden das Leben erleichtern. Gemeinsam gestalten wir die digitale Transformation nach dem Motto: Wir machen das Leben leichter mit KI. Dein Duales S…",8.47624,"{'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'graduate-jobs'}","Duales Studium Data Science und Künstliche Intelligenz B.Sc. (m/w/d), Karlsruhe, 2026",5717116646,2026-05-02T15:40:38Z,Adzuna::API::Response::Job,49.00018,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Aachen (Kreis)', 'Aachen', 'Vaalserquartier'], 'display_name': 'Vaalserquartier, Aachen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NzExODgyMTE0In0.idj7K4JpGI_U4HocLhbRJ2Ncdjqavp4retfOQaq43Uc,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'INC Innovation Center GmbH'}",https://www.adzuna.de/land/ad/5711882114?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=2A1EBBE4B69F334FE0B2C05FC7920E82FCE5FAE0,"Das INC Innovation Center ist ein international tätiger One-Stop-Shop für die Entwicklung und Umsetzung technologiegetriebener Innovationen. Unser Expertenteam begleitet Kunden weltweit - von der Idee bis zur Markteinführung - mit innovativen Methoden, Beratung und Softwareentwicklungen. Über 450 zufriedene Kunden profitieren bereits von unseren zukunftsweisenden Projekten in den Bereichen Data Science, Künstliche Intelligenz und Robotik . Werden Sie Teil unseres ambitionierten Teams und gestal…",6.02801,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",Senior Data Scientist (m/w/d),5711882114,2026-04-27T18:40:47Z,Adzuna::API::Response::Job,50.76894,0,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)'], 'display_name': 'Region Hannover (Kreis), Niedersachsen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MzU5MzE2MSIsInMiOiJ5cEwzZ1psSDhSR3pmSTdMU0g3NE5RIn0.Hq2BlXDXrdV_fHWgPlqUyzbDG4rW2Il4tfcEsQ4s4mU,"{'display_name': 'HDI AG', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5593593161?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=F2D81808999AC5E79EEBF4999E731E2EEA0094F0,"Deine Aufgaben Du möchtest nicht nur Daten analysieren, sondern verstehen, wie aus Daten wertvolle Erkenntnisse entstehen, die die digitale Zukunft der HDI Group gestalten? Die 21-monatige IT-Ausbildung kombiniert praktische Arbeit im Bereich Data Science mit theoretischem Wissen, das Du im Studiengang Business Data Analytics mit Schwerpunkt KI an der FHDW in Hannover erwirbst. Du arbeitest an spannenden Projekten rund um AI, GenAI, Machine Learning, und Cloud-Services. Du entwickelst Lösungen,…",,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Duales Studium Business Data Analytics (M.Sc.) mit Schwerpunkt KI - Einstieg Data Science,5593593161,2026-01-21T06:25:37Z,Adzuna::API::Response::Job,,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NTA5NzUxNTM4In0.HK91qQUFxjcYdQCqWO8Vn0TsoBQjJUj2kxig4rfVPwE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Viessmann Climate Solutions'}",https://www.adzuna.de/land/ad/5509751538?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=9D87D15DF1E9180035D0E6ACB94E65153AD40DAB,"Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragten Experten an der Schnittstelle von Technologie und Wirtschaft. Was du lernst Entwicklung von KI-Modellen und intelligenten Anwendungen (z.B. Machine Learning, N…",,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2026 (m/w/d),5509751538,2025-11-22T22:13:16Z,Adzuna::API::Response::Job,,0,,,,
"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg1MTQ2NiIsInMiOiJ5cEwzZ1psSDhSR3pmSTdMU0g3NE5RIn0.1hp9R9QXg9_PMwGoK83_zFLUhtqX5r6or2Prrm99Yts,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Zürich Beteiligungs AG'}",https://www.adzuna.de/land/ad/5470851466?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=03C1AC8F69910A3C6B5E746F98C8C6A389E92378,"Deine Aufgaben und Studieninhalte im Schnell-Check: Deine Praxis im Innendienst: Während deiner Praxisphasen am Direktionsstandort Köln lernst du in verschiedenen Ausbildungsstationen die IT-Infrastruktur von Zurich kennen Ob Data-driven Marketing, Bank Analytics oder Dynamic Pricing – unterstützt von deinen Ausbilder:innen findest du bei uns dein Perfect Match In agilen Marketingprojekten arbeitest du gemeinsam mit anderen Azubis und dualen Studierenden kreativ zusammen und bringst z.B. unsere…",6.969972,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium DHBW Mannheim Data Science & KI (praxisintegriert) (m/w/d) 2026,5470851466,2025-10-30T11:52:00Z,Adzuna::API::Response::Job,50.940164,0,,,,
"{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NDcwODQyMzE5In0.P6vyyksazFT_xt6HLEXJ0TALcq5NPcX9KojO9K3swkA,"{'display_name': 'BGV-Versicherung AG', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5470842319?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=86F1817E0542F698F441FC7AD920B87F44BB1CE2,"Darauf kannst du dich freuen: Wechsel zwischen Theoriephasen an der DHBW Karlsruhe und Praxiseinsätzen bei uns im Unternehmen Mitarbeit in spannenden Projekten mit direktem Bezug zur Praxis Einblicke in verschiedene Unternehmensbereiche und interdisziplinäre Zusammenarbeit Moderne Arbeitsumgebung, offene Unternehmenskultur und individuelle Betreuung Sehr gute Entwicklungschancen nach deinem Studium Einführungsmonat/Vorpraktikum bereits vor dem 1.10. Rotationsplan mit Wunsch-Stationen (deine per…",8.589191,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Bachelor of Science (m/w/d) â Data Science und Künstliche Intelligenz 2026,5470842319,2025-10-30T11:49:51Z,Adzuna::API::Response::Job,49.073517,0,,,,
"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1Njk3MzQzNTU2In0.eLOpsiEweX457EOes5u_prTyV-72wxUHQ9lcXlk-pcg,"{'display_name': 'Würth Elektronik eiSos GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5697343556?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=494893CFC1C3FC55ED9858759551311ADB7A2660,"Basics: Abgeschlossenes Studium der (Wirtschafts-)Informatik, Data Science oder einer vergleichbaren Fachrichtung. Alternativ mehrjährige relevante Berufserfahrung, idealerweise mit Führungserfahrung. Wissen: Gutes Verständnis datenbasierter Entscheidungsprozesse sowie Erfahrung im Umfeld moderner Datenplattformen, Datenpipelines und datengetriebener Produkte. Leidenschaft: Interesse daran, Teams in einem technologischen Umfeld weiterzuentwickeln und datengetriebene Lösungen mit klarem Nutzen f…",11.555737,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Teamlead Applied Data Engineering & Science (m/w/d),5697343556,2026-04-12T09:26:09Z,Adzuna::API::Response::Job,48.137418,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Paderborn (Kreis)'], 'display_name': 'Paderborn (Kreis), Nordrhein-Westfalen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NTk2Nzc1ODQ1In0.6k7iCdbwYUFXcEwiLGI4ag3dmYSLozvSHI6ytt3udGc,"{'display_name': 'Westfalen Weser Netz GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5596775845?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=71132ADFB62189674DA17F3BA2389465762A6E1C,Deine Aufga ben Als Bachelor of Science Wirtschaftsinformatik - Künstliche Intelligenz & Data Science (m/w/d) lernst du bei uns verschiedene Themengebiete kennen: Du analysierst Unternehmensdaten zielsicher und bereitest diese auf. Du sorgst für Datentransparenz im Unternehmen. Du arbeitest in Business Intelligence Projekten. Du setzt unsere Datenstrategie im Team um. Ausbildungsort: Paderborn Ausbildungsdauer: 6 Semester Partnerhochschule: Fachhochschule der Wirtschaft Fürstenallee 5 33102 Pad…,8.722312,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium Bachelor of Science Wirtschaftsinformatik - KI & Data Science (m/w/d) 2026,5596775845,2026-01-23T04:26:37Z,Adzuna::API::Response::Job,51.689652,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Konstanz (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Konstanz (Kreis)']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NjI3NjAyNTc1In0.NFskGMiDdLB0-hodToGAUkLvsA-8xxTxFy_hj0BQrRA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Körber Supply Chain Logistics GmbH'}",https://www.adzuna.de/land/ad/5627602575?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=F1922676FF9F07D8B677702FF80054B74E3B65A4,"Studienbeginn I Oktober 2026 Studiendauer I 3 Jahre Komm in unser Team und gestalte Deine Zukunft! Deine Vorteile Wir verbinden die Vorteile eines mittelständischen Unternehmens – wie persönliche Betreuung, ein starkes Teamgefühl und Gestaltungsspielräumen – mit den Möglichkeiten eines Großkonzerns: modernste Technologien und internationale Kundenin einem stetig wachsenden Umfeld. Interessantes, abwechslungsreiches und anspruchsvolles Studium mit besten Optionen zur Übernahme nach erfolgreichem…",8.91661,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium (m/w/d) Data Science und Künstliche Intelligenz (B.Sc.) in Konstanz 2026,5627602575,2026-02-13T12:07:47Z,Adzuna::API::Response::Job,47.773948,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Alzey-Worms (Kreis)', 'Bornheim'], 'display_name': 'Bornheim, Alzey-Worms (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg2NjQ5NiIsInMiOiJ5cEwzZ1psSDhSR3pmSTdMU0g3NE5RIn0.uHliLA2BBZass8J95xUy-xuGtpQ7g3E4jRiIooZAjzg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HORNBACH Baumarkt AG'}",https://www.adzuna.de/land/ad/5470866496?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=556543A7E73BEEAA02541455F325372446E9FE00,"Hast Du Deinen Weg schon gefunden? Für Deinen Weg bei uns bringst Du mit: 3 Jahre Zeit und allgemeine Hochschulreife oder Fachhochschulreife  Studierfähigkeitstest Hier baust Du Dein theoretisches Fundament: DHBW Karlsruhe Die Praxis lernst Du hier : HORNBACH Zentrale in Bornheim bei Landau i. d. Pfalz Startschuss für Deine Zukunft bei HORNBACH: 01.10.2026 Darauf kannst Du Dich freuen: Gehalt - logisch! 1. Jahr: 1.250 €, 2. Jahr: 1.500 €, 3. Jahr: 1.750 € Mehr – klar! Neben Deinem Gehalt sowie …",8.06043,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Duales Studium - Bachelor of Science - Informatik - Data Science und KI (gn) für 2026 - ID 150988,5470866496,2025-10-30T11:55:10Z,Adzuna::API::Response::Job,49.78244,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Nürnberg', 'Doos'], 'display_name': 'Doos, Nürnberg'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzExNjY3MCIsInMiOiJ5cEwzZ1psSDhSR3pmSTdMU0g3NE5RIn0.dWnIBuRGkq5zJIPpWbkQdMhXay2cE_H4luW2n5Q-JpY,"{'display_name': 'Datev eG', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/land/ad/5717116670?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=86FE77423542F305F8A1EA604756860593601B93,"Das ist dein Arbeitsumfeld: Bei DATEV arbeitest du nicht nur in einem Team, sondern bist von Anfang an Teil einer Gemeinschaft, die rund 200 Auszubildende und dual Studierende umfasst. Du bist in verschiedene Aufgaben eingebunden, die sowohl herausfordernd als auch abwechslungsreich sind. Gemeinsam sorgen wir für exzellente Kundenberatung und langfristige Geschäftsbeziehungen. Du arbeitest in einem dynamischen und innovativen Umfeld, das neuen Ideen und Weiterentwicklungen stets offen gegenüber…",11.01935,"{'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026",5717116670,2026-05-02T15:40:39Z,Adzuna::API::Response::Job,49.46381,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDcwMzA0NzQwMCIsInMiOiJ5cEwzZ1psSDhSR3pmSTdMU0g3NE5RIn0.vPD-k3oDGr75WQ_w580JjghzVE76AXpeHLBwWA6G3Rk,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nerou GmbH'}",https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Werkstudent:in Data Science,4703047400,2024-05-22T08:24:33Z,Adzuna::API::Response::Job,52.507706,0,,,,
"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NzE3MjIyODU2In0.dcolenUW-_yXHzb1uEFgVxAtpfZOLtGM9-cYthVqER4,{'__CLASS__': 'Adzuna::API::Response::Company'},https://www.adzuna.de/details/5717222856?utm_medium=api&utm_source=a4bcf954,"Job duties: Build and lead a world class team of product analysts, coaching technical and strategic skill sets, especially in advanced analytics, applied data science, and modeling. Drive the data and analytics strategic vision within QB Desktop Product Data Science to maximize depth of insight, speed of decision-making, and pace of learning. Define the team charter and own the prioritization of work against that charter to maximize impact. Be a central analytics leader across cross-functional …",,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","Manager, Data Science",5717222856,2026-05-02T21:40:39Z,Adzuna::API::Response::Job,,0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NjUyODE4NzA4In0.7UO6SS0Re9UaATgP_oW_OKTXfK5_GYRpRfdrLysYyhw,"{'display_name': 'Cognite', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/details/5652818708?utm_medium=api&utm_source=a4bcf954,"What Cognite is: Relentless to achieve Cognite operates at the forefront of industrial digitalization, building AI , and data solutions that solve the world’s hardest, highest-impact problems. With unmatched industrial heritage and a comprehensive suite of AI capabilities, including low-code AI agents, Cognite accelerates the digital transformation to drive operational improvements. We thrive in challenges. We challenge assumptions. We execute with speed and ownership. If you view obstacles as …",,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Manager, Data Science",5652818708,2026-03-03T21:18:30Z,Adzuna::API::Response::Job,,0,,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Schwieberdingen'], 'display_name': 'Schwieberdingen, Ludwigsburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoieXBMM2dabEg4Ukd6Zkk3TFNINzROUSIsImkiOiI1NjUzNjc2NDI0In0.TAQ6BUUHzMAtMjRAh0N8qYaHoyTFWWVTNGLksFthqg0,"{'display_name': 'Robert Bosch GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",https://www.adzuna.de/details/5653676424?utm_medium=api&utm_source=a4bcf954,"Pflichtpraktikum in Data Science Robert-Bosch-Straße 2, 71701 Schwieberdingen, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Robert Bosc…",9.07443,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Pflichtpraktikum in Data Science,5653676424,2026-03-04T14:07:38Z,Adzuna::API::Response::Job,48.87657,0,full_time,,,
"{'display_name': 'Obertshausen, Offenbach (Kreis)', 'area': ['Deutschland', 'Hessen', 'Offenbach (Kreis)', 'Obertshausen'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3NDc0NTAxOCIsInMiOiJ5cEwzZ1psSDhSR3pmSTdMU0g3NE5RIn0.QT2sovM493jxB263SPoVX3b301VmHN_Nas8xs5Hg_ZM,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MAINGAU Energie GmbH'}",https://www.adzuna.de/land/ad/5574745018?se=ypL3gZlH8RGzfI7LSH74NQ&utm_medium=api&utm_source=a4bcf954&v=29566E7A4293E15D5722E8AAF4F855057C6EA1DE,"Das erwartet dich bei uns Abwechslungsreiche Eindrücke: Durch abwechslungsreiche Projekte, intensive Teamarbeit und das Übernehmen eigener Aufgaben lernst du, Daten zu verarbeiten, zu analysieren und in echte Mehrwerte zu verwandeln. Datengetriebene Praxis: Du gewinnst praxisnahe Einblicke in die Welt von Data Science und Künstlicher Intelligenz – und arbeitest daran, wie datengetriebene Entscheidungen Geschäftsprozesse optimieren und komplexe Fragestellungen mit kreativen Lösungsansätzen beant…",8.86518,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Duales Studium Bachelor of Science (B.Sc.) Data Science und Künstliche Intelligenz (w/m/d),5574745018,2026-01-08T23:22:53Z,Adzuna::API::Response::Job,50.08229,0,,,,
