longitude,category,description,latitude,redirect_url,company,adref,location,created,salary_is_predicted,title,__CLASS__,id,contract_time,salary_min,contract_type,salary_max
13.756452,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}","Für den Weltmarkt projektieren und fertigen wir Hochspannungs- und Hochstromprüfsysteme zur Prüfung von Energiekabeln, Hochspannungstransformatoren und weiteren Geräten der elektrischen Energieübertragung. Mit unseren innovativen Produkten und digitalen Lösungen unterstützen wir den Netzausbau für eine nachhaltige Energieversorgung. Wir eröffnen Ihnen als Unternehmen in der REINHAUSEN Gruppe vielfältige Möglichkeiten in einer zukunftsorientierten Branche. HIGHVOLT - where Power meets Passion. F…",51.052725,https://www.adzuna.de/land/ad/5237447331?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=0B57D4B72E0CA1CFB6D718616D9A3001152F419B,"{'display_name': 'HIGHVOLT Prüftechnik Dresden GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNzQ0NzMzMSIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.XuIfMpuG25IiUi8HPIIVFDKpPiWOGbtd1lA4VwS0V9k,"{'display_name': 'Dresden, Sachsen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Dresden']}",2025-06-07T01:56:53Z,0,Entwicklungsingenieur (m/w/d) im Bereich Messtechnik / Data Science,Adzuna::API::Response::Job,5237447331,,,,
9.209895,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}","Als Teil der renommierten Technischen Universität München (TUM) lehrt und forscht die TUM School of Management an der Schnittstelle von Management und den modernen Technologien. Ausgezeichnet mit den drei internationalen Akkreditierungen AMBA, AACSB und EQUIS erfüllt die TUM School of Management zahlreiche Qualitätskriterien, darunter Spitzenqualifikation des Lehrpersonals, Internationalität der Lehre, enger Austausch mit der Wirtschaft und großes Engagement in Ethik und Nachhaltigkeit. Auf Ini…",49.142335,https://www.adzuna.de/land/ad/5239814168?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=501F30F66B82F4FBB8D700C5B5780120D20F8BB4,"{'display_name': 'Technische Universität München', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzOTgxNDE2OCIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.8LH6XtnI040Iv7MuEqaiYhNhDQeoReUJm7oGpmMKg3Q,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Heilbronn, Heilbronn (Kreis)'}",2025-06-08T08:07:35Z,0,Center Manager (m/w/d),Adzuna::API::Response::Job,5239814168,,,,
8.66796,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}","Bei itmX fokussieren wir uns auf die Geschäftsprozesse in den Bereichen Marketing, Vertrieb, Service und Commerce unter Verwendung der Microsoft Power Platform, Microsoft 365, SAP ERP und unser eigenem Produkt der itmX crm suite. Unser Ziel ist es dabei Microsoft und SAP bestmöglich prozessual sowie funktional zu verbinden. Tätigkeiten Analyse von Geschäftsprozessen und Identifikation von Optimierungspotenzialen durch den Einsatz von KI für Digitalisierungsprojekte Beratung und Unterstützung un…",48.88901,https://www.adzuna.de/land/ad/5242666727?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=147489E0C114572F20B779A0150473CCB2323FEE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'itmX GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmt4U3pveEs4QkdHRjRFODYxU3A0ZyIsImkiOiI1MjQyNjY2NzI3In0.qbRhZBQvSiQKgFTSjxDBGuUdmVhINaqUHm7Q7K5n42Q,"{'display_name': 'Brötzingen, Pforzheim', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Pforzheim', 'Brötzingen']}",2025-06-10T15:09:46Z,0,KI/ Data Science Consultant (Mensch ),Adzuna::API::Response::Job,5242666727,,,,
8.40934,"{'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category'}","Wir übernehmen Verantwortung für das nachhaltige Management von Energie und Wasser und leisten damit unseren Beitrag zur Energie­wende. Durch Data Science machen wir Daten zu nutzbaren Informationen und helfen unseren Kunden neue, zukunfts­fähige Geschäfts­felder in der Energie­branche zu erschließen. Für unsere Mission brauchen wir tatkräftige Pioniere mit Teamgeist, Kompetenz und Weitsicht. Wir digitalisieren den Betrieb von Energie- und Wassersystemen und machen Daten intelligent nutzbar. Da…",48.943,https://www.adzuna.de/land/ad/5248946430?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=B0EF164B87A6AB0CD0EE14449E9947CAC39DE746,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'VIVAVIS AG'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0ODk0NjQzMCIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.mCGP0Nj0FCvwezbU60WiPRYOczEG-8YyfGEOgNdcp3c,"{'display_name': 'Ettlingen, Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Ettlingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-06-13T20:12:32Z,0,Referent für Standardisierung und Förderprogramme / Wissenschaftlicher Mitarbeiter (m/w/d),Adzuna::API::Response::Job,5248946430,,,,
13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}","Die Sparkassen Rating und Risikosysteme (SR) ist der zentrale Dienstleister für Verfahren des Risiko­manage­ments in der Sparkassen-Finanzgruppe. Wir unterstützen die Institute mit Standardlösungen in den Bereichen der Risiko­messung und -steuerung, der regulatorischen Banksteuerung sowie im Vertrieb mit Data-Analytics-Lösungen. Gemeinsam mit unseren Partnern bieten wir den Instituten, von der Konzeption der Verfahren, über deren Weiterentwicklung, IT-Umsetzung und Umsetzungsunterstützung, zent…",52.507706,https://www.adzuna.de/land/ad/5231508793?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=01D1B373582988AA7B7A2329D39248E93DB969B8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sparkassen Rating und Risikosysteme GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmt4U3pveEs4QkdHRjRFODYxU3A0ZyIsImkiOiI1MjMxNTA4NzkzIn0.BzTAJzCymyae4BOvVDdglH6cobTF8M3kSWoed0nQwRM,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",2025-06-04T01:37:41Z,0,Werkstudent (m/w/d) – Risikomanagement | Data Science,Adzuna::API::Response::Job,5231508793,,,,
7.37676,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","Für Weiterdenker und Weiterentwickler Unsere Leidenschaft heißt Edelstahl und wir sind immer auf der Suche nach Menschen, die diese Leidenschaft mit uns teilen möchten. Brennt Ihr Herz auch für die tägliche Herausforderung, individuelle Lösungen für unsere Kunden zu erarbeiten? Dann machen Sie noch heute Ihren großen Wurf und bewerben Sie sich! Kommen Sie in unser Team, wir freuen uns auf Sie! Für den Bereich Technische Informatik suchen wir zum 01.09.2025 Duale Studenten Data Science & künstli…",51.01956,https://www.adzuna.de/land/ad/5239676237?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=27D11B5497814BBCD8439B1669ED0DE07797CAC2,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schmidt + Clemens GmbH + Co. KG'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmt4U3pveEs4QkdHRjRFODYxU3A0ZyIsImkiOiI1MjM5Njc2MjM3In0.sVidSjxsUDB8b3jMazn934kzPD-F270RtJ0xuwVlPX0,"{'display_name': 'Würden, Gummersbach', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Oberbergischer Kreis', 'Gummersbach', 'Würden'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-06-08T05:52:03Z,0,Dualer Student Data Science & künstliche Intelligenz - Bachelor,Adzuna::API::Response::Job,5239676237,,,,
11.589469,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Durch unser weltweites Netzwerk können wir Ihnen attraktive Herausforderungen, außergewöhnliche Karriereperspektiven und die ganze Vielfalt des Engineerings und IT bieten. Allein in der DACH-CZ Region verfügen wir über 40 Niederlassungen, zwei Entwicklungszentren und weltweit 120 Standorte mit mehr als 12.000 Mitarbeitern in über 40 Ländern. Mehr als 45 Jahre international erfolgreich und über 25 Jahre in Deutschland. Stillstand bedeutet für uns Rückschritt - für Sie auch? Dann bewerben Sie sic…",50.923007,https://www.adzuna.de/land/ad/5206134529?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=A760F202619B3C4955360CFE5DC395551788401B,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Brunel GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIwNjEzNDUyOSIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.N8cU3gmhJxFwaSPt3K8EOiRwjzrwuBIyu0qDptK_hag,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Thüringen', 'Jena'], 'display_name': 'Jena, Thüringen'}",2025-05-19T16:20:29Z,0,Software Ingenieur Data Science (m/w/d),Adzuna::API::Response::Job,5206134529,,,,
7.20803,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","Siegwerk is one of the world's leading suppliers of Printing Inks and sustainable packaging solutions. A career here will give you significant flexibility and support in a company focused on making a positive impact in the world. Siegwerk is poised to disrupt the global packaging industry; changing the way packaging is produced and consumed for the benefit of us all. At Siegwerk, you will have everything you need to help make that change. Join us, let's Do it. With Heart. Location: Alfred-Kelle…",50.79877,https://www.adzuna.de/land/ad/5249526023?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=AE08D23AACCFC1FDA0C1F99078BB161D3C4044C8,"{'display_name': 'Siegwerk Druckfarben AG & Co. KGaA', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0OTUyNjAyMyIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.U7vrJXLhRr5yFDE_L-HETXwr-MyYAWHrsN78ua7N7bc,"{'display_name': 'Siegburg, Rhein-Sieg-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Sieg-Kreis', 'Siegburg']}",2025-06-14T01:31:41Z,0,Working Student Data Science (f/m/d),Adzuna::API::Response::Job,5249526023,,,,
7.014478,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Als eigenfinanziertes Familienunternehmen sind wir mehr als nur ein ca. 4.700 Standorte umspannendes Filialnetz in 34 Ländern, mehr als ca. 8,7 Mrd. Euro Jahresumsatz und mehr als einer der erfolgreichsten Online-Shops für Schuhe in Europa. Deichmann ist Wegbereiter, Förderer und Arbeitgeber von über 49.000 engagierten Mitarbeiterinnen und Mitarbeitern weltweit. Als nachhaltig expandierendes Unternehmen sind wir seit mehreren Jahrzehnten in der Lage, unseren Mitarbeitern einen sicheren Arbeitsp…",51.444823,https://www.adzuna.de/land/ad/5171619035?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=08E2DB061FB40EC10AE8D634C66075D07747DD86,"{'display_name': 'Deichmann SE', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmt4U3pveEs4QkdHRjRFODYxU3A0ZyIsImkiOiI1MTcxNjE5MDM1In0.bmRhVBX2j2ET0a15xMaaQw1apyPhIMTBCJQyOaZsw8o,"{'display_name': 'Essen, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Essen']}",2025-05-01T03:52:36Z,0,Team Lead Data Science Engineering (m/w/d),Adzuna::API::Response::Job,5171619035,,,,
10.14187,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","Data Science - Artificial Intelligence (AI) - Software Seit über 100 Jahren ist die Analyse landwirtschaftlicher Daten ein zentraler Bestandteil der Arbeit in der SHBB/LBV-Gruppe. Innovation und der Einsatz moderner Technologien hatten dabei stets höchste Priorität, um Effizienz und Präzision bei der Auswertung stetig wachsender Datenmengen zu steigern. Mit der fortschreitenden Digitalisierung wurden Prozesse immer weiter optimiert - sichtbar etwa durch die Entwicklung unserer Branchensoftware …",54.32167,https://www.adzuna.de/land/ad/5227469195?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=5A4376AD32FA77470F0A81ABFD33295A647DD9E8,"{'display_name': 'SHBB/LBV - Digital GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNzQ2OTE5NSIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.pj41EsXgCFNWt25opw6o7Atwc2VIDwTc3xPcYJyOy8E,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel', 'Altstadt'], 'display_name': 'Altstadt, Kiel'}",2025-06-01T21:43:39Z,0,Projektmanager im IT- und Data Science-Umfeld (m/w/d),Adzuna::API::Response::Job,5227469195,,,,
11.56907,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'teaching-jobs', 'label': 'Lehrberufe'}","Munich Data Science Institute (MDSI) Technische Universität MünchenTUM - Logo IT Systems Administrator (m/f/d) at Munich Data Science Institute The Munich Data Science Institute (MDSI) is an integrative research institute at the Technical University of Munich (TUM). It is interdisciplinary and cross-departmental in the fields of data science, machine learning, and artificial intelligence. The institute acts as a facilitator and multiplier of state-of-the-art data science practices, technologies…",48.14093,https://www.adzuna.de/land/ad/5219667241?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=40EC2F27474CCBE942D7A1AB60E02B2BB5C05FDA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Technische Universität München '}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxOTY2NzI0MSIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.mueaF141iJeGxy48vBjnC4c-p1DMdWEjQhTUKbiS23U,"{'display_name': 'Altstadt-Lehel, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-05-28T10:19:40Z,0,IT Systems Administrator (m/f/d) at Munich Data Science Institute,Adzuna::API::Response::Job,5219667241,,,,
8.218802,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}","„Besser Studieren“ ist das gelebte Motto der Jade Hochschule. In über 60 innovativen Studiengängen an den Studienorten Wilhelms­haven, Oldenburg und Elsfleth bilden wir über 6.000 Studierende wissenschaftlich und praxisnah aus. Über 170 Professorinnen und Professoren sowie ca. 400 Mitarbeitende engagieren sich im Sinne des Leitbildes unserer Hochschule: innovativ, kompetent, kooperativ, vielfältig und zugewandt. Die Gewinnung qualifizierter Beschäftigter ist dabei eine zentrale Voraussetzung fü…",53.147169,https://www.adzuna.de/land/ad/5233070625?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=701A077A238C2A3F5ED31AF72707E1F6CA2C6715,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzMzA3MDYyNSIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.ntm93Sz2qGImdjegtfbAk3ZTDzthqNGldFJZXT-cfTs,"{'display_name': 'Oldenburg, Oldenburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Oldenburg (Kreis)', 'Oldenburg']}",2025-06-04T20:02:19Z,0,Wissenschaftliche_r Mitarbeiter_in (w/m/d) im Projekt EIKO‑Bau („Effiziente Systeme und KI‑basierte Methoden zur Optimierung von Beschleunigungspotenzialen in der Vorhaben­zulassung“),Adzuna::API::Response::Job,5233070625,,,,
6.86811,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Das sind Deine Aufgaben Abhängig von Deiner Erfahrung arbeitest Du in unterschiedlichen Kundenprojekten mit und lernst als Newbie das breite Einsatzgebiet von Data Science kennen. Als Junior Data Scientist unterstützt Du zunächst in verschiedenen Projekten und kannst gerne zunehmend mehr Verantwortung übernehmen. Du machst mehr aus den Daten unserer Kunden: Mittels modernster statistischer Verfahren und Machine-Learning-Ansätzen findest Du Zusammenhänge, entwickelst automatisierte Lösungen und …",50.87096,https://www.adzuna.de/land/ad/5225780760?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=DB612900CB3A4CBC22FADDAD5A1E528075B304D0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SKOPOS GROUP'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmt4U3pveEs4QkdHRjRFODYxU3A0ZyIsImkiOiI1MjI1NzgwNzYwIn0.DLl4MSeOI85dCpXkFlC5KjF4L58DbTWd_n8e8hKWHXU,"{'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}",2025-06-01T05:35:52Z,0,"Initiativbewerbung Data Science /BI - Datenbankentwicklung/BI, Ingenieur",Adzuna::API::Response::Job,5225780760,,,,
7.014478,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}","Emschergenossenschaft und Lippeverband – mit gebündelter Kompetenz für das Wasser. Ob Abwasserreinigung, Hochwasserschutz oder die Bewirtschaftung von Grund- und Regenwasser: Mit rund 1.800 Mitarbeitenden verfolgen wir ein gemeinsames Ziel: ökologisch, technisch und gestalterisch überzeugende Lösungen an Emscher und Lippe schaffen. In der Region. Für die Region. Für unsere Abteilung Informationstechnologien suchen wir am Standort Essen zum nächstmöglichen Zeitpunkt in unbefristeter Anstellung e…",51.444823,https://www.adzuna.de/land/ad/5248928309?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=A46057D12AC0D335138EC38409F2D309EF8464F9,"{'display_name': 'EMSCHERGENOSSENSCHAFT und LIPPEVERBAND', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0ODkyODMwOSIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.dDLgyjwMd65uCczv8mtmtQYpqiRYk6x5Cr5dP9Bs5Fc,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Essen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Essen, Nordrhein-Westfalen'}",2025-06-13T20:10:37Z,0,Gruppenleitung (m/w/d) digitale Transformation,Adzuna::API::Response::Job,5248928309,,,,
9.026231,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",48.720071,https://www.adzuna.de/land/ad/5225839511?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=BD0FD0B6C0715A0AF372DDD97DDBAA3545C72B77,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNTgzOTUxMSIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.G6mT2WSnLEUkjfOFNNzUIU0fEIOKRHkHZv2U_8Lftts,"{'display_name': 'Sindelfingen, Böblingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-06-01T07:45:53Z,0,Student*in für Abschlussarbeit HV-Technologie & Kontaktierung,Adzuna::API::Response::Job,5225839511,,,,
13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}","Begleite KPMG bei den zukünftigen Herausforderungen unserer Kunden und Kundinnen. Begeistere auch Du Dich für die Vielfalt unserer Fragestellungen - und mach gemeinsam mit uns den Unterschied. Gemeinsam mit Deinem Team aus dem Bereich Lighthouse Germany, dem Center of Data Strategy & Governance , bist Du Teil eines internationalen Netzwerkes von technologischen Spezialisten und Spezialistinnen. Bündle das Fachwissen von KPMG zu betriebswirtschaftlichen und regulatorischen Themenstellungen sowie…",52.507706,https://www.adzuna.de/land/ad/5170846328?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=A493E31C796DC246794ABC050B613D314E13B554,"{'display_name': 'KPMG AG Wirtschaftsprüfungsgesellschaft', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZmt4U3pveEs4QkdHRjRFODYxU3A0ZyIsImkiOiI1MTcwODQ2MzI4In0.0joaMfg2b4ljxOI3NhJvlJd7UzVqlwHgtIDlIj6RJUw,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",2025-04-30T19:18:05Z,0,(Senior) Consultant Data Strategy & Governance (w/m/d),Adzuna::API::Response::Job,5170846328,,,,
13.756452,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",Universitätsklinikum Carl Gustav Carus Dresden Wissenschaftliche*r Mitarbeiter*in (m/w/d) Data Science in der Krebsforschung in der Medizinischen Klinik und Poliklinik I Die Stelle ist zum nächstmöglichen Zeitpunkt in Voll- und Teilzeit für zunächst 24 Monate befristet zu besetzen. Die Vergütung erfolgt nach den Eingruppierungsvorschriften des Tarifvertrages für den öffentlichen Dienst der Länder (TV-L) und ist bei Vorliegen der persönlichen Voraussetzungen in die Entgeltgruppe E13 möglich. Sie…,51.052725,https://www.adzuna.de/land/ad/5249542330?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=21CCF9CAD118337564756CD9568AFF9123330454,"{'display_name': 'Universitätsklinikum Carl Gustav Carus Dresden', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0OTU0MjMzMCIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.UvScZ4rCwDKe6Rf7TtXh_KilreZxdPCZzQnN8J618e0,"{'display_name': 'Dresden, Sachsen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Dresden']}",2025-06-14T01:50:46Z,0,Wissenschaftliche*r Mitarbeiter*in (m/w/d) Data Science,Adzuna::API::Response::Job,5249542330,,,,
11.63306,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Bioinformatiker (m/w/d) – Institut für Medical Data Science Die Medizinische Fakultät ist integraler Bestandteil der Otto-von-Guericke-Universität Magdeburg und wirkt mit dem Universitätsklinikum Magdeburg A.ö.R. in Forschung, Lehre und Krankenversorgung zusammen. Das Forschungsprofil der Fakultät wird durch die beiden Schwerpunkte „Immunologie einschließlich Molekulare Medizin der Entzündung“ und „Neuro­wissenschaften“ geprägt. Pro Jahr werden ca. 185 Studierende der Humanmedizin und ca. 20 St…",52.05737,https://www.adzuna.de/land/ad/5236553882?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=17BDBA3A5D6FA3C4A306BE804A22CD6F632054FE,"{'display_name': 'Otto-von-Guericke-Universität Magdeburg', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNjU1Mzg4MiIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.ofEn3lPd_ZHnUGtA433H9LZiVAvs_ph6_FENWTV-2AU,"{'display_name': 'Beyendorf-Sohlen, Magdeburg', 'area': ['Deutschland', 'Sachsen-Anhalt', 'Magdeburg', 'Beyendorf-Sohlen'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-06-06T19:05:21Z,0,Bioinformatiker (m/w/d) – Institut für Medical Data Science,Adzuna::API::Response::Job,5236553882,,,,
9.856945,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",48.383137,https://www.adzuna.de/land/ad/5219391563?se=fkxSzoxK8BGGF4E861Sp4g&utm_medium=api&utm_source=a4bcf954&v=C5E81C9848CB63FFC488BC5B754D7B354B744FD2,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Tech Innovation'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxOTM5MTU2MyIsInMiOiJma3hTem94SzhCR0dGNEU4NjFTcDRnIn0.d74pKSVoTR4JhkTuHZx9Uuk7y96qPJ7MIixWYXUuke4,"{'display_name': 'Ulm, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",2025-05-28T05:22:02Z,0,Werkstudent Data Science im Bereich Fahrzeugdiagnose (m/w/d),Adzuna::API::Response::Job,5219391563,,,,
