title,company,__CLASS__,location,latitude,salary_is_predicted,description,redirect_url,id,category,adref,created,longitude,contract_time,salary_max,salary_min,contract_type
Senior ML Engineer (all genders),"{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",52.507706,0,"adesso steht für IT-Exzellenz und damit auch für exzellente Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander - an unseren Projekten, im Team und mit herausragenden Trainingsangeboten. Wir haben IT im Herzen, die Branche im Blick und den Erfolg unserer Kunden im Sinn. Denn erfolgreiches Geschäft entsteht durch innovative Ideen, zukunftsfähige Strategien und kluge IT-Lösungen. Immer sind dabei Menschen beteiligt, die etwas bewegen wollen und das einfach mach…",https://www.adzuna.de/land/ad/5704545627?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=33DAA08E24C6B20840161FFDF18A65F9C9A8792D,5704545627,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDU0NTYyNyIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.gkzndB9tyNRA_rA8nPC5JzBLj92souHXPa_TnARu8R8,2026-04-19T16:49:55Z,13.420806,,,,
Senior ML Engineer (all genders),"{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Aachen, Aachen (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Aachen (Kreis)', 'Aachen'], '__CLASS__': 'Adzuna::API::Response::Location'}",50.773914,0,"adesso steht für IT-Exzellenz und damit auch für exzellente Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander - an unseren Projekten, im Team und mit herausragenden Trainingsangeboten. Wir haben IT im Herzen, die Branche im Blick und den Erfolg unserer Kunden im Sinn. Denn erfolgreiches Geschäft entsteht durch innovative Ideen, zukunftsfähige Strategien und kluge IT-Lösungen. Immer sind dabei Menschen beteiligt, die etwas bewegen wollen und das einfach mach…",https://www.adzuna.de/land/ad/5704545518?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=AAC111DCD0DF211BA2BF0239078CDBB48733FB13,5704545518,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0NTQ1NTE4In0.3kT5jGPt5OLvM3QIRXiyVkeEHXef8_BILvIjwYwVu5k,2026-04-19T16:49:53Z,6.089788,,,,
Senior Agentic AI Engineer (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'adesso SE'}",Adzuna::API::Response::Job,"{'display_name': 'Jena, Thüringen', 'area': ['Deutschland', 'Thüringen', 'Jena'], '__CLASS__': 'Adzuna::API::Response::Location'}",50.923007,0,"adesso steht für IT-Exzellenz und damit auch für exzellente Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander - an unseren Projekten, im Team und mit herausragenden Trainingsangeboten. Wir haben IT im Herzen, die Branche im Blick und den Erfolg unserer Kunden im Sinn. Denn erfolgreiches Geschäft entsteht durch innovative Ideen, zukunftsfähige Strategien und kluge IT-Lösungen. Immer sind dabei Menschen beteiligt, die etwas bewegen wollen und das einfach mach…",https://www.adzuna.de/land/ad/5704545344?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=2B65E59F7E607DAAC9B5A48634AAA24EE69F624A,5704545344,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDU0NTM0NCIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.NsuZb0fs-3cUDj159degbhkmDiQ6njsqhG0QgLwU_4c,2026-04-19T16:49:50Z,11.589469,,,,
Professor:in (d/m/w) für Physik mit Kriminaltechnik und Informatik (W2),"{'display_name': 'Hochschule Bonn-Rhein-Sieg', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Rheinbach, Rhein-Sieg-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Sieg-Kreis', 'Rheinbach']}",50.62578,0,"Neues entdecken, Projekte vorantreiben, Verantwortung übernehmen: An der Hochschule Bonn-Rhein-Sieg (H-BRS) zählen wir auf Mitarbeitende, die genau dies tun. Gemeinsam mit unseren über 150 Professor:innen finden wir neue Lösungen, um daran mitzuarbeiten, passende Antworten auf die vielfältigen Herausforderungen unserer Zeit zu finden. Wir tun dies, damit die H-BRS mit ihren rund 9.000 Studierenden aus mehr als 100 Nationen in derzeit rund 40 Studiengängen noch besser wird. Nehmen Sie die Heraus…",https://www.adzuna.de/land/ad/5683183455?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=77D4DC869BDE6428E78CCE20453592FD43CBCB07,5683183455,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MzE4MzQ1NSIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.wf-_2JGhjKC2CAgXaWpB27OCeUCOq7y2iMuKZkkMXOU,2026-03-30T16:17:16Z,6.95063,,,,
Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,"{'display_name': 'Duale Hochschule Schleswig-Holstein ', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], 'display_name': 'Kiel, Schleswig-Holstein'}",54.319658,0,"Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften an den Studienstandorten Kiel, Lübeck und Flensburg duale Studiengänge und praxisverbundene Forschung. Vor über 50 Jahren als Berufsakademie Schleswig-Holstein gegründet, bietet die DHSH Studierenden die Chance, von jahrzehntelanger Erfahrung im dualen Studium zu profitieren. Angeboten werden in Zusammenarbeit mit über 400 Partnerunternehmen die dualen Bachelorstudiengänge Bet…",https://www.adzuna.de/land/ad/5704162897?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=C6A56E3FCB654DD347C8E7E32E1D93623DE73B48,5704162897,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NzA0MTYyODk3In0.s6lrpuep3D5AtqUl3Pnf9BTqcYfmnAFuBTB5vGTqjAU,2026-04-19T04:26:50Z,10.137982,,,,
Lead Data Scientist (m/w/d) Energy Management,"{'display_name': 'TechMinds GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",,0,Über uns TechMinds ist eine HR Beratung mit Schwerpunkt auf Tech & IT. Ihr Vorteil: Durch uns landen Ihre Unterlagen direkt beim Entscheider. Zudem profitieren Sie von einer kostenlosen Beratung zu allen Karrierefragen. Und Sie erhalten schon früh einen authentischen Einblick in den Arbeitsalltag beim potentiellen Arbeitgeber. Aufgaben Sie arbeiten im Data-Science-Team der digitalen Organisation des Unternehmen an spannenden Aufgaben in den Bereichen Data Science und Softwareentwicklung mit sta…,https://www.adzuna.de/land/ad/5702662385?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=B1D3957B7A8EEDA6C5D6EBD11246CA178FAAE467,5702662385,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMjY2MjM4NSIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.Fn1bbBU5g6e4tSxDiU0chEu-hQphdnBD3cSdFVEMYuo,2026-04-17T18:25:49Z,,full_time,,,
Senior Controller - Data Analytics (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Peter-Lacke Holding GmbH'}",Adzuna::API::Response::Job,"{'display_name': 'Hiddenhausen, Herford (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Herford (Kreis)', 'Hiddenhausen']}",52.16087,0,"Wir sind PETER/LACKE. Seit über 100 Jahren entwickeln und produzieren wir innovative Lacksysteme und sind derweil in den Marktsegmenten Automotive, Aviation, Lifestyle und Glass tätig. PETER/LACKE wird in der 5. Generation geführt. Unseren unternehmerischen Erfolg sichert Nachhaltigkeit im Dreiklang aus Ökonomie, Ökologie und Soziales. Wir verfügen über eigene Produktionsstandorte in 9 Ländern (Europa, Amerika, Asien) sowie zusätzliche Servicestandorte. Werde Teil unseres wachsenden Teams und g…",https://www.adzuna.de/land/ad/5682557517?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=644B1A20022F9632810E74DBC6F658CF3C8F16E5,5682557517,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NjgyNTU3NTE3In0.FCewlZZRRVTUSa4ipNDH4TLrJMVPDBBENXKOY72RxpU,2026-03-30T04:10:29Z,8.61783,,,,
Werkstudent*in im Entwicklungsbereich im Team technische Compliance & Ideenmanagement,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",Adzuna::API::Response::Job,"{'display_name': 'Sindelfingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen']}",48.720071,0,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",https://www.adzuna.de/land/ad/5702114050?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=515182986D3584401582FBA223F1AC368F33952B,5702114050,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NzAyMTE0MDUwIn0.7xMFUlvI1lGmrM_lyerJ1rIWf5UQburryJI_Ozitzms,2026-04-17T04:25:35Z,9.026231,,,,
Research Intern (m/f/d) in Breeding & Phytopathology,"{'display_name': 'KWS SAAT SE & Co. KGaA', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",,0,"KWS is one of the world's leading plant breeding companies. Nearly 5,000 employees in more than 70 countries generated net sales of around €1.68 billion in the fiscal year 2023/2024. A company with a tradition of family ownership, KWS has operated independently for almost 170 years. It focuses on plant breeding and the production and sale of seed for sugarbeet, corn, cereals, vegetables, oilseed rape and sunflower. KWS uses leading-edge plant breeding methods to continuously improve yield for f…",https://www.adzuna.de/land/ad/5704543374?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=3701AB4E6D451C7A9C373A689A5F2375F8D53FFE,5704543374,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNDU0MzM3NCIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.1BTVFZXOHqF3QyhR_krPO6S3ladsl8VktAEF1fJmTbY,2026-04-19T16:49:37Z,,,,,
Product Manager - AI Products,"{'display_name': 'N26 GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,0,"About the opportunity Who we are N26 has reimagined banking for today's digital world. Technology and design empower everything we do and it's how we are building the global banking platform the world loves to use. We've eliminated physical branches, paperwork, and hidden fees for an elegant digital experience and supreme savings. Giving people the power to live and bank their way is what gets us out of bed in the morning and inspires the work that we do. We are headquartered in Berlin with off…",https://www.adzuna.de/land/ad/5653292014?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=1B94D327383BF0DBC511C7E05DD7A96E2E740DD7,5653292014,"{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NjUzMjkyMDE0In0.u51o7BN8pDfzPSxvgGY1XXYUbXIR_IBv4u6Bd3l85fY,2026-03-04T06:40:11Z,13.420806,,,,
Product Owner Digital Analytics & Tracking (m/w/d),"{'display_name': 'S.OLIVER GROUP', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Würzburg (Kreis)', 'Rottendorf'], 'display_name': 'Rottendorf, Würzburg (Kreis)'}",49.79048,0,"Sicher kennst du uns aus deinem eigenen Kleiderschrank: s.Oliver, comma, QS, LIEBESKIND BERLIN und COPENHAGEN STUDIOS - das alles sind Marken der S.OLIVER GROUP. Seit über 50 Jahren immer in Mode. Inspiriert vom Unternehmergeist unseres Gründers Bernd Freier gehen wir selbstbewusst in die Zukunft. Wir treffen Entscheidungen schnell und konsequent und gestalten unser Unternehmen sowie die Modebranche aktiv: mit Leidenschaft, Teamgeist, Expertise und Innovationsfreude. Dafür suchen wir neue Talen…",https://www.adzuna.de/land/ad/5682259600?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=432070ED16112644CA7B5C69F0E05CDD9665140B,5682259600,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4MjI1OTYwMCIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.kfCQ5i9gKSEPS8zotxy_E45cWNwtCwpRa_uRXoOsD8o,2026-03-29T16:22:34Z,10.0268,,,,
Wissensmanager:in (m/w/d) - Knowledge Transfer & Continuity,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dedalus HealthCare GmbH'}",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen'}",50.71942,0,"Begleite uns als Wissensmanager:in (m/w/d) - Knowledge Transfer & Continuity bei Dedalus, einem der weltweit führenden Unternehmen für Healthcare-Technologie, in Bonn , und leiste die beste Arbeit Deiner Karriere – mit einem nachhaltigen Beitrag für eine bessere Versorgung und einen gesünderen Planeten. Aufgaben Aufbau und Betrieb eines unternehmensweiten Knowledge Transfer (KT)-Frameworks (Standards, Rollen, Templates) Etablierung von AI-gestützter Wissensvermittlung: Erfassung, Synthetisierun…",https://www.adzuna.de/land/ad/5689907089?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=82A4B9B4F62F46B14850EA3452288ACCE5A74F3A,5689907089,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1Njg5OTA3MDg5In0.kdlIMp7F1zWQA6MUMy-k5DfT5H7H6ahfVDdlGDcU8Xw,2026-04-04T16:19:25Z,7.112412,,,,
(Senior) Consultant - Künstliche Intelligenz (m/w/d),"{'display_name': 'AWADO GmbH Wirtschaftsprüfungsges. Steuerberatungsges.', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",51.226802,0,"Mit einem starken Fokus auf Gemeinschaft und individuelle Stärken bieten wir maßgeschneiderte Lösungen für Banken und den Mittelstand. An neun Standorten in Deutschland - mit der Unterstützung von einem erfahrenen Team, das aus Menschen mit individuellen Stärken und Kompetenzen besteht. Unsere genossenschaftlichen Wurzeln und unser breites Netzwerk im Genoverband e.V. machen uns zu einem der führenden Anbieter in Deutschland für Beratung und Wirtschaftsprüfung. Vertrauen, Integrität und Loyalit…",https://www.adzuna.de/land/ad/5700940321?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=364435AA9493E24F285886CD95B3D3CDECF4AD86,5700940321,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwMDk0MDMyMSIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.jO5VeQBkz-YU_QsV4Q2hEdgGKs6bdrpGVQqWTfZA1lU,2026-04-16T04:25:28Z,6.808387,,,,
Pflichtpraktikum Data Science im Qualitätsmanagement,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch GmbH'}",Adzuna::API::Response::Job,"{'display_name': 'Feuerbach, Stuttgart', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Feuerbach'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.81065,0,"Pflichtpraktikum Data Science im Qualitätsmanagement Wernerstraße 51, 70469 Stuttgart, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Rob…",https://www.adzuna.de/details/5536688613?utm_medium=api&utm_source=a4bcf954,5536688613,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNjY4ODYxMyIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.G11ux_2rqeZXFh39h6jvnxq51JdryAb6FDkdWUBh_e4,2025-12-10T20:02:52Z,9.1557,full_time,,,
Head of Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",Adzuna::API::Response::Job,"{'display_name': 'Maxvorstadt, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.1476,0,"Short Facts Join us on our journey to build Europe's energy backbone : We at Flexa are building Europe's largest virtual power plant with currently above 100k assets signed up, aiming to breach the million in the near future. To optimize the value creation from both trading algorithms across markets and dispatching to the assets, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow…",https://www.adzuna.de/details/5607237994?utm_medium=api&utm_source=a4bcf954,5607237994,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NjA3MjM3OTk0In0.xtt4w9QLrlZBH3Ewkcz4xFKdkK0hvNT_077Egy1k7vs,2026-01-31T07:21:56Z,11.56803,full_time,200000.0,140000.0,
Engineering Manager (Data Science),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Peec AI'}",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,0,"What you’ll do Build, mentor, and lead an elite data science team as a trusted, empathetic player-coach, while clearly communicating complex technical ideas to executives, customers, and partners Personally design, train, deploy, and own the models that power Peec AI’s AI Search recommendations, taking hands-on responsibility for our most business-critical ML systems Develop and ship novel algorithms that reverse-engineer AI search and LLM behavior, turning deep technical insight into durable, …",https://www.adzuna.de/details/5586793239?utm_medium=api&utm_source=a4bcf954,5586793239,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NTg2NzkzMjM5In0.IldDWfySDBIvFx4RaCePVNYGd1Jv4Sle9LqZBhBMW4E,2026-01-15T20:46:25Z,13.420806,full_time,150000.0,100000.0,
Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d),"{'display_name': 'BWI GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Wilhelmshaven, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Wilhelmshaven']}",53.550256,0,"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",https://www.adzuna.de/land/ad/5601491323?se=bg40AJg88RGZ3L9kDetG3g&utm_medium=api&utm_source=a4bcf954&v=BC8A3D0793640E5A617365CA26EF4D291535B022,5601491323,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1NjAxNDkxMzIzIn0.2rGTGEdJ09hI8QWNMYokgaFg_AwOMvWWv2qSEf7KVD0,2026-01-27T04:07:58Z,8.087806,full_time,,,
"Data Science, Music & Audio","{'display_name': 'Melotech', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,0,"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 24 months, our work has been heard, watched and loved for over 3 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as our first dedicated Data Scientist to bring order to the cha…",https://www.adzuna.de/details/5502257930?utm_medium=api&utm_source=a4bcf954,5502257930,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwMjI1NzkzMCIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.s92dxs3Uz9cB6pz6rtmOaEcW0LhtBB26W-dX1j-xU4I,2025-11-18T19:20:38Z,13.420806,full_time,,,
"Data Science Manager, Supply","{'display_name': 'GetYourGuide', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",52.507706,0,"Change the way the world travels Join the GetYourGuide journey to connect people with unforgettable travel experiences around the world. Millions look to us for unique activities they can trust, and it’s all powered by our commitment to make every single journey extraordinary - including yours. Ready to unlock your potential with a community of fellow explorers? Find your next role at our Berlin HQ or one of our local offices around the globe, from New York to Bangkok. Head to getyourguide.care…",https://www.adzuna.de/details/5697017395?utm_medium=api&utm_source=a4bcf954,5697017395,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzAxNzM5NSIsInMiOiJiZzQwQUpnODhSR1ozTDlrRGV0RzNnIn0.vc6QrPsRHZzrQsnvtljk6GRbMVA8L0aHzcufIAgxhH8,2026-04-11T23:08:46Z,13.420806,,,,
Consultant Data Science & AI,"{'display_name': 'IMAP GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,"{'display_name': 'Pempelfort, Düsseldorf', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Pempelfort']}",51.23696,0,"Werde Teil unseres Teams Als systemische Organisationsberatung verfolgt IMAP in der AI-Transformation einen ganzheitlichen Ansatz. Wir begleiten Organisationen von der strategischen Einordnung über die Konzeption bis hin zur Umsetzung. Unser Beratungsfeld im Bereich AI-Transformation wächst dynamisch: Gerade die Verbindung von AI und unserem systemischen Ansatz erfährt eine hohe Nachfrage. Um dieses wachsende Geschäftsfeld weiter auszubauen, wollen wir unser Team gezielt verstärken und personel…",https://www.adzuna.de/details/5688461105?utm_medium=api&utm_source=a4bcf954,5688461105,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmc0MEFKZzg4UkdaM0w5a0RldEczZyIsImkiOiI1Njg4NDYxMTA1In0.OblseWWs0Ip_g_sD4jwSVQsxJlfsmsWuIePRpXXEENk,2026-04-03T10:20:32Z,6.78731,full_time,,,
