latitude,salary_is_predicted,id,title,created,company,adref,longitude,__CLASS__,description,redirect_url,location,category,contract_time,salary_max,contract_type,salary_min
49.48137,0,5609374238,Duales Studium (B.Sc.) - Data Science und Künstliche Intelligenz (m/w/d),2026-02-01T22:42:47Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BASF'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwOTM3NDIzOCIsInMiOiJKcnhTR0FzQThSR2RtN09fb0VfV2xnIn0.CcHeB_osJxckainemn6tONbKiaUlzdz6BgPhCXsLAoQ,8.44563,Adzuna::API::Response::Job,"ELEMENTE DEINES DUALEN STUDIUMS Du findest Artificial Intelligence spannend und möchtest an der Gestaltung neuer Prozesse und Technologien mitwirken? Wenn du in der Schule Spaß an Informatik, Mathematik und wirtschaftlichen Zusammenhängen hast dann bist du bei Data Science und Künstliche Intelligenz richtig! Bewirb dich bei einem Unternehmen, das Zugang zu neuesten Technologien, Expertise und Inspirationen bietet. Du arbeitest in einem modernen Arbeitsumfeld und bist vom ersten Tag an Teil eine…",https://www.adzuna.de/land/ad/5609374238?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=94918C9679718DBF1AF355B16106B4E0B85973BF,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Ludwigshafen am Rhein', 'Süd'], 'display_name': 'Süd, Ludwigshafen am Rhein'}","{'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
48.14093,0,5571157648,Hochschule München: Duales Studium Data Science und Scientific Computing (B.Sc.) 2026,2026-01-07T08:14:51Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bayerische Landesbank'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3MTE1NzY0OCIsInMiOiJKcnhTR0FzQThSR2RtN09fb0VfV2xnIn0.BWVOlkjJur91jAx1wp2azpij2u9R4NoQUtIp9CDb47s,11.56907,Adzuna::API::Response::Job,"Wir alle haben als Kinder davon geträumt, Großes zu bewirken ob als gute Feen, Stars im Rampenlicht oder Weltraumreisende im All. Höchste Zeit, dass diese Träume wahr werden! Dein Traumschiff? Die BayernLB! Bei uns steuern wir einer blühenden Zukunft entgegen und kämpfen als Fortschrittsfinanzierer für die Welt von morgen. Unsere Feenflügel und Raumanzüge haben wir abgelegt. Nicht aber unsere Ziele. Denen sind wir näher denn je. Als Spezialbank fokussieren wir uns auf ausgesuchte Zukunftssektor…",https://www.adzuna.de/land/ad/5571157648?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=46E8EDA0EF4077757020BEEABE37D30F9AD53013,"{'display_name': 'Altstadt-Lehel, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
,0,5470834401,Bachelor of Science - Data Science und Künstliche Intelligenz (m/w/d),2025-10-30T11:48:21Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'JULABO GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnJ4U0dBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODM0NDAxIn0.urmG8anmSQIBcKbc5Wr4kETPLwBhuPuWNXQ6NxzpEEI,,Adzuna::API::Response::Job,"Abteilungen/Tätigkeitsschwerpunkte: Der Bachelorstudiengang in Data Science und Künstliche Intelligenz vermittelt praxisorientierte Kenntnisse in Informatik, Mathematik, Statistik und Betriebswirtschaftslehre. Studierende lernen, wie sie große Datenmengen analysieren und intelligente KI-gestützte Anwendungen zur Optimierung von Geschäftsprozessen entwickeln können. Der Studiengang legt dabei einen besonderen Schwerpunkt auf die praktische Anwendung von Data-Science- und KI-Methoden im Unternehm…",https://www.adzuna.de/land/ad/5470834401?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=9309BF92E21A18B2BC00CFA366C571A010AD6CD9,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
49.29464,0,5488043885,B. Sc. Data Science und Künstliche Intelligenz (m/w/d) - 2026,2025-11-09T08:45:22Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Heidelberger Druckmaschinen AG'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4ODA0Mzg4NSIsInMiOiJKcnhTR0FzQThSR2RtN09fb0VfV2xnIn0.eCZQJy7rSnT5bCEuOEHbsbxRMtauLW2AbyweEKJKJao,8.69774,Adzuna::API::Response::Job,Duales Hochschulstudium Bachelor of Science Data Science und Künstliche Intelligenz (m/w/d) 2026 Die Berufliche Bildung bei HEIDELBERG bietet jungen Menschen vielfältige und interessante Entwicklungsmöglichkeiten und Perspektiven. Unser attraktives Onboarding gleich zu Beginn der Ausbildungszeit macht Lust aufs Lernen und auf die Zeit bei HEIDELBERG. Die externe Seminarwoche mit teambildenden Maßnahmen und Infos zum Unternehmen bietet viel Raum zum Kennenlernen. Daneben bereiten Schulungen und …,https://www.adzuna.de/land/ad/5488043885?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=1E801C15ACBB79AED13F45285CC8EE4322105FB7,"{'area': ['Deutschland', 'Baden-Württemberg', 'Rhein-Neckar-Kreis', 'Wiesloch'], 'display_name': 'Wiesloch, Rhein-Neckar-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
48.23581,0,5470876875,Duales Studium Data Science und Künstliche Intelligenz - DHBW (m/w/d),2025-10-30T11:57:22Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Jermi Käsewerk GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnJ4U0dBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODc2ODc1In0.Nf18mDWOapimeYE3y0UGbUSLgb8CGGOM9C40z_ewDvw,9.88178,Adzuna::API::Response::Job,"Du willst durchstarten, wo Zukunft programmiert wird und neben deinem Studium frühzeitig praktische Erfahrungen sammeln? Dann beginne deine berufliche Zukunft mit einem Dualen Studium bei JERMI. JERMI steht für mehr als 130 Jahre Käse-Erfahrung, die Tradition mit Innovation verbindet. Mit unseren rund 600 Mitarbeitenden entwickeln, produzieren und vermarkten wir als mittelständisches Familienunternehmen hochwertige Käsespezialitäten, die ihre Fans in der ganzen Welt haben. Duales Studium Data S…",https://www.adzuna.de/land/ad/5470876875?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=AFC9BB0970B48B80B838B2A9CC21DDFE54C82936,"{'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Laupheim'], 'display_name': 'Laupheim, Biberach (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
48.137418,0,5515932719,Dualer Student (m/w/d) - Data Science & Scientific Computing Bachelor,2025-11-27T11:47:29Z,"{'display_name': 'ASMPT GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNTkzMjcxOSIsInMiOiJKcnhTR0FzQThSR2RtN09fb0VfV2xnIn0.LsUOKTsxubuRPJPhoKBvR5Z8dL0GaYuBeBRxJykUtGg,11.555737,Adzuna::API::Response::Job,"Willkommen bei ASMPT. Hier bist du auf dem direkten Weg in das digitale Zeitalter. Mit 12.000 Mitarbeitenden weltweit sind wir technologischer Prozesspartner für die Elektronikindustrie und brennen für innovative Automatisierungsstrategien am Puls der Zeit. Mit unseren smarten Lösungen fordern unsere passionierten Teams den technischen Status quo immer wieder heraus und setzen so neue Maßstäbe für die Fertigung von Smartphones, Computern, Netzwerken, autonomen Fahrzeugen, intelligenten Maschine…",https://www.adzuna.de/land/ad/5515932719?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=6F2EA417E98A552693944C99344F16B5E42FC31A,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
49.577521,0,5470837127,Duales Bachelorstudium Data Science in Technik und Wirtschaft (B.Eng.) - Erlangen/Forchheim,2025-10-30T11:48:58Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens Healthineers AG'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDgzNzEyNyIsInMiOiJKcnhTR0FzQThSR2RtN09fb0VfV2xnIn0.h-5WQZzTgon_QhEqG4DTlAsCfFKK68kKkocv1EijmpI,10.984506,Adzuna::API::Response::Job,"Dein Berufsbild: Du magst Mathe und möchtest später etwas mit Daten machen? Dich faszinieren datengestützte Tools, wie ChatGPT, und du kennst deren große Chance für die Zukunft? Dann bewirb dich für das duale Studium B.Eng. Data Science in Technik und Wirtschaft und entdecke mit uns, wie wir die Welt der Medizintechnik durch datenbasierte Entscheidungen verändern können. Daten sind eines der Fundamente, damit Unternehmen bestmögliche Entscheidungen treffen können. Im Studiengang B.Eng. Data Sci…",https://www.adzuna.de/land/ad/5470837127?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=315D7AF44DB04678B3665097B2F4C19D63182A8D,"{'area': ['Deutschland', 'Bayern', 'Erlangen'], 'display_name': 'Erlangen, Bayern', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
51.16672,0,5593819036,Duales Studium Angewandte Künstliche Intelligenz (M.Sc.) - Einstieg Data Science,2026-01-21T10:20:50Z,"{'display_name': 'HDI AG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MzgxOTAzNiIsInMiOiJKcnhTR0FzQThSR2RtN09fb0VfV2xnIn0.BphrOesQbIs4LJeiIRd5V6ywVovteLaMbHAwt4dIn2A,6.93125,Adzuna::API::Response::Job,"Deine Aufgaben Du möchtest nicht nur Daten analysieren, sondern verstehen, wie aus Daten wertvolle Erkenntnisse entstehen, die die digitale Zukunft der HDI Group gestalten? Die 31-monatige IT-Ausbildung kombiniert praktische Arbeit im Bereich Data Science mit theoretischem Wissen, das Du im Studiengang ""Angewandte Künstliche Intelligenz"" an der FHDW in Mettmann erwirbst. Du arbeitest an spannenden Projekten rund um AI, GenAI, Machine Learning, und Cloud-Services. Du entwickelst Lösungen, die un…",https://www.adzuna.de/land/ad/5593819036?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=927626CAE3B76B4D6EAC59F970D8548035EF7B77,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hilden, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Hilden']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
50.9737,0,5470842705,Duales Studium 2026 - Data Science und Künstliche Intelligenz (m/w/d),2025-10-30T11:49:55Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Vitesco Technologies'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSnJ4U0dBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODQyNzA1In0.CRrlb1Bi5JIXl5BvBwNd4vadBP6ygGougsEpSrIQE4o,9.78956,Adzuna::API::Response::Job,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Im Überblick Studienab…",https://www.adzuna.de/land/ad/5470842705?se=JrxSGAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=0074754F2C9FA6CB527CCEFB8546E3CE0F3FD9F6,"{'display_name': 'Bebra, Hersfeld-Rotenburg (Kreis)', 'area': ['Deutschland', 'Hessen', 'Hersfeld-Rotenburg (Kreis)', 'Bebra'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
49.073517,0,5483980541,Bachelor of Science (B.Sc.) Studiengang: Data Science und Künstliche Intelligenz,2025-11-06T16:02:01Z,"{'display_name': 'Bosch Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDgzOTgwNTQxIn0.YJn0Vxg1H1iGqdfD9sLytdfntOGhpRWpi5KaweOkrDM,8.589191,Adzuna::API::Response::Job,"Bosch gehört zu den weltweit führenden Zulieferern der Automobilindustrie. Am Standort Karlsruhe ist die Zentrale des Bosch Geschäftsbereichs Mobility Aftermarket mit Vertriebszentrum. Unser Logistikzentrum besticht durch innovative Technologien und setzt Standards in der Arbeitsorganisation, im Transport und Umweltschutz. Zusammen mit unseren flexiblen Arbeitszeitmodellen sind wir der Maßstab in der Distributionslogistik im Mobility Aftermarket und wir stehen für Innovationen für Menschen, Ges…",https://www.adzuna.de/land/ad/5483980541?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=56C5652A096AE1F02136B8BFE19BE81CA2D1793A,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
48.06054,0,5470834687,Duales Studium Data Science und Künstliche Intelligenz (m/w/d) 2026,2025-10-30T11:48:25Z,"{'display_name': 'Linde GmbH, Gases Divison', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODM0Njg3In0.elfv0VpVx8ml8ULFUPQINSL9GLbN96CcOfz4RhCvX2k,11.52213,Adzuna::API::Response::Job,Hier kannst Du was bewegen Als Bachelor of Science des Studiengangs Data Science und Künstliche Intelligenz gestaltest Du aktiv die digitale Transformation in einem international tätigen Unternehmen mit. In enger Zusammenarbeit mit den Fachbereichen analysierst Du Daten und gewinnst neues Wissen daraus. Im Studium an der Dualen Hochschule Baden-Württemberg (DHBW) in Mannheim eignest Du Dir die theoretischen Grundlagen dazu an. Das Studium vermittelt die nötigen IT-Kompetenzen und betriebswirtsc…,https://www.adzuna.de/land/ad/5470834687?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=581DD0E4F1CE650D429156D60DB9182B830B928B,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pullach im Isartal, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Pullach im Isartal']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
50.74164,0,5470845935,"Duales Studium Softwaretechnologie â Fachrichtung Data Science, Künstliche Intelligenz oder Software",2025-10-30T11:50:38Z,"{'display_name': 'Loh Services GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODQ1OTM1In0.8-lnXiW9BuukguJQyJt7zm2xpx49_YEOo0zG0cFX29k,8.20531,Adzuna::API::Response::Job,"Gemeinsam bewegen wir mehr. Nutze unsere vielfältigen Einsatzmöglichkeiten und beginne am 10. Juli 2026 Dein duales Studium in der Friedhelm Loh Group. Aufgaben Duales Bachelor Studium im Bereich Softwaretechnologie für die Fachrichtungen Data Science, Künstliche Intelligenz oder Softwareentwicklung Studiendauer 7 Semester in Kooperation mit der Technischen Hochschule Mittelhessen Reale Projekte und abwechslungsreiche Praxisphasen in verschiedenen Einsatzgebieten z. B. IT, Produktion, Forschung…",https://www.adzuna.de/land/ad/5470845935?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=BE32C851BF7BEDAC07C5D3856CA341D8567824AF,"{'area': ['Deutschland', 'Hessen', 'Lahn-Dill-Kreis', 'Haiger'], 'display_name': 'Haiger, Lahn-Dill-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
48.86157,0,5470828655,Bachelor of Science (m/w/d) - Wirtschaftsinformatik - Studiengang Data Science,2025-10-30T11:46:40Z,"{'display_name': 'Wüstenrot & Württembergische-Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODI4NjU1In0.HQ7jzbMeq74t8UQogj9xtzeaaToarkR6GL8fpjnvDYQ,9.18451,Adzuna::API::Response::Job,"Inhalte und Aufgaben Ein praxisorientiertes Studium in Verbindung mit der Duale Hochschule Baden-Württemberg in Stuttgart, bei dem Sie die theoretischen Studieninhalte direkt on the job anwenden können Softwareentwicklung mit Open Source/Java, Pega, SAP oder SAS: Wir machen Sie fit für die digitalen Anforderungen der Zukunft Server, Netze und Datenbanken sind Ihre neuen Tools, die Sie verstehen und einzusetzen lernen Agile Arbeitsmethoden, Business-Analyse. Data Science, UI/UX-Design bis hin zu…",https://www.adzuna.de/land/ad/5470828655?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=0EB27AD01B1622904AFEEDCF715BAE6C1AFB6103,"{'display_name': 'Kornwestheim, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Kornwestheim'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
48.31156,0,5608923051,Bachelor of Science (m/w/d) - Studiengang Data Science und Künstliche Intelligenz für 2026,2026-02-01T18:55:17Z,"{'display_name': 'JULABO GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NjA4OTIzMDUxIn0.wtan67S-jUANT1w_ARC4oKjn1_7RKji9JmxmpUcbe8A,7.94018,Adzuna::API::Response::Job,"Zuhause bei JULABO Wir suchen dich! Bachelor of Science (m/w/d) - Studiengang Data Science und Künstliche Intelligenz für 2026 Deine Tätigkeitsschwerpunkte Der Bachelorstudiengang in Data Science und Künstliche Intelligenz vermittelt praxisorientierte Kenntnisse in Informatik, Mathematik, Statistik und Betriebswirtschaftslehre. Studierende lernen, wie sie große Datenmengen analysieren und intelligente KI-gestützte Anwendungen zur Optimierung von Geschäftsprozessen entwickeln können. Der Studien…",https://www.adzuna.de/land/ad/5608923051?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=6101F5E070FD4A57C59DF3B82BF81E921A84DDED,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Lahr/Schwarzwald'], 'display_name': 'Lahr/Schwarzwald, Ortenaukreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
52.41674,0,5593718337,Duales Studium Business Data Analytics (M.Sc.) mit Schwerpunkt KI - Einstieg Data Science,2026-01-21T08:19:24Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HDI Group'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU5MzcxODMzNyIsInMiOiJnaWExSEFzQThSR2RtN09fb0VfV2xnIn0.8gKe8iudr4Pz9AmK4dQ2plBD1oJDhCdZiKEHa0LDH7g,9.79857,Adzuna::API::Response::Job,"Starte durch bei der HDI Group! Innerhalb der HDI Group bündeln wir die Aufgaben für die verschiedenen Gesellschaften in der Privat- und Firmenversicherung sowie der Industrieversicherung. Bei uns hast Du die Chance, immer wieder neue Wege zu entdecken, gemeinsam mit uns zu wachsen und Dich weiterzuentwickeln. Dein Profil Du hast einen berufsqualifizierenden Hochschulabschluss mit mindestens 210 CP oder Bachelor-Abschluss mit 180 CP in Informatik, Angewandte Mathematik, Wirtschaftsinformatik od…",https://www.adzuna.de/land/ad/5593718337?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=BDF52E28DECE43226B9CDA1B7DD11F32711DEEE6,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bothfeld, Hannover', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bothfeld']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",,,,
48.776198,0,5549281267,Duales Studium Wirtschaftsinformatik â Data Science (B.Sc.) (m/w/d),2025-12-20T00:28:36Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ITSCare-IT-Services für den Gesundheitsmarkt GbR'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NTQ5MjgxMjY3In0.K9pqcsHRmdkmSXezrzuxm4hrkIE_ZUUzJ6rtf2BH9G8,9.187224,Adzuna::API::Response::Job,"Duales Studium Wirtschaftsinformatik – Data Science (B.Sc.) (m/w/d) Einblicke in das Unternehmen Die ITSCare mit Sitz in Frankfurt a.M. und zentralem Unternehmensstandort in Stuttgart ist 100% Tochter von drei AOKs. Als Dienstleister sind wir mit ca. 700 qualifizierten Mitarbeitenden verantwortlich für die Verarbeitung und Speicherung der Sozialdaten von ca. 7,5 Millionen Versicherten. Als Spezialist für Netzwerke, Hardware, Software, Telekommunikation und Rechenzentrumsbetrieb stehen wir für L…",https://www.adzuna.de/land/ad/5549281267?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=FB2FAA437A914F823CBFC579A4F7936B525D271F,"{'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
49.56892,0,5470852029,Duales Studium (DHBW) - Data Science und künstliche Intelligenz (m/w/d) 2026,2025-10-30T11:52:09Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schaeffler Technologies AG & Co. KG'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODUyMDI5In0.NhhLR337jqJKqkqXGtiOe-PlSGWtP0td7IPxfPXmmkI,10.88109,Adzuna::API::Response::Job,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Ausbildungsschwerpunkt…",https://www.adzuna.de/land/ad/5470852029?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=049687B55E47404638DF67BD2DEEC37DD80ADDDB,"{'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,,,
49.073517,0,5470859335,"Duales Studium Data Science und Künstliche Intelligenz (m/w/d), Karlsruhe, 2026",2025-10-30T11:53:43Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZ2lhMUhBc0E4UkdkbTdPX29FX1dsZyIsImkiOiI1NDcwODU5MzM1In0.eFYz45xsP7F6eFPhSN9O_m8VgXaTL_sNZV0nWZWPH9s,8.589191,Adzuna::API::Response::Job,"Die Softwareentwicklung ist einer der wichtigsten Bereiche bei Atruvia. Als Kompetenzzentrum für bankfachliche IT-Lösungen realisieren wir jedes Jahr über 200 Softwareprojekte, die unseren Kunden mehr Effizienz und Flexibilität im Kerngeschäft einbringen. Mit unseren smarten (analytischen) Lösungen erarbeiten wir gemeinsam mit unseren Kunden innovative Produkte - nach dem Motto “Wir machen das Leben leichter mit KI”. Aufgaben Du entwickelst maßgeschneiderte Data-Science und KI-Lösungen – vom Pr…",https://www.adzuna.de/land/ad/5470859335?se=gia1HAsA8RGdm7O_oE_Wlg&utm_medium=api&utm_source=a4bcf954&v=4E596F1A29B4851731BEF0FB5986418F0963A0F6,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
