description,__CLASS__,category,title,company,latitude,id,salary_is_predicted,location,longitude,redirect_url,created,adref,contract_time,salary_max,salary_min,contract_type
"Die Gründung der staatlichen Hochschule Ruhr West 2009 mit Standorten in Mülheim an der Ruhr und Bottrop ist mit dem Auftrag verbunden, den Zukunftsstandort Ruhrgebiet zu unterstützen. Unser vielfältiges Studienangebot ermöglicht Bachelor- und Master- Abschlüsse in Technik und Wirtschaft. Wir leben partizipative Mitgestaltung in allen Bereichen und arbeiten stetig daran, die Zufriedenheit und die Fähigkeiten unserer Mitarbeiter:innen noch weiter zu steigern. Schlanke Managementprozesse ermöglic…",Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Projektmitarbeiter:in (w/m/d) im Bereich Data Science für die Umwelt-/Wasser-/Abwasserwirtschaft,"{'display_name': 'Hochschule Ruhr West', '__CLASS__': 'Adzuna::API::Response::Company'}",51.555899,5415809047,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bottrop, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bottrop']}",6.929605,https://www.adzuna.de/land/ad/5415809047?se=2vyEEASd8BGY2s-NTkgKww&utm_medium=api&utm_source=a4bcf954&v=99A3B3968A9E4A9F66694748671F2897B4E535E2,2025-09-26T17:51:58Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnZ5RUVBU2Q4QkdZMnMtTlRrZ0t3dyIsImkiOiI1NDE1ODA5MDQ3In0.qiqQOvLmdKY785m9bidbjNCZS9uldwRMpL8Oq3Raecc,,,,
"Beratung von regionalen Kunden in verschiedenen Anwendungsszenarien von MS SharePoint. Unser Klient ist ein IT-Beratungsunternehmen, das sich auf die Konzeption, Entwicklung und den Betrieb von Softwarelösungen auf Basis von Microsoft-Technologien konzentriert. Seine Mitarbeiter werden durch entsprechende Zertifizierungen immer auf den aktuellsten Stand der Technik gebracht. Vesterling zählt seit über 25 Jahren zu den führenden Personaldienstleistern im Technologiebereich. Die Schwerpunkte der …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",Anwendungsberater MS SharePoint / M365 (mwd),"{'display_name': 'Vesterling AG', '__CLASS__': 'Adzuna::API::Response::Company'}",48.137418,5406496851,0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",11.555737,https://www.adzuna.de/land/ad/5406496851?se=2vyEEASd8BGY2s-NTkgKww&utm_medium=api&utm_source=a4bcf954&v=28DBD4BC4A6CB4703E3D5B735C6AC7FC5540297E,2025-09-19T08:25:22Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwNjQ5Njg1MSIsInMiOiIydnlFRUFTZDhCR1kycy1OVGtnS3d3In0.ydr-9tppxVb9yrfiXjpYeV_1j1pTow0dJYFrF0Tw4uc,,,,
"Als Studierender (m/w/x) arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst Dir ideale Voraussetzungen für Deine spätere Karriere. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist. All das wird getragen von der besonderen Eigentümerstruktur und dem langfristigen Ziel der Carl-Zeiss-Stiftung: Wissenschaft und Gesellsch…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",Praktikum - Operational Data Governance (m/w/x),"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",48.78408,5386887192,0,"{'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}",10.10558,https://www.adzuna.de/land/ad/5386887192?se=2vyEEASd8BGY2s-NTkgKww&utm_medium=api&utm_source=a4bcf954&v=514E61A2C49E8400970C3543B8ADDB065671F45F,2025-09-06T20:03:17Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMnZ5RUVBU2Q4QkdZMnMtTlRrZ0t3dyIsImkiOiI1Mzg2ODg3MTkyIn0.EouodUTuGy-rVXHhhcnELA3_DNYwtUYwRSCsra-O91s,,,,
"Beratung von regionalen Kunden in verschiedenen Anwendungsszenarien von MS SharePoint. Unser Klient ist ein IT-Beratungsunternehmen, das sich auf die Konzeption, Entwicklung und den Betrieb von Softwarelösungen auf Basis von Microsoft-Technologien konzentriert. Seine Mitarbeiter werden durch entsprechende Zertifizierungen immer auf den aktuellsten Stand der Technik gebracht. Vesterling zählt seit über 25 Jahren zu den führenden Personaldienstleistern im Technologiebereich. Die Schwerpunkte der …",Adzuna::API::Response::Job,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Microsoft SharePoint Consultant (mwd),"{'display_name': 'Vesterling AG', '__CLASS__': 'Adzuna::API::Response::Company'}",48.137418,5386888820,0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",11.555737,https://www.adzuna.de/land/ad/5386888820?se=2vyEEASd8BGY2s-NTkgKww&utm_medium=api&utm_source=a4bcf954&v=278227E6E10165B3F30BDA6FD58A79C1B03D5AD3,2025-09-06T20:03:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM4Njg4ODgyMCIsInMiOiIydnlFRUFTZDhCR1kycy1OVGtnS3d3In0.L_qWe5Z6c-n3LbOofbu_n1DLxIavbsvNt2x6LuBqENk,,,,
"Dein Job mit klarem Ziel: klimapositiv Technologie für die Energiewende Eine nachhaltige, klimapositive Zukunft ist unser Ziel. Dabei vertrauen wir auf unsere Stärken Zuverlässigkeit, Innovationskraft sowie Begeisterung – und auf Menschen wie Sie. Senior Energiemanager – Datenmanagement (m/w/d) Als Senior Energiemanager – Datenmanagement (m/w/d) sind Sie verantwortlich für die strategische Ent­wick­lung und Umsetzung innovativer Energiemanagementlösungen, die Effizienz, Nachhaltigkeit und wirts…",Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Senior Energiemanager – Datenmanagement (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MVV Umwelt GmbH'}",49.496025,5383299243,0,"{'display_name': 'Mannheim, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim'], '__CLASS__': 'Adzuna::API::Response::Location'}",8.491505,https://www.adzuna.de/land/ad/5383299243?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=13C52BC4721A9733F9B3F9E7F3B04ACD10844759,2025-09-04T20:01:38Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1MzgzMjk5MjQzIn0.UZDI3Bqlov6LOnvq0w4mG3ANrx_niqewP5YX5odZvzs,,,,
"Die Liebherr-Hydraulikbagger GmbH in Kirchdorf an der Iller entwickelt und fertigt ein umfangreiches Sortiment hochwertiger Hydraulikbagger, knickgelenkter Muldenkipper sowie Materialumschlagmaschinen. Die leistungsfähigen Maschinen haben ihren festen Platz in unterschiedlichsten Anwendungsbereichen vieler Industriezweige und kommen weltweit zum Einsatz. Abschlussarbeit in der Feldqualität Job-ID 79122 Aufgaben Tauche in unsere Datenwelt ein und analysiere Informationen aus Fehlerschlüsseln, Bi…",Adzuna::API::Response::Job,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",Abschlussarbeit in der Feldqualität,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Liebherr-Hydraulikbagger GmbH'}",,5407151857,0,"{'area': ['Deutschland', 'Bayern', 'Mühldorf am Inn (Kreis)', 'Kirchdorf'], 'display_name': 'Kirchdorf, Mühldorf am Inn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,https://www.adzuna.de/land/ad/5407151857?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=0502A2D44DD5E09E7D7C6CD4DEB4271FFB2684F9,2025-09-19T20:34:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1NDA3MTUxODU3In0.8Dt83A8WdkW6XX3EOX5jTrxAxRrufXIVyim02twjz3U,,,,
"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln? Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder Energy and Building Technology - mit uns verbessern Sie die Lebensqualität der Menschen auf der ganzen Welt. Willkommen bei Bosch. Die Robert Bosch Fahrzeugelektrik Eisenach GmbH freut sich auf Ihre Bewerbung! Anstellungsart: Befristet Arbeitszeit: Vollzeit Arbeitsort: Eisenach Aufgaben Was ist Deine Herausforderung? Ein Teil Deiner Zeit wir…",Adzuna::API::Response::Job,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",Praktikum: IT Prozessautomatisierung im Bereich Logistik,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bosch Gruppe'}",50.9744,5420227556,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Eisenach, Eisenach (Kreis)', 'area': ['Deutschland', 'Thüringen', 'Eisenach (Kreis)', 'Eisenach']}",10.32523,https://www.adzuna.de/land/ad/5420227556?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=C07BBFB2C0701CD41EDEDF2586AC1A757FC0FB04,2025-09-29T08:34:22Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQyMDIyNzU1NiIsInMiOiI2dW5SRVFTZDhCR1p2ZWRIX2xLTVBRIn0.h_9QO4gu8ipeK9SKyxXz8RlemUCt-eaVHPoMyBdw3KQ,,,,
"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb den Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen BWL und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Programmbeginn:} 01.09.2026 mit dem Begrüßungsmonat {Studienbeginn:} 01.10.2026 {Studiendauer:} 3 …",Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Duales Studium Wirtschaftsinformatik 2026 Neckarsulm (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz IT'}",49.18975,5390945820,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",9.2274,https://www.adzuna.de/land/ad/5390945820?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=0017200B39C4BDB06A1F6DEEAFF8BA1A4C485EDD,2025-09-09T20:06:00Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1MzkwOTQ1ODIwIn0.ImpHgL-eqIz7e27atKh8iPEKWJsg9QwtBWuqP2NpS1c,,,,
"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Systemintegrator bietet HENSOLDT plattformunabhängige, vernetzte Komplettlösungen an. Zugleich treibt das Unternehmen als Technologieführer die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenfusion, Künstliche …",Adzuna::API::Response::Job,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Duales Studium: ""Informatik"" (w/m/d), Fürstenfeldbruck, Start 2026","{'display_name': 'HENSOLDT', '__CLASS__': 'Adzuna::API::Response::Company'}",48.17776,5416104814,0,"{'area': ['Deutschland', 'Bayern', 'Fürstenfeldbruck (Kreis)', 'Fürstenfeldbruck'], 'display_name': 'Fürstenfeldbruck, Fürstenfeldbruck (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",11.25536,https://www.adzuna.de/land/ad/5416104814?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=AFB789BA04AD7F480B2465EF799F2017B69BA872,2025-09-26T20:36:02Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1NDE2MTA0ODE0In0.MWLbDtK5l-t_nIRVujYBaBo5D4logzkqVf19YWKDK0M,,,,
"Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäfts­prozesse unserer Kunden. Durch den smarten Einsatz maßgeschneiderter IT-Lösungen unterstützen wir unsere Kunden dabei, das Beste aus ihrem Business und aktuellen Technologien herauszuholen. Unseren Erfolg aber erreichen wir nur durch eins: die Menschen bei adesso! Sie bringen Ideen, fachliches Know how und Technologien zusammen. Gemeinsam programmieren wir (deine) Zukunft bei adesso. Aufgabe…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",Lead Consultant AI (all genders),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'adesso SE'}",48.357096,5368601638,0,"{'display_name': 'Augsburg, Augsburg (Kreis)', 'area': ['Deutschland', 'Bayern', 'Augsburg (Kreis)', 'Augsburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",10.89379,https://www.adzuna.de/land/ad/5368601638?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=8323B196EB9E873B4534E6583EC35E74DA1ABEC5,2025-08-26T07:57:41Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2ODYwMTYzOCIsInMiOiI2dW5SRVFTZDhCR1p2ZWRIX2xLTVBRIn0.a3bGB7ax7mHIsNF2US4AsfJT6V0O0OAUo0j2KpvawBs,,,,
"Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften in Trägerschaft der Wirtschaftsakademie Schleswig-Holstein an den Studienstandorten Kiel, Lübeck und Flensburg im Zusammenspiel mit der Wirtschaft im Land duale Studiengänge und praxisverbundene Forschung. Sie setzt die Tradition der früheren Berufsakademie fort, aus der heraus sie sich in 2018 zur Dualen Hochschule gewandelt hat. Damit kann die noch junge Hochschule auf knapp…",Adzuna::API::Response::Job,"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,"{'display_name': 'Duale Hochschule Schleswig-Holstein ', '__CLASS__': 'Adzuna::API::Response::Company'}",54.319658,5410424248,0,"{'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], 'display_name': 'Kiel, Schleswig-Holstein', '__CLASS__': 'Adzuna::API::Response::Location'}",10.137982,https://www.adzuna.de/land/ad/5410424248?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=12D30788D9067F8CBC97271204B8372FF8E69A52,2025-09-22T08:28:12Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQxMDQyNDI0OCIsInMiOiI2dW5SRVFTZDhCR1p2ZWRIX2xLTVBRIn0.eMnxc_bjshnyDOsDyi4kVZWyK63P8uvn-aERWR9sNug,,,,
"Auf Initiative der Dieter Schwarz Stiftung betreibt die Technische Universität München einen eigenen Lehr- und Forschungsstandort am Bildungscampus Heilbronn. Der Campus steht unter dem Leitgedanken „for The Digital Age“ und fokussiert sich auf die Chancen und Herausforderungen des digitalen Zeitalters, u.a. in den Bereichen Künstliche Intelligenz, Data Science und Informatik. Die Besonderheit des Campus liegt vor allem in der Verzahnung von Management und digitalen Technologien und beschäftigt…",Adzuna::API::Response::Job,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",Team Lead IT (m/w/d),"{'display_name': 'Die TUM Campus Heilbronn gGmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",49.142335,5379811866,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], 'display_name': 'Heilbronn, Heilbronn (Kreis)'}",9.209895,https://www.adzuna.de/land/ad/5379811866?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=B8741D7FDF1859D390302E4B14328346BC9E03C5,2025-09-02T19:59:36Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1Mzc5ODExODY2In0.zb6r48PUqMVY0wbQDxNDEoZEpP1MeyXU0K6ieHd1FYk,,,,
"WHAT MAKES US A GREAT PLACE TO WORKWe are proud to be consistently recognized as one of the worlds best places to work. We are currently the 1 ranked consulting firm on Glassdoors Best Places to Work list and have maintained a spot in the top four since the list began in 2009. Extraordinary teams are at the heart of our business strategybut they dont happen by chance. They require intentional focus on bringing together a broad set of backgrounds, cultures, experiences, perspectives, and skills …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Senior Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bain & Company'}",,5347670713,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",,https://www.adzuna.de/details/5347670713?utm_medium=api&utm_source=a4bcf954,2025-08-11T10:50:26Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1MzQ3NjcwNzEzIn0.wH4vc9e0pR1ZMRBpwg_M_o-hgLh2w5PhopVW_-x2P2g,,,,
"WHAT MAKES US A GREAT PLACE TO WORKWe are proud to be consistently recognized as one of the worlds best places to work. We are currently the 1 ranked consulting firm on Glassdoors Best Places to Work list and have maintained a spot in the top four since the list began in 2009. Extraordinary teams are at the heart of our business strategybut they dont happen by chance. They require intentional focus on bringing together a broad set of backgrounds, cultures, experiences, perspectives, and skills …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Lead Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bain & Company'}",,5347670716,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",,https://www.adzuna.de/details/5347670716?utm_medium=api&utm_source=a4bcf954,2025-08-11T10:50:27Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1MzQ3NjcwNzE2In0.tkvzG0bIRw8fNchSc8abfZQIwHZoKl3r3WLAoM3pRTM,,,,
"DESCRIPTION & REQUIREMENTS We invite current students and recent graduates with up to two years of experience to join our immersive data science internship. It'll offer broad exposure to projects involving machine learning and generative AI. You'll be staffed on one of our case teams and do real work interfacing with clients. If successful in the internship, it may lead to an offer to join us as Data Scientist. This is a unique opportunity to work as an intern data scientist at a top strategy c…",Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Intern, Data Science","{'display_name': 'Bain & Company', '__CLASS__': 'Adzuna::API::Response::Company'}",,5397482214,0,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",,https://www.adzuna.de/details/5397482214?utm_medium=api&utm_source=a4bcf954,2025-09-13T11:13:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1Mzk3NDgyMjE0In0.MOXTbPzUaMLITMpmkoJQvTinBY2Izn5O-aRL9Gdgtfs,,,,
"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…",Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Praktikum Data Science,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",49.18975,5374421750,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",9.2274,https://www.adzuna.de/details/5374421750?utm_medium=api&utm_source=a4bcf954,2025-08-29T23:47:41Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1Mzc0NDIxNzUwIn0.S5Mtcwh-vlfDYXBS18BZlzl8K7asLtBLX5DvZ72IooU,full_time,,,
"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",Adzuna::API::Response::Job,"{'tag': 'engineering-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Technikerstellen'}",Senior IT Expert DevOps / Platform Engineering (m/w/d),"{'display_name': 'BWI GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",52.507706,5418982284,0,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",13.420806,https://www.adzuna.de/land/ad/5418982284?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=69BB717CDBBC5AB02091342B81733EF689BA40FE,2025-09-28T08:34:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNnVuUkVRU2Q4QkdadmVkSF9sS01QUSIsImkiOiI1NDE4OTgyMjg0In0.w_Jc8qJpAumdikRgkFFXkx9cywrEoU9tl673J1_Nvvw,,,,
"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programamtic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",Adzuna::API::Response::Job,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Data Science Lead (Programmatic Data Science) (f/m/d),"{'display_name': 'adjoe GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",53.557429,5306139116,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}",9.987297,https://www.adzuna.de/details/5306139116?utm_medium=api&utm_source=a4bcf954,2025-07-16T10:31:31Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMwNjEzOTExNiIsInMiOiI2dW5SRVFTZDhCR1p2ZWRIX2xLTVBRIn0.YhvVtpgVTxJxvM-Oz5KYW8GxUpbunhf9gUV1vMN0g68,,,,
"Publicis Media ist das weltweit zweitgrößte Mediaagenturnetzwerk und Teil des französischen Kommunikationskonzerns Publicis Groupe. Als globale Holding lebt Publicis Media durch seine globalen Agenturmarken Zenith, Starcom und Spark Foundry, die das Kundengeschäft in der strategischen Kommunikationsberatung in über 100 Ländern steuern und ständig weiterentwickeln. Darüber hinaus unterstützen bei Publicis Media zentrale Spezialistenteams die Kunden der Agenturen in den Bereichen: Data und Techno…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Media Application Manager / System Engineer - (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Publicis Media GmbH'}",51.226802,5420227389,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf']}",6.808387,https://www.adzuna.de/land/ad/5420227389?se=6unREQSd8BGZvedH_lKMPQ&utm_medium=api&utm_source=a4bcf954&v=7D6C55FC7E88D67E128B724EE0BF4AEA9E1F1916,2025-09-29T08:34:20Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQyMDIyNzM4OSIsInMiOiI2dW5SRVFTZDhCR1p2ZWRIX2xLTVBRIn0.xcq25XzuC-X4rpHQtTyxiWqqkhmKB-oeTPpW6fiyJjk,,,,
"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Initiativbewerbung Data Science /BI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Skopos Group'}",50.87096,4931268614,0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}",6.86811,https://www.adzuna.de/details/4931268614?utm_medium=api&utm_source=a4bcf954,2024-11-08T12:45:45Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkzMTI2ODYxNCIsInMiOiI2dW5SRVFTZDhCR1p2ZWRIX2xLTVBRIn0.v94QlzJOnm3h5FKzrnl7KRyptcHU6HOsUUldhiodLuQ,full_time,,,
