longitude,title,company,id,redirect_url,__CLASS__,location,latitude,adref,created,description,category,salary_is_predicted,contract_time,salary_min,salary_max,contract_type
,Duales Studium Data Science & Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia'}",5183863620,https://www.adzuna.de/details/5183863620?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1MTgzODYzNjIwIn0.OU5hCuOLz89k7THa960XQslU1qEi6t9ayK27L7hhAfI,2025-05-06T21:43:49Z,"Responsibilities Gestalte die Zukunft mit KI – Starte dein Duales Studium im Bereich Data Science & Künstlicher Intelligenz ! Du möchtest mit smarten Lösungen die Welt der Banken-IT revolutionieren? Bei uns lernst du, wie du innovative Data-Science- und KI-Lösungen entwickelst, die unseren Kunden das Leben erleichtern. Gemeinsam gestalten wir die digitale Transformation – nach dem Motto: „Wir machen das Leben leichter mit KI.“ Deine Aufgaben: Entwickle KI-Lösungen: Du unterstützt bei der Entwic…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,,,,
9.99333,Praktikum: Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg DACH'}",4352591932,https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'HafenCity, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'HafenCity']}",53.54167,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDM1MjU5MTkzMiIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.SST08Q2Qz28M2yFNEpu8wtQEVGSHYZiWLO7sSiTPjrQ,2023-10-05T13:37:27Z,"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,full_time,,,
9.987297,Praktikum: Data Science (w/m/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg'}",4931290630,https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",53.557429,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI0OTMxMjkwNjMwIn0.D-z7TOXu7V1ZUvUddeDne4EDpJHHbtjYXfHlMu24zSI,2024-11-08T12:47:42Z,"Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",0,full_time,,,
,Werkstudent (m/w/d) Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Swiss Life'}",5448389004,https://www.adzuna.de/details/5448389004?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0ODM4OTAwNCIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.AmAjHS0Yq87czzB3SYEI31qLvFJUwlJg6M_ZZQ5Tcbs,2025-10-15T14:27:41Z,"Gestalte die Zukunft. Deine und unsere. Du möchtest deine Talente entfalten, deine Stärken beweisen, deine Ideen einbringen? Als ein führender europäischer Anbieter von Finanz- und Vorsorgelösungen unterstützen wir mit Leidenschaft Menschen, finanziell für sich zu sorgen – ein Leben lang. Das Know-how und die Leidenschaft unserer Mitarbeitenden ist dabei die Grundlage unserer Erfolge. Deshalb fördern und unterstützen wir auch dich individuell und bedarfsgerecht sowohl in deiner persönlichen als…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,full_time,,,
13.33722,Data Science und KI (m/w/d),"{'display_name': 'Siltronic AG, Werk Freiberg', '__CLASS__': 'Adzuna::API::Response::Company'}",5451449044,https://www.adzuna.de/details/5451449044?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Freiberg, Mittelsachsen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg']}",50.91404,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1MTQ0OTA0NCIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.AbfEKQhXQynwcBlZBNm5SmjgOBq1HJKAUQyhJfZ2iV4,2025-10-17T07:45:44Z,Data Science und KI (m/w/d) B.Sc. - 09599 Freiberg - Arbeitszeit: Vollzeit - Position: Duales Studium - Bildungsgrad Mindestvoraussetzung: Abitur - Beschäftigungsbeginn: 01.10.2025,"{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}",0,,,,
9.987297,Data Science Lead (f/m/d),"{'display_name': 'applike group', '__CLASS__': 'Adzuna::API::Response::Company'}",5183905825,https://www.adzuna.de/details/5183905825?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",53.557429,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4MzkwNTgyNSIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.-eIE5JMIUR41_TaxKRHfYjosMrNHWJdjG-IrXmy7IWA,2025-05-06T21:58:43Z,"adjoe is redefining the future of mobile ads. Join us. Meet Your Team: Playtime Data Science The Playtime Data Science team powers adjoe’s rewarded ad unit, connecting over 200 million users with personalized game offers – at a rate of 2 billion requests per day. We develop deep learning models that predict user preferences, match games to players, and dynamically adjust pricing to ensure value for users, advertisers, and monetizers. Our infrastructure supports model training and batch inferenc…","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,full_time,,,
8.38979,Duales Studium Data Science und Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",5448993826,https://www.adzuna.de/details/5448993826?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Innenstadt, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",49.01336,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0ODk5MzgyNiIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.92Jvl3gpnrc_lYk6AXngy3TZXFCLrMqnN52c72-fwCs,2025-10-15T22:09:05Z,Über Atruvia Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein…,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,,,,
6.78682,Data Science Intern (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'C&A Mode GmbH & Co. KG'}",5455777353,https://www.adzuna.de/details/5455777353?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Derendorf, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Derendorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",51.24397,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1NDU1Nzc3MzUzIn0.Wd9grZDPq1SnYCCEx8O4Hk0Hwl33zwHKstjxmgRCxTw,2025-10-20T04:05:37Z,"THE FUTURE LOOKS LIKE YOU With over 1,300 stores in 17 European countries and more than 25,000 employees, C&A is one of Europe’s leading fashion retailers. Every day, C&A welcomes millions of visitors to its stores in Europe and to its online shop. C&A offers quality and long-lasting fashion at affordable prices for the many. We are building on more than 180 years of experience in the fashion industry and continuously modernize the company to become an omnichannel fashion retailer. The Data Sci…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",0,,,,
9.9477,Lead Data Science/Business Intelligence (gn),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'workidentity GmbH'}",3736575198,https://www.adzuna.de/details/3736575198?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt'], 'display_name': 'Altona-Altstadt, Hamburg'}",53.54883,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiIzNzM2NTc1MTk4In0.HVh5Ttl6UrhwehXFGqO8dHhW0HYtUNyl7RUVux5zUyk,2022-12-01T16:57:09Z,"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,full_time,,,
10.49959,Praktikum Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GROB-WERKE & Co. KG'}",5346994579,https://www.adzuna.de/details/5346994579?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Mindelheim, Unterallgäu (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Unterallgäu (Kreis)', 'Mindelheim']}",48.03693,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1MzQ2OTk0NTc5In0.uqO7jsLRiWCnVbYqYciUN4mnYJfGHdVXjRC9zzR4GQA,2025-08-10T22:52:16Z,Wir suchen Verstärkung für unser Team Test und Engineering innerhalb des Zentralen Bereichs Konstruktion am Standort Mindelheim für das Sommersemester 2026. Analyse kritischer Bearbeitungsprozesse durch umfangreiche Prozessdatenanalysen und den Einsatz von Maschine Learning Identifikation von Mustern und Zusammenhängen in großen Datensätzen zur Optimierung von Fertigungsabläufen Entwicklung und Implementierung von Prädiktionsmodellen zur vorausschauenden Wartung von Maschinenkomponenten Analyse…,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,,,,contract
9.987297,Lead Data Science/Business Intelligence (gn),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'workidentity'}",4801213177,https://www.adzuna.de/details/4801213177?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",53.557429,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI0ODAxMjEzMTc3In0.ykKght6ndGlVKN24mhknhmWzbByh8h2JhL6lRJKdO90,2024-07-30T22:44:26Z,"Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,full_time,,,
11.56803,Data Science Manager (d/m/f),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",5438327863,https://www.adzuna.de/details/5438327863?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Maxvorstadt, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.1476,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1NDM4MzI3ODYzIn0.pCRsnh56uPeDfjhSLw47UKx7XFeNCuG8M5DJAi1bjdA,2025-10-09T04:07:13Z,"Short Facts Join us on our mission to build Europe’s largest virtual power plant. Flexa is at the forefront of enabling a smart and sustainable energy future. To drive this vision forward, we are looking for an experienced and forward-thinking Data Science Manager (d/f/m) to lead and grow our Data Science team. You will play a key role in shaping our algorithmic strategy, fostering technical excellence, and scaling a high-impact team, all while pushing the boundaries of what’s possible in energ…","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,full_time,115000.0,135000.0,
10.31683,Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch Elektronik GmbH'}",5445773332,https://www.adzuna.de/details/5445773332?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Bruchmachtersen, Salzgitter', 'area': ['Deutschland', 'Niedersachsen', 'Salzgitter', 'Bruchmachtersen'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.13979,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0NTc3MzMzMiIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.D3NxKYcleBlHlOiDvk9AcDGtiYHTN6o8uC_bGS5v0k8,2025-10-13T18:18:31Z,"Pflichtpraktikum in den Bereichen Wasserstoffcampus und energieorientiertes Data Science John-F.-Kennedy-Straße 43-53, 38228 Salzgitter, Deutschland Praktikant/in Robert Bosch Elektronik GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arb…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,,,,contract
11.56803,Data Science Manager (d/f/m),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Entrix'}",5455283716,https://www.adzuna.de/details/5455283716?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Maxvorstadt, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.1476,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1NDU1MjgzNzE2In0.9UXcX1fUYNV5DO88Ai5zsELLMVPlQhYCOprIH_JuwLY,2025-10-19T14:57:59Z,"Short Facts Join us on our journey: To drive the smart and sustainable energy future, we are looking for a Data Science Manager (d/f/m) to oversee strategic tech initiatives from development through to successful execution. Location: Munich, Germany Employment Type: Full-time Salary Range: € 115.000 - 135.000  competitive VSOP package Working Mode: In office setup Language Requirement: C1 Level English Your Responsibilities Lead, coach, and support a growing team of Data Scientists and Data Eng…","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,full_time,115000.0,135000.0,
,Werkstudent:in Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mineral Minds Karriere'}",5367862279,https://www.adzuna.de/details/5367862279?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1MzY3ODYyMjc5In0.7iC6ctCldpectzcCoFgAguS84vl1Ma1T5IgEtocfFpg,2025-08-25T22:47:23Z,"Für unseren Standort in Stuttgart suchen wir zum nächstmöglichen Zeitpunkt eine:n Werkstudent:in im Bereich der Data Science. Hast Du Bock? Wir sind ein Technologieunternehmen, das die Bau- und Entsorgungsbranche deutschlandweit digitalisiert. Unser Ziel ist es, die Kreislaufwirtschaft in der Baubranche zu stärken und so einen Beitrag zur Nachhaltigkeit in diesem Sektor zu leisten. Dafür bieten wir eine unabhängige digitale Plattform für die Ver- und Entsorgung von mineralischen Baustoffen, die…","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,,,,
9.187224,Data Science Consultant (m/w/d),"{'display_name': 'Invensity GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5447375653,https://www.adzuna.de/details/5447375653?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg'}",48.776198,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0NzM3NTY1MyIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.kD8rR_KohSup5H9_o42THGqrniNU2Htp_ScxY_uia5s,2025-10-14T20:16:03Z,"Aufgaben Was erwartet dich? Datenanalyse und Validierun g: Bereinige und überprüfe komplexe Datenbestände mithilfe statistischer und stochastischer Modelle, um eine hohe Datenqualität sicherzustellen Algorithmische Entwicklung: Konzipiere und entwickle komplexe Algorithmen zur Analyse sehr großer Datenmengen. Erarbeite datenbasierte Strategien, um Funktionalität, Performance und Sicherheit hochkomplexer Systeme zu gewährleisten und zu optimieren Generiere Impact : Implementiere Algorithmen zur …","{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",0,,,,
11.56803,Data Science Consultant (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'INVENSITY Stellenportal'}",5438834704,https://www.adzuna.de/details/5438834704?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Maxvorstadt, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.1476,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1NDM4ODM0NzA0In0.DCAYUrrHKfo6-zDc0rfazaSADKKUQCag9vCU8B4hIVI,2025-10-09T13:44:45Z,"Was erwartet dich? Datenanalyse und Validierung : Bereinige und überprüfe komplexe Datenbestände mithilfe statistischer und stochastischer Modelle, um eine hohe Datenqualität sicherzustellen Al gorithmische Entwicklung: Konzipiere und entwickle komplexe Algorithmen zur Analyse sehr großer Datenmengen. Erarbeite datenbasierte Strategien, um Funktionalität, Performance und Sicherheit hochkomplexer Systeme zu gewährleisten und zu optimieren Interdisziplinäre Zusammenarbeit: Arbeite in agilen und i…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",0,full_time,,,
8.86949,Werkstudent für Data Science (m/w/d),"{'display_name': 'TKMS ATLAS ELEKTRONIK GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5422189704,https://www.adzuna.de/details/5422189704?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Hemelingen, Bremen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bremen', 'Hemelingen']}",53.06422,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQyMjE4OTcwNCIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.l5szqKzowrPGuDZcYcogYe2eCQEYGtLMU-rHClAFQq4,2025-09-30T14:07:51Z,"Werkstudent für Data Science (m/w/d) Bremen, Deutschland — TKMS ATLAS ELEKTRONIK GmbH Vertragsart : Teilzeit , Befristet Einstiegslevel : Studienjob Home Office : Hybrid Einsatzbereich : Ingenieurwesen und Forschung Status : Laufende Rekrutierung, Eintrittsdatum flexibel Veröffentlichung : 27.08.2025 Stellen-ID : DE_RS_17188 Aufgaben Du beschäftigst Dich mit der Erstellung verschiedener Skripte, welche zur Unterstützung der Mitarbeitenden der TKMS ATLAS prozessual benötigt werden. Es sollen die…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,,,,
6.808387,Data Science Intern (m/f/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'C & A'}",5440394607,https://www.adzuna.de/details/5440394607?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",51.226802,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0MDM5NDYwNyIsInMiOiJocloxcG9TdDhCR18zSTFBQVB3WWh3In0.DT7oOwW1K6WERaMujuFwvgGDqSw3mAmPZkmBcg9Qzwc,2025-10-10T01:39:30Z,"The future looks like you With over 1,300 stores in 17 European countries and more than 25,000 employees, C&A is one of Europe’s leading fashion retailers. Every day, C&A welcomes millions of visitors to its stores in Europe and to its online shop. C&A offers quality and long-lasting fashion at affordable prices for the many. We are building on more than 180 years of experience in the fashion industry and continuously modernize the company to become an omnichannel fashion retailer. The Data Sci…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,,,,
8.696891,Director of Oncology Genomics & Data Science,"{'display_name': 'GSK', '__CLASS__': 'Adzuna::API::Response::Company'}",5441222607,https://www.adzuna.de/details/5441222607?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heidelberg'], 'display_name': 'Heidelberg, Baden-Württemberg'}",49.403755,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1NDQxMjIyNjA3In0.Km4WH8oqhHsBiRetrrpeaRzWwwX9JCRxx96hJA__zGQ,2025-10-10T15:11:01Z,"Company Overview At GSK, we have bold ambitions for patients, aiming to positively impact the health of 2.5 billion people by the end of the decade. Our R&D focuses on discovering and delivering vaccines and medicines, combining our understanding of the immune system with cutting-edge technology to transform people’s lives. GSK fosters a culture ambitious for patients, accountable for impact, and committed to doing the right thing, making sure that we focus our efforts on accelerating significa…","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,,,,
6.3612,Doktorand - Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Forschungszentrum Jülich GmbH'}",5437541115,https://www.adzuna.de/details/5437541115?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Jülich, Düren (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düren (Kreis)', 'Jülich'], '__CLASS__': 'Adzuna::API::Response::Location'}",50.92101,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1NDM3NTQxMTE1In0.Z2Ou14ruFw0axVKqKkBiKlBy56ZwvvdLD-xGvszu4LU,2025-10-08T18:40:52Z,"Forschung und Innovation gelten als wichtige Voraussetzungen für den globalen ökologischen Wandel. Biobasierte und kreislauforientierte Produkte und Verfahren spielen eine entscheidende Rolle bei der Entkopplung von Wachstum und Emissionen. Eine vielversprechende Technologie in den kommerziellen Maßstab zu überführen, ist eine große Herausforderung und die Hindernisse, mit denen die industrielle Biotechnologie dabei konfrontiert wird, sind besonders einzigartig. Im Rahmen dieser Doktorarbeit so…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,,,,
9.2274,Duales Studium Wirtschaftsinformatik - Data Science 2026,"{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5450528882,https://www.adzuna.de/details/5450528882?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",49.18975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHJaMXBvU3Q4QkdfM0kxQUFQd1lodyIsImkiOiI1NDUwNTI4ODgyIn0.-1dHBr56dK_8YO9FdHRqd-gGli4pc2sVeIdRxxeeHDg,2025-10-16T18:01:38Z,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder . click apply for full job details","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs'}",0,,,,
