category,title,salary_is_predicted,created,__CLASS__,adref,redirect_url,id,description,location,company,longitude,latitude,contract_time,salary_max,salary_min,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Werkstudent Informatik für Data Science & NLP (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0NzI4MTIyNSIsInMiOiI0UFhVRlFKUThCR19DdHhoajRWSGpnIn0._6WG1a0FtB1acGbVXAd_4OlGUQ3cLp5_LWT4huwpG-I,https://www.adzuna.de/land/ad/5247281225?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=C38510145ACD42509172716886515BE0DFAFEC31,5247281225,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'display_name': 'Lüneburg, Lüneburg (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Lüneburg (Kreis)', 'Lüneburg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",10.406345,53.24252,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Werkstudent Data Science – NLP & Jobklassifikation (Remote, 20h/Woche)",0,2025-06-10T19:33:24Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNFBYVUZRSlE4QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQyOTEwMjUyIn0.aDEuWAAmi6y-323cuoAFRMFhoDkxjkL8ITBjuItwbw8,https://www.adzuna.de/land/ad/5242910252?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=8FAD67AC2431ACA7CEB18C111B240690EE335A54,5242910252,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",9.987297,53.557429,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Werkstudent Data Science – NLP & Jobklassifikation (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNFBYVUZRSlE4QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQ3MjgxMjU0In0.Uu0G33mUmKQF9YG9HDz-u5tE17f1QDJPyNDnRAYxUEE,https://www.adzuna.de/land/ad/5247281254?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=B8102D177540B77C0D61CFB5F92D4CDDF2B0FF1D,5247281254,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",11.555737,48.137418,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}","Werkstudent Data Science – NLP & Jobklassifikation (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNFBYVUZRSlE4QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQ3MjgxMjI4In0.1IYIAfAEjYF8gv8drO-VhPXbZVngkT-fTJT-MQdcHUg,https://www.adzuna.de/land/ad/5247281228?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=4B8A5F7CBC859FC1AD4988A31686FBA4BD618528,5247281228,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'area': ['Deutschland', 'Niedersachsen', 'Lüneburg (Kreis)', 'Lüneburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Lüneburg, Lüneburg (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",10.406345,53.24252,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Student Software & Data Science NLP (Remote, 20h/Woche)",0,2025-06-12T01:28:56Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNFBYVUZRSlE4QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQ1NTUxNDkzIn0.kvfrmw2cBu7J1djZgB_hxQBZTtvR996tX2AKULHspx4,https://www.adzuna.de/land/ad/5245551493?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=F65EFB070A79D9E96BADEE92C6E59E51EC6E6969,5245551493,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",9.987297,53.557429,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Student Software & Data Science NLP (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0NzI4MTI0MSIsInMiOiI0UFhVRlFKUThCR19DdHhoajRWSGpnIn0.rgRsIkZjSj7tdHEEvacPlsV3UF1XuMnTU4l3eIziDfg,https://www.adzuna.de/land/ad/5247281241?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=0080C20EA41A01A77617DB9BAEF8168FC4C73F9E,5247281241,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",11.555737,48.137418,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}","Werkstudent Informatik für Data Science & NLP (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNFBYVUZRSlE4QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQ3MjgxMjM4In0.FyBixBfZYCBOkwIqnBNfqm2usVX141K6kGiwEDPhsWo,https://www.adzuna.de/land/ad/5247281238?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=7E826324B4CC0943391FFDED76507A10172E4F0F,5247281238,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'display_name': 'Augsburg, Augsburg (Kreis)', 'area': ['Deutschland', 'Bayern', 'Augsburg (Kreis)', 'Augsburg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",10.89379,48.357096,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}","Werkstudent Informatik für Data Science & NLP (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0NzI4MTI2NSIsInMiOiI0UFhVRlFKUThCR19DdHhoajRWSGpnIn0.CHY_QAbTwrXmKnyJ9NMFuYErHIbjhn4Vv102d3Fz3RA,https://www.adzuna.de/land/ad/5247281265?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=238FDEA2FB2C2CB47C9D3D34240CF8DA837DA359,5247281265,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",11.555737,48.137418,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Werkstudent Informatik für Data Science & NLP (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNFBYVUZRSlE4QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQ3MjgxMjI2In0.qIFL1xJbHeqklIkTL9HrOUVwluG2i5Ut1Mrsn_b7Tb4,https://www.adzuna.de/land/ad/5247281226?se=4PXUFQJQ8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=EC381554BF1D37F37846761DA7495DEF76AD9415,5247281226,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], 'display_name': 'Kiel, Schleswig-Holstein'}","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",10.137982,54.319658,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Student Software & Data Science NLP (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN21ZbkZ3SlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjQ3MjgxMjUyIn0.w4z7M0Akkdx90Tt66tZOp9L-BgeWMRwL8QNC42MYBTI,https://www.adzuna.de/land/ad/5247281252?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=D86EDDD08F15829F0283C2649B3F4455438F9A8E,5247281252,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Augsburg, Augsburg (Kreis)', 'area': ['Deutschland', 'Bayern', 'Augsburg (Kreis)', 'Augsburg']}","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",10.89379,48.357096,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Student Software & Data Science NLP (Remote, 20h/Woche)",0,2025-06-12T21:49:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0NzI4MTIzMCIsInMiOiI3bVluRndKUThCR1lyN1hJSDFKM2JRIn0.lH0bgkRrqcpVO7p9k4SR9Mha1MAUG83ZY_7mR9Rg0tA,https://www.adzuna.de/land/ad/5247281230?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=958D90D6A2BC300853E3B2509DED74298EFF31B7,5247281230,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Lüneburg, Lüneburg (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Lüneburg (Kreis)', 'Lüneburg']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",10.406345,53.24252,full_time,,,
"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",Praktikant*in Data Science,0,2025-06-23T07:43:34Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN21ZbkZ3SlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjYzNTUzMzg2In0.wiJurjx2_AMUZxIRBi94ZD8oUTYclkjTMWdqvsj1Xn8,https://www.adzuna.de/land/ad/5263553386?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=14C7671538580C6495476F7CC23C3DB7252F7FB0,5263553386,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'display_name': 'Sindelfingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",9.026231,48.720071,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Praktikant Data Science im Bereich prüfungsnahe Beratung / Quants (Financial Services) (w/m/d),0,2024-08-27T12:43:50Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDg0MTAzODE5MSIsInMiOiI3bVluRndKUThCR1lyN1hJSDFKM2JRIn0.HKgrK9C0qEzz_iDyLCbOkW2dAnsOdZUBo1OnOxJm2LM,https://www.adzuna.de/land/ad/4841038191?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=EA2F0FFF5516FF0BF0FC070E60763AC2DF746978,4841038191,"Bei EY setzen wir alles daran, dass die Welt besser funktioniert. Dafür hinterfragen wir täglich den Status quo und suchen schon heute die Antworten von morgen. Stillstand? Keine Option. Wandel? Sehen wir als Chance und Treiber für Innovation. Wenn du auch so tickst, dann bist du bei uns genau richtig. Wir suchen Macher:innen, die Unternehmen, Entrepreneuren, Privatpersonen und der öffentlichen Hand helfen, über sich hinaus zu wachsen. Das erfordert Zusammenarbeit auf Augenhöhe und das Verlasse…","{'display_name': 'Eschborn, Main-Taunus-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Eschborn']}","{'display_name': 'EY Deutschland', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,,,
"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",Praktikum Data Science,0,2025-05-11T04:31:28Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE5MzI1MzEzNiIsInMiOiI3bVluRndKUThCR1lyN1hJSDFKM2JRIn0.6lrxxvUlW4yHAN-UWivO8ry6Z645rgsOM5s820gdoeE,https://www.adzuna.de/land/ad/5193253136?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=70DDC71B229B9C77BC2356F1A7473E3D77CC2A21,5193253136,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …","{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}","{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",9.2274,49.18975,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Senior Business Analyst AI / Data Science (f/m/d),0,2025-03-26T14:16:31Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN21ZbkZ3SlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MTEyMTQ0MzIwIn0.1HDBj_s4NToGqq7-veJ-Iittx_2VtWy7ScKS1-4TLOQ,https://www.adzuna.de/land/ad/5112144320?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=63CA97FBE983C0B16427AEFB5B0184434AF4A3DF,5112144320,"""Caring for People's Health as a Trusted Partner"" - This mission motivates us at STADA every day to improve the health of people worldwide. With our wide range of generics, consumer health products and specialty pharmaceuticals, we offer patients, doctors and pharmacists a wide range of therapeutic options. Around 11,700 employees live our values of Integrity, Entrepreneurship, Agility and One STADA. Together we are on an exciting growth journey and want to successfully shape the future of STAD…","{'display_name': 'Bad Vilbel, Wetteraukreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Wetteraukreis', 'Bad Vilbel']}","{'display_name': 'STADA Arzneimittel AG', '__CLASS__': 'Adzuna::API::Response::Company'}",8.73553,50.17809,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",Duales Studium Wirtschaftsinformatik Data Science (B.Sc.) - Start Oktober 2025 (m/w/d),0,2025-06-11T08:26:20Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0Mzg4NTkwMCIsInMiOiI3bVluRndKUThCR1lyN1hJSDFKM2JRIn0.J-xqsOqdpYCIz_O3ccmpFfkqnzmjOobOVoStpm7zS6g,https://www.adzuna.de/land/ad/5243885900?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=9B7891BA332D695536507303A165A9460435717C,5243885900,"Willst du wissen, was Unternehmen erfolgreich macht? Direkt mit Entscheidern am Tisch sitzen? Unmittelbar erleben, was dein Können bewirkt? Gemeinsam mit dir bringt RSM Ebner Stolz den Mittelstand voran - in Wirtschaftsprüfung, Steuer-, Rechts- und Unternehmensberatung. Mit über 2.700 Mitarbeitenden sind wir deutschlandweit präsent, weltweit an mehr als 820 Standorten unseres internationalen RSM-Netzwerks vertreten. Unser Erfolg lebt von starken Menschen mit Ecken und Kanten. Deshalb stehen wir…","{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen'}","{'display_name': 'RSM Ebner Stolz', '__CLASS__': 'Adzuna::API::Response::Company'}",8.650578,50.129683,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Vertriebsstellen', 'tag': 'sales-jobs'}",wissenschaftliche Mitarbeiterinnen/wissenschaftliche Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science,0,2025-05-31T07:51:11Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiN21ZbkZ3SlE4QkdZcjdYSUgxSjNiUSIsImkiOiI1MjI0NDE2MzI2In0.9evTgvpZSy42uc4c3IYyurWDbHkc-TcNgf2V4MOg4JY,https://www.adzuna.de/land/ad/5224416326?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=25DF889118E9543538931AA9BC8E90C24BC0E885,5224416326,"Das Bundesinstitut für Bau-, Stadt- und Raumforschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächstmöglichen Zeitpunkt befristet für 3 Jahre zwei wissenschaftliche Mitarbeiterinnen / wissenschaftliche Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. S 053-25 Bewerbungsfrist: 03.08.2025 Beschäftigungsdauer: befristet für 3 Jahre Wochenstunden: 39 h Vergütung: E 13 TVöD Arbeitsort: Bonn Das BBSR im Bundesamt für Bauwesen und Raumordnung …","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bonn, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bundesinstitut für Bau-, Stadt- und Raumforschung '}",7.112412,50.71942,,,,
"{'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",Full-Stack Data Analytics/Data Science Expert im Competence Center Digital Accelerator (d/m/w/x),0,2025-04-12T06:57:41Z,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE0MTcwMTE1NiIsInMiOiI3bVluRndKUThCR1lyN1hJSDFKM2JRIn0.037So4BftJvt0t0SMJkyo8dJiX5k66LUD4aS3Gj8zWs,https://www.adzuna.de/land/ad/5141701156?se=7mYnFwJQ8BGYr7XIH1J3bQ&utm_medium=api&utm_source=a4bcf954&v=196B780ED0383D243C1F8CF660806748DF206A94,5141701156,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",9.187224,48.776198,,,,
