title,salary_is_predicted,redirect_url,location,category,__CLASS__,id,created,adref,description,company,latitude,longitude,contract_time,salary_min,contract_type,salary_max
Mitarbeiter (m/w/d) Medizinische Dokumentation / Datenmanagement / Data Science in der Medizin,0,https://www.adzuna.de/land/ad/5256373670?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=56B8DB5DB86ADAC325F7A94708BDAB89D6790885,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ulm, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Adzuna::API::Response::Job,5256373670,2025-06-18T15:49:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NjM3MzY3MCIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.kURkACZvjEP2BWYRqhXsZV9dEprXaqehQlW1wdLU0JQ,"Das Deutsche Register für hämatopoetische Stammzelltransplantation und Zelltherapie e. V. (DRST) ist die nationale Dokumentationszentrale für die Erfassung klinischer Basisdaten aller in Deutschland durchgeführten Blutstammzelltransplantationen und Zelltherapien. Dieser Datenbestand bildet die Grundlage für zahlreiche nationale und internationale klinische Studien. Das DRST unterstützt so die Forschung dabei, Therapien für schwerkranke Patienten zu entwickeln und zu optimieren. Zur Verstärkung …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsches Register für hämatopoetische Stammzelltransplantation und Zelltherapie e.V.'}",48.383137,9.856945,,,,
Duales Studium Wirtschaftsinformatik - Data Science,0,https://www.adzuna.de/land/ad/5257176229?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=416B444D1D9DF0A3ABB90ED7BFDBDFF15408460C,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Hohenlohekreis', 'Ingelfingen'], 'display_name': 'Ingelfingen, Hohenlohekreis'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",Adzuna::API::Response::Job,5257176229,2025-06-18T22:32:07Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjU3MTc2MjI5In0.A-1dLOhbMbChtJcF1C0sqKcMV8QDgZeKAHGeMAYDhCo,"Zeit für deine Zukunft. Zeit für Würth. Bewirb dich jetzt auf ein duales Studium Wirtschaftsinformatik - Data Science! Das bieten wir dir: Ein familiäres und herzliches Arbeitsklima sowie gemeinsame Aktivitäten (z. B. Azubi-Skiausfahrt, Sportturniere) Enges Mentoring und begleitende Seminare für eine individuelle Weiterentwicklung Soziale und internationale Ausbildungsbausteine und Projekte (z.B. Auslandspraktikum) Eine faire Vergütung und viele Zusatzleistungen (z.B. Chance auf das Azubi-Car) …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Adolf Würth GmbH & Co. KG'}",49.30094,9.65149,,,,
Werkstudent Data Science NLP & Jobklassifikation,0,https://www.adzuna.de/land/ad/5254127199?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=BF55929B378BD653BAF9A2E7FC6E39C77B787B9D,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innenstadt, Augsburg', 'area': ['Deutschland', 'Bayern', 'Augsburg (Kreis)', 'Augsburg', 'Innenstadt']}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5254127199,2025-06-17T06:37:55Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjU0MTI3MTk5In0.BaSq-W9DCi68DpJ6h_DmppUe-KMGH3q-cFjSPd9NF2E,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor Du scrollst durch Jobsu…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",48.36463,10.89168,,,,
Werkstudent Data Science NLP & Jobklassifikation,0,https://www.adzuna.de/land/ad/5254127219?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=3EDDF5CF1943987186218664F0EFA5BA1C41DE16,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altstadt-Lehel, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel']}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5254127219,2025-06-17T06:37:55Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NDEyNzIxOSIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.7A0oJrKJu0vFyXg4wnFCrhc4nMfH371ndF8vStBsB_U,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor Du scrollst durch Jobsu…","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",48.14093,11.56907,,,,
Werkstudent Data Science NLP & Jobklassifikation,0,https://www.adzuna.de/land/ad/5254124106?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=6DF8D8A2EF3DE4D2D37F16ABD2710E2D866C0925,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",Adzuna::API::Response::Job,5254124106,2025-06-17T06:35:32Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NDEyNDEwNiIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.HfV_cqP_0mnMA0ctWt6-orFFP32FeWx9QFf4-8REOxA,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor Du scrollst durch Jobsu…","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,,,
Werkstudent Data Science NLP & Jobklassifikation,0,https://www.adzuna.de/land/ad/5254124360?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=0CF8F906078FAD67C311CA76FB2AC785CDDDC6DF,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Lüneburg (Kreis)', 'Lüneburg', 'Altstadt'], 'display_name': 'Altstadt, Lüneburg'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",Adzuna::API::Response::Job,5254124360,2025-06-17T06:35:36Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NDEyNDM2MCIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.c3NBoJquxlhtvXPEUQDaEuAAcE1Bqr8zNesAsPYU_LQ,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor Du scrollst durch Jobsu…","{'display_name': 'Wollmilchsau GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",53.24809,10.40271,,,,
Werkstudent Data Science NLP & Jobklassifikation,0,https://www.adzuna.de/land/ad/5254138493?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=DD58F1B851D813F8548D91BD7DF623CCA4FDCDF0,"{'display_name': 'Altstadt, Kiel', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel', 'Altstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5254138493,2025-06-17T06:39:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NDEzODQ5MyIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.b1h8LArnK7QNupgZkzatHSZukLTHFWhVwd7_ygNhIxM,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor Du scrollst durch Jobsu…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}",54.32167,10.14187,,,,
KI/ Data Science Consultant (Mensch ),0,https://www.adzuna.de/land/ad/5242666727?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=147489E0C114572F20B779A0150473CCB2323FEE,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Pforzheim', 'Brötzingen'], 'display_name': 'Brötzingen, Pforzheim'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",Adzuna::API::Response::Job,5242666727,2025-06-10T15:09:46Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjQyNjY2NzI3In0.jNKnzKXdW1Jzd29XfmhQqEPJSkcpMdgGQpEVVSiB_3s,"Bei itmX fokussieren wir uns auf die Geschäftsprozesse in den Bereichen Marketing, Vertrieb, Service und Commerce unter Verwendung der Microsoft Power Platform, Microsoft 365, SAP ERP und unser eigenem Produkt der itmX crm suite. Unser Ziel ist es dabei Microsoft und SAP bestmöglich prozessual sowie funktional zu verbinden. Tätigkeiten Analyse von Geschäftsprozessen und Identifikation von Optimierungspotenzialen durch den Einsatz von KI für Digitalisierungsprojekte Beratung und Unterstützung un…","{'display_name': 'itmX GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",48.88901,8.66796,,,,
Duales Studium Bachelor of Science (B. Sc.) (w/m/d)- Wirtschaftsinformatik - 2026,0,https://www.adzuna.de/land/ad/5256790060?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=347CF8D7A495C7B8F70C5638988AE1C7E4F1127E,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Ditzingen'], 'display_name': 'Ditzingen, Ludwigsburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5256790060,2025-06-18T20:13:19Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjU2NzkwMDYwIn0.QqQ5KsbZXIcFdqBks9jYGQgn1h_pT-jo0LlZwFjh3_c,"Aufgaben Wie mutig sind Sie? Als Hochtechnologieunternehmen für Werkzeugmaschinen und Lasertechnik suchen wir Menschen, die sich neuen Herausforderungen mit frischem Denken und tatkräftigem Handeln stellen. Dafür ermöglichen wir Ihnen die Freiräume, mutige Ideen in unserem Familienunternehmen einzubringen. Gemeinsam mit Ihnen wollen wir die digitale Vernetzung der fertigenden Industrie vorantreiben. Unsere Leidenschaft und der Gestaltungswille machen uns dabei zum Garanten für Innovationskraft …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TRUMPF SE + Co. KG'}",48.82434,9.06857,,,,
IT Systems Administrator (m/f/d) at Munich Data Science Institute,0,https://www.adzuna.de/land/ad/5219667241?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=40EC2F27474CCBE942D7A1AB60E02B2BB5C05FDA,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], 'display_name': 'Altstadt-Lehel, München'}","{'tag': 'teaching-jobs', 'label': 'Lehrberufe', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5219667241,2025-05-28T10:19:40Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxOTY2NzI0MSIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.ONzojSnwnQVjNjclIqvuRo7-AcQONVuEZ66syG-RA0Q,"Munich Data Science Institute (MDSI) Technische Universität MünchenTUM - Logo IT Systems Administrator (m/f/d) at Munich Data Science Institute The Munich Data Science Institute (MDSI) is an integrative research institute at the Technical University of Munich (TUM). It is interdisciplinary and cross-departmental in the fields of data science, machine learning, and artificial intelligence. The institute acts as a facilitator and multiplier of state-of-the-art data science practices, technologies…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Technische Universität München '}",48.14093,11.56907,,,,
Wissenschaftliche_r Mitarbeiter_in (w/m/d) im Projekt EIKO‑Bau („Effiziente Systeme und KI‑basierte Methoden zur Optimierung von Beschleunigungspotenzialen in der Vorhaben­zulassung“),0,https://www.adzuna.de/land/ad/5255172935?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=AD6004D32BCA355BF22BAF0B32BC0457F67FED8D,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Oldenburg (Kreis)', 'Oldenburg'], 'display_name': 'Oldenburg, Oldenburg (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",Adzuna::API::Response::Job,5255172935,2025-06-17T20:17:50Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE3MjkzNSIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.1hwUmPiB2677nKtoxRkh2zsJAjCIbGCfxvTjxH1Kw-0,"„Besser Studieren“ ist das gelebte Motto der Jade Hochschule. In über 60 innovativen Studiengängen an den Studienorten Wilhelms­haven, Oldenburg und Elsfleth bilden wir über 6.000 Studierende wissenschaftlich und praxisnah aus. Über 170 Professorinnen und Professoren sowie ca. 400 Mitarbeitende engagieren sich im Sinne des Leitbildes unserer Hochschule: innovativ, kompetent, kooperativ, vielfältig und zugewandt. Die Gewinnung qualifizierter Beschäftigter ist dabei eine zentrale Voraussetzung fü…","{'display_name': 'Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth', '__CLASS__': 'Adzuna::API::Response::Company'}",53.147169,8.218802,,,,
Duales Studium Bachelor of Science (B. Sc.) (w/m/d),0,https://www.adzuna.de/land/ad/5256791287?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=E6D6E768F50A29A380EEFF0AD20CD1DD4D2D4C1F,"{'display_name': 'Ditzingen, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Ditzingen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",Adzuna::API::Response::Job,5256791287,2025-06-18T20:13:24Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1Njc5MTI4NyIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.RqPTSW4GAJUFIOs1SODKGtb0JZzxCOXiWhXLwpPSTwY,"Aufgaben Profil Wir bieten Wie mutig sind Sie? Als Hochtechnologieunternehmen für Werkzeugmaschinen und Lasertechnik suchen wir Menschen, die sich neuen Herausforderungen mit frischem Denken und tatkräftigem Handeln stellen. Dafür ermöglichen wir Ihnen die Freiräume, mutige Ideen in unserem Familienunternehmen einzubringen. Gemeinsam mit Ihnen wollen wir die digitale Vernetzung der fertigenden Industrie vorantreiben. Unsere Leidenschaft und der Gestaltungswille machen uns dabei zum Garanten für…","{'display_name': 'TRUMPF SE + Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",48.82434,9.06857,,,,
(Senior) Data / Business Analyst (m/w/d),0,https://www.adzuna.de/land/ad/5257649792?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=DFB1C839CD86F37329BF32E558FA7B70879C2AA1,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pforzheim, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Pforzheim']}","{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5257649792,2025-06-19T08:08:47Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjU3NjQ5NzkyIn0.SBAw_0By0m5K9qRcNMbK4R4Sn-FnuV7xvG9Z9LE7yzg,"BADER ist ein Multichannel-Distanzhändler mit über 95-jähriger Geschichte. Familiengeführt in dritter Generation gehört BADER zu den attraktivsten Arbeitgebern der Region. Eine Kultur des Miteinanders sichert den wirtschaftlichen Erfolg in einem Unternehmen mit flachen Hierarchien und kurzen Wegen. BADER wächst und entwickelt sich stetig weiter - deshalb freuen wir uns, wenn auch Du bald unser BADER-Team unterstützt. Hallo, wir sind die Abteilung Data Analytics! Wir bestehen aus fünfzehn Expert…","{'display_name': 'BRUNO BADER GmbH + Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",48.883606,8.697363,,,,
Consultant (m/w/d) Data Science & Machine Learning - Inklusiver Job   ,0,https://www.adzuna.de/land/ad/5240431069?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=9A8E4BF32445DDF436F58FE06854BB14572FA519,"{'area': ['Deutschland', 'Bayern', 'Kempten (Allgäu)'], 'display_name': 'Kempten (Allgäu), Bayern', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5240431069,2025-06-08T20:39:31Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjQwNDMxMDY5In0.t6FU7qLJ6bkoizbAvzuYHx7MqCDylzt_ZI3wGLqtJpk,"Job ID 3532 / Vollzeit/ Teilzeit : Vollzeit / Job Kategorie : IT / Befristet/Unbefristet : Unbefristet ""Logistics is People Business"" - dieser Leitsatz macht deutlich, dass die Mitarbeitenden für DACHSER der Schlüsselfaktor für den Unternehmenserfolg sind. Gemeinsam mit rund 34.000 Menschen verfolgen wir die Mission, die weltweit intelligenteste Kombination und Integration logistischer Netzkompetenzen zu schaffen und so die Logistikbilanz unserer Kunden zu optimieren. Gestalten Sie mit uns die …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'DACHSER SE'}",47.73273,10.307105,,,,
Student*in für Abschlussarbeit HV-Technologie & Kontaktierung,0,https://www.adzuna.de/land/ad/5225839511?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=BD0FD0B6C0715A0AF372DDD97DDBAA3545C72B77,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5225839511,2025-06-01T07:45:53Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjI1ODM5NTExIn0.00odcZeXSKUyXx0vlx9Fvj3E9cWdBrWJzVazYEt6v0k,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",48.720071,9.026231,,,,
Dualer Student – Künstliche Intelligenz und Data Science (m/w/d),0,https://www.adzuna.de/land/ad/5253842990?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=85FA3AB0EC1B144EEE10D139274F1AFCCF4EC98B,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pfreimd, Schwandorf (Kreis)', 'area': ['Deutschland', 'Bayern', 'Schwandorf (Kreis)', 'Pfreimd']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",Adzuna::API::Response::Job,5253842990,2025-06-17T01:48:32Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1Mzg0Mjk5MCIsInMiOiIzSTB3RDl0TThCR0pFY1NWTDNyOXRnIn0.oDNgDTCJ3rx2zi914CmW7rDgYYshyuSKxNsfcLDv4xQ,"Über Gerresheimer Gerresheimer ist als innovativer System- und Lösungsanbieter der globale Partner der Pharma-, Biotech- und Kosmetikindustrie. Das Unternehmen bietet ein umfassendes Portfolio an pharmazeutischen Primärverpackungen, Verabreichungssystemen für Medikamente und digitalen Lösungen. Gerresheimer sorgt dafür, dass Medikamente sicher zum Patienten gelangen und zuverlässig verabreicht werden können. Mit rund 13.400 Mitarbeitenden, und über 40 Produktionsstandorten in 16 Ländern in Euro…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Gerresheimer AG'}",49.49349,12.17958,full_time,,,
"Postdoctoral Researcher Position in Social Cognitive Neuroscience, Psychology, or Data Science (m/f/d)",0,https://www.adzuna.de/land/ad/5220147423?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=AAF70B51E94DA50273B04478D1849EE15D09AB25,"{'display_name': 'Hadern, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Hadern'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Lehrberufe', 'tag': 'teaching-jobs'}",Adzuna::API::Response::Job,5220147423,2025-05-28T18:20:51Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjIwMTQ3NDIzIn0.TzNSTq6mxme8GY8Tv_uRFtcu-nyxzK6gkJhu9aRGkMU,"The department Klinik und Poliklinik für Psychiatrie und Psychotherapie on the Campus Innenstadt invites applications for the area Social Neuroscience on the 01.07.2025, in full time, for a Postdoctoral Researcher Position in Social Cognitive Neuroscience, Psychology, or Data Science (m/f/d) Klinik und Poliklinik für Psychiatrie und Psychotherapie Scope of duties Conduct and support interdisciplinary research at the intersection of cognitive neuroscience, psychology, and portable technology Sup…","{'display_name': 'Klinikum der Universität München Großhadern', '__CLASS__': 'Adzuna::API::Response::Company'}",48.11313,11.49009,,,,
Praktikant*in Produktionsplanung,0,https://www.adzuna.de/land/ad/5223672666?se=3I0wD9tM8BGJEcSVL3r9tg&utm_medium=api&utm_source=a4bcf954&v=DE0BFEE7CFA9E40DF2808962E150FF8BFF3663A7,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)'}","{'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",Adzuna::API::Response::Job,5223672666,2025-05-30T19:48:08Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiM0kwd0Q5dE04QkdKRWNTVkwzcjl0ZyIsImkiOiI1MjIzNjcyNjY2In0.7arrf0RwH5AehFJAlmUQtnoEu-3FoLZmYrffGH5tm3Y,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",48.720071,9.026231,,,,
