location,id,longitude,company,adref,latitude,description,redirect_url,created,__CLASS__,category,salary_is_predicted,title,contract_time,salary_min,salary_max,contract_type
"{'area': ['Deutschland', 'Bayern', 'Donau-Ries (Kreis)', 'Monheim'], 'display_name': 'Monheim, Donau-Ries (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5672477950,10.85789,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'UCB'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MjQ3Nzk1MCIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.y7kXw3GEB7NMc0ejgZAsjkkct4z8T9zsi-pgD8tvDGs,48.84099,"Make your mark for patients To strengthen our Global Advanced Analytics team, we are looking for an adaptable, collaborative individual with an intrapreneurial mindset for our Analytics Lead opening . This hybrid role is based in our headquarters in Monheim, Germany requiring 40% onsite presence and 5-10% international/ domestic travel. About the role You will help to inform on the commercial viability of various assets in development. You will be responsible for making exceptional business imp…",https://www.adzuna.de/details/5672477950?utm_medium=api&utm_source=a4bcf954,2026-03-19T22:33:09Z,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Data Science Lead 1,,,,
"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",5848406530,,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Creditplus Bank AG'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODQ4NDA2NTMwIn0.VdBpCCVUiZNvUcoozhxJxQHFrcL95xPSSkQq1DamNT8,,"Wir machen Wünsche machbar – unsere Mission ist es, das Leben unserer Kund:innen zu bereichern und mit unseren Finanzdienstleistungen Träume zu verwirklichen. Wir verstehen uns nicht als typische Bank, sondern als lebendige Gemeinschaft von Gestalter:innen, die keine Angst davor haben, neue Wege zu gehen. Dabei setzen wir uns alle auch noch für Themen mit Impact wie Nachhaltigkeit und Digitalisierung ein – ob in unserer Zentrale in Stuttgart, an unserem Standort in Offenbach oder deutschlandwei…",https://www.adzuna.de/land/ad/5848406530?se=iCvGrEql8RG-66TmawpiFg&utm_medium=api&utm_source=a4bcf954&v=240D1ED696BEA5FC26B49518A47E8C74D7244096,2026-08-19T17:30:19Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Buchhaltung & Finanzwesen', 'tag': 'accounting-finance-jobs'}",0,(Senior) Risk Manager (m/w/d) Modeling & Data Science - Fokus Retail Credit Risk,,,,
"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",5835477251,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercor'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODM1NDc3MjUxIn0.ToBMwZKMEsGM_kM-UUTaolEfxIq-RvYcuvk1EtGOxIU,52.507706,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Data Science and Analytics Experts Type: Contract Compensation: $60–$70/hour Location: Remote Role Responsibilities Construct enterprise data science scenarios for large-scale predictive modeling and multi-stakeholder analytics governance at F…",https://www.adzuna.de/details/5835477251?utm_medium=api&utm_source=a4bcf954,2026-08-10T12:30:38Z,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Data Science Expert - Fully Remote,,,,
"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",5836581118,13.420806,"{'display_name': 'Mercor', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjU4MTExOCIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.yf4EMPlLcdimV4qsrd04sqOr-1pNOtXwTYB6-Rs1DXY,52.507706,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Data Science Expert Type: Contract Compensation: $120–$170/hour Location: Remote Role Responsibilities Design precise, task-specific grading criteria for real-world data science deliverables such as analyses, models, dashboards, and experiment…",https://www.adzuna.de/details/5836581118?utm_medium=api&utm_source=a4bcf954,2026-08-11T12:29:53Z,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,Data Science Expert - AI Evaluation,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",5841712586,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercor'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODQxNzEyNTg2In0.-2W19WU1lr1ayS6esMEp6S7yjbfU6r06uLtJ3O1zESA,52.507706,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Data Science Expert Type: Contract Compensation: $120–$170/hour Location: Remote Role Responsibilities Design precise, task-specific grading criteria for real-world data science deliverables such as analyses, models, dashboards, and experiment…",https://www.adzuna.de/details/5841712586?utm_medium=api&utm_source=a4bcf954,2026-08-14T12:32:59Z,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Data Science Specialist - Fully Remote,,,,
"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",5862103161,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercor'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODYyMTAzMTYxIn0.uUXlmwVsTXDS7rTtz9DqcuoRYlQ8Sr6NCPeRE5u81mE,52.507706,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Data Science Expert Type: Contract Compensation: $120–$170/hour Location: Remote Role Responsibilities Design precise, task-specific grading criteria for real-world data science deliverables, including analyses, models, dashboards, and experim…",https://www.adzuna.de/details/5862103161?utm_medium=api&utm_source=a4bcf954,2026-08-30T12:37:07Z,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,Data Science Expert - Evaluation Specialist,,,,
"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",5840176653,13.420806,"{'display_name': 'Mercor', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODQwMTc2NjUzIn0.neoZJgulk7QGYfVx1cWDtDPMqJCF8y-3blnXFu-JezM,52.507706,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Data Scientist Talent Network Type: Contract Compensation: $100–$150/hour Location: Remote Role Responsibilities Design precise, task-specific grading criteria for data science deliverables, including exploratory data analyses , statistical mo…",https://www.adzuna.de/details/5840176653?utm_medium=api&utm_source=a4bcf954,2026-08-13T12:31:57Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Data Science Expert - Fully Remote,,,,
"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",5855248727,13.420806,"{'display_name': 'Mercor', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1NTI0ODcyNyIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.A2jvjwxqYadDwtSdJTz_RHITc6ongoOnnLXh9KVnGyY,52.507706,"About the job Mercor connects elite creative and technical talent with leading AI research labs. Headquartered in San Francisco, our investors include Benchmark , General Catalyst , Peter Thiel , Adam D'Angelo , Larry Summers , and Jack Dorsey . Position: Data Scientist Talent Network Type: Contract Compensation: $100–$150/hour Location: Remote Role Responsibilities Design precise, task-specific grading criteria for data science deliverables. This includes exploratory data analyses , statistica…",https://www.adzuna.de/details/5855248727?utm_medium=api&utm_source=a4bcf954,2026-08-25T12:34:48Z,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Data Science Expert - Fully Remote,,,,
"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",5847753306,11.555737,{'__CLASS__': 'Adzuna::API::Response::Company'},eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODQ3NzUzMzA2In0.THzJQaHP5xEUoWDWhA_UImECXCmYepw13NwD1g2RM8Y,48.137418,"Wir sind über 14.000. An 20 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, können Erkenntnisse und Entscheidungen daraus abgeleitet werden. Unser Team ist integraler Bestandteil der Digital…",https://www.adzuna.de/details/5847753306?utm_medium=api&utm_source=a4bcf954,2026-08-19T05:13:06Z,Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Werkstudent Data Science / Data Engineering (all genders),,,,
"{'display_name': 'Frankenthal, Bautzen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal']}",5299866746,14.10731,"{'display_name': 'KSB', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5OTg2Njc0NiIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.k_8PdP89wpHFthx-Aofv-qlj1Ihhp2lu0cg7uFnQiLQ,51.13209,"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…",https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,2025-07-12T22:07:55Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Praktikum/Abschlussarbeit im Bereich Data Science,,,,
"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",5858374376,,"{'display_name': 'Jobgether', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODU4Mzc0Mzc2In0.4oNRzVLe4wtD8HdwUW7azWrNrv4YD6KXobclqLnHj3w,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Director of Operations, Data Science based in Germany. This is a senior, cross-functional role connecting business strategy, data science, technology, and client delivery. You will help turn complex data and analytical capabilities into practical solutions that improve business performance. The role combines operational leadership with product-oriented thinking and h…",https://www.adzuna.de/details/5858374376?utm_medium=api&utm_source=a4bcf954,2026-08-27T17:26:38Z,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"Director of Operations, Data Science",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",5788539455,13.420806,"{'display_name': 'Prior Labs', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODUzOTQ1NSIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.Wm4GInWpWXPyG1SHEYfEaKZL1-YwgIF0cDHuV3V5Zt0,52.507706,"Who we are Foundation models transformed text and images. Structured data - the largest and most consequential data format in the world - stayed untouched, until now. What LLMs did for language, we're doing for tables. We pioneered tabular foundation models: TabPFN v2 was a Nature cover story, has passed 3.5M downloads and 7,500 GitHub stars, and runs in production from detecting lung disease with Oxford Cancer Analytics to preventing train failures with Hitachi . The hardest problems - million…",https://www.adzuna.de/details/5788539455?utm_medium=api&utm_source=a4bcf954,2026-07-05T00:49:56Z,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,"Research Scientist, Foundational Data Science",full_time,,,
"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Allach-Untermenzing, München'}",5778269339,11.44811,"{'display_name': 'Guldberg', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3ODI2OTMzOSIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.-10VjVmHAE9YKNS591Y6gfdyQBRQ80XnU4SHr7VaN3g,48.18449,"Für den Standort München suchen wir: Projektmanager – Data Analytics / Data Science Ihre Aufgaben: Planung, Steuerung und Umsetzung datengetriebener Use Cases und Projekte über den gesamten Lifecycle Projektmanagement im Data-/Analytics-Umfeld (Termine, Budget, Risiken, Ressourcen) Zusammenarbeit mit Data Scientists, Data Analysts, Data Engineers, Product Ownern und Fachbereichen Übersetzung fachlicher Anforderungen in analytische Lösungsansätze Steuerung interner und externer Projektbeteiligte…",https://www.adzuna.de/details/5778269339?utm_medium=api&utm_source=a4bcf954,2026-06-26T23:23:03Z,Adzuna::API::Response::Job,"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,Projektmanager – Data Analytics / Data Science,full_time,,,
"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",5745959926,,"{'display_name': 'Finmid', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0NTk1OTkyNiIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.68VnfkDYdmMnyENHAZHAlBrSvCQqkhHZH6OkK6UnnEU,,"About finmid finmid 's mission is to enable software companies to reimagine how their business customers access capital. By productizing the complexity of financial services, finmid empowers companies to offer financial services where FinTech isn't the mission but enables the mission. About the opportunity We are looking for a Data Science Intern to join our Data team. This is an exciting opportunity for someone early in their career who is hungry to learn and build. You’ll work closely with th…",https://www.adzuna.de/details/5745959926?utm_medium=api&utm_source=a4bcf954,2026-05-30T23:27:29Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Data Science Intern (FT Potential),full_time,,,
"{'area': ['Deutschland', 'Berlin', 'Mitte'], 'display_name': 'Mitte, Berlin', '__CLASS__': 'Adzuna::API::Response::Location'}",5798295689,13.38475,"{'display_name': 'Stark', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5ODI5NTY4OSIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.vpaUUB_81YGTGJcJWu_3AElKOrQnRrPpgmaxfv6ovQo,52.51551,"About Us STARK is a new kind of defence technology company revolutionising the way autonomous systems are deployed across multiple domains. We design, develop and manufacture high-performance unmanned systems that are software-defined, mass-scalable and cost-effective. This provides our operators with a decisive edge in highly contested environments. We’re focused on delivering deployable, high-performance systems—not future promises. In a time of rising threats, STARK is bolstering the technol…",https://www.adzuna.de/details/5798295689?utm_medium=api&utm_source=a4bcf954,2026-07-13T00:10:55Z,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Data Science Intern (all genders),part_time,,,
"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf']}",5806562856,6.808387,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'jobvector'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNjU2Mjg1NiIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.3O6IOiLxZ4ogkWhvO0Yv59J-TN1gEiMOXbP7lCN5PkQ,51.226802,"Du hast Lust auf diese Aufgaben Du unterstützt uns im Bereich Data Engineering bei der Erweiterung von Data Pipelines / ETL-Prozessen, z.B. mit Airflow, dbt und Kafka. Du arbeitest in unserer Google Cloud Umgebung und nutzt dabei Services wie BigQuery. Du kombinierst Daten aus internen und externen Quellen und bereitest sie zu einem analytischen Datensatz auf. Du visualisierst Analyseergebnisse mit Tools wie Looker Studio Wir freuen uns auf Deine Qualifikationen Du bist Student:in (m/w/d) oder …",https://www.adzuna.de/details/5806562856?utm_medium=api&utm_source=a4bcf954,2026-07-19T00:14:27Z,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Praktikum Data Science / Data Engineering (m/w/d),full_time,,,
"{'area': ['Deutschland', 'Bremen', 'Bremerhaven'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bremerhaven, Bremen'}",5850943626,8.595073,"{'display_name': 'Alfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODUwOTQzNjI2In0.paWYUGCOLtCLStLwAzvh7-OO73Mo28s8Gy4LK8VuFaM,53.548992,"The Alfred Wegener Institute Helmholtz Centre for Polar and Marine Research (AWI) is a member of the Helmholtz Association (HGF) and funded by federal and state government. AWI focuses on polar and marine research in a variety of disciplines such as biology, oceanography, geology, geochemistry and geophysics thus allowing multidisciplinary approaches to scientific goals. PhD position in Data Science/Bioinformatics for Marine and Arctic Biodiversity (f/x/d/m) Background Long-term monitoring of m…",https://www.adzuna.de/land/ad/5850943626?se=iCvGrEql8RG-66TmawpiFg&utm_medium=api&utm_source=a4bcf954&v=5BB161EDC37D3A9B78589499E10A688E317D9D40,2026-08-21T12:52:57Z,Adzuna::API::Response::Job,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,PhD position in Data Science/Bioinformatics for Marine and Arctic Biodiversity (f/x/d/m),,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Waldshut (Kreis)', 'Waldshut-Tiengen'], 'display_name': 'Waldshut-Tiengen, Waldshut (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5836632349,8.28431,"{'display_name': 'BBC Cellpack GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNjYzMjM0OSIsInMiOiJpQ3ZHckVxbDhSRy02NlRtYXdwaUZnIn0.kr62HzoBkXYkTX17NEJlOfVYwYR3iSuGAVoBhQ7cUBk,47.6383,"BBC Cellpack was founded in 1935 in Vilmergen, Switzerland, as a successor to Dreifuss Brothers AG. Originally focused on cellophane packaging, the company quickly evolved through the pioneering spirit of the Dreifuss brothers, who recognized the potential of new materials and developed high-quality industrial goods. This innovative mindset laid the foundation for decades of progress With the launch of Cellpack GmbH in Waldshut-Tiengen in 1967, the company expanded into fibre-reinforced plastic…",https://www.adzuna.de/land/ad/5836632349?se=iCvGrEql8RG-66TmawpiFg&utm_medium=api&utm_source=a4bcf954&v=2DB6BDA921B1CDF7933EBBED92BC8C0F9D2F6613,2026-08-11T12:52:01Z,Adzuna::API::Response::Job,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Dual Student in Data Science and Artificial Intelligence – Digital Production (B.Sc.) starting October 2027,,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Herford (Kreis)', 'Vlotho'], 'display_name': 'Vlotho, Herford (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5861955244,8.85788,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Herbert Kannegiesser GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODYxOTU1MjQ0In0.ig-b1uIRMIaOAYF9M2ujQ6RG2QWVNUExHBIYtlpMaRc,52.16522,"Wir sind ein stetig wachsendes Familienunternehmen mit über 75 Jahren Erfahrung im Maschinen- und Anlagenbau. Weltweit vernetzt, mit lokalen Wurzeln, beliefern wir mit unseren 2.000 Beschäftigten als Weltmarktführer Großwäschereien mit umfassenden Systemlösungen für industrielle Wäschereitechnik. Wir verbinden erfolgreich Menschen und Technik und bieten unserer Belegschaft optimale Entwicklungsmöglichkeiten. Werden Sie Teil unseres Teams als Manager (m/w/d) KI-Transformation Aufgaben Entwicklun…",https://www.adzuna.de/details/5861955244?utm_medium=api&utm_source=a4bcf954,2026-08-30T07:52:31Z,Adzuna::API::Response::Job,"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",0,Manager (m/w/d) KI-Transformation,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bad Cannstatt, Stuttgart', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Bad Cannstatt']}",5593655402,9.21546,"{'display_name': 'MWAY DIGITAL GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1NTkzNjU1NDAyIn0.7l9eFJe2iLryIo14WxzSsfhRpZaAuFEGMXOcpl8GgmM,48.80499,"Dein Studium Du möchtest Theorie und Praxis miteinander verknüpfen und begeisterst dich für Daten, Analysen und Künstliche Intelligenz? Dann ist das duale Studium im Bereich Data Science & Künstliche Intelligenz in Kombination mit MWAY genau das Richtige für dich. Studiendauer: 3 Jahre Studienverlauf: Wechsel von Theorie- und Praxisphasen im 3-Monats-Rhythmus Praxisort: Stuttgart-Bad Cannstatt Studienstart: 01.10.2027 Studienort: DHBW Stuttgart Abschluss: Bachelor of Science Weitere Information…",https://www.adzuna.de/details/5593655402?utm_medium=api&utm_source=a4bcf954,2026-01-21T06:59:03Z,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,DHBW Data Science & Künstliche Intelligenz – 2027,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",5727301322,9.187224,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MWAY DIGITAL'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1NzI3MzAxMzIyIn0.yNV8UYV1kFBpNhFNGG_kDf68A3iXdlHE4vbCsMU-rWI,48.776198,"Dein Studium Du möchtest Theorie und Praxis miteinander verknüpfen und begeisterst dich für Daten, Analysen und Künstliche Intelligenz? Dann ist das duale Studium im Bereich Data Science & Künstliche Intelligenz in Kombination mit MWAY genau das Richtige für dich. Studiendauer: 3 Jahre Studienverlauf: Wechsel von Theorie- und Praxisphasen im 3-Monats-Rhythmus Praxisort: Stuttgart-Bad Cannstatt Studienstart: 01.10.2027 Studienort: DHBW Stuttgart Abschluss: Bachelor of Science Weitere Information…",https://www.adzuna.de/details/5727301322?utm_medium=api&utm_source=a4bcf954,2026-05-12T22:59:27Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",0,DHBW Data Science & Künstliche Intelligenz – 2027,full_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Durlach'], 'display_name': 'Durlach, Karlsruhe', '__CLASS__': 'Adzuna::API::Response::Location'}",5849747855,8.47624,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TRUUCO'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaUN2R3JFcWw4UkctNjZUbWF3cGlGZyIsImkiOiI1ODQ5NzQ3ODU1In0.dzXQgn1J_nuYxsCTFBFKMdnaaaB6CsbCn3BrsEsjZ3o,49.00018,"Deine Aufgaben Du arbeitest in unseren cross-funktionalen Teams an spannenden Data-Science-Projekten im Finanzbereich mit und entwickelst datengetriebene Lösungen für unsere Kunden. Du unterstützt beim Aufbau, der Strukturierung und der Pflege unserer Modell-Repositories in Bitbucket und arbeitest dabei mit modernen Entwicklungsstandards wie Git, Cookiecutter und Python. Du unterstützt uns bei der Migration unserer Data-Science-Umgebung nach Databricks, beispielsweise durch die Anpassung und Re…",https://www.adzuna.de/details/5849747855?utm_medium=api&utm_source=a4bcf954,2026-08-20T17:44:29Z,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",0,Werkstudierende Data Science (m/w/d),part_time,,,
