company,latitude,created,longitude,__CLASS__,salary_is_predicted,location,title,redirect_url,id,description,category,adref,contract_time,contract_type,salary_min,salary_max
"{'display_name': 'Rheinmetall IT Solutions GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",51.226802,2026-05-24T02:03:39Z,6.808387,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf']}",Expert IT License Management (m/w/d),https://www.adzuna.de/land/ad/5739247931?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=A1E9E1F995ABBE1C6F279503E0EB9DD1B53984C6,5739247931,"Die börsennotierte Rheinmetall AG mit Sitz in Düsseldorf steht als integrierter Technologiekonzern für ein ebenso substanzstarkes wie international erfolgreiches Unternehmen, das mit einem innovativen Produkt- und Leistungsspektrum auf unterschiedlichen Märkten aktiv ist. Rheinmetall ist ein führendes internationales Systemhaus der Verteidigungsindustrie. Die Ausrichtung auf Nachhaltigkeit ist integraler Bestandteil der Rheinmetall-Strategie. Bis 2035 will das Unternehmen CO2-Neutralität erreic…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTI0NzkzMSIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.CLJ984CuUDB_FxcA3azOGbIRNRY-5DLYEXTj5EnSh7c,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Ernst-Abbe-Hochschule Jena'}",50.923007,2026-05-21T07:48:07Z,11.589469,Adzuna::API::Response::Job,0,"{'area': ['Deutschland', 'Thüringen', 'Jena'], 'display_name': 'Jena, Thüringen', '__CLASS__': 'Adzuna::API::Response::Location'}",Professur Virtuelle Produktentwicklung,https://www.adzuna.de/land/ad/5736092305?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=0D901EB3D751445D4C065BEBB2E4040A6BE1FE24,5736092305,"Die 1991 gegründete Ernst-Abbe-Hochschule (EAH) Jena bietet attraktive Bachelor- und Masterstudiengänge mit einer hohen Praxisorientierung in den Sozial- und Gesundheitswissenschaften, der Betriebswirtschaft und den Ingenieur­wissen­schaften an. Unsere ca. 4.500 Studierenden kommen aus dem gesamten Bundesgebiet und dem Ausland. Der Campus besteht aus denkmalgeschützten Industriegebäuden, die über eine hervorragende technische und moderne Ausstattung verfügen. Die Hochschule liegt in unmittelbar…","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjA5MjMwNSIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.lhreT5KwFrGORNGOoPz80SEZs2JOSAuEC9F1mbYFxuE,,,,
"{'display_name': 'Schwarz Corporate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",49.18975,2026-04-22T04:33:58Z,9.2274,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",Projektleiter Energiemarktprognosen (m/w/d),https://www.adzuna.de/land/ad/5706753544?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=F5B8F4EED7045751AE01FF43B4146E2CA7C0AAC5,5706753544,"Dein (Master)Studium in Energiewirtschaft, Data Science, Wirtschaftsingenieurwesen oder einem vergleichbaren Studiengang ist deine Basis – dein Wissensdurst ist dein Antrieb! Du kennst die Energiewelt und fühlst dich im Bilanzkreis-Management oder im Energiehandel zu Hause. Du weißt, wie wichtig präzise Verbrauchsprognosen für den Markterfolg sind. Du liebst es, tief in große Datenmengen einzutauchen, Strukturen in Datenbanken zu erkennen und daraus wertvolle Schlüsse für den energiewirtschaftl…","{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwNjc1MzU0NCIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.iuSIrAFF7X6bRwAFiCazVEL5ydgMo3dkhaQEOshbkEY,,,,
"{'display_name': 'Viessmann Climate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",,2025-11-22T22:13:16Z,,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2026 (m/w/d),https://www.adzuna.de/details/5509751538?utm_medium=api&utm_source=a4bcf954,5509751538,"Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragten Experten an der Schnittstelle von Technologie und Wirtschaft. Was du lernst Entwicklung von KI-Modellen und intelligenten Anwendungen (z.B. Machine Learning, N…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwOTc1MTUzOCIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.QeUm-klRZx2hiw3sveLCaGQrE3I_Ken3bkKRIrQ7Gn4,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Volvo Group Trucks Central Europe GmbH'}",48.22731,2026-05-24T16:57:56Z,11.67625,Adzuna::API::Response::Job,0,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Ismaning'], 'display_name': 'Ismaning, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Werkstudent (m/w/d) im Bereich Sales Operations,https://www.adzuna.de/land/ad/5739808121?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=D4F40BF594C1A0368D7C95C7015B4B33F1554C1E,5739808121,"Mach Karriere bei Volvo Trucks Deutschland. Der Transportsektor ist das Rückgrat unserer modernen Gesellschaft. Kannst du dir vorstellen, dein Fachwissen einzusetzen, um zukunftsfähige und nachhaltige Transport- und Infrastrukturlösungen zu entwickeln? Wenn du etwas bewirken willst und dabei mit den neuesten Technologien sowie erstklassigen Teams arbeiten möchtest, dann bist du bei uns genau richtig. Jetzt suchen wir Dich zum nächstmöglichen Zeitpunkt für die Volvo Group Trucks Central Europe G…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'sales-jobs', 'label': 'Vertriebsstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA4MTIxIn0.ZiaatiHavzfbqEQiWgYEqegG639YEMghLJsJU3gSvH8,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BSH Hausgeräte Gruppe'}",48.55149,2026-05-23T16:55:29Z,10.36551,Adzuna::API::Response::Job,0,"{'area': ['Deutschland', 'Bayern', 'Dillingen an der Donau (Kreis)', 'Gundelfingen an der Donau'], 'display_name': 'Gundelfingen an der Donau, Dillingen an der Donau (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Praktikant im Bereich KI - Reinforcement Learning (m/w/d),https://www.adzuna.de/land/ad/5738871213?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=0C87758ABE9FA555D2FD745815739F1393F133C9,5738871213,"Steig ein und nutze deine Chance zu wachsen – mit der BSH Hausgeräte Gruppe: Als führender Hersteller von Hausgeräten und erstklassigen Lösungen bringen wir Dinge voran, um Menschen den Alltag zu erleichtern. Mit unseren Globalmarken Bosch, Siemens, Gaggenau und Neff, sowie unseren lokalen Marken steht dir die ganze Welt der Möglichkeiten offen. Wir bestärken Menschen darin, ihr Potenzial zu entwickeln und kontinuierlich zu lernen. Denn wir glauben, dass gute Arbeit dann entsteht, wenn man tut,…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczODg3MTIxMyIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.NPu0sMTfG4xGP948rvB53TyniBoxIiJrdemeCvUFJFg,,,,
"{'display_name': 'Würth Elektronik eiSos GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",48.137418,2026-04-12T09:26:09Z,11.555737,Adzuna::API::Response::Job,0,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",Teamlead Applied Data Engineering & Science (m/w/d),https://www.adzuna.de/land/ad/5697343556?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=494893CFC1C3FC55ED9858759551311ADB7A2660,5697343556,"Basics: Abgeschlossenes Studium der (Wirtschafts-)Informatik, Data Science oder einer vergleichbaren Fachrichtung. Alternativ mehrjährige relevante Berufserfahrung, idealerweise mit Führungserfahrung. Wissen: Gutes Verständnis datenbasierter Entscheidungsprozesse sowie Erfahrung im Umfeld moderner Datenplattformen, Datenpipelines und datengetriebener Produkte. Leidenschaft: Interesse daran, Teams in einem technologischen Umfeld weiterzuentwickeln und datengetriebene Lösungen mit klarem Nutzen f…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5NzM0MzU1NiIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.S2hcnMfF9x7alA25nf2kdJWL5566qUFnQP_faNJgrN0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'The Stepstone Group GmbH'}",51.226802,2026-05-21T13:56:32Z,6.808387,Adzuna::API::Response::Job,0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",Commercial Analytics Manager (m/w/d),https://www.adzuna.de/land/ad/5736365901?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=F4B1CB188CFD26C006154F23558CCE40CF326BAE,5736365901,"Wir bei The Stepstone Group haben eine klare und sehr wichtige Mission: den richtigen Job für jede*n zu finden. Mit unseren Daten, unserer Plattform und unseren Technologien bringen wir Jobsuchende und Unternehmen weltweit zusammen, um für beide Seiten den „Perfect Match“ zu schaffen. Mit mehr als 20 Marken setzen wir uns in über 30 Ländern für eine faire und vorurteilsfreie Rekrutierung ein. Werde Teil unseres Teams von circa 4.000 Mitarbeiter*innen, gestalte mit uns den Stellenmarkt neu und b…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM2MzY1OTAxIn0.F9cavY4jXW8nywWUYNcbsvmV6IQDPCC6-YmVS6vo_zs,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Westfalen Weser Netz GmbH'}",51.689652,2026-05-09T13:05:30Z,8.722312,Adzuna::API::Response::Job,0,"{'display_name': 'Paderborn (Kreis), Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Paderborn (Kreis)'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Bachelor of Science Wirtschaftsinformatik - KI&Data Science (m/w/d) 2026,https://www.adzuna.de/details/5724086882?utm_medium=api&utm_source=a4bcf954,5724086882,Deine Aufga ben Als Bachelor of Science Wirtschaftsinformatik - Künstliche Intelligenz&Data Science (m/w/d) lernst du bei uns verschiedene Themengebiete kennen: Du analysierst Unternehmensdaten zielsicher und bereitest diese auf. Du sorgst für Datentransparenz im Unternehmen. Du arbeitest in Business Intelligence Projekten. Du setzt unsere Datenstrategie im Team um. Ausbildungsort: Paderborn Ausbildungsdauer: 6 Semester Partnerhochschule: Fachhochschule der Wirtschaft Fürstenallee 5 33102 Pader…,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNDA4Njg4MiIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.D9gD9DhEZSY3pBVXUB7nTPlLrrJN6RfGm1Q7QE3DSJg,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Körber Supply Chain Logistics GmbH'}",47.773948,2026-02-13T12:07:47Z,8.91661,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Konstanz (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Konstanz (Kreis)']}",Duales Studium (m/w/d) Data Science und Künstliche Intelligenz (B.Sc.) in Konstanz 2026,https://www.adzuna.de/details/5627602575?utm_medium=api&utm_source=a4bcf954,5627602575,"Studienbeginn I Oktober 2026 Studiendauer I 3 Jahre Komm in unser Team und gestalte Deine Zukunft! Deine Vorteile Wir verbinden die Vorteile eines mittelständischen Unternehmens – wie persönliche Betreuung, ein starkes Teamgefühl und Gestaltungsspielräumen – mit den Möglichkeiten eines Großkonzerns: modernste Technologien und internationale Kundenin einem stetig wachsenden Umfeld. Interessantes, abwechslungsreiches und anspruchsvolles Studium mit besten Optionen zur Übernahme nach erfolgreichem…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NjI3NjAyNTc1In0.lX8dVUcfX22YMKkhXeGVIJLz88ErlDpaZiv32jeyO0I,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HORNBACH Baumarkt AG'}",49.78244,2025-10-30T11:55:10Z,8.06043,Adzuna::API::Response::Job,0,"{'area': ['Deutschland', 'Rheinland-Pfalz', 'Alzey-Worms (Kreis)', 'Bornheim'], 'display_name': 'Bornheim, Alzey-Worms (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium - Bachelor of Science - Informatik - Data Science und KI (gn) für 2026 - ID 150988,https://www.adzuna.de/details/5470866496?utm_medium=api&utm_source=a4bcf954,5470866496,"Hast Du Deinen Weg schon gefunden? Für Deinen Weg bei uns bringst Du mit: 3 Jahre Zeit und allgemeine Hochschulreife oder Fachhochschulreife  Studierfähigkeitstest Hier baust Du Dein theoretisches Fundament: DHBW Karlsruhe Die Praxis lernst Du hier : HORNBACH Zentrale in Bornheim bei Landau i. d. Pfalz Startschuss für Deine Zukunft bei HORNBACH: 01.10.2026 Darauf kannst Du Dich freuen: Gehalt - logisch! 1. Jahr: 1.250 €, 2. Jahr: 1.500 €, 3. Jahr: 1.750 € Mehr – klar! Neben Deinem Gehalt sowie …","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NDcwODY2NDk2In0.ldPvkmENAQursz9QnHkwoMgNnsauDMEftok8XPTVGyo,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Duale Hochschule Schleswig-Holstein '}",54.319658,2026-05-03T04:42:13Z,10.137982,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kiel, Schleswig-Holstein', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel']}",Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,https://www.adzuna.de/land/ad/5717545957?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=A7FFE094B541C00CD0002CD06B7CBBC3DBA148F7,5717545957,"Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften an den Studienstandorten Kiel, Lübeck und Flensburg duale Studiengänge und praxisverbundene Forschung. Vor über 50 Jahren als Berufsakademie Schleswig-Holstein gegründet, bietet die DHSH Studierenden die Chance, von jahrzehntelanger Erfahrung im dualen Studium zu profitieren. Angeboten werden in Zusammenarbeit mit über 400 Partnerunternehmen die dualen Bachelorstudiengänge Bet…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzE3NTQ1OTU3In0.7YIGZrXmc8jYyEA-HcCpuPS4Y76MEpxlxvx_O2nes3I,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nerou GmbH'}",52.507706,2024-05-22T08:24:33Z,13.420806,Adzuna::API::Response::Job,0,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",Werkstudent:in Data Science,https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,4703047400,"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI0NzAzMDQ3NDAwIn0.XHRpcldsYwz-vuYD3vkKnEQHPpI-QaWyN8aLLf2ULBs,,,,
"{'display_name': 'Cognite', '__CLASS__': 'Adzuna::API::Response::Company'}",,2026-03-03T21:18:30Z,,Adzuna::API::Response::Job,0,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","Manager, Data Science",https://www.adzuna.de/details/5652818708?utm_medium=api&utm_source=a4bcf954,5652818708,"What Cognite is: Relentless to achieve Cognite operates at the forefront of industrial digitalization, building AI , and data solutions that solve the world’s hardest, highest-impact problems. With unmatched industrial heritage and a comprehensive suite of AI capabilities, including low-code AI agents, Cognite accelerates the digital transformation to drive operational improvements. We thrive in challenges. We challenge assumptions. We execute with speed and ownership. If you view obstacles as …","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MjgxODcwOCIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.rW7eBUIN7RJhZGXeOE8T_XwzHaCJPcApAO6WsIwynX0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch GmbH'}",48.87657,2026-03-04T14:07:38Z,9.07443,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Schwieberdingen, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Schwieberdingen']}",Pflichtpraktikum in Data Science,https://www.adzuna.de/details/5653676424?utm_medium=api&utm_source=a4bcf954,5653676424,"Pflichtpraktikum in Data Science Robert-Bosch-Straße 2, 71701 Schwieberdingen, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Robert Bosc…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MzY3NjQyNCIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.ADLNBt6MxaffKCBcXFsa2UxSY8vbSFZouxH1DcNjS5U,full_time,,,
"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",49.18975,2026-04-23T23:49:55Z,9.2274,Adzuna::API::Response::Job,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Praktikum Data Science,https://www.adzuna.de/details/5708741193?utm_medium=api&utm_source=a4bcf954,5708741193,"Deine Aufgaben Werde Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. Ab Juli für 4 bis 6 Monate. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Mitarbeit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwicklung, Validierung und Pilotierung KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen Einbringen in die strategische Definition von Date…","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzA4NzQxMTkzIn0.nwR0naUZYq03varoZrtxtzVyl6SW_nA-Iedna5w8eKY,full_time,,,
"{'display_name': 'TKMS GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",54.319658,2026-05-21T16:54:35Z,10.137982,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kiel, Schleswig-Holstein', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel']}",Werkstudent Datenstrukturierung (m/w/d),https://www.adzuna.de/land/ad/5736525432?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=2B180A2A5BBAF66EDEDAEC92ADD14171BC4FB683,5736525432,"TKMS steht für herausragende Ingenieurskunst und Innovationskraft im Überwasser- und Unterwasserschiffbau. Seit mehr als 185 Jahren. Als starker Partner, dem die NATO vertraut, bauen wir 70 Prozent ihrer U-Boot-Flotte und tragen so zu Frieden und Sicherheit bei. Weltweit. Bereit mit den Besten zu arbeiten? Werde Teil unseres Teams aus mehr als 8.500 Kolleginnen und Kollegen. Als wachsendes Marineunternehmen bieten wir zukunftssichere Entwicklungsmöglichkeiten in einem internationalen, diversen …","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM2NTI1NDMyIn0.rJsdeIP7KtDokuKhPuPVBLVj0phXgqVtph41cvadvQ0,,,,
"{'display_name': 'AstraZeneca', '__CLASS__': 'Adzuna::API::Response::Company'}",48.137418,2026-05-24T16:58:06Z,11.555737,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}","Senior Scientist (m/f/d), Computational Pathology Biomarker Lead (BioPharmaceuticals)",https://www.adzuna.de/land/ad/5739808636?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=D4DA6B1F58FE81A3D1976A952714C86355CD2DD0,5739808636,"ABOUT ASTRAZENECA AstraZeneca is a global, science-led, patient-focused biopharmaceutical company that focuses on the discovery, development and commercialisation of prescription medicines for some of the world's most serious diseases. But we're more than one of the world's leading pharmaceutical companies. SITE DESCRIPTION - Munich, Germany At Computational Pathology Munich (CPM), we make a significant contribution to high-performance, data-driven research and development. Our team operates in…","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOWxudDFDbFk4Ukd2alBEMjBTYzF3USIsImkiOiI1NzM5ODA4NjM2In0.4ownDbmUQ58EbULKutOsXQmLAibwM0YLXriCpBEiG_M,,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Digits'}",49.18975,2026-05-24T05:07:52Z,9.2274,Adzuna::API::Response::Job,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",Duales Studium Wirtschaftsinformatik 2026 Neckarsulm (m/w/d),https://www.adzuna.de/land/ad/5739385073?se=9lnt1ClY8RGvjPD20Sc1wQ&utm_medium=api&utm_source=a4bcf954&v=5DD6C4CEE44FB531CA3B95754539F71A2D8908AB,5739385073,"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb den Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen BWL und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Programmbeginn:} 01.09.2026 mit dem Begrüßungsmonat {Studienbeginn:} 01.10.2026 {Studiendauer:} 3 …","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczOTM4NTA3MyIsInMiOiI5bG50MUNsWThSR3ZqUEQyMFNjMXdRIn0.jLGjstls26ko1PARtxumZBbkwJoZ9srJOGFMNrPRoUw,,,,
