description,__CLASS__,company,created,redirect_url,adref,location,category,id,title,salary_is_predicted,longitude,latitude,contract_time,contract_type,salary_max,salary_min
"Bei itmX fokussieren wir uns auf die Geschäftsprozesse in den Bereichen Marketing, Vertrieb, Service und Commerce unter Verwendung der Microsoft Power Platform, Microsoft 365, SAP ERP und unser eigenem Produkt der itmX crm suite. Unser Ziel ist es dabei Microsoft und SAP bestmöglich prozessual sowie funktional zu verbinden. Tätigkeiten Analyse von Geschäftsprozessen und Identifikation von Optimierungspotenzialen durch den Einsatz von KI für Digitalisierungsprojekte Beratung und Unterstützung un…",Adzuna::API::Response::Job,"{'display_name': 'itmX GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-10T15:09:46Z,https://www.adzuna.de/land/ad/5242666727?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=147489E0C114572F20B779A0150473CCB2323FEE,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQyNjY2NzI3In0._NY_fxu3Od6qBSVcsSGCc8fBpZhNr98-SdgH6Gklvac,"{'area': ['Deutschland', 'Baden-Württemberg', 'Pforzheim', 'Brötzingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Brötzingen, Pforzheim'}","{'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category'}",5242666727,KI/ Data Science Consultant (Mensch ),0,8.66796,48.88901,,,,
"Das Deutsche Register für hämatopoetische Stammzelltransplantation und Zelltherapie e. V. (DRST) ist die nationale Dokumentationszentrale für die Erfassung klinischer Basisdaten aller in Deutschland durchgeführten Blutstammzelltransplantationen und Zelltherapien. Dieser Datenbestand bildet die Grundlage für zahlreiche nationale und internationale klinische Studien. Das DRST unterstützt so die Forschung dabei, Therapien für schwerkranke Patienten zu entwickeln und zu optimieren. Zur Verstärkung …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsches Register für hämatopoetische Stammzelltransplantation und Zelltherapie e.V.'}",2025-06-18T15:49:29Z,https://www.adzuna.de/land/ad/5256373670?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=56B8DB5DB86ADAC325F7A94708BDAB89D6790885,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NjM3MzY3MCIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.J7I_SuclEcxQ5tY4YRtNKV-6DjK97cLD8rAbRX18AO8,"{'display_name': 'Ulm, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",5256373670,Mitarbeiter (m/w/d) Medizinische Dokumentation / Datenmanagement / Data Science in der Medizin,0,9.856945,48.383137,,,,
"Aufgaben Wie mutig sind Sie? Als Hochtechnologieunternehmen für Werkzeugmaschinen und Lasertechnik suchen wir Menschen, die sich neuen Herausforderungen mit frischem Denken und tatkräftigem Handeln stellen. Dafür ermöglichen wir Ihnen die Freiräume, mutige Ideen in unserem Familienunternehmen einzubringen. Gemeinsam mit Ihnen wollen wir die digitale Vernetzung der fertigenden Industrie vorantreiben. Unsere Leidenschaft und der Gestaltungswille machen uns dabei zum Garanten für Innovationskraft …",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TRUMPF SE + Co. KG'}",2025-06-18T20:13:19Z,https://www.adzuna.de/land/ad/5256790060?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=347CF8D7A495C7B8F70C5638988AE1C7E4F1127E,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjU2NzkwMDYwIn0.Kc4hRej-fy-qaii1Gi-MIELfBaNL5-k8DTnTafENpkQ,"{'display_name': 'Ditzingen, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Ditzingen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",5256790060,Duales Studium Bachelor of Science (B. Sc.) (w/m/d)- Wirtschaftsinformatik - 2026,0,9.06857,48.82434,,,,
"Munich Data Science Institute (MDSI) Technische Universität MünchenTUM - Logo IT Systems Administrator (m/f/d) at Munich Data Science Institute The Munich Data Science Institute (MDSI) is an integrative research institute at the Technical University of Munich (TUM). It is interdisciplinary and cross-departmental in the fields of data science, machine learning, and artificial intelligence. The institute acts as a facilitator and multiplier of state-of-the-art data science practices, technologies…",Adzuna::API::Response::Job,"{'display_name': 'Technische Universität München ', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-05-28T10:19:40Z,https://www.adzuna.de/land/ad/5219667241?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=40EC2F27474CCBE942D7A1AB60E02B2BB5C05FDA,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIxOTY2NzI0MSIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.DLJfTThwtPJ1Yj6KhEhZn_asFJ_S9kHzZzpXAxdrsi8,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altstadt-Lehel, München'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Lehrberufe', 'tag': 'teaching-jobs'}",5219667241,IT Systems Administrator (m/f/d) at Munich Data Science Institute,0,11.56907,48.14093,,,,
"Die Sparkassen Rating und Risikosysteme (SR) ist der zentrale Dienstleister für Verfahren des Risiko­manage­ments in der Sparkassen-Finanzgruppe. Wir unterstützen die Institute mit Standardlösungen in den Bereichen der Risiko­messung und -steuerung, der regulatorischen Banksteuerung sowie im Vertrieb mit Data-Analytics-Lösungen. Gemeinsam mit unseren Partnern bieten wir den Instituten, von der Konzeption der Verfahren, über deren Weiterentwicklung, IT-Umsetzung und Umsetzungsunterstützung, zent…",Adzuna::API::Response::Job,"{'display_name': 'Sparkassen Rating und Risikosysteme GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-04T01:37:41Z,https://www.adzuna.de/land/ad/5231508793?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=01D1B373582988AA7B7A2329D39248E93DB969B8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjMxNTA4NzkzIn0.5OpADDWG1p2fxK4P5m5T5u0jh43Kmxu-rg8lLlD24cI,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",5231508793,Werkstudent (m/w/d) – Risikomanagement | Data Science,0,13.420806,52.507706,,,,
"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'display_name': 'Mercedes-Benz Group AG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-18T02:25:02Z,https://www.adzuna.de/land/ad/5255547100?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=6A3165EA6EE78B3EAD88E052C6452E1B0B1CC8EB,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTU0NzEwMCIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0._m1WAOI2PhHym4SKiusE1pB3BB1NxUEJvDFeuyS0izw,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5255547100,Praktikant*in Data Analytics/Data Science (Pflicht-Praktikum),0,9.187224,48.776198,,,,
"Siegwerk is one of the world's leading suppliers of Printing Inks and sustainable packaging solutions. A career here will give you significant flexibility and support in a company focused on making a positive impact in the world. Siegwerk is poised to disrupt the global packaging industry; changing the way packaging is produced and consumed for the benefit of us all. At Siegwerk, you will have everything you need to help make that change. Join us, let's Do it. With Heart. Location: Alfred-Kelle…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siegwerk Druckfarben AG & Co. KGaA'}",2025-06-14T01:31:41Z,https://www.adzuna.de/land/ad/5249526023?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=AE08D23AACCFC1FDA0C1F99078BB161D3C4044C8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQ5NTI2MDIzIn0.-u1zmFwYp2wowO4wIDI9tQDzqxU0iZtmaubYQ2JGnjk,"{'display_name': 'Siegburg, Rhein-Sieg-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Sieg-Kreis', 'Siegburg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5249526023,Working Student Data Science (f/m/d),0,7.20803,50.79877,,,,
"„Besser Studieren“ ist das gelebte Motto der Jade Hochschule. In über 60 innovativen Studiengängen an den Studienorten Wilhelms­haven, Oldenburg und Elsfleth bilden wir über 6.000 Studierende wissenschaftlich und praxisnah aus. Über 170 Professorinnen und Professoren sowie ca. 400 Mitarbeitende engagieren sich im Sinne des Leitbildes unserer Hochschule: innovativ, kompetent, kooperativ, vielfältig und zugewandt. Die Gewinnung qualifizierter Beschäftigter ist dabei eine zentrale Voraussetzung fü…",Adzuna::API::Response::Job,"{'display_name': 'Jade Hochschule Wilhelmshaven/Oldenburg/Elsfleth', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-17T20:17:50Z,https://www.adzuna.de/land/ad/5255172935?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=AD6004D32BCA355BF22BAF0B32BC0457F67FED8D,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTE3MjkzNSIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.EiUpRIE-9aA_9E__hDL2WRcu8hiiZbsss70FZq1A_CU,"{'display_name': 'Oldenburg, Oldenburg (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Oldenburg (Kreis)', 'Oldenburg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5255172935,Wissenschaftliche_r Mitarbeiter_in (w/m/d) im Projekt EIKO‑Bau („Effiziente Systeme und KI‑basierte Methoden zur Optimierung von Beschleunigungspotenzialen in der Vorhaben­zulassung“),0,8.218802,53.147169,,,,
"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-01T07:45:53Z,https://www.adzuna.de/land/ad/5225839511?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=BD0FD0B6C0715A0AF372DDD97DDBAA3545C72B77,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjI1ODM5NTExIn0.AGc_prQETxhBQvQwIIkLVWvTPJeUhMKvUJsOtJT0sFQ,"{'display_name': 'Sindelfingen, Böblingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",5225839511,Student*in für Abschlussarbeit HV-Technologie & Kontaktierung,0,9.026231,48.720071,,,,
"Werkstudent Aktuariat Leben / Data Science (m/w/d) Risikoschutz, Vorsorge, Kunst, Oldtimer: Wir sind in den unterschiedlichsten Versicherungssparten top aufgestellt. Immer nah am Menschen, persönlich und digital. Unser Team führt Tradition und Moderne zusammen – mit höchster Servicequalität und am liebsten mit dir als Verstärkung. Wir freuen uns auf deine Bewerbung – &Los. Als Werkstudent (m/w/d) durch die Auswertung sowie Analyse versicherungstechnischer Daten fundierte Entscheidungsgrundlagen…",Adzuna::API::Response::Job,"{'display_name': 'Helvetia Schweizerische Versicherungsgesellschaft AG', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-18T02:17:03Z,https://www.adzuna.de/land/ad/5255537281?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=D34D7D2315A666886B5706DDF702BBDFDEF79461,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTUzNzI4MSIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.Nh0FvC2d7SpEq4MS6rTJmUFLU0aofsAFEvS2KB9aIdg,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Altstadt'], 'display_name': 'Altstadt, Frankfurt am Main'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",5255537281,Werkstudent Aktuariat Leben / Data Science (m/w/d),0,8.68432,50.11218,,,,
Universitätsklinikum Carl Gustav Carus Dresden Wissenschaftliche*r Mitarbeiter*in (m/w/d) Data Science in der Krebsforschung in der Medizinischen Klinik und Poliklinik I Die Stelle ist zum nächstmöglichen Zeitpunkt in Voll- und Teilzeit für zunächst 24 Monate befristet zu besetzen. Die Vergütung erfolgt nach den Eingruppierungsvorschriften des Tarifvertrages für den öffentlichen Dienst der Länder (TV-L) und ist bei Vorliegen der persönlichen Voraussetzungen in die Entgeltgruppe E13 möglich. Sie…,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Universitätsklinikum Carl Gustav Carus Dresden'}",2025-06-14T01:50:46Z,https://www.adzuna.de/land/ad/5249542330?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=21CCF9CAD118337564756CD9568AFF9123330454,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjQ5NTQyMzMwIn0.rKNFmZgCaIGrGvxwmf4jZqZC0g3UKB-XM5Kj0G4L2Qw,"{'area': ['Deutschland', 'Sachsen', 'Dresden'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Dresden, Sachsen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",5249542330,Wissenschaftliche*r Mitarbeiter*in (m/w/d) Data Science,0,13.756452,51.052725,,,,
"Du arbeitest gerne im Team? Du bist interessiert an innovativen Technologien? Du möchtest Verantwortung übernehmen und etwas bewegen? Dann bieten wir dir bei Kuraray den richtigen Rahmen für die Entfaltung deiner Persönlichkeit. Als weltweit tätiges, dynamisch wachsendes Unternehmen der Spezialchemie mit japanischen Wurzeln zählen wir zu den größten Anbietern von Polymeren und synthetischen Mikrofasern und sind international führend in der Entwicklung und Anwendung innovativer Hochleistungsmate…",Adzuna::API::Response::Job,"{'display_name': 'Kuraray Europe GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-06-16T20:06:45Z,https://www.adzuna.de/land/ad/5253438961?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=DC51350BB64050FEC7FE63AA3D3FD34F164357AD,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjUzNDM4OTYxIn0.LiGjdZIDOFjP5iBNsX5_EKfX5jk7vexZ_Hai87byx4U,"{'display_name': 'Hattersheim am Main, Main-Taunus-Kreis', 'area': ['Deutschland', 'Hessen', 'Main-Taunus-Kreis', 'Hattersheim am Main'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",5253438961,Senior Manager Decision Intelligence (m/w/d),0,8.48668,50.06929,,,,
"Bioinformatiker (m/w/d) – Institut für Medical Data Science Die Medizinische Fakultät ist integraler Bestandteil der Otto-von-Guericke-Universität Magdeburg und wirkt mit dem Universitätsklinikum Magdeburg A.ö.R. in Forschung, Lehre und Krankenversorgung zusammen. Das Forschungsprofil der Fakultät wird durch die beiden Schwerpunkte „Immunologie einschließlich Molekulare Medizin der Entzündung“ und „Neuro­wissenschaften“ geprägt. Pro Jahr werden ca. 185 Studierende der Humanmedizin und ca. 20 St…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Otto-von-Guericke-Universität Magdeburg'}",2025-06-06T19:05:21Z,https://www.adzuna.de/land/ad/5236553882?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=17BDBA3A5D6FA3C4A306BE804A22CD6F632054FE,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNjU1Mzg4MiIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.2_Op0XtG7khy8n_3S5alTWiOri6veKTNSfLKrHH6gtc,"{'display_name': 'Beyendorf-Sohlen, Magdeburg', 'area': ['Deutschland', 'Sachsen-Anhalt', 'Magdeburg', 'Beyendorf-Sohlen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",5236553882,Bioinformatiker (m/w/d) – Institut für Medical Data Science,0,11.63306,52.05737,,,,
"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Tech Innovation'}",2025-05-28T04:59:31Z,https://www.adzuna.de/land/ad/5219363932?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=7FEED09D549EB9238E10E7D91E0EB366D1D352D8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjE5MzYzOTMyIn0.VVx00VJfqh9Uv1f1Ce69aQuJu7v7Z-UQAR3shnwShXw,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5219363932,Werkstudent Data Science im Bereich Fahrzeugdiagnose (m/w/d),0,9.187224,48.776198,,,,
"Über Gerresheimer Gerresheimer ist als innovativer System- und Lösungsanbieter der globale Partner der Pharma-, Biotech- und Kosmetikindustrie. Das Unternehmen bietet ein umfassendes Portfolio an pharmazeutischen Primärverpackungen, Verabreichungssystemen für Medikamente und digitalen Lösungen. Gerresheimer sorgt dafür, dass Medikamente sicher zum Patienten gelangen und zuverlässig verabreicht werden können. Mit rund 13.400 Mitarbeitenden, und über 40 Produktionsstandorten in 16 Ländern in Euro…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Gerresheimer AG'}",2025-06-17T01:48:32Z,https://www.adzuna.de/land/ad/5253842990?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=85FA3AB0EC1B144EEE10D139274F1AFCCF4EC98B,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLWpKbDJ0cE44QkdfQ3R4aGo0VkhqZyIsImkiOiI1MjUzODQyOTkwIn0.B2n_Tm0kjdO6kpF9Fy63r2xk-LMn-LP_k1Up2AbN52o,"{'display_name': 'Pfreimd, Schwandorf (Kreis)', 'area': ['Deutschland', 'Bayern', 'Schwandorf (Kreis)', 'Pfreimd'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",5253842990,Dualer Student – Künstliche Intelligenz und Data Science (m/w/d),0,12.17958,49.49349,full_time,,,
"The department Klinik und Poliklinik für Psychiatrie und Psychotherapie on the Campus Innenstadt invites applications for the area Social Neuroscience on the 01.07.2025, in full time, for a Postdoctoral Researcher Position in Social Cognitive Neuroscience, Psychology, or Data Science (m/f/d) Klinik und Poliklinik für Psychiatrie und Psychotherapie Scope of duties Conduct and support interdisciplinary research at the intersection of cognitive neuroscience, psychology, and portable technology Sup…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Klinikum der Universität München Großhadern'}",2025-05-28T18:20:51Z,https://www.adzuna.de/land/ad/5220147423?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=AAF70B51E94DA50273B04478D1849EE15D09AB25,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyMDE0NzQyMyIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.9Q_Oyvs4DJwduMYuZCW4Ms6DgEq9PCPA9lwgjqZV2ys,"{'display_name': 'Hadern, München', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Hadern']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'teaching-jobs', 'label': 'Lehrberufe'}",5220147423,"Postdoctoral Researcher Position in Social Cognitive Neuroscience, Psychology, or Data Science (m/f/d)",0,11.49009,48.11313,,,,
"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",2025-06-19T20:17:29Z,https://www.adzuna.de/land/ad/5258487455?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=0E16090144B55710E7117189B0A830B98B797952,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1ODQ4NzQ1NSIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.NiogZ7wV0LEaoKVY8xgrUUxlFQNeQxFMxePEqhrlit4,"{'display_name': 'Sindelfingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen']}","{'tag': 'manufacturing-jobs', 'label': 'Stellen aus Fertigung', '__CLASS__': 'Adzuna::API::Response::Category'}",5258487455,Praktikant*in Produktionsplanung,0,9.026231,48.720071,,,,
Das ist das Arbeitsumfeld: Gemeinsam mit rund 200 Auszubildenden und dual Studierenden meisterst du die abwechslungsreichen und anspruchsvollen Aufgaben und bist von Beginn an in ein Team eingebunden. Kompetente Ausbilderinnen und Ausbilder stehen dir mit Rat und Tat zur Seite und unterstützen dich bei deiner fachlichen und persönlichen Entwicklung. Nach erfolgreichem Abschluss darfst du dich auf eine Übernahme von mind. einem Jahr freuen. Zum 01.09. starten wir in einen gemeinsamen Orientierun…,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Datev eG'}",2025-02-20T02:20:59Z,https://www.adzuna.de/land/ad/5056972875?se=-jJl2tpN8BG_Ctxhj4VHjg&utm_medium=api&utm_source=a4bcf954&v=848509D12B5A8119105C74F684400F4396860FA8,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA1Njk3Mjg3NSIsInMiOiItakpsMnRwTjhCR19DdHhoajRWSGpnIn0.icn5DdMBpBu-bblO2iVbz6Kd24BgsyrS0tuO0tXrXdA,"{'area': ['Deutschland', 'Bayern', 'Nürnberg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Nürnberg, Bayern'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",5056972875,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2025",0,11.083642,49.443967,full_time,,,
