location,latitude,description,salary_is_predicted,title,id,redirect_url,__CLASS__,created,longitude,category,company,adref,contract_time,salary_min,salary_max,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}",53.557429,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",0,Trainee Data Engineer / Data Scientist (m/w/d),5361547978,https://www.adzuna.de/land/ad/5361547978?se=TKg7YIOB8BGjQvcl1I0Lpg&utm_medium=api&utm_source=a4bcf954&v=AD2750C556B3D2DABAD5BA07F92F2036F4E33353,Adzuna::API::Response::Job,2025-08-21T04:16:42Z,9.987297,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}","{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2MTU0Nzk3OCIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.6rkYUS-hRhlNbnwP299jB7gBnVKc8aHnXlriGGj458U,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}",50.87096,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",0,Initiativbewerbung Data Science /BI,4931268614,https://www.adzuna.de/details/4931268614?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2024-11-08T12:45:45Z,6.86811,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Skopos Group'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI0OTMxMjY4NjE0In0.Ez7001Z-dr78TH3n04urSiGt6wmqj4dIxA8dgpmhJgY,full_time,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}",50.87096,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",0,Initiativbewerbung Data Science /BI,5348125025,https://www.adzuna.de/details/5348125025?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-08-11T22:08:49Z,6.86811,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SKOPOS ELEMENTS'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0ODEyNTAyNSIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.g1hd4ejfj-Kk6O6ei9v0CV6_qJ7Oz1AEBXeuToBSDvw,full_time,,,
"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], 'display_name': 'Maxvorstadt, München', '__CLASS__': 'Adzuna::API::Response::Location'}",48.1476,"Short Facts Join us on our journey : We at Flexa and Entrix are a diverse team of 50, from 12 nationalities, and steadily growing. To drive the smart and sustainable energy future, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow our Data Science team with innovation, foster talent and teamwork, and drive our offering's growth in alignment with and exceeding Flexa's strategic g…",0,Head of Data Science,5180670474,https://www.adzuna.de/details/5180670474?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-05-04T21:27:47Z,11.56803,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI1MTgwNjcwNDc0In0.iT0ZYrEx1y4QG0W1w8DHLixb9YyXxq7BcO7y5MCPXTQ,full_time,100000.0,140000.0,
"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",52.507706,"About Wolt At Wolt, we create technology that brings joy, simplicity and earnings to the neighborhoods of the world. In 2014 we started with delivery of restaurant food. Now we’re building the delivery of (almost) everything and you’ll find us in over 500 cities in 30 countries around the world. In 2022 we joined forces with DoorDash and together we keep on dreaming big and expanding across the globe. Working at Wolt isn’t always easy, but it’s definitely exciting. Here you’ll learn more, build…",0,"Manager, Data Science, DEU",5345937479,https://www.adzuna.de/details/5345937479?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-08-09T22:50:56Z,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wolt'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI1MzQ1OTM3NDc5In0.OYBP9OEgSx-eFcesXc5_62M2cKvoTPKGq0bphnj9aUM,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bilk, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Bilk']}",51.20259,"VISUS Advisory verbindet tiefes Prozessverständnis mit technischer Exzellenz. Unsere Berater begleiten Kunden von der strategischen Ausrichtung über die technische Konzeption bis hin zur Umsetzung eigener Softwarelösungen oder der effizienten Nutzung bestehender Tools wie z. B. Power Automate. Wir zählen zu den Besten unseres Fachs und suchen vielseitige Talente, die den gesamten Prozess beherrschen. Bereit für diese Herausforderung? Dann starte deine Karriere bei uns. Aufgaben Strategische Ber…",0,Consultant KI & Data Science,5326812249,https://www.adzuna.de/details/5326812249?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-07-29T19:25:41Z,6.78055,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'VISUS Advisory GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyNjgxMjI0OSIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.S5n5kmPTn4A6r79S4BiefL0btfmzwhIGOo7WmoJQi8Y,,55000.0,70000.0,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",52.507706,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…",0,Team Lead Data Science,4870489075,https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2024-09-20T13:48:26Z,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'display_name': 'Mapp Digital Us Llc', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI0ODcwNDg5MDc1In0.iLLRvRj-39Mwq4d7-PipBFTQh1PK78fC-NQaSMDRamU,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",0,Praktikum Data Science in Neckarsulm,5191089945,https://www.adzuna.de/details/5191089945?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-05-09T20:37:52Z,,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE5MTA4OTk0NSIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.h1F_0XYWyZALlMVh-XJ63pS7MzntSTlYTCqzYZ3RqqU,full_time,,,
"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",48.137418,"Verstärke unseren Bereich Export Control & Sanctions in München (Deutschland) zum nächstmöglichen Zeitpunkt. Aufgaben - Erstellung von Datenanalysen, Excel-Makros, Automatisierung von Tätigkeiten mittels RPA und KI - Unterstützung bei der Vorbereitung, Durchführung und Nachbereitung von Exportkontroll-Audits - Mithilfe bei der Nachverfolgung und Umsetzung von definierten Maßnahmen - Mitwirkung bei der Erstellung und Weiterentwicklung exportkontrollrechtlicher Prozesse, Richtlinien und Dokumente…",0,Werkstudent Exportkontrolle/ Audit (m/w/d),5363943860,https://www.adzuna.de/land/ad/5363943860?se=TKg7YIOB8BGjQvcl1I0Lpg&utm_medium=api&utm_source=a4bcf954&v=54EA85212453DDFDC41749E192D3BDD1FC905806,Adzuna::API::Response::Job,2025-08-22T19:52:20Z,11.555737,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs', 'label': 'Stellen aus Buchhaltung & Finanzwesen'}","{'display_name': 'Rohde & Schwarz GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2Mzk0Mzg2MCIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.V64Ni2heYKcOKuXlZ_WpAgJlM-fCblpd6cwGG30Zu-0,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Allach-Untermenzing, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing']}",48.18449,"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in München sucht Dich: Werkstudent Data Science / Data Engineering (all genders) Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, kön…",0,Werkstudent Data Science / Data Engineering (all genders),5148236983,https://www.adzuna.de/details/5148236983?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-04-16T21:50:01Z,11.44811,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs'}","{'display_name': 'MTU Aero Engines AG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE0ODIzNjk4MyIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.Gov8OXNGOYPk-5fF9a6WSUI0PTbQqUApHnpSmDFDrEo,part_time,,,
"{'area': ['Deutschland', 'Bayern', 'Augsburg (Kreis)', 'Augsburg'], 'display_name': 'Augsburg, Augsburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",48.357096,"Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäfts­prozesse unserer Kunden. Durch den smarten Einsatz maßgeschneiderter IT-Lösungen unterstützen wir unsere Kunden dabei, das Beste aus ihrem Business und aktuellen Technologien herauszuholen. Unseren Erfolg aber erreichen wir nur durch eins: die Menschen bei adesso! Sie bringen Ideen, fachliches Know how und Technologien zusammen. Gemeinsam programmieren wir (deine) Zukunft bei adesso. Aufgabe…",0,Lead Consultant AI (all genders),5362144312,https://www.adzuna.de/land/ad/5362144312?se=TKg7YIOB8BGjQvcl1I0Lpg&utm_medium=api&utm_source=a4bcf954&v=80EC1BAF7A0410ABB20136360E2D1D4A3568482F,Adzuna::API::Response::Job,2025-08-21T19:47:35Z,10.89379,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}","{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI1MzYyMTQ0MzEyIn0.3txtehwfK2gmE0_KF1FVrLh4d6c4llpCDlUUNSdJ5Yk,,,,
"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,"Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäfts­prozesse unserer Kunden. Durch den smarten Einsatz maßgeschneiderter IT-Lösungen unterstützen wir unsere Kunden dabei, das Beste aus ihrem Business und aktuellen Technologien herauszuholen. Unseren Erfolg aber erreichen wir nur durch eins: die Menschen bei adesso! Sie bringen Ideen, fachliches Know how und Technologien zusammen. Gemeinsam programmieren wir (deine) Zukunft bei adesso. Aufgabe…",0,Lead Consultant AI (all genders),5362144727,https://www.adzuna.de/land/ad/5362144727?se=TKg7YIOB8BGjQvcl1I0Lpg&utm_medium=api&utm_source=a4bcf954&v=FEACDA9F88D0FD61F2DC13C24616C66B49429421,Adzuna::API::Response::Job,2025-08-21T19:47:37Z,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}","{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2MjE0NDcyNyIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.CoB-xP1P-6Gd806FcGLrOkk-YwzvMjNXmyTRO5JVyk0,,,,
"{'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankenthal, Bautzen (Kreis)'}",51.13209,"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…",0,Praktikum/Abschlussarbeit im Bereich Data Science,5299866746,https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-07-12T22:07:55Z,14.10731,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'KSB SE & Co. KGaA', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5OTg2Njc0NiIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.jGrqXmAkuuwyetc7rb0KoQVx78P09A3tl-i-oO_tPIU,,,,
"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",48.137418,"Werde Teil unserer Mission bei Finanztip Du hast Lust auf Daten, die wirklich was bewegen? Dann unterstütze uns als Werkstudent*in im Bereich Data Science dabei, Nutzerverhalten zu analysieren, personalisierte Empfehlungen zu entwickeln und smarte Datenmodelle für unsere App aufzubauen. Das sind wir Finanztip ist kein gewöhnliches Unternehmen. Als Teil der gemeinnützigen Finanztip Stiftung haben wir eine klare Mission: Finanzen einfach machen. Dabei sind wir nicht nur Deutschlands führender Gel…",0,Werkstudent*in Data Science (all genders),5224878981,https://www.adzuna.de/details/5224878981?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-05-31T14:09:24Z,11.555737,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Finanztip Verbraucherinformation'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNDg3ODk4MSIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.WlGYY3tJTlC94CPAm1wY7dX69LAsOKTYl94kM4U0PxA,part_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Durlach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Durlach, Karlsruhe'}",49.00018,"PreMaster Programm - Data Science Fertigungssteuerung Auf der Breit 4, 76227 Karlsruhe, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Ro…",0,PreMaster Programm - Data Science Fertigungssteuerung,5352271382,https://www.adzuna.de/details/5352271382?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-08-14T14:08:55Z,8.47624,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM1MjI3MTM4MiIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.iQnk-2KGkiJ9HGHcNVCYnRceel3X9-xC2JsXz44IrPI,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",52.507706,"At Index Exchange, we’re reinventing how digital advertising works—at scale. As a global advertising supply-side platform, we empower the world’s leading media owners and marketers to thrive in a programmatic, privacy-first ecosystem. We’re a proud industry pioneer with over 20 years of experience accelerating the ad technology evolution. Our proprietary tech is trusted by some of the world’s largest brands and media owners and plays a crucial role in keeping the internet open, accessible, and …",0,"Engineering Lead Manager, Data Science",5174532409,https://www.adzuna.de/details/5174532409?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-05-01T21:47:19Z,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Index Exchange'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI1MTc0NTMyNDA5In0.cIE4KvUqHgNAqkPMY9CKAQEN1Xgi9XYtN-zF_iIY_lw,,,,
"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,"At Index Exchange, we’re reinventing how digital advertising works—at scale. As a global advertising supply-side platform, we empower the world’s leading media owners and marketers to thrive in a programmatic, privacy-first ecosystem. We’re a proud industry pioneer with over 20 years of experience accelerating the ad technology evolution. Our proprietary tech is trusted by some of the world’s largest brands and media owners and plays a crucial role in keeping the internet open, accessible, and …",0,"Engineering Lead Manager, Data Science",5340348750,https://www.adzuna.de/details/5340348750?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-08-06T21:59:45Z,13.420806,"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Index Exchange'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0MDM0ODc1MCIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.lZGgsws1CHbJR_TBf_UtZhGlTwi4d6vs7NvHz0Npwjc,,,,
"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",52.507706,"Vestiaire Collective is the leading global online marketplace for desirable pre-loved fashion. Our mission is to transform the fashion industry for a more sustainable future by empowering our community to promote the circular fashion movement. Vestiaire was founded in 2009 and is headquartered in Paris with offices in London, Berlin, New York, Singapore, Ho Chi Minh and Hong Kong and warehouses in Tourcoing (France), Crawley (UK), Hong Kong and New York. We currently have a diverse global team …",0,Director of Data Science (Berlin),5262898449,https://www.adzuna.de/details/5262898449?utm_medium=api&utm_source=a4bcf954,Adzuna::API::Response::Job,2025-06-22T15:12:13Z,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Logistik & Lagerhaltung', 'tag': 'logistics-warehouse-jobs'}","{'display_name': 'Vestiaire Collective', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI1MjYyODk4NDQ5In0.kdSYTwTmuT45TzaogeIo7FWNSAZEBy836ogXgN0TMcs,full_time,,,
"{'display_name': 'Raunheim, Groß-Gerau (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Groß-Gerau (Kreis)', 'Raunheim']}",50.0142,"Lufthansa Industry Solutions ist ein Dienstleistungsunternehmen für IT-Beratung und Systemintegration. Die Lufthansa-Tochter unterstützt ihre Kunden bei der digitalen Transformation ihrer Unternehmen. Die Kundenbasis umfasst sowohl Gesellschaften innerhalb des Lufthansa Konzerns als auch mehr als 300 Unternehmen in unterschiedlichen Branchen. Das Unternehmen mit Hauptsitz in Norderstedt beschäftigt über 2.500 Mitarbeiter an mehreren Niederlassungen in Deutschland, Albanien, der Schweiz und den …",0,Senior Celonis Consultant (all genders),5362142839,https://www.adzuna.de/land/ad/5362142839?se=TKg7YIOB8BGjQvcl1I0Lpg&utm_medium=api&utm_source=a4bcf954&v=CC5A97A4D49903999AD838B216FEFE75E97328C5,Adzuna::API::Response::Job,2025-08-21T19:47:25Z,8.45006,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lufthansa Industry Solutions AS GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2MjE0MjgzOSIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.E1TmZqmLR2RBR_UynUrpexkAqN9QZGbfco4DIWeRKMA,,,,
"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",53.557429,"This job is with TELUS Digital, an inclusive employer and a member of myGwork – the largest global platform for the LGBTQ business community. Please do not contact the recruiter directly. Are you ready to use your domain knowledge to advance AI? Join us as a Data Partner and work remotely with flexible hours. We are seeking highly knowledgeable Subject Matter Expert to design advanced, domain-specific questions and solutions. The role involves creating challenging problem sets that test deep re…",0,Data Partner - Computer Science - Spanish,5360722158,https://www.adzuna.de/land/ad/5360722158?se=TKg7YIOB8BGjQvcl1I0Lpg&utm_medium=api&utm_source=a4bcf954&v=693521FC61951587268CAC6250FC7C8A9D63D036,Adzuna::API::Response::Job,2025-08-20T22:18:16Z,9.987297,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'myGwork'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2MDcyMjE1OCIsInMiOiJUS2c3WUlPQjhCR2pRdmNsMUkwTHBnIn0.fVuHRFebxyEn04KI8mU0MYos86-xa9cCQItskHgXxpk,part_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location'}",49.073517,"Diese Stelle bei AMAI vereint technische Exzellenz mit echter Wirkung: Du arbeitest an innovativen KI-Projekten von der Strategie bis zum Code und bringst Unternehmen europaweit an die Spitze der technologischen Entwicklung. Mit viel Gestaltungsspielraum, einem hochkompetenten Team und einem klaren Fokus auf sinnvolle, gesellschaftlich verantwortungsvolle AI-Lösungen bietet AMAI das ideale Umfeld für ambitionierte Data Scientists mit Beratungsgen. Tätigkeiten Als erfahrener Experte führst du Da…",0,Senior Data Scientist (m/f/d),5350726849,https://www.adzuna.de/land/ad/5350726849?se=TKg7YIOB8BGjQvcl1I0Lpg&utm_medium=api&utm_source=a4bcf954&v=1D939C8EDEE658F2611EFE9A61F34426E36532B7,Adzuna::API::Response::Job,2025-08-13T20:01:47Z,8.589191,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'AMAI GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEtnN1lJT0I4QkdqUXZjbDFJMExwZyIsImkiOiI1MzUwNzI2ODQ5In0.sFK1S-IltDWZ2GeU9gqMxtXUb8t3EE0N5zif7JHg-8Q,,,,
