longitude,created,adref,category,company,location,title,description,redirect_url,latitude,id,__CLASS__,salary_is_predicted,contract_time,contract_type,salary_max,salary_min
6.69279,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDI3In0.LR15j14U1T8-93Ven7AwYjT4Pl4WXPXasgqoF0ovRDU,"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Barbaraviertel, Neuss', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Kreis Neuss', 'Neuss', 'Barbaraviertel']}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570427?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=0FF77E8B0BDB2199058184B58E2D69E5A42538D0,51.21349,5565570427,Adzuna::API::Response::Job,0,full_time,permanent,,
7.22415,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDMxIn0.ZkCOZE0tHUMwjH54g1pm4b112UqPAU9TKrhMaYnop6A,"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Ennepe-Ruhr-Kreis', 'Hattingen', 'Holthausen'], 'display_name': 'Holthausen, Hattingen'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570431?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=8C5EA38261B3DD632F18AC486F6B07663CFE0A31,51.39329,5565570431,Adzuna::API::Response::Job,0,full_time,permanent,,
6.39672,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDM5In0.hNasZEQWlFu7USrS-FpYIytfYFdRPoQxQjpfSpN626o,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Beberich, Viersen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Viersen (Kreis)', 'Viersen', 'Beberich'], '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570439?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=C91A172336017413B515D698F5185D4BEDA42FEB,51.2379,5565570439,Adzuna::API::Response::Job,0,full_time,permanent,,
6.69504,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDMzIn0.tgN-tv3S1_euBZAQ5eokchiRPOALulnZpZB4TNIfeH8,"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Wesel (Kreis)', 'Dinslaken', 'Am Stapp'], 'display_name': 'Am Stapp, Dinslaken', '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570433?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=8B37AE3197427C076CF5965241D193BFE2B203A3,51.56083,5565570433,Adzuna::API::Response::Job,0,full_time,permanent,,
6.61074,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDI1In0.4tTeUwQCPC4yNkx-89U2jUv3-FP2MX_lyN8OQPjjypA,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Wesel (Kreis)', 'Wesel', 'Feldmark'], 'display_name': 'Feldmark, Wesel', '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570425?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=D602167B4706C4DA708458D06D3CCD2C63E7AD08,51.67506,5565570425,Adzuna::API::Response::Job,0,full_time,permanent,,
6.86811,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDI5In0.N_IPssa8ygd9hDYx03OLYIpa9n3LkmFN_A2v8EQjAXs,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Hürth, Rhein-Erft-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570429?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=A52D2BB40EA1C79964ED49467B1F593A6A968867,50.87096,5565570429,Adzuna::API::Response::Job,0,full_time,permanent,,
12.20687,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NTU3MDQyNCIsInMiOiJwbml0bWdmcThCRy1lNVRrUXNYYW9BIn0.L3DsYypc10y_41XdO99BA4fELA6lyvz3b2aFDoQDN-Y,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}","{'area': ['Deutschland', 'Bayern', 'Regensburg (Kreis)', 'Wenzenbach'], 'display_name': 'Wenzenbach, Regensburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570424?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=F0ECFA7A1BA4EBB56A1BC1779C64CA60C0516535,49.05856,5565570424,Adzuna::API::Response::Job,0,full_time,permanent,,
13.37174,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NTU3MDQzNSIsInMiOiJwbml0bWdmcThCRy1lNVRrUXNYYW9BIn0.rv1gXxtKoq21-fPYpK7JWKqMz3L8EUSUF5Xn2jaWgjU,"{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Steinbecker Vorstadt, Greifswald', 'area': ['Deutschland', 'Mecklenburg-Vorpommern', 'Vorpommern-Greifswald (Kreis)', 'Greifswald', 'Steinbecker Vorstadt']}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570435?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=350281053A507AB7CDB322CAB07C518CBAD8D6AD,54.08429,5565570435,Adzuna::API::Response::Job,0,full_time,permanent,,
7.49518,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDMyIn0.IUMTRwVNZr1E3Bhm0rTtorL-WMLPw7pn46lMCgS4Tug,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Hagen', 'Hochschulviertel'], 'display_name': 'Hochschulviertel, Hagen'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570432?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=D8B3CB6AB6A9EBF5CD04FEEDA5C70A642293F361,51.38077,5565570432,Adzuna::API::Response::Job,0,full_time,permanent,,
11.40534,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NTU3MDQzOCIsInMiOiJwbml0bWdmcThCRy1lNVRrUXNYYW9BIn0.a8MEM3NglgLLYLdZvEunxaILPCZB_ezNLK2U9qgV13Y,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Feldstadt, Schwerin', 'area': ['Deutschland', 'Mecklenburg-Vorpommern', 'Schwerin', 'Feldstadt']}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570438?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=F74BDD905B000465DAFDA127539AAD892317155C,53.62899,5565570438,Adzuna::API::Response::Job,0,full_time,permanent,,
6.13074,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDM2In0.aM5zr8WBQKM6dKa1TiZZNZk1HE0-3rkcHZxledlA454,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Kleve (Kreis)', 'Kleve'], 'display_name': 'Kleve, Kleve (Kreis)'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570436?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=6AC67F61837C77203AC1F50D2D804E2325350F59,51.78475,5565570436,Adzuna::API::Response::Job,0,full_time,permanent,,
7.62585,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NTU3MDQzMCIsInMiOiJwbml0bWdmcThCRy1lNVRrUXNYYW9BIn0.RofGNMY70vQ9wkxaput2f6XWYzc6q8an82xFbHTp2J4,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster', 'Centrum'], 'display_name': 'Centrum, Münster', '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570430?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=D4FF4F30F23EB4E3061B059C9C5BF39207FA1526,51.96073,5565570430,Adzuna::API::Response::Job,0,full_time,permanent,,
10.76094,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NTU3MDQyMyIsInMiOiJwbml0bWdmcThCRy1lNVRrUXNYYW9BIn0.NwdNEDfMeKMAOHD7WFA34LvVC0XtTBkpV__yM61iEnQ,"{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Niedersachsen', 'Wolfsburg', 'Eichelkamp'], 'display_name': 'Eichelkamp, Wolfsburg', '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570423?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=2D9A532436C0DC776D55D35E8E61A113336B3C67,52.41001,5565570423,Adzuna::API::Response::Job,0,full_time,permanent,,
7.76632,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDM3In0.zVnN7f148wLL-4OC6SCE3ayGsbjSp-phM4zhjphNiyc,"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bösperde, Menden (Sauerland)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Märkischer Kreis', 'Menden (Sauerland)', 'Bösperde']}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570437?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=72EC80E461817FF3D049E299FE58BB7498ABBB52,51.45902,5565570437,Adzuna::API::Response::Job,0,full_time,permanent,,
8.06871,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NTcwNDI2In0.yn6yJYRpG9NFRbCMIY7f6elN2raD2Uvh2UTStNeoAgQ,"{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}","{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Niedersachsen', 'Osnabrück (Kreis)', 'Osnabrück', 'Gartlage'], 'display_name': 'Gartlage, Osnabrück', '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570426?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=2AE6DD16EBF726DEB1950542ADC8E9FEE86EC132,52.29175,5565570426,Adzuna::API::Response::Job,0,full_time,permanent,,
6.44166,2026-01-03T02:17:04Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NTU3MDQzNCIsInMiOiJwbml0bWdmcThCRy1lNVRrUXNYYW9BIn0.uuKSZJvSeyQnYtS-MFHXi_FILeGEJdKtaaMascuOIr4,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düren (Kreis)', 'Düren', 'Gürzenich'], 'display_name': 'Gürzenich, Düren', '__CLASS__': 'Adzuna::API::Response::Location'}",Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,"Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings in App-, Web- und KI-Technologien. In unseren Programmen machen wir Menschen ohne Vorkenntnisse fit für den Einstieg in die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit o…",https://www.adzuna.de/land/ad/5565570434?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=13A7650B47A2D22371A7E84F6E609C8FD1C7A4FD,50.79071,5565570434,Adzuna::API::Response::Job,0,full_time,permanent,,
7.816286,2026-01-02T23:53:31Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicG5pdG1nZnE4QkctZTVUa1FzWGFvQSIsImkiOiI1NTY1NDE2MjU3In0.x537uTLRU6v2NMQyFQvGQ6SjAAygDuMZpkNYC04Ad9g,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Haufe Group'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Freiburg im Breisgau'], 'display_name': 'Freiburg im Breisgau, Baden-Württemberg'}",Duales Studium 2026 - Data Science und KI B.Sc. (d/m/w) - Inklusiver Job   ,"Wir bilden aus und suchen begeisterte Daten-Enthusiast:innen! KI, Data Engineering, Cloud Computing oder Big Data sollen nicht länger nur theoretische Begriffe sein? Dann ist unser duales Studium mit dem Schwerpunkt Data Science und Künstliche Intelligenz die perfekte Gelegenheit, um deine Fähigkeiten zu entwickeln und in die vielschichtige Welt der Daten einzutauchen. Setze jetzt den Startschuss für deine Karriere ab September 2026 im Studiengang Data Science und Künstliche Intelligenz - Busin…",https://www.adzuna.de/details/5565416257?utm_medium=api&utm_source=a4bcf954,47.999458,5565416257,Adzuna::API::Response::Job,0,,,,
9.187224,2025-12-20T00:28:36Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0OTI4MTI2NyIsInMiOiJwbml0bWdmcThCRy1lNVRrUXNYYW9BIn0.07ktvazXlz99DiHIQV7ALKIO3bP1k_7e5HWFosg5wTU,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ITSCare-IT-Services für den Gesundheitsmarkt GbR'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart'], 'display_name': 'Stuttgart, Baden-Württemberg'}",Duales Studium Wirtschaftsinformatik â Data Science (B.Sc.) (m/w/d),"Duales Studium Wirtschaftsinformatik – Data Science (B.Sc.) (m/w/d) Einblicke in das Unternehmen Die ITSCare mit Sitz in Frankfurt a.M. und zentralem Unternehmensstandort in Stuttgart ist 100% Tochter von drei AOKs. Als Dienstleister sind wir mit ca. 700 qualifizierten Mitarbeitenden verantwortlich für die Verarbeitung und Speicherung der Sozialdaten von ca. 7,5 Millionen Versicherten. Als Spezialist für Netzwerke, Hardware, Software, Telekommunikation und Rechenzentrumsbetrieb stehen wir für L…",https://www.adzuna.de/land/ad/5549281267?se=pnitmgfq8BG-e5TkQsXaoA&utm_medium=api&utm_source=a4bcf954&v=FB2FAA437A914F823CBFC579A4F7936B525D271F,48.776198,5549281267,Adzuna::API::Response::Job,0,,,,
