longitude,created,description,adref,title,latitude,location,category,salary_is_predicted,redirect_url,company,__CLASS__,id,contract_time,contract_type,salary_min,salary_max
10.13046,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzY5In0.-jRiWUSBDmApSpXmjqkjiBg1tKSXyJETzOZptf8Kow0,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,48.68488,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heidenheim (Kreis)', 'Heidenheim an der Brenz', 'Schnaitheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Schnaitheim, Heidenheim an der Brenz'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564369?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=366B77E6A7F1621F27CEA1DA6F358C90BCC43AFB,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}",Adzuna::API::Response::Job,5430564369,full_time,permanent,,
10.08991,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM2NyIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.WI2B4xk5wBACEJnA5pUNHkk9pYH9Q_8BAvVTmFO8BIM,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,48.83597,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wasseralfingen, Aalen', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Aalen', 'Wasseralfingen']}","{'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5430564367?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=09ABD83AB89087229128E754B1F31BD58A5C403D,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564367,full_time,permanent,,
7.74951,2025-10-04T02:26:35Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM4MSIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.zrMtFDxhTSJyl8sJmfzTJuoRAlpKzbXynGXTKZ32lVY,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,52.2637,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Steinfurt (Kreis)', 'Ibbenbüren', 'Alstedde'], 'display_name': 'Alstedde, Ibbenbüren', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564381?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=ABC177B0AAC8356BFD1CB20DE23ED465FA90F7F6,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564381,full_time,permanent,,
6.94712,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzYxIn0.E7q1cOfKn8PCqzaezLKxZ-rpZk8ixpls60GDHw76lRQ,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,51.10245,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Langenfeld (Rheinland), Mettmann (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Mettmann (Kreis)', 'Langenfeld (Rheinland)']}","{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5430564361?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=1964B4F364D5EEE613A53C951F1F0A0D17B44BDC,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564361,full_time,permanent,,
7.22121,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM2NCIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.2JwwqrFn7httK2pUv_EqQ1OLc142_UvPaI7vQ2NaUTg,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,51.48218,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Innenstadt, Bochum', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bochum', 'Innenstadt']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564364?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=AF483816E86DCB1BFF7E96A791679A9EC514FBC5,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}",Adzuna::API::Response::Job,5430564364,full_time,permanent,,
8.20168,2025-10-04T02:26:35Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM3NiIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.1pDkwZi_9QXOek1xgqSfP82Gv3vDO5LOcLH7oERMKmk,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,48.85746,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Rastatt, Rastatt (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Rastatt (Kreis)', 'Rastatt']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564376?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=CDBE5ABFA327D3CAF48EF7D3CC8D8A34BB1D341B,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}",Adzuna::API::Response::Job,5430564376,full_time,permanent,,
9.19154,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzU1In0.1xnJOrlKJGCiiddBOGnzvCpWOPbd5pcmB3j4tTxO3jA,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,48.69005,"{'display_name': 'Flughafen, Stuttgart', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Flughafen']}","{'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5430564355?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=53842C25E12FF0D1309DA243CD8F34D33EA17537,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564355,full_time,permanent,,
6.89348,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzYwIn0.jdYpxtez6yfr4dAUfllD9L9U8_q6ArJo5l6O2S26wzA,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,51.43579,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Eppinghofen, Mülheim an der Ruhr', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Mülheim an der Ruhr', 'Eppinghofen']}","{'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5430564360?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=67B65F585C21C4A4B8832171E9F652FE8CFDB29F,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564360,full_time,permanent,,
6.69504,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM2MyIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.j6-Slz3bz0faXpSCogsRFZ5L8xzAtjK1zKMm34XI55I,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,51.56083,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Am Stapp, Dinslaken', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Wesel (Kreis)', 'Dinslaken', 'Am Stapp']}","{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5430564363?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=9111320EBAB9704CACA1E51B46F190481AEAD557,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564363,full_time,permanent,,
8.46027,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzU3In0.5Gbjk30a4CbxLq3NeTtMJhyqPHRjGqRYxV5jmx6O2RE,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,49.49301,"{'display_name': 'Innenstadt, Mannheim', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim', 'Innenstadt']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564357?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=E5FB6D4F77EE58F2C35BC3B7065699A720601974,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564357,full_time,permanent,,
11.40534,2025-10-04T02:26:35Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM3NSIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.5ZFNOXqtiprtMknah3XqRA0vvX6R0fGAsTSOHZHTSK8,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,53.62899,"{'area': ['Deutschland', 'Mecklenburg-Vorpommern', 'Schwerin', 'Feldstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Feldstadt, Schwerin'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564375?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=BDF555342A027C5CB5B1E82C2947B850BE34945C,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564375,full_time,permanent,,
11.08314,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM2NiIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.oaCLklbbYSQKlmlOtJ02w9btus3Q_AHKvN0GhqBsqRE,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,49.44985,"{'display_name': 'Innenstadt, Fürth', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Fürth (Kreis)', 'Fürth', 'Innenstadt']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}",0,https://www.adzuna.de/land/ad/5430564366?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=CFED0EF93B78FBC26D0CF6B4B4FE9DBE513BF5E7,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}",Adzuna::API::Response::Job,5430564366,full_time,permanent,,
8.43196,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzUzIn0.GhbNoMlOFf-n86Y8gnmIqDO0ST1F0ySs6_3xkAbA8lU,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,49.47766,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mitte, Ludwigshafen am Rhein', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Ludwigshafen am Rhein', 'Mitte']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564353?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=89B091244EA9A4783128F0AEF2A2E992BF0F6F45,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564353,full_time,permanent,,
6.62869,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMDU2NDM1OSIsInMiOiJMa2h0UDRTaThCR1Vmb2kxOWdrdGt3In0.G8dMmN1yNgtoL2usqkRp7vf3Bib_t_VaIrsZx-o8piM,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,51.06649,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Kreis Neuss', 'Grevenbroich', 'Allrath'], 'display_name': 'Allrath, Grevenbroich', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}",0,https://www.adzuna.de/land/ad/5430564359?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=D7E8813337125B5E9AF3E83CD69D15F3B0EBDEAD,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}",Adzuna::API::Response::Job,5430564359,full_time,permanent,,
7.3056,2025-10-04T02:26:35Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzcwIn0.3ZwTcKVxlyAD5acIljtQIiX-zX0E4yV9R0Ihdm04KgA,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,51.5469,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Recklinghausen (Kreis)', 'Castrop-Rauxel', 'Obercastrop'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Obercastrop, Castrop-Rauxel'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs'}",0,https://www.adzuna.de/land/ad/5430564370?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=2574744AFF2F0B7AA7E1C8FC2043AA2F4E611901,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}",Adzuna::API::Response::Job,5430564370,full_time,permanent,,
8.06871,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzU4In0.NLDaRl92zd_zVQg7PDRbG9Ox6K66UiDV0dvVHZ_qq8M,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,52.29175,"{'area': ['Deutschland', 'Niedersachsen', 'Osnabrück (Kreis)', 'Osnabrück', 'Gartlage'], 'display_name': 'Gartlage, Osnabrück', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,https://www.adzuna.de/land/ad/5430564358?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=47BB0DB0D81FBF36A7BF5A99CBB750B14509101E,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564358,full_time,permanent,,
7.4619,2025-10-04T02:26:34Z,"Syntex GmbH Deine Perspektive Weiterbildungsangebot ausschließlich für arbeitslose oder arbeitssuchend Personen, die bei der Agentur für Arbeit oder dem Jobcenter gemeldet sind. Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist das dein Einstieg: In nur 3 Monaten lernst du den professionellen Umgang mit Tools wie ChatGPT, Gemini oder Copilot und bereitest dich auf vielfältige Jobmöglichkeiten in Verwaltung, Marketing, Kundenservice, Projekta…",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTGtodFA0U2k4QkdVZm9pMTlna3RrdyIsImkiOiI1NDMwNTY0MzU2In0.s9VVbsizIbhRroAamwsR23gnqUrsFR236uHDzdUIkEc,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,50.42667,"{'area': ['Deutschland', 'Rheinland-Pfalz', 'Mayen-Koblenz (Kreis)', 'Weißenthurm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Weißenthurm, Mayen-Koblenz (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,https://www.adzuna.de/land/ad/5430564356?se=LkhtP4Si8BGUfoi19gktkw&utm_medium=api&utm_source=a4bcf954&v=E23D5B504312B24974FCC0214D1FB54D6F61FA9C,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,5430564356,full_time,permanent,,
