company,title,salary_is_predicted,longitude,latitude,adref,description,__CLASS__,created,redirect_url,location,id,category,contract_time,salary_min,salary_max,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Felix Schoeller GmbH & Co. KG'}",Data/System Architekt Finance & Controlling (m/w/d),0,8.055137,52.274227,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0JiMWt6Qmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzUwNDYwMTAzIn0.cmkOXPn-eJjaOECw0m0Fg1Bseu_7ZJ5uzxpXX7zGxNs,"Wir sind nicht irgendein Unternehmen. Felix Schoeller ist ein echtes Familienunternehmen. Und wir verstehen uns auch als Familie – seit 1895. Unseren Weg begleiten engagierte Mitarbeitende und herausfordernde Aufgaben in einem internationalen Umfeld. Dabei setzen wir auf Flexibilität, Verantwortung und Vertrauen und geben den Raum zu wachsen. Denn wie in einer Familie heißt es bei uns: Dein Weg ist unser Weg. Dabei sind wir weltweit an 14 Standorten in 9 Ländern über 2.500 begeisterte Fachleute…",Adzuna::API::Response::Job,2026-06-03T12:50:59Z,https://www.adzuna.de/land/ad/5750460103?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=0CA0FEC76C805BB42681C33BC28E2AA320FE2FD7,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Osnabrück, Osnabrück (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Osnabrück (Kreis)', 'Osnabrück']}",5750460103,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",Praktikum Panel Data Management,0,9.2274,49.18975,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxNzEyNTY3MiIsInMiOiJjQmIxa3pCajhSR2RKN3N5OXJPT0R3In0.0gMuOG2YImS2MigCciK75KIt1jbSVPANS297uIfSSrY,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",Adzuna::API::Response::Job,2026-05-02T16:51:03Z,https://www.adzuna.de/land/ad/5717125672?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=F59C98C955B11C04B9E68E2535A4D497D54F8CE2,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",5717125672,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Fraport AG'}","Bachelor of Science, Angewandte Informatik (m/w/d) (2027)",0,,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MzExODc4OSIsInMiOiJjQmIxa3pCajhSR2RKN3N5OXJPT0R3In0.HzKUb0YsEsDJifj4ECQab3-UP5dT-9U-Jelq9RcfN-o,"Willkommen im Team der Fraport AG . Wir sind eines der führenden Unternehmen im Airport Business und betreiben mit dem Flughafen Frankfurt einen der größten Verkehrsflughäfen Europas. Tag für Tag verbinden wir bei Fraport Menschen und Kulturen aus aller Welt – auch als Arbeitgeber. Wir sind das berufliche Zuhause für Menschen aus über 100 Nationen, die an einem Strang ziehen, um unseren Flughafen 365 Tage im Jahr am Laufen zu halten. Du willst deinen eigenen Weg in der Fraport-Welt gehen? Dann …",Adzuna::API::Response::Job,2026-06-05T12:55:16Z,https://www.adzuna.de/land/ad/5753118789?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=60F04F5C99270DDD43B1D83DEB464A6C9D54D6D6,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}",5753118789,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ASMPT GmbH & Co. KG'}",Dualer Student (m/w/d) - Data Science & Scientific Computing Bachelor,0,11.555737,48.137418,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM2MDM4NSIsInMiOiJjQmIxa3pCajhSR2RKN3N5OXJPT0R3In0.TmNyObhjg7KiLpIRkZswuooYmt0nayNXXK7KOfSmmwg,"Willkommen bei ASMPT. Hier bist du auf dem direkten Weg in das digitale Zeitalter. Mit 12.000 Mitarbeitenden weltweit sind wir technologischer Prozesspartner für die Elektronikindustrie und brennen für innovative Automatisierungsstrategien am Puls der Zeit. Mit unseren smarten Lösungen fordern unsere passionierten Teams den technischen Status quo immer wieder heraus und setzen so neue Maßstäbe für die Fertigung von Smartphones, Computern, Netzwerken, autonomen Fahrzeugen, intelligenten Maschine…",Adzuna::API::Response::Job,2026-06-03T11:34:00Z,https://www.adzuna.de/land/ad/5750360385?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=D0DF4373E4704CC85E24991C16B79454A4AE637D,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5750360385,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",,,,
"{'display_name': 'Vitesco Technologies', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium 2026 - Data Science und Künstliche Intelligenz (m/w/d),0,9.78956,50.9737,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM2MDU2NSIsInMiOiJjQmIxa3pCajhSR2RKN3N5OXJPT0R3In0.I9jt8aaxZsvCNtaIMwNS0qH0rT2hRmJ0DfIxqNMp_3Q,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Im Überblick Studienab…",Adzuna::API::Response::Job,2026-06-03T11:34:02Z,https://www.adzuna.de/land/ad/5750360565?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=7117ECF903BEE6CEB9EFB5A1BF0B68BECBFC4911,"{'area': ['Deutschland', 'Hessen', 'Hersfeld-Rotenburg (Kreis)', 'Bebra'], 'display_name': 'Bebra, Hersfeld-Rotenburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5750360565,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'Bosch Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",Bachelor of Science (B.Sc.) Studiengang: Data Science und Künstliche Intelligenz,0,8.412378,49.001249,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0JiMWt6Qmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzUwMzYyOTIxIn0.O2HET57vNJ3LrSE3CcwaDoEa44UWYcsPBt-b1eR9XB4,"Bosch gehört zu den weltweit führenden Zulieferern der Automobilindustrie. Am Standort Karlsruhe ist die Zentrale des Bosch Geschäftsbereichs Mobility Aftermarket mit Vertriebszentrum. Unser Logistikzentrum besticht durch innovative Technologien und setzt Standards in der Arbeitsorganisation, im Transport und Umweltschutz. Zusammen mit unseren flexiblen Arbeitszeitmodellen sind wir der Maßstab in der Distributionslogistik im Mobility Aftermarket und wir stehen für Innovationen für Menschen, Ges…",Adzuna::API::Response::Job,2026-06-03T11:34:21Z,https://www.adzuna.de/land/ad/5750362921?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=E84F6EEC0CB47ED775BAB73AC577FD0E99F85045,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)'}",5750362921,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",,,,
"{'display_name': 'Loh Services GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","Duales Studium Softwaretechnologie â Fachrichtung Data Science, Künstliche Intelligenz oder Software",0,8.20531,50.74164,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM2Njk2OSIsInMiOiJjQmIxa3pCajhSR2RKN3N5OXJPT0R3In0.EcU1pEY-JAhyp7W7wSmjLy2K7uvyVcbyXfkvWzjKOCI,"Gemeinsam bewegen wir mehr. Nutze unsere vielfältigen Einsatzmöglichkeiten und beginne am 10. Juli 2026 Dein duales Studium in der Friedhelm Loh Group. Aufgaben Duales Bachelor Studium im Bereich Softwaretechnologie für die Fachrichtungen Data Science, Künstliche Intelligenz oder Softwareentwicklung Studiendauer 7 Semester in Kooperation mit der Technischen Hochschule Mittelhessen Reale Projekte und abwechslungsreiche Praxisphasen in verschiedenen Einsatzgebieten z. B. IT, Produktion, Forschung…",Adzuna::API::Response::Job,2026-06-03T11:34:55Z,https://www.adzuna.de/land/ad/5750366969?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=B22414B2C370E4F14B4FD1152132C8A87AA2FB0C,"{'display_name': 'Haiger, Lahn-Dill-Kreis', 'area': ['Deutschland', 'Hessen', 'Lahn-Dill-Kreis', 'Haiger'], '__CLASS__': 'Adzuna::API::Response::Location'}",5750366969,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",,,,
"{'display_name': 'allsafe GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Bachelor of Science - Informatik / Wirtschaftsinformatik / Data Science & KI,0,8.77577,47.85762,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0JiMWt6Qmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzUwMzY0NjI2In0.RvgIHDY_qtFmllzSBVYg377IipikwdQ6EPsZpdgsRfA,"Das bieten wir: - Mitverantwortung im Tagessgeschäft und eigenverantwortliche Umsetzung von Studenten-Projekten - Work-Life-Balance dank flexiblem Arbeitszeitenmodell - Mitwirkung auf unseren Social-Media-Kanälen (Instagram, Facebook, TikTok, Youtube, ) - Kollegialer Umgang und offene Kommunikation mit Kollegen - Kaffeeecke, Tischtennis, Tischkicker, Lese-Ecke, Cafeteria, Terrasse, … wenn du mal eine Pause brauchst - Finanzielle Unterstützung beim Auslandspraktikum - betriebliche Zusatzkrankenv…",Adzuna::API::Response::Job,2026-06-03T11:34:37Z,https://www.adzuna.de/land/ad/5750364626?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=39C2F48BE2EC7A686C8B82BDE22216F2972413C1,"{'area': ['Deutschland', 'Baden-Württemberg', 'Konstanz (Kreis)', 'Engen'], 'display_name': 'Engen, Konstanz (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5750364626,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Fraport AG'}","Bachelor of Science, Wirtschaftsinformatik (m/w/d) (2027)",0,,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiY0JiMWt6Qmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzU0MzM3OTM0In0.nFz1tEeLgu_PcFEncCZfXV3Z8KFXmKrIvdu4m7GyW2M,"Willkommen im Team der Fraport AG . Wir sind eines der führenden Unternehmen im Airport Business und betreiben mit dem Flughafen Frankfurt einen der größten Verkehrsflughäfen Europas. Tag für Tag verbinden wir bei Fraport Menschen und Kulturen aus aller Welt – auch als Arbeitgeber. Wir sind das berufliche Zuhause für Menschen aus über 100 Nationen, die an einem Strang ziehen, um unseren Flughafen 365 Tage im Jahr am Laufen zu halten. Du willst deinen eigenen Weg in der Fraport-Welt gehen? Dann …",Adzuna::API::Response::Job,2026-06-06T12:56:40Z,https://www.adzuna.de/land/ad/5754337934?se=cBb1kzBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=8256ED621069E6F5D58B1C32E67E70E81BF7F335,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}",5754337934,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",,,,
{'__CLASS__': 'Adzuna::API::Response::Company'},Duales Bachelorstudium Data Science in Technik und Wirtschaft (B.Eng.) - Erlangen/Forchheim,0,10.984506,49.577521,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmljS2xUQmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzQ5MzE1NTEwIn0.cZwFsV8dsrSOUAMx_1U3F1VZwj7AC4n46jnz7u2WTIo,"Dein Berufsbild: Du magst Mathe und möchtest später etwas mit Daten machen? Dich faszinieren datengestützte Tools, wie ChatGPT, und du kennst deren große Chance für die Zukunft? Dann bewirb dich für das duale Studium B.Eng. Data Science in Technik und Wirtschaft und entdecke mit uns, wie wir die Welt der Medizintechnik durch datenbasierte Entscheidungen verändern können. Daten sind eines der Fundamente, damit Unternehmen bestmögliche Entscheidungen treffen können. Im Studiengang B.Eng. Data Sci…",Adzuna::API::Response::Job,2026-06-02T18:35:06Z,https://www.adzuna.de/land/ad/5749315510?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=B755D6DE45F5AA9DEE2EB6EB0723205643094CCD,"{'display_name': 'Erlangen, Bayern', 'area': ['Deutschland', 'Bayern', 'Erlangen'], '__CLASS__': 'Adzuna::API::Response::Location'}",5749315510,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
{'__CLASS__': 'Adzuna::API::Response::Company'},Intern in Behavioral Data Science - Agentic AI & People Analytics (all genders),0,7.007059,51.048715,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDc3Nzk4MyIsInMiOiJKaWNLbFRCajhSR2RKN3N5OXJPT0R3In0.pfL71BFV0awzFVkG1mqnMSYRmIHXoKg0lIvPUrsStkg,"Where do you want to go? What do you want to achieve? How would you like to get involved? The choice is yours and we will support you on your way. At Bayer, multi-talents and specialists, visionaries and passionate people, thinkers and doers come together to feed the world, slow climate change and create healthier, more sustainable lives for all. This is the opportunity to start your career with a global leader committed to HealthForAll HungerForNone. Bring your ideas, skills and passion with y…",Adzuna::API::Response::Job,2026-06-03T18:39:50Z,https://www.adzuna.de/land/ad/5750777983?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=F7206951AE1F1F2419EE74F442F2B0CFF0C3F64E,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Leverkusen, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Leverkusen']}",5750777983,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",,,,
"{'display_name': 'Bayerische Landesbank ', '__CLASS__': 'Adzuna::API::Response::Company'}",Hochschule München: Duales Studium Data Science und Scientific Computing (B.Sc.) 2027,0,11.555737,48.137418,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM1ODQ4MyIsInMiOiJKaWNLbFRCajhSR2RKN3N5OXJPT0R3In0.0gz6wBHlY0purfTA0VsEPL4pRckBUTk0P1amNx94fnA,"Wir alle haben als Kinder davon geträumt, Großes zu bewirken – ob als gute Feen, Stars im Rampenlicht oder Weltraumreisende im All. Höchste Zeit, dass diese Träume wahr werden! Dein Traumschiff? Die BayernLB! Bei uns steuern wir einer blühenden Zukunft entgegen und kämpfen als Fortschrittsfinanzierer für die Welt von morgen. Unsere Feenflügel und Raumanzüge haben wir abgelegt. Nicht aber unsere Ziele. Denen sind wir näher denn je. Als Spezialbank fokussieren wir uns auf ausgesuchte Zukunftssekt…",Adzuna::API::Response::Job,2026-06-03T11:33:42Z,https://www.adzuna.de/land/ad/5750358483?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=E7D6BD682D593476A95C23C277F782F8D43EB095,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",5750358483,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",,,,
"{'display_name': 'ERGO Group AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Gruppenleiter Pricing & Market Analytics (m/w/d),0,6.808387,51.226802,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MTExNTk2MyIsInMiOiJKaWNLbFRCajhSR2RKN3N5OXJPT0R3In0.-A2AQ_R2azO-SehGZ7L6NoDBBbPkAVRK5eooaQxb0wM,"ERGO ist eine der größten Versicherungsgruppen in Deutschland und Europa. Wir bieten ein dynamisches Umfeld und herausfordernde Aufgaben in vielfältigen Projekten - an denen Sie weiter wachsen können. Gehen Sie mit uns neue Wege! Unser gemeinsames Ziel: unseren Kunden genau das zu bieten, was sie brauchen. Gruppenleiter Pricing & Market Analytics (m/w/d) Standort Düsseldorf, Deutschland Job ID ERGO02775 Jobtyp Vollzeit oder Teilzeit Unternehmen ERGO Deutschland Arbeitsmodus Hybrid Beschäftigung…",Adzuna::API::Response::Job,2026-05-26T11:53:55Z,https://www.adzuna.de/land/ad/5741115963?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=F215B167A9455291752146D261F6723D550A7773,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",5741115963,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",,,,
"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}","Duales Studium Data Science und Künstliche Intelligenz B.Sc. (m/w/d), Karlsruhe, 2026",0,8.412378,49.001249,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzU5NzUwNyIsInMiOiJKaWNLbFRCajhSR2RKN3N5OXJPT0R3In0.llsQX52mgMqmj94lsA4bacGWiusoUTzwBr4lqclMiwg,"Duales Studium Data Science und Künstliche Intelligenz B.Sc., Karlsruhe, 2026 Gestalte die Zukunft mit KI Starte dein Duales Studium im Bereich Data Science & Künstlicher Intelligenz ! Du möchtest mit smarten Lösungen die Welt der Banken-IT revolutionieren? Bei uns lernst du, wie du innovative Data-Science- und KI-Lösungen entwickelst, die unseren Kunden das Leben erleichtern. Gemeinsam gestalten wir die digitale Transformation nach dem Motto: Wir machen das Leben leichter mit KI. Dein Duales S…",Adzuna::API::Response::Job,2026-05-28T18:03:17Z,https://www.adzuna.de/land/ad/5743597507?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=61FA7DFC60CE450604E66A908C893E1B580F2F23,"{'display_name': 'Karlsruhe, Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], '__CLASS__': 'Adzuna::API::Response::Location'}",5743597507,"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",,,,
"{'display_name': 'HDI AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Business Data Analytics (M.Sc.) mit Schwerpunkt KI - Einstieg Data Science,0,9.742751,52.378818,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmljS2xUQmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzUwMzU0Njg1In0.AEPkv0IO7RziNRQTmpMdMqDedsDwfF_6JOMlbCR8H0s,"Deine Aufgaben Du möchtest nicht nur Daten analysieren, sondern verstehen, wie aus Daten wertvolle Erkenntnisse entstehen, die die digitale Zukunft der HDI Group gestalten? Die 21-monatige IT-Ausbildung kombiniert praktische Arbeit im Bereich Data Science mit theoretischem Wissen, das Du im Studiengang Business Data Analytics mit Schwerpunkt KI an der FHDW in Hannover erwirbst. Du arbeitest an spannenden Projekten rund um AI, GenAI, Machine Learning, und Cloud-Services. Du entwickelst Lösungen,…",Adzuna::API::Response::Job,2026-06-03T11:33:01Z,https://www.adzuna.de/land/ad/5750354685?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=39F93B861DD047CB54862321D0BC487CCA6F0BA4,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hannover, Region Hannover (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover']}",5750354685,"{'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen'}",,,,
"{'display_name': 'Viessmann Climate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2026 (m/w/d),0,,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM2MDI0MCIsInMiOiJKaWNLbFRCajhSR2RKN3N5OXJPT0R3In0.je2ODVJh3e55lWDMj8mxHvnkuZLI0Y-SjqIdc_s32e4,"Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragten Experten an der Schnittstelle von Technologie und Wirtschaft. Was du lernst Entwicklung von KI-Modellen und intelligenten Anwendungen (z.B. Machine Learning, N…",Adzuna::API::Response::Job,2026-06-03T11:33:59Z,https://www.adzuna.de/land/ad/5750360240?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=9DB27E2D58369ACC293BD1DA88B0C04594D004D7,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",5750360240,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'Schwarz Corporate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",Projektleiter Energiemarktprognosen (m/w/d),0,9.2274,49.18975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmljS2xUQmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzQyNzg1ODcyIn0.2s0f1QQrOZarz3wkT7ydMTC6WuFdZ5IQNLonlePF1Tk,"Dein (Master)Studium in Energiewirtschaft, Data Science, Wirtschaftsingenieurwesen oder einem vergleichbaren Studiengang ist deine Basis – dein Wissensdurst ist dein Antrieb! Du kennst die Energiewelt und fühlst dich im Bilanzkreis-Management oder im Energiehandel zu Hause. Du weißt, wie wichtig präzise Verbrauchsprognosen für den Markterfolg sind. Du liebst es, tief in große Datenmengen einzutauchen, Strukturen in Datenbanken zu erkennen und daraus wertvolle Schlüsse für den energiewirtschaftl…",Adzuna::API::Response::Job,2026-05-28T02:04:13Z,https://www.adzuna.de/land/ad/5742785872?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=E7170B9BCB3B324C6E8B65741C857494B42F81EA,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",5742785872,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Rheinmetall IT Solutions GmbH'}",Expert IT License Management (m/w/d),0,6.808387,51.226802,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSmljS2xUQmo4UkdkSjdzeTlyT09EdyIsImkiOiI1NzM5MjQ3OTMxIn0.3pEk9GI4BhjJ2cUmXa8B6jcPfHdwv3hLmADyZz9P28I,"Die börsennotierte Rheinmetall AG mit Sitz in Düsseldorf steht als integrierter Technologiekonzern für ein ebenso substanzstarkes wie international erfolgreiches Unternehmen, das mit einem innovativen Produkt- und Leistungsspektrum auf unterschiedlichen Märkten aktiv ist. Rheinmetall ist ein führendes internationales Systemhaus der Verteidigungsindustrie. Die Ausrichtung auf Nachhaltigkeit ist integraler Bestandteil der Rheinmetall-Strategie. Bis 2035 will das Unternehmen CO2-Neutralität erreic…",Adzuna::API::Response::Job,2026-05-24T02:03:39Z,https://www.adzuna.de/land/ad/5739247931?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=A1E9E1F995ABBE1C6F279503E0EB9DD1B53984C6,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], 'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",5739247931,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Ernst-Abbe-Hochschule Jena'}",Professur Virtuelle Produktentwicklung,0,11.589469,50.923007,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczNjA5MjMwNSIsInMiOiJKaWNLbFRCajhSR2RKN3N5OXJPT0R3In0.OXS6fd089Al-bq07qw2_3_gSwp1X1i0Dnb95aPWr3O0,"Die 1991 gegründete Ernst-Abbe-Hochschule (EAH) Jena bietet attraktive Bachelor- und Masterstudiengänge mit einer hohen Praxisorientierung in den Sozial- und Gesundheitswissenschaften, der Betriebswirtschaft und den Ingenieur­wissen­schaften an. Unsere ca. 4.500 Studierenden kommen aus dem gesamten Bundesgebiet und dem Ausland. Der Campus besteht aus denkmalgeschützten Industriegebäuden, die über eine hervorragende technische und moderne Ausstattung verfügen. Die Hochschule liegt in unmittelbar…",Adzuna::API::Response::Job,2026-05-21T07:48:07Z,https://www.adzuna.de/land/ad/5736092305?se=JicKlTBj8RGdJ7sy9rOODw&utm_medium=api&utm_source=a4bcf954&v=0D901EB3D751445D4C065BEBB2E4040A6BE1FE24,"{'area': ['Deutschland', 'Thüringen', 'Jena'], 'display_name': 'Jena, Thüringen', '__CLASS__': 'Adzuna::API::Response::Location'}",5736092305,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
