created,title,description,salary_is_predicted,longitude,category,latitude,redirect_url,location,id,__CLASS__,adref,company,contract_time,salary_max,salary_min,contract_type
2026-07-14T19:09:40Z,Teamleiter Künstliche Intelligenz - Data Science / MLOps (m/w/d),"Wir sind ein Analysehaus aus Stuttgart mit der Mission, Anleger am Kapitalmarkt mit präzisen Analysen zu Erfolg zu helfen. Mit unseren täglichen Analysen, Einschätzungen und Prognosen zu über 203 Werten, bieten wir für jeden Anleger maximalen Mehrwert. Dabei steht der finanzielle Erfolg unserer Abonnenten immer im Vordergrund, weshalb wir auch finanzjournalistische Arbeit leisten, um ein vollumfängliches Paket anzubieten. Aufgaben Du führst und entwickelst ein interdisziplinäres KI-Team aus Dat…",0,,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,https://www.adzuna.de/land/ad/5800154178?se=DFypJKeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=0BCEBFF179BFBF9E6393EA0281819DEEC18C5BB2,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",5800154178,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMDE1NDE3OCIsInMiOiJERnlwSktlSjhSR3ktZHdwWEc0d3dRIn0.9HSVjGGAqmc-VQuxnHFBxWVtwk3iT46kJoTaWRurMCE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HKCM Engineering e. K.'}",,,,
2026-07-13T06:59:05Z,Duales Studium Wirtschaftsinformatik Data Science & KI - Start Oktober 2026 (m/w/d),"Willst du wissen, was Unternehmen erfolgreich macht? Direkt mit Entscheidern am Tisch sitzen? Unmittelbar erleben, was dein Können bewirkt? Gemeinsam mit dir bringt RSM Ebner Stolz den Mittelstand voran – in Wirtschaftsprüfung, Steuer-, Rechts- und Unternehmensberatung. Mit über 2.900 Mitarbeitenden sind wir deutschlandweit präsent, weltweit an mehr als 500 Standorten unseres internationalen RSM-Netzwerks vertreten. Unser Erfolg lebt von starken Menschen mit Ecken und Kanten. Deshalb stehen wir…",0,6.969972,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",50.940164,https://www.adzuna.de/land/ad/5798555666?se=DFypJKeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=F213C1AFAE20E26EED1FD1B725354912AA8E73BE,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln']}",5798555666,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREZ5cEpLZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1Nzk4NTU1NjY2In0.RumJCNieJM86-GEe1kArqP0LaS3GJKGOj9KBo2W7RS0,"{'display_name': 'RSM Ebner Stolz', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-22T10:23:06Z,Spezialist für Steuerungs- und Controllingsysteme - Schwerpunkt Data Science (w/m/d),"Hallo, lass uns WIR sagen! Wir - die HUK-COBURG Versicherungsgruppe - zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…",0,10.96603,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",50.25777,https://www.adzuna.de/land/ad/5810534161?se=DFypJKeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=4B5233B92EE41BD2C1BFB3A8C2021001354D9B74,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Coburg, Coburg (Kreis)', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg']}",5810534161,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiREZ5cEpLZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODEwNTM0MTYxIn0.JwrkoW1z2oB2Oewzp_Lza8_QQ0bQ0yDrfYZqrGLcam0,"{'display_name': 'HUK-COBURG Versicherungsgruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-22T10:28:20Z,Leitung Datenintegrationszentrum (DIZ) / Medical Data Science (m/w/d),Die Ruhr-Universität Bochum (RUB) ist eine der führenden Forschungs­universitäten in Deutschland. Als reform­orientierte Campus­universität vereint sie in einzig­artiger Weise die gesamte Spann­breite der großen Wissenschafts­bereiche an einem Ort. Das dynamische Mit­einander von Fächern und Fächer­kulturen bietet den Forschenden wie den Studierenden gleicher­maßen besondere Chancen zur inter­disziplinären Zusammen­arbeit. Medizinische Fakultät: Medical Research Services Medizinisches Dateninte…,0,7.211571,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",51.476986,https://www.adzuna.de/land/ad/5810558155?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=F209A168641AC2B78AE058374D5FDCE008CC19DE,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bochum'], 'display_name': 'Bochum, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",5810558155,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODEwNTU4MTU1In0.gsRb7RtONGgP_bcH_DD5FDUyGOEf3lAq1XL7NM88JW0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Ruhr-Universität Bochum'}",,,,
2026-07-22T10:25:17Z,Duales Studium: Wirtschaftsinformatik - Data Science (m/w/d) 2027,"Jedes Werkzeug kann immer nur so gut sein wie der Mensch, der dahintersteckt. Deshalb suchen wir bei der Festool Group Mitarbeitende, die gemeinsam mit ihren 3.000 Kolleginnen und Kollegen weltweit etwas bewegen wollen. Tauche ein in unsere Welt - und erlebe, wie stolz es macht, in einem Familienunternehmen die besten Elektrowerkzeuge der Welt zu bauen. JLFT1_DE",0,9.37738,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",48.67129,https://www.adzuna.de/land/ad/5810544831?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=7D4C28914096CB8BD60230EF0F2FE25A4EF1DA00,"{'display_name': 'Wendlingen am Neckar, Esslingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Wendlingen am Neckar'], '__CLASS__': 'Adzuna::API::Response::Location'}",5810544831,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODEwNTQ0ODMxIn0.8rxZVJN9LApaaASsiBn_jDjmHMj31oHa6lgD_zo8g0s,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Festool Group'}",,,,
2026-07-16T15:32:44Z,Duales Studium Wirtschaftsinformatik - Data Science (m/w/d),"Duales Studium Wirtschaftsinformatik – Data Science (m/w/d) Deine Aufgaben Dreijähriges duales Studium ab dem 01.10.2026 mit Wechsel zwischen der dreimonatigen Theoriephase an der DHBW Stuttgart und der Praxisphase bei der riparo gmbh in Holzgerlingen Du unterstützt beim Aufbau und bei der Weiterentwicklung unserer Datenbasis für Auswertungen, Reporting und datenbasierte Entscheidungen Du lernst, wie Daten aus unterschiedlichen Systemen und Schnittstellen zusammengeführt, strukturiert und nutzb…",0,9.18071,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",48.77713,https://www.adzuna.de/land/ad/5802886619?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=A01BEB25AFF7DAEBF1A671BE8D97B70191083387,"{'display_name': 'Mitte, Stuttgart', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Mitte'], '__CLASS__': 'Adzuna::API::Response::Location'}",5802886619,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwMjg4NjYxOSIsInMiOiI0SjRpSnFlSjhSR3ktZHdwWEc0d3dRIn0.7QyGWW_-FjSTxNWE0C7KVM-bTBS2jH4kIjkkS3W2XUg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'riparo gmbh'}",full_time,,,
2026-07-22T10:23:15Z,"Duales Studium: ""Data Science & künstliche Intelligenz"" (w/m/d), Ulm, Start 2027","HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…",0,9.856945,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",48.383137,https://www.adzuna.de/land/ad/5810534947?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=B40D564051A7434FAFB4322C4567891CB48E990C,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], 'display_name': 'Ulm, Baden-Württemberg'}",5810534947,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODEwNTM0OTQ3In0.WLjnOo9ZH7v40R5H9dDRJ6GLhX1IvoV32D9h2qw_qKo,"{'display_name': 'HENSOLDT', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-22T10:22:20Z,"Duales Studium – Data Science und Künstliche Intelligenz (m/w/x), Beginn Herbst 2027","Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer …",0,10.10558,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",48.78408,https://www.adzuna.de/land/ad/5810529586?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=F431BA2A0EC8915F786075465FA4FF9055B9A532,"{'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location'}",5810529586,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODEwNTI5NTg2In0.N6fwb5aX5eiMuJ2ITTwa0gforZlKNYmynHKO_NBkiL0,"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-21T22:57:49Z,Duales Studium Wirtschaftsinformatik - Data Science 2027,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",0,,"{'tag': 'part-time-jobs', 'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",,https://www.adzuna.de/land/ad/5809705624?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=BC453D558C85265DBC3E67C99396901FB89CA897,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",5809705624,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODA5NzA1NjI0In0.HvaI8HXd8UplAGk0JQOJEkeOMl8x7M1D6tUGBPhnS8k,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl'}",,,,
2026-06-03T11:42:39Z,Duales Studium Wirtschaftsinformatik - Data Science 2027,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",0,9.2274,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",49.18975,https://www.adzuna.de/land/ad/5750397165?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=C914835A5535ED1A2EDA46F1E53ECAC2CB81E252,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",5750397165,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1NzUwMzk3MTY1In0.eXZGbRhld3OpirDxmL5urortNPx3EinD05ZV0egV9eM,"{'display_name': 'Lidl', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-13T18:50:38Z,Duales Studium B.Sc. Angewandte Künstliche Intelligenz - Schwerpunkt GenAI (m/w/d),"in-tech ist ein digitaler Lösungsanbieter für Automotive, Rail und Smart Industry. Als strategischer Entwicklungspartner begleiten wir unsere Kunden durch den gesamten Entwicklungsprozess - von Einzelkomponenten bis hin zu Komplettlösungen aus Hard- u. Software. Wir sind Ingenieure, Softwareentwickler, Techniker und Quereinsteiger allgenders und arbeiten an der Mobilität der Zukunft. Wir sind orange! Du auch? Aufgaben In Zusammenarbeit mit unserem AI Team ergänzt du die Theoriephasen deines Stu…",0,11.65112,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",48.24883,https://www.adzuna.de/land/ad/5798943157?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=7279F46649DD7AEFA7C20BD9DAEE7DC2DDF8ABD4,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Garching bei München'], 'display_name': 'Garching bei München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5798943157,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1Nzk4OTQzMTU3In0.JYNpFT9p7j_O8KL7eekLAjxTs19siwvJ0CgbE9vVjEo,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'in-tech'}",,,,
2026-07-19T14:46:09Z,Senior Spezialist/Senior Spezialistin (w/m/d) Telekommunikationsüberwachung,"in Köln in Voll- oder Teilzeit Vergütung: E 12 (TVöD Bund) bzw. A 12 BBesO Referenzcode: P/2130/2026/211/72 Bewerbungsfrist: 06.08.2026 Das Zollkriminalamt (ZKA) ist mit seinen rund 800 Beschäftigten die Zentrale des deutschen Zollfahndungsdienstes, dessen Hauptaufgabe die Verfolgung und Verhütung der mittleren, schweren und organisierten Zollkriminalität ist. Es koordiniert und lenkt die Ermittlungen der angeschlossenen acht Zollfahndungsämter an bundesweiten Standorten. Für unser Team suchen …",0,7.007059,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",51.048715,https://www.adzuna.de/land/ad/5807171206?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=FF95D8C0B268C321E8B1775019E4B950D0607B43,"{'display_name': 'Leverkusen, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Leverkusen'], '__CLASS__': 'Adzuna::API::Response::Location'}",5807171206,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwNzE3MTIwNiIsInMiOiI0SjRpSnFlSjhSR3ktZHdwWEc0d3dRIn0.xju2DMS3hOJyydE_p-mSwfJpXBA7iHdTQoWlAft3NeE,"{'display_name': 'Generalzolldirektion', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-22T10:28:53Z,Duale*r Student*in Data Science & KI in Kooperation mit der DHBW Mannheim,"Springer Nature öffnet Türen zu Entdeckungen. Seit mehr als 180 Jahren sind unsere Marken zuverlässige Wissensquellen für Wissenschaftler*innen, Lehrer*innen, Mediziner*innen und andere Fachkräfte. Mit unseren Büchern, wissenschaftlichen Zeitschriften, Plattformen und technologischen Lösungen erreichen wir jeden Tag weltweit Millionen von Menschen. JLFT1_DE",0,,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",,https://www.adzuna.de/land/ad/5810560874?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=BB732B0F2E05DE39F159F5501E98F8E89524DFE8,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",5810560874,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMDU2MDg3NCIsInMiOiI0SjRpSnFlSjhSR3ktZHdwWEc0d3dRIn0.qWgQ3pYJxzAdIEnrHPHv5IeIiQ5qa4inN3ABe7UBzHw,"{'display_name': 'Springer-Verlag GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-23T03:36:26Z,"Duales Studium Wirtschaftsinformatik/Data Science (B.Sc.), Mercedes-Benz Group AG, Stuttgart, 01.10.2027 (m/w/d)","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",0,9.315933,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",48.745846,https://www.adzuna.de/land/ad/5811688341?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=B6EAADC24523FFF7060332AE07651788E1A55B76,"{'display_name': 'Esslingen am Neckar, Esslingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Esslingen am Neckar'], '__CLASS__': 'Adzuna::API::Response::Location'}",5811688341,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMTY4ODM0MSIsInMiOiI0SjRpSnFlSjhSR3ktZHdwWEc0d3dRIn0.pIhqlqI_alalvhAISUB3oGQ-tUawfNOMayRT2mCfIJA,"{'display_name': 'Mercedes-Benz Group AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-25T15:40:37Z,Duales Studium Informatik Schwerpunkt Data Science / Künstliche Intelligenz in Kooperation mit der Dualen Hochschule Baden-Württemberg 2027 (m/w/d/x),"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",0,9.856945,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",48.383137,https://www.adzuna.de/land/ad/5815417170?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=7AD0AEC18A2FF6FDA330532B6B6566666D32693A,"{'display_name': 'Ulm, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",5815417170,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODE1NDE3MTcwIn0.fSTlXq0Xw2FXOBhgDeR71IRsQtmnyTvFFaiUOZr_F8Q,"{'display_name': 'Mercedes-Benz Tech Innovation', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-14T19:07:55Z,Mathematiker/Aktuar (d/m/w) Data Science/Pricing/Risikomanagement/Solvency II,"Meyerthole Siems Kohlruss (MSK) ist eine aktuarielle Beratungsgesellschaft mit Sitz in Köln und seit 1998 im deutschsprachigen Raum für Schaden- und Unfallversicherer tätig. Unsere Schwerpunkte liegen auf abwechslungsreichen Aufgaben aus den Bereichen Data Science, Telematik, Pricing, Naturgefahren, Bilanzbewertung, Rückversicherung und Solvency II. Wir widmen uns Zukunftsthemen, entwickeln maßgeschneiderte Lösungen am Puls der Zeit. Zu unseren Mandanten zählen sowohl etablierte Versicherer als…",0,6.969972,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",50.940164,https://www.adzuna.de/land/ad/5800144047?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=F44BB83164E80EA385FC010018FF41AFCA9F1CC1,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",5800144047,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODAwMTQ0MDQ3In0.tVC2s0NyPvnuZy56vC55SoobReewBSC14rdUZ997B1M,"{'display_name': 'Meyerthole Siems Kohlruss Ges. für aktuarielle Beratung mbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
2026-07-25T19:22:31Z,AI Engineer (m/w/d) – Machine Learning & Data Science | Brillux Münster,"Bei Brillux geht es um mehr als Farben und Lacke – wir stehen für Qualität, Verlässlichkeit und ein starkes Miteinander. Als Familienunternehmen in fünfter Generation wissen wir, dass Erfolg nur gemeinsam entsteht – durch Menschen die anpacken, gestalten und einander vertrauen. Mehr als 2.700 Mitarbeitende und über 400 Auszubildende arbeiten in vier Werken und an über 190 Standorten in Deutschland und Europa daran, Brillux jeden Tag weiterzuentwickeln – mit Ideen, Verantwortung und Teamgeist. W…",0,7.621504,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",51.955292,https://www.adzuna.de/land/ad/5815603939?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=EFD8CDC5537A23A1E6C35910BF66F84478870D05,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster'], 'display_name': 'Münster, Nordrhein-Westfalen'}",5815603939,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODE1NjAzOTM5In0.Gf6t0RzHSpZ-ATyutFCsn0z2BFmIxLgkIRNWS8oVTy0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Brillux GmbH & Co. KG'}",,,,
2026-07-21T22:58:38Z,Data Science und Künstliche Intelligenz (B.Sc.) 2027,"Dein Berufsbild: Du möchtest irgendwas mit Mathe machen und findest die Wirtschaftswelt spannend? Dann entscheide dich für ein Studium in Data Science und Künstliche Intelligenz und hol alles aus den Daten heraus. Data Science und Künstliche Intelligenz Spezialisten (w/m/d) sind die Schnittstelle zwischen IT und Business. Sie beherrschen die verschiedenen Technologien, bewerten deren Potenziale und wissen, wie man sie technisch umsetzt. In deinem dualen Studium erlernst du die Grundlagen, Konze…",0,8.71298,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen', 'tag': 'part-time-jobs'}",50.1246,https://www.adzuna.de/land/ad/5809710891?se=4J4iJqeJ8RGy-dwpXG4wwQ&utm_medium=api&utm_source=a4bcf954&v=A5F21B091D3B7095A2AEBD452CA6A95EFECDA62E,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bornheim, Frankfurt am Main', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Bornheim']}",5809710891,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNEo0aUpxZUo4Ukd5LWR3cFhHNHd3USIsImkiOiI1ODA5NzEwODkxIn0.gvt4XumiBcvy09-ZfLUTlCbJotC3VcFTR0NN5Tr6wAI,"{'display_name': 'Siemens AG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
