location,category,redirect_url,title,latitude,description,salary_is_predicted,longitude,adref,company,id,created,__CLASS__,contract_time,salary_max,salary_min,contract_type
"{'display_name': 'Heilbronn, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5622802487?se=or0KZYwQ8RGN54km_8BaUQ&utm_medium=api&utm_source=a4bcf954&v=C11D8C700D7773BA1C183702091A75687A651EB6,Professur für Wirtschaftsinformatik (m/w/d),49.142335,"DAS DUALE HOCHSCHULSTUDIUM MIT ZUKUNFT. Die Duale Hochschule Baden-Württemberg (DHBW) ist mit rund 33.000 Studierenden an neun Studienakademien und drei Campus sowie dem Center for Advanced Studies die größte Hochschule Baden-Württembergs. Gemeinsam mit 9.000 ausgewählten Unternehmen sowie sozialen und gesundheitsnahen Einrichtungen sorgt die DHBW für einen in Theorie und Praxis exzellent qualifizierten Fach- und Führungskräftenachwuchs in den Bereichen Wirtschaft, Technik, Sozialwesen und Gesu…",0,9.209895,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMjgwMjQ4NyIsInMiOiJvcjBLWll3UThSR041NGttXzhCYVVRIn0.uBWcfLrYEdtiji-uVuhYRZ96vQzG5E_zaDF-EQ2bCxE,"{'display_name': 'Duale Hochschule Baden-Württemberg Heilbronn', '__CLASS__': 'Adzuna::API::Response::Company'}",5622802487,2026-02-10T18:17:58Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",https://www.adzuna.de/land/ad/5625693622?se=or0KZYwQ8RGN54km_8BaUQ&utm_medium=api&utm_source=a4bcf954&v=711AC947BEC77D7EE395A9CC967ABA9D5D10A612,Prognosemanager Day-Ahead-Prognosen Strom (m/w/d),49.18975,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",0,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyNTY5MzYyMiIsInMiOiJvcjBLWll3UThSR041NGttXzhCYVVRIn0.Yjv2dS5isoO5hmsfk-OaDJQT62MxBdyuRYqENrqiefM,"{'display_name': 'Schwarz Corporate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",5625693622,2026-02-12T05:59:22Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland', 'Niedersachsen', 'Osnabrück (Kreis)', 'Osnabrück'], 'display_name': 'Osnabrück, Osnabrück (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",https://www.adzuna.de/land/ad/5624509674?se=or0KZYwQ8RGN54km_8BaUQ&utm_medium=api&utm_source=a4bcf954&v=8437C9B1A49233540417BE9FA80B3783D541A2CA,Duales Studium Data Science & Künstliche Intelligenz zum 01.08.2026 JVRS1_DE,52.274227,"Bereit, mit uns die Zukunft zu gestalten? Bei Hellmann stehen unsere Mitarbeitenden im Zentrum all unseres Handelns – denn für uns zählen Beziehungen. Teil von Hellmann zu werden bedeutet mehr, als nur in ein globales Unternehmen einzusteigen. Es ist eine Einladung, gemeinsam mit uns die Zukunft der Logistikbranche zu prägen. Unsere Hellmann-Kultur basiert auf vier Werten: Caring, Entrepreneurial, Forward-Thinking und Reliable . Du findest dich in diesen Werten wieder? Dann werde Teil unserer F…",0,8.055137,eyJhbGciOiJIUzI1NiJ9.eyJzIjoib3IwS1pZd1E4UkdONTRrbV84QmFVUSIsImkiOiI1NjI0NTA5Njc0In0.PpqrTXXQ5plE7jEfowltPFHkbvJFzyuF_PRRKNuInC4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hellmann Worldwide Logistics SE & Co. KG'}",5624509674,2026-02-11T19:14:35Z,Adzuna::API::Response::Job,full_time,,,
"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",https://www.adzuna.de/land/ad/5617360933?se=or0KZYwQ8RGN54km_8BaUQ&utm_medium=api&utm_source=a4bcf954&v=23BA8B8750CB89B569557F40190A044C7C6B1111,Projektleiter Day-Ahead-Prognosen (m/w/d),49.18975,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",0,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNzM2MDkzMyIsInMiOiJvcjBLWll3UThSR041NGttXzhCYVVRIn0.AtsyF6VcgXstO4A6AHSl_KAxX7rk1wVnEmmONjmeTd0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",5617360933,2026-02-06T16:01:06Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düren (Kreis)', 'Jülich'], 'display_name': 'Jülich, Düren (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5636196122?se=or0KZYwQ8RGN54km_8BaUQ&utm_medium=api&utm_source=a4bcf954&v=B49FB67D1C81D06A0944DF2EFE4DEA09D6B8BF16,PhD Position – Representation and Active Learning for Multi-Scale Scientific Imaging,50.92101,"Shaping change: this is what drives us at Forschungs­zentrum Jülich. As a member of the Helmholtz Association with some 7,600 employees, we conduct interdisciplinary research into a digitalized society, a climate-friendly energy system, and a sustainable economy. We focus on the natural, life, and engineering sciences in the fields of information, energy, and bioeconomy. We combine this with expertise in high‑performance computing and artificial intelligence using unique scientific infrastruct…",0,6.3612,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzNjE5NjEyMiIsInMiOiJvcjBLWll3UThSR041NGttXzhCYVVRIn0.fjVD56lcxebptVCvwzBSmz3dcY87QJjVtzmp0U6I2qs,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Forschungszentrum Jülich GmbH'}",5636196122,2026-02-19T18:16:23Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",https://www.adzuna.de/land/ad/5617526548?se=or0KZYwQ8RGN54km_8BaUQ&utm_medium=api&utm_source=a4bcf954&v=F3146CE5FBF0924F7EB125E0EE9C704923739349,"Duales Studium: ""Data Science & künstliche Intelligenz"" (w/m/d), Start 2026 JVRS1_DE",,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen mit Sitz in Taufkirchen bei München entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Technologieführer treibt HENSOLDT die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenmanagement, Robotik und Cybersicherheit kontinuierlich aus. Unsere Produkte sind einsetzb…",0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNzUyNjU0OCIsInMiOiJvcjBLWll3UThSR041NGttXzhCYVVRIn0.WzS-ZVh5XKCZrT90uV0zoA-fn5JEtpHQGtJhdb0WSGA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HENSOLDT'}",5617526548,2026-02-06T19:04:49Z,Adzuna::API::Response::Job,full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5470834401?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=9309BF92E21A18B2BC00CFA366C571A010AD6CD9,Bachelor of Science - Data Science und Künstliche Intelligenz (m/w/d),,"Abteilungen/Tätigkeitsschwerpunkte: Der Bachelorstudiengang in Data Science und Künstliche Intelligenz vermittelt praxisorientierte Kenntnisse in Informatik, Mathematik, Statistik und Betriebswirtschaftslehre. Studierende lernen, wie sie große Datenmengen analysieren und intelligente KI-gestützte Anwendungen zur Optimierung von Geschäftsprozessen entwickeln können. Der Studiengang legt dabei einen besonderen Schwerpunkt auf die praktische Anwendung von Data-Science- und KI-Methoden im Unternehm…",0,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDgzNDQwMSIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.RZfq5WkUYIPH2j-bnYxnSlo3_NpF44BHydnz0UvkAxY,"{'display_name': 'JULABO GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5470834401,2025-10-30T11:48:21Z,Adzuna::API::Response::Job,,,,
"{'display_name': 'Wiesloch, Rhein-Neckar-Kreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Rhein-Neckar-Kreis', 'Wiesloch'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5488043885?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=1E801C15ACBB79AED13F45285CC8EE4322105FB7,B. Sc. Data Science und Künstliche Intelligenz (m/w/d) - 2026,49.29464,Duales Hochschulstudium Bachelor of Science Data Science und Künstliche Intelligenz (m/w/d) 2026 Die Berufliche Bildung bei HEIDELBERG bietet jungen Menschen vielfältige und interessante Entwicklungsmöglichkeiten und Perspektiven. Unser attraktives Onboarding gleich zu Beginn der Ausbildungszeit macht Lust aufs Lernen und auf die Zeit bei HEIDELBERG. Die externe Seminarwoche mit teambildenden Maßnahmen und Infos zum Unternehmen bietet viel Raum zum Kennenlernen. Daneben bereiten Schulungen und …,0,8.69774,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid0RCelpvd1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NDg4MDQzODg1In0.qi10V_eBybhUX75zq3HxZzYv0oQyP5WOPPpe8MmSaS4,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Heidelberger Druckmaschinen AG'}",5488043885,2025-11-09T08:45:22Z,Adzuna::API::Response::Job,,,,
"{'display_name': 'Laupheim, Biberach (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Laupheim'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5470876875?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=AFC9BB0970B48B80B838B2A9CC21DDFE54C82936,Duales Studium Data Science und Künstliche Intelligenz - DHBW (m/w/d),48.23581,"Du willst durchstarten, wo Zukunft programmiert wird und neben deinem Studium frühzeitig praktische Erfahrungen sammeln? Dann beginne deine berufliche Zukunft mit einem Dualen Studium bei JERMI. JERMI steht für mehr als 130 Jahre Käse-Erfahrung, die Tradition mit Innovation verbindet. Mit unseren rund 600 Mitarbeitenden entwickeln, produzieren und vermarkten wir als mittelständisches Familienunternehmen hochwertige Käsespezialitäten, die ihre Fans in der ganzen Welt haben. Duales Studium Data S…",0,9.88178,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg3Njg3NSIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.4VUIHAosyj8CkSvFeJ6KMBlmP6eyhl23sw4dd4zAR3E,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Jermi Käsewerk GmbH'}",5470876875,2025-10-30T11:57:22Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5515932719?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=6F2EA417E98A552693944C99344F16B5E42FC31A,Dualer Student (m/w/d) - Data Science & Scientific Computing Bachelor,48.137418,"Willkommen bei ASMPT. Hier bist du auf dem direkten Weg in das digitale Zeitalter. Mit 12.000 Mitarbeitenden weltweit sind wir technologischer Prozesspartner für die Elektronikindustrie und brennen für innovative Automatisierungsstrategien am Puls der Zeit. Mit unseren smarten Lösungen fordern unsere passionierten Teams den technischen Status quo immer wieder heraus und setzen so neue Maßstäbe für die Fertigung von Smartphones, Computern, Netzwerken, autonomen Fahrzeugen, intelligenten Maschine…",0,11.555737,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxNTkzMjcxOSIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.Gc9e6WZViq9K5md0p98PRds7_K8o5STFEeg0sCp1sAw,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ASMPT GmbH & Co. KG'}",5515932719,2025-11-27T11:47:29Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Erlangen'], 'display_name': 'Erlangen, Bayern'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5470837127?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=315D7AF44DB04678B3665097B2F4C19D63182A8D,Duales Bachelorstudium Data Science in Technik und Wirtschaft (B.Eng.) - Erlangen/Forchheim,49.577521,"Dein Berufsbild: Du magst Mathe und möchtest später etwas mit Daten machen? Dich faszinieren datengestützte Tools, wie ChatGPT, und du kennst deren große Chance für die Zukunft? Dann bewirb dich für das duale Studium B.Eng. Data Science in Technik und Wirtschaft und entdecke mit uns, wie wir die Welt der Medizintechnik durch datenbasierte Entscheidungen verändern können. Daten sind eines der Fundamente, damit Unternehmen bestmögliche Entscheidungen treffen können. Im Studiengang B.Eng. Data Sci…",0,10.984506,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDgzNzEyNyIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.a8hC23mDmqgPc9QJGChrwXymImLA5SRS4OEXqL7yGfs,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens Healthineers AG'}",5470837127,2025-10-30T11:48:58Z,Adzuna::API::Response::Job,,,,
"{'display_name': 'Hilden, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Hilden'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5593819036?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=927626CAE3B76B4D6EAC59F970D8548035EF7B77,Duales Studium Angewandte Künstliche Intelligenz (M.Sc.) - Einstieg Data Science,51.16672,"Deine Aufgaben Du möchtest nicht nur Daten analysieren, sondern verstehen, wie aus Daten wertvolle Erkenntnisse entstehen, die die digitale Zukunft der HDI Group gestalten? Die 31-monatige IT-Ausbildung kombiniert praktische Arbeit im Bereich Data Science mit theoretischem Wissen, das Du im Studiengang ""Angewandte Künstliche Intelligenz"" an der FHDW in Mettmann erwirbst. Du arbeitest an spannenden Projekten rund um AI, GenAI, Machine Learning, und Cloud-Services. Du entwickelst Lösungen, die un…",0,6.93125,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid0RCelpvd1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NTkzODE5MDM2In0.ks-1gacMWPT4f8V0dX23rL_3PE2oAM1hVQew_eA3A4g,"{'display_name': 'HDI AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5593819036,2026-01-21T10:20:50Z,Adzuna::API::Response::Job,,,,
"{'display_name': 'Bebra, Hersfeld-Rotenburg (Kreis)', 'area': ['Deutschland', 'Hessen', 'Hersfeld-Rotenburg (Kreis)', 'Bebra'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5470842705?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=0074754F2C9FA6CB527CCEFB8546E3CE0F3FD9F6,Duales Studium 2026 - Data Science und Künstliche Intelligenz (m/w/d),50.9737,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Im Überblick Studienab…",0,9.78956,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg0MjcwNSIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.H-UcHYFcsLHXWkAWlJzcTCzZLuc477tYT4AIabeKtRw,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Vitesco Technologies'}",5470842705,2025-10-30T11:49:55Z,Adzuna::API::Response::Job,,,,
"{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5483980541?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=56C5652A096AE1F02136B8BFE19BE81CA2D1793A,Bachelor of Science (B.Sc.) Studiengang: Data Science und Künstliche Intelligenz,49.073517,"Bosch gehört zu den weltweit führenden Zulieferern der Automobilindustrie. Am Standort Karlsruhe ist die Zentrale des Bosch Geschäftsbereichs Mobility Aftermarket mit Vertriebszentrum. Unser Logistikzentrum besticht durch innovative Technologien und setzt Standards in der Arbeitsorganisation, im Transport und Umweltschutz. Zusammen mit unseren flexiblen Arbeitszeitmodellen sind wir der Maßstab in der Distributionslogistik im Mobility Aftermarket und wir stehen für Innovationen für Menschen, Ges…",0,8.589191,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4Mzk4MDU0MSIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.fCmP_5Z2pgQfreP6j1PoyvjwOV3KstKIN4MJ25TzGQE,"{'display_name': 'Bosch Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",5483980541,2025-11-06T16:02:01Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Pullach im Isartal'], 'display_name': 'Pullach im Isartal, München (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5470834687?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=581DD0E4F1CE650D429156D60DB9182B830B928B,Duales Studium Data Science und Künstliche Intelligenz (m/w/d) 2026,48.06054,Hier kannst Du was bewegen Als Bachelor of Science des Studiengangs Data Science und Künstliche Intelligenz gestaltest Du aktiv die digitale Transformation in einem international tätigen Unternehmen mit. In enger Zusammenarbeit mit den Fachbereichen analysierst Du Daten und gewinnst neues Wissen daraus. Im Studium an der Dualen Hochschule Baden-Württemberg (DHBW) in Mannheim eignest Du Dir die theoretischen Grundlagen dazu an. Das Studium vermittelt die nötigen IT-Kompetenzen und betriebswirtsc…,0,11.52213,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid0RCelpvd1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NDcwODM0Njg3In0.tx0IA11x7L6ZM_UiwgT81kzEWfLg9t8-ciJEi2POFXo,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Linde GmbH, Gases Divison'}",5470834687,2025-10-30T11:48:25Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland', 'Hessen', 'Lahn-Dill-Kreis', 'Haiger'], 'display_name': 'Haiger, Lahn-Dill-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5470845935?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=BE32C851BF7BEDAC07C5D3856CA341D8567824AF,"Duales Studium Softwaretechnologie â Fachrichtung Data Science, Künstliche Intelligenz oder Software",50.74164,"Gemeinsam bewegen wir mehr. Nutze unsere vielfältigen Einsatzmöglichkeiten und beginne am 10. Juli 2026 Dein duales Studium in der Friedhelm Loh Group. Aufgaben Duales Bachelor Studium im Bereich Softwaretechnologie für die Fachrichtungen Data Science, Künstliche Intelligenz oder Softwareentwicklung Studiendauer 7 Semester in Kooperation mit der Technischen Hochschule Mittelhessen Reale Projekte und abwechslungsreiche Praxisphasen in verschiedenen Einsatzgebieten z. B. IT, Produktion, Forschung…",0,8.20531,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg0NTkzNSIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.tCdRJ8g7ZfDPJL4OF49qzp9LF0M4UkLlH5Xsnwc--ZA,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Loh Services GmbH & Co. KG'}",5470845935,2025-10-30T11:50:38Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kornwestheim, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Kornwestheim']}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5470828655?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=0EB27AD01B1622904AFEEDCF715BAE6C1AFB6103,Bachelor of Science (m/w/d) - Wirtschaftsinformatik - Studiengang Data Science,48.86157,"Inhalte und Aufgaben Ein praxisorientiertes Studium in Verbindung mit der Duale Hochschule Baden-Württemberg in Stuttgart, bei dem Sie die theoretischen Studieninhalte direkt on the job anwenden können Softwareentwicklung mit Open Source/Java, Pega, SAP oder SAS: Wir machen Sie fit für die digitalen Anforderungen der Zukunft Server, Netze und Datenbanken sind Ihre neuen Tools, die Sie verstehen und einzusetzen lernen Agile Arbeitsmethoden, Business-Analyse. Data Science, UI/UX-Design bis hin zu…",0,9.18451,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDgyODY1NSIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.ai9h4MU8G_jgZ_3s1Ix1OMJxL-IDFFa4IpOkop1JhA8,"{'display_name': 'Wüstenrot & Württembergische-Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",5470828655,2025-10-30T11:46:40Z,Adzuna::API::Response::Job,,,,
"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'manufacturing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Fertigung'}",https://www.adzuna.de/land/ad/5639284957?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=402A89AD6A6C110EBC93D27E4119E51C181E8913,Werkstudent Qualitätsmanagement (m/w/d),48.137418,Verstärke unseren Bereich Product Quality Management in München (Deutschland) zum nächstmöglichen Zeitpunkt. Aufgaben - Mitarbeit bei der Konzeption und Implementierung von Lösungen zur softwaregestützten Qualitätssicherung und Konformitätsbewertung - Entwicklung von Prototypen für webbasierte Anwendungen zur Optimierung von Prozessabläufen - Unterstützung bei der Migration von Daten in neue Systemlandschaften - Pflege und Weiterentwicklung bestehender Webanwendungen Profil - Fortgeschrittenes …,0,11.555737,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYzOTI4NDk1NyIsInMiOiJ3REJ6Wm93UThSR0NPcWVyOWZ6U2FnIn0.8RFAJYYrZNG--cuX1H1rRhj9laFB3A3-Mnkoq7gHtLw,"{'display_name': 'Rohde & Schwarz GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5639284957,2026-02-21T06:24:34Z,Adzuna::API::Response::Job,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Donau-Ries (Kreis)', 'Donauwörth'], 'display_name': 'Donauwörth, Donau-Ries (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5601541491?se=wDBzZowQ8RGCOqer9fzSag&utm_medium=api&utm_source=a4bcf954&v=6BEC6589350E896ECE79A94062717694D0E077F7,Working Student (m/f/d) Data Science for Enterprise Risk Management - Inklusiver Job   ,48.71945,"Job Description: In order to support the Enterprise Risk Management, Airbus Helicopters is looking for a Working Student (d/f/m) Data Science for Enterprise Risk Management You are a full time student, looking for a working student position and want to get to know the work of in the Enterprise Risk Management ? Then apply now! We look forward to you supporting us as a working student (d/f/m) with approx. 18 hours a week! Location: Donauwörth Start: as soon as possible Duration: 12 months Your l…",0,10.77687,eyJhbGciOiJIUzI1NiJ9.eyJzIjoid0RCelpvd1E4UkdDT3FlcjlmelNhZyIsImkiOiI1NjAxNTQxNDkxIn0.mWtiyWJoe5OM2OvHYZS34xQWOTgMaWhWoeZWoAC2-Ys,"{'display_name': 'Airbus', '__CLASS__': 'Adzuna::API::Response::Company'}",5601541491,2026-01-27T05:27:45Z,Adzuna::API::Response::Job,,,,
