description,company,latitude,__CLASS__,redirect_url,category,adref,longitude,created,salary_is_predicted,id,title,location,contract_time,contract_type,salary_max,salary_min
"Als Administrator MS SharePoint sorgen Sie für den reibungslosen Betrieb von SharePoint Farmen (Enterprise - Lösungen) bei Kunden im Großraum München oder Nürnberg. Unser Klient ist ein IT-Beratungsunternehmen, das sich auf die Konzeption, Entwicklung und den Betrieb von Softwarelösungen auf Basis von Microsoft-Technologien konzentriert. Seine Mitarbeiter werden durch entsprechende Zertifizierungen immer auf den aktuellsten Stand der Technik gebracht. Vesterling zählt seit über 25 Jahren zu den…","{'display_name': 'Vesterling AG', '__CLASS__': 'Adzuna::API::Response::Company'}",48.137418,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5354048113?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=44D59103FE593143D84DA44528B2F7FB0D975ED0,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1MzU0MDQ4MTEzIn0.9A4U7n51qmivt7DF1sZ5iteaOSPU9sYkIx03M8Ov20E,11.555737,2025-08-15T19:42:28Z,0,5354048113,Administrator MS SharePoint (mwd),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",,,,
"Die Schwarz IT betreut die gesamte digitale Infrastruktur und alle Softwarelösungen der Unternehmen der Schwarz Gruppe. Sie ist somit für Auswahl, Bereitstellung und Betrieb sowie Weiterentwicklung von IT-Infrastrukturen, IT-Plattformen und Business-Anwendungen zuständig. Um die Fachbereiche durch IT-Lösungen optimal bei deren Geschäftsprozessen zu unterstützen, nimmt die Schwarz IT die Anforderungen der Fachbereiche in Beratungsgesprächen auf und erarbeitet gemeinsam mit diesen professionelle …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz IT'}",49.142335,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5359784123?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=FA7AAD37E018F6BE9E9AED50A832A23B2E1D7935,"{'label': 'Technikerstellen', 'tag': 'engineering-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM1OTc4NDEyMyIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.Xdr_9CZMNRKKjq8lf1kY2Co9NCVZV4bMrOGHtYYrXqE,9.209895,2025-08-20T08:06:20Z,0,5359784123,Engineering Lead Health & Performance (m/w/d),"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Heilbronn, Heilbronn (Kreis)'}",,,,
"Als Studierender (m/w/x) arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst Dir ideale Voraussetzungen für Deine spätere Karriere. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist. All das wird getragen von der besonderen Eigentümerstruktur und dem langfristigen Ziel der Carl-Zeiss-Stiftung: Wissenschaft und Gesellsch…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",48.78408,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5386887192?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=514E61A2C49E8400970C3543B8ADDB065671F45F,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1Mzg2ODg3MTkyIn0.lGiudix7-fCvuJOGHFQWFqpK4p3YSMO1U0SYfrBtHFY,10.10558,2025-09-06T20:03:17Z,0,5386887192,Praktikum - Operational Data Governance (m/w/x),"{'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"Beratung von regionalen Kunden in verschiedenen Anwendungsszenarien von MS SharePoint. Unser Klient ist ein IT-Beratungsunternehmen, das sich auf die Konzeption, Entwicklung und den Betrieb von Softwarelösungen auf Basis von Microsoft-Technologien konzentriert. Seine Mitarbeiter werden durch entsprechende Zertifizierungen immer auf den aktuellsten Stand der Technik gebracht. Vesterling zählt seit über 25 Jahren zu den führenden Personaldienstleistern im Technologiebereich. Die Schwerpunkte der …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Vesterling AG'}",48.137418,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5386888820?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=278227E6E10165B3F30BDA6FD58A79C1B03D5AD3,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM4Njg4ODgyMCIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.4QUck-NXbyex8lnJtfl7OSGta_l1daKULKLPWJs7Xn4,11.555737,2025-09-06T20:03:35Z,0,5386888820,Microsoft SharePoint Consultant (mwd),"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",,,,
"Als SharePoint Administrator sorgen Sie für den reibungslosen Betrieb von SharePoint Farmen (Enterprise - Lösungen) bei Kunden im Großraum München oder Nürnberg. Unser Klient ist ein IT-Beratungsunternehmen, das sich auf die Konzeption, Entwicklung und den Betrieb von Softwarelösungen auf Basis von Microsoft-Technologien konzentriert. Seine Mitarbeiter werden durch entsprechende Zertifizierungen immer auf den aktuellsten Stand der Technik gebracht. Vesterling zählt seit über 25 Jahren zu den fü…","{'display_name': 'Vesterling AG', '__CLASS__': 'Adzuna::API::Response::Company'}",48.137418,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5360501559?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=4DD8A4C09CE3B1EBBAB6A3527411BA5DB6FE9204,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1MzYwNTAxNTU5In0.cklsZTY2bqF5NH0r58--6_v5eashxu5z6f1unE3QMSs,11.555737,2025-08-20T19:47:21Z,0,5360501559,Microsoft SharePoint Administrator (mwd),"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)'}",,,,
"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg . klicken sie bewerben, für die volle Stellenbeschreibung","{'display_name': 'Schwarz IT', '__CLASS__': 'Adzuna::API::Response::Company'}",49.18975,Adzuna::API::Response::Job,https://www.adzuna.de/details/5395598825?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'trade-construction-jobs', 'label': 'Stellen aus Handel & Bau'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM5NTU5ODgyNSIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.vRm_UisgT6EiziTe3EHd9iDyjUG-g17fTGNViqJ4WoU,9.2274,2025-09-12T05:29:57Z,0,5395598825,Duales Studium Data Science Und Künstliche Intelligenz 2026 (m/w/d),"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",,,,
"Die Universität Koblenz ist die jüngste Universität Deutschlands – und hat gleichzeitig eine lange akademische Tradition. Fächer- und einrichtungsübergreifende Zusammenarbeit sowie kurze Wege auf dem Campus prägen den Universitätsalltag. Als die interdisziplinäre Universität im Norden von Rheinland-Pfalz mit rund 9.400 Studierenden leben wir Wissen-Transformation-Innovation in unseren Profilbereichen „Bildung“, „Informatik“, „Kultur und Vermittlung“ sowie „Material und Umwelt“. Wir stehen für e…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Universität Koblenz'}",50.354959,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5397793078?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=A1B872CF9AE85883EB252AE4E7C9D7DD3E56AE3E,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1Mzk3NzkzMDc4In0.5kCQj9wXjiKTTQ5RtE47aoCXUtax1dNL1jETFji35j8,7.59437,2025-09-13T20:22:13Z,0,5397793078,"Wiss. Mitarbeit (m/w/d) (EG13 TV-L befr.) am Institut für Informatik, Fachbereich 4: Informatik","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Koblenz'], 'display_name': 'Koblenz, Rheinland-Pfalz'}",,,,
"Du möchtest wissen, wie Planungsprojekte wirklich funktionieren – und wie man sie mit Building Information Modeling, KI und Automatisierung smarter, schneller und nachhaltiger machen kann? Du willst nicht nur dabei sein, sondern mitgestalten, mitdenken und von echten Projekten lernen? Dann komm zu uns – ins Department of Digitalization von Dorsch Europe – und arbeite an der Schnittstelle von Planung, IT und Innovation an der digitalen Transformation des Bauens. Dorsch Europe zählt mit 1.500 Mit…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dorsch Service GmbH'}",52.507706,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5397792310?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=66C7DC96BC5E2DD3EF1E38B3BC5C21B842B5E31B,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM5Nzc5MjMxMCIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.ojgjufgjjGevyD58Ok_jgU1C8HtiqS_or3o_Bsi9sr0,13.420806,2025-09-13T20:22:00Z,0,5397792310,Werkstudent (m/w/d) Digitalisierung & KI im Ingenieurwesen,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",,,,
"Dein Job mit klarem Ziel: klimapositiv Technologie für die Energiewende Eine nachhaltige, klimapositive Zukunft ist unser Ziel. Dabei vertrauen wir auf unsere Stärken Zuverlässigkeit, Innovationskraft sowie Begeisterung – und auf Menschen wie Sie. Senior Energiemanager – Datenmanagement (m/w/d) Als Senior Energiemanager – Datenmanagement (m/w/d) sind Sie verantwortlich für die strategische Ent­wick­lung und Umsetzung innovativer Energiemanagementlösungen, die Effizienz, Nachhaltigkeit und wirts…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MVV Umwelt GmbH'}",49.496025,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5383299243?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=13C52BC4721A9733F9B3F9E7F3B04ACD10844759,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1MzgzMjk5MjQzIn0.PcY1GMd6A5oIChWbJILYRBBcO9EooXgcsoyH9VThpL8,8.491505,2025-09-04T20:01:38Z,0,5383299243,Senior Energiemanager – Datenmanagement (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Mannheim'], 'display_name': 'Mannheim, Baden-Württemberg'}",,,,
Wir suchen ab dem nächstmöglichen Zeitpunkt eine:n motivierte:n Projektmitarbeiter:in (w/m/d) im Bereich Data Science für die Umwelt-/ Wasser-/ Abwasserwirtschaft Kennziffer 67-2025 Teilzeit (50 %) Vergütung bei Vorliegen der tariflichen Voraussetzungen TV-L E11 Die Stelle ist dem Bereich Fachbereich 2 (Wirtschaftsinstitut) zugeordnet. Gemeinsam mit ihren Kolleg:innen unterstützen Sie unsere Beschäftigten und die Organisation bei der Umsetzung unseres Versprechens: Never stop growing! Ihre Aufg…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hochschule Ruhr West'}",51.45884,Adzuna::API::Response::Job,https://www.adzuna.de/details/5395463218?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM5NTQ2MzIxOCIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.lr__y8jWR4topV-W_NwLzGK3XdSt4VHtows125uBZ-Y,6.89975,2025-09-12T03:31:52Z,0,5395463218,Projektmitarbeiter:in (w/m/d) im Bereich Data Science für die Umwelt-/Wasser-/Abwasserwirtschaft,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Mülheim an der Ruhr', 'Dümpten'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Dümpten, Mülheim an der Ruhr'}",,,,
"Liebherr-Digital Development Center GmbH in Ulm develops digital solutions for the entire Liebherr Group. Our passionate team from the areas of software development, engineering and data science works together on various projects from the whole Liebherr product world. Our mission: creating outstanding digital experiences! Senior Cloud Software Engineer (m/f/d) Job-ID 71143 Aufgaben Understand the business - Assess and support the business objectives for digital products and services from a Clou…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Liebherr-Digital Development Center GmbH'}",48.383137,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5389542772?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=234CF0FD9FDF3F778E3B951D20FC4E0CCDC3ACF2,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM4OTU0Mjc3MiIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.wV3XoyNe2oD1xQ9M7T2y2ShLT2FjCAO0jbW37cWHRxY,9.856945,2025-09-08T20:03:58Z,0,5389542772,Senior Cloud Software Engineer (m/f/d),"{'area': ['Deutschland', 'Baden-Württemberg', 'Ulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ulm, Baden-Württemberg'}",,,,
"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb den Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen BWL und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Programmbeginn:} 01.09.2026 mit dem Begrüßungsmonat {Studienbeginn:} 01.10.2026 {Studiendauer:} 3 …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz IT'}",49.18975,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5390945820?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=0017200B39C4BDB06A1F6DEEAFF8BA1A4C485EDD,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1MzkwOTQ1ODIwIn0.ZOWLFuDfbHRrtwvHWeQoHLTtmZUaSo4QtTAAsaUEJM8,9.2274,2025-09-09T20:06:00Z,0,5390945820,Duales Studium Wirtschaftsinformatik 2026 Neckarsulm (m/w/d),"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",,,,
"Die VEREINIGTE HAGEL ist Europas führender Spezialist für Ernte­versiche­rungen. Seit über 200 Jahren stehen wir als verläss­licher Partner an der Seite der Land­wirtschaft und wachsen konti­nuier­lich weiter. Unsere maßge­schnei­derten Produkte bieten umfassen­den Schutz vor Ertrags­verlusten durch Wetter­gefahren. Mit innovativen Ideen und mo­dernster Techno­logie gestalten wir aktiv die Zukunft unserer Branche. Unser enga­giertes und kompe­tentes Team entwickelt nach­haltige Lösungen, die un…","{'display_name': 'Vereinigte Hagelversicherung VVaG', '__CLASS__': 'Adzuna::API::Response::Company'}",50.583286,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5383301603?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=ED7A0E92757A30E786C4C73FFBF5E8C9878648BA,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1MzgzMzAxNjAzIn0.a5JsiyLVLKOAwjOk1sez-wi-A7Yo9U7YX0LYHjxxSGk,8.679778,2025-09-04T20:01:57Z,0,5383301603,(Senior-) Data Architekt (m/w/d),"{'display_name': 'Gießen, Gießen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Gießen (Kreis)', 'Gießen']}",,,,
"You have a passion for technology and want to make the world a greener place? Then become a playmaker and join our team as (Senior) Application Engineer ESG Reporting (f/m/d) at E.ON Digital Technology. We play a key role in shaping the energy transition by leading E.ON's digital transformation across Europe. We explore new paths by developing ideas, breaking new ground, making visions reality, and bringing new technologies to life. We deliver sustainable technology solutions because… … it's on…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'E.ON Digital Technology GmbH'}",51.444823,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5366652319?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=FA42A1689B41568423FDD502914D23B810ABE276,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM2NjY1MjMxOSIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.ShQ8ES8Eulzg9MnarC7JeMdvlu-Qr0zxHCKJ6DdxSA4,7.014478,2025-08-24T19:52:27Z,0,5366652319,(Senior) Application Engineer ESG Reporting (f/m/d),"{'display_name': 'Essen, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Essen']}",,,,
"Du bist Analytiker, Gestalter und hast Lust etwas zu bewegen? Dann bist Du bei uns genau richtig. Unser BI & Analytics Team stellt mit Hilfe von Algorithmen maßgeschneiderte Lösungen bereit, damit Entscheidungen zukunftsorientiert getroffen werden können. Als Partner auf Augenhöhe in den Bereichen Reporting und Analysen wird hier die Zukunft mitgestaltet! Für unsere Unternehmenszentrale in Coesfeld-Lette (bei Münster) suchen wir einen Senior Data Engineer/Architect (gn*) Aufgaben Du gestaltest …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': ""Ernsting's family""}",,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5375208696?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=9DBEEA758BEAD9C53401AB866283C5FDB7982227,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Kreation & Design', 'tag': 'creative-design-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1Mzc1MjA4Njk2In0.sm3JYdkYfjgvyr9_CHpdNq__dozE8TDPwiQgc0l0iBw,,2025-08-30T19:59:59Z,0,5375208696,Senior Data Engineer/Architect (gn*),"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",,,,
"Verstärke unseren Bereich Export Control & Sanctions in München (Deutschland) zum nächstmöglichen Zeitpunkt. Aufgaben - Erstellung von Datenanalysen, Excel-Makros, Automatisierung von Tätigkeiten mittels RPA und KI - Unterstützung bei der Vorbereitung, Durchführung und Nachbereitung von Exportkontroll-Audits - Mithilfe bei der Nachverfolgung und Umsetzung von definierten Maßnahmen - Mitwirkung bei der Erstellung und Weiterentwicklung exportkontrollrechtlicher Prozesse, Richtlinien und Dokumente…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Rohde & Schwarz GmbH & Co. KG'}",48.137418,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5371445554?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=7E28E7183F59171361EAC376DAD6380AF0ECA588,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM3MTQ0NTU1NCIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.p9k6fXps2GG-CmGi7TXsLCJzZUy6qFxPYvL6AFMZjXU,11.555737,2025-08-28T07:59:11Z,0,5371445554,Werkstudent mit IT-Background Exportkontrolle/ Audit (m/w/d),"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",,,,
"Bei uns kannst Du erleben, was passiert, wenn zwei große Konzerne ein gemeinsames Ziel verfolgen: Glasfaser Nordwest , das Joint Venture von EWE und Deutsche Telekom, sucht Verstärkung. Sei ab sofort für unseren Standort in Oldenburg dabei – als IT Innovationsmanager (m/w/d) Kennziffer: 12839 Aufgaben Technologie-Scouting: Du identifizierst und bewertest neue Technologien (z. B. GenAI, KI, Automatisierung, Cloud, IoT). Pilotierung & Prototyping: Du bist für die Entwicklung und Umsetzung von Pro…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Glasfaser NordWest GmbH & Co. KG'}",53.147169,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5385071572?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=13614484C7214EEC0FD43B62B0F8E2D542106852,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM4NTA3MTU3MiIsInMiOiJkcTAzdUFPUzhCR2dNTFhGeG1aYzBBIn0.WLrGZOcz5J1NpFgaKy-kO2W5vDKxZysGiRLs1frBcj4,8.218802,2025-09-05T20:15:46Z,0,5385071572,IT Innovationsmanager (m/w/d),"{'area': ['Deutschland', 'Niedersachsen', 'Oldenburg (Kreis)', 'Oldenburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oldenburg, Oldenburg (Kreis)'}",,,,
"Wir gehören zu den Top-Adressen in der IT-Welt und fokussieren uns auf die Optimierung der Kerngeschäfts­prozesse unserer Kunden. Durch den smarten Einsatz maßgeschneiderter IT-Lösungen unterstützen wir unsere Kunden dabei, das Beste aus ihrem Business und aktuellen Technologien herauszuholen. Unseren Erfolg aber erreichen wir nur durch eins: die Menschen bei adesso! Sie bringen Ideen, fachliches Know how und Technologien zusammen. Gemeinsam programmieren wir (deine) Zukunft bei adesso. Aufgabe…","{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}",48.357096,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5368601638?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=8323B196EB9E873B4534E6583EC35E74DA1ABEC5,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1MzY4NjAxNjM4In0.tPFThc-wdT9KHjBMaQ08kdCTny7XtHYqrVlZq02nwMY,10.89379,2025-08-26T07:57:41Z,0,5368601638,Lead Consultant AI (all genders),"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Augsburg (Kreis)', 'Augsburg'], 'display_name': 'Augsburg, Augsburg (Kreis)'}",,,,
"Do you want beneficial technologies being shaped by your ideas? Whether in the areas of mobility solutions, consumer goods, industrial technology or energy and building technology - with us, you will have the chance to improve quality of life all across the globe. Welcome to Bosch. The Bosch Sensortec GmbH is looking forward to your application! Employment type: Limited Working hours: Full-Time Joblocation: Reutlingen Aufgaben Embark on an exciting journey as a PreMaster in engineering, where y…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bosch Gruppe'}",48.506053,Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5400008271?se=dq03uAOS8BGgMLXFxmZc0A&utm_medium=api&utm_source=a4bcf954&v=26D0B2FCF65022AE4FD5BCACC89FE60D34F03F15,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiZHEwM3VBT1M4QkdnTUxYRnhtWmMwQSIsImkiOiI1NDAwMDA4MjcxIn0.EcAjuqkPTrgR5RfWGGAHcnBXK7OgletQuz8yEY4mccI,9.202888,2025-09-15T08:21:54Z,0,5400008271,PreMaster Program | MEMS Inertial Sensor Development,"{'display_name': 'Reutlingen, Reutlingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Reutlingen (Kreis)', 'Reutlingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
