title,id,created,adref,redirect_url,longitude,description,__CLASS__,location,latitude,salary_is_predicted,company,category,contract_time,contract_type,salary_max,salary_min
Duales Studium Wirtschaftsinformatik Data Science (B.Sc.) - Start Oktober 2025 (m/w/d),5243885900,2025-06-11T08:26:20Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0t2eGtuRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjQzODg1OTAwIn0.YJaGqoBi4A5blwWJAbVV8ykpyX5ZSgQ6mz9hT8VhImk,https://www.adzuna.de/land/ad/5243885900?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=9B7891BA332D695536507303A165A9460435717C,8.650578,"Willst du wissen, was Unternehmen erfolgreich macht? Direkt mit Entscheidern am Tisch sitzen? Unmittelbar erleben, was dein Können bewirkt? Gemeinsam mit dir bringt RSM Ebner Stolz den Mittelstand voran - in Wirtschaftsprüfung, Steuer-, Rechts- und Unternehmensberatung. Mit über 2.700 Mitarbeitenden sind wir deutschlandweit präsent, weltweit an mehr als 820 Standorten unseres internationalen RSM-Netzwerks vertreten. Unser Erfolg lebt von starken Menschen mit Ecken und Kanten. Deshalb stehen wir…",Adzuna::API::Response::Job,"{'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location'}",50.129683,0,"{'display_name': 'RSM Ebner Stolz', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Data Science Lead - Price,5210205150,2025-05-22T04:30:57Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0t2eGtuRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjEwMjA1MTUwIn0.QxxW27hi1OGQuejEQDkoDpJ0oAD6QvMlE4a79viV_EM,https://www.adzuna.de/land/ad/5210205150?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=239BA775015BE42A60CE2D08016A5AA37E398E34,6.78055,"When travelers are searching for a hotel, we want the obvious choice to be trivago! Our leading metasearch engine is super fast and constantly optimized – enabling millions of travelers to compare hotel prices from hundreds of booking sites and find great deals in just a few clicks. We use cutting-edge technology, real-time auction, and machine learning techniques with petabytes of data to create an experience – time and money saved! In the lively city of Düsseldorf, we seize opportunities to l…",Adzuna::API::Response::Job,"{'display_name': 'Bilk, Düsseldorf', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Bilk']}",51.20259,0,"{'display_name': 'trivago N.V.', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",,,,
wissenschaftliche Mitarbeiterinnen/wissenschaftliche Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science,5224416326,2025-05-31T07:51:11Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0t2eGtuRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjI0NDE2MzI2In0.x0gWfyQ65GNhn5RKmXEQHGeBX56ZowkNvxtyx-0y_qQ,https://www.adzuna.de/land/ad/5224416326?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=25DF889118E9543538931AA9BC8E90C24BC0E885,7.112412,"Das Bundesinstitut für Bau-, Stadt- und Raumforschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächstmöglichen Zeitpunkt befristet für 3 Jahre zwei wissenschaftliche Mitarbeiterinnen / wissenschaftliche Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. S 053-25 Bewerbungsfrist: 03.08.2025 Beschäftigungsdauer: befristet für 3 Jahre Wochenstunden: 39 h Vergütung: E 13 TVöD Arbeitsort: Bonn Das BBSR im Bundesamt für Bauwesen und Raumordnung …",Adzuna::API::Response::Job,"{'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn']}",50.71942,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bundesinstitut für Bau-, Stadt- und Raumforschung '}","{'tag': 'sales-jobs', 'label': 'Vertriebsstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"Werkstudent Informatik für Data Science & NLP (Remote, 20h/Woche)",5245551485,2025-06-12T01:28:56Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0NTU1MTQ4NSIsInMiOiJfS3Z4a25GSDhCR083LWN6X2tfS2l3In0.PDMU6TdWxpOsp_1PzfyVkMqEamvTkwBGr6L5Qf3gtuY,https://www.adzuna.de/land/ad/5245551485?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=5BF89DFDA4B05CEBCC5437EB032C6EC85C243B42,9.987297,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…",Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",53.557429,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"Student Software & Data Science NLP (Remote, 20h/Woche)",5245551493,2025-06-12T01:28:56Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0NTU1MTQ5MyIsInMiOiJfS3Z4a25GSDhCR083LWN6X2tfS2l3In0.4Hx5voXIyDgIkGeEIMAluCzFVejtwPLBgnOTGGDSj_k,https://www.adzuna.de/land/ad/5245551493?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=F65EFB070A79D9E96BADEE92C6E59E51EC6E6969,9.987297,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…",Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",53.557429,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",full_time,,,
"Werkstudent Data Science – NLP & Jobklassifikation (Remote, 20h/Woche)",5242910252,2025-06-10T19:33:24Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0t2eGtuRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjQyOTEwMjUyIn0.7AMgYP2pR9mDDCuYyvOrevgTbO-elPjXgg4MTsBgZek,https://www.adzuna.de/land/ad/5242910252?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=8FAD67AC2431ACA7CEB18C111B240690EE335A54,9.987297,"Über die Wollmilchsau GmbH Moin! Wir sind die Wollmilchsau GmbH, ein inhabergeführtes Software-Unternehmen aus Hamburg. Wir entwickeln den Jobspreader, eine Lösung für Programmatic Job Advertising. Damit unterstützen wir Recruiter dabei, Stellenanzeigen automatisiert und auf CPC-Basis auf Jobsuchmaschinen zu platzieren und bieten neben dem reinen Traffic noch viele Features, die das Recruiting und Personalmarketing unserer Kunden erleichtern und optimieren. Stell dir vor… Du scrollst durch Jobs…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",53.557429,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wollmilchsau GmbH'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",full_time,,,
Initiativbewerbung Data Science /BI,5225780760,2025-06-01T05:35:52Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIyNTc4MDc2MCIsInMiOiJfS3Z4a25GSDhCR083LWN6X2tfS2l3In0.jkehmbpemTSQ_NfCb0RUuKbR9tQ03-WiO6UeAaA6qpo,https://www.adzuna.de/land/ad/5225780760?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=DB612900CB3A4CBC22FADDAD5A1E528075B304D0,6.86811,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",Adzuna::API::Response::Job,"{'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}",50.87096,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SKOPOS GROUP'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",,,,
Data Science Lead - Price,5245807007,2025-06-12T04:14:23Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI0NTgwNzAwNyIsInMiOiJfS3Z4a25GSDhCR083LWN6X2tfS2l3In0.5_4_AhxR-V-nOlDEKafAj4v9cFs6UfMf7AN8svcUK4E,https://www.adzuna.de/land/ad/5245807007?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=69ACB5ECDD6C79E85C4038DABA66C6990E590003,6.85967,"When travelers are searching for a hotel, we want the obvious choice to be trivago! By comparing prices from major booking sites, we&x27;re making it easy for people to find hotels they want at a price they’ll love. In the lively city of Düsseldorf, we seize opportunities to learn everyday, innovate, and make an enduring mark on the travel industry. A career at trivago is a journey designed for people who crave continuous development and want to thrive in a high-performing team. Here you will f…",Adzuna::API::Response::Job,"{'display_name': 'Gerresheim, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Gerresheim'], '__CLASS__': 'Adzuna::API::Response::Location'}",51.23706,0,"{'display_name': 'trivago', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Bachelor Data Science & KI (m/w/d) – Duales Studium,5235257368,2025-06-05T23:32:16Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0t2eGtuRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjM1MjU3MzY4In0.aLj4dsBZSF8YGYHj0c_ry--WBIFkhl9IY_enatVsDm8,https://www.adzuna.de/land/ad/5235257368?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=F829EC7457D020D217BE741D08EB579B4C458AA9,9.93259,"Bachelor Data Science & KI (m/w/d) – Duales Studium Wieland-Werke AG | Ulm, Vöhringen | Studienbeginn 1. Oktober 2026 Kennziffer 2025-0067 Potenziale freisetzen. Kupfer verbindet die Welt - in Technologien wie der E-Mobilität, der Energie- und Datenübertragung, der Kälte- und Klimatechnik, der Digitalisierung, dem Internet of Things. Überrasche uns durch dein frisches Denken, mit neuen Impulsen und gestalte die Welt von morgen. Entdecke dabei zahlreiche Möglichkeiten, deine Potenziale freizuset…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ulm', 'Donaustetten'], 'display_name': 'Donaustetten, Ulm'}",48.32854,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wieland-Gruppe'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,,,
Supervision and Data Science Analysts - Inklusiver Job   ,5223446088,2025-05-30T15:38:52Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiX0t2eGtuRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjIzNDQ2MDg4In0.dSf4dIYJtASsbh5y3Vt8c20HoLGAPmuk549H52bd7sU,https://www.adzuna.de/land/ad/5223446088?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=40D0580A9585FF1ED5C49A1D507A7EC8792E888D,8.650578,"General Information Type of contract: Fixed-term contract, which may be extended subject to individual performance and organisational needs Who can apply?: EU nationals Salary: E/F (bracket 1 - step 1) full time monthly net salary: €4,869 plus benefits, for further information see Working time: Full time Place of work: Frankfurt am Main, Germany Closing date: 16.06.2025 Your team You will be part of the Banking Supervision Data Division or the Securities and Financial Markets Data Division in t…",Adzuna::API::Response::Job,"{'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], '__CLASS__': 'Adzuna::API::Response::Location'}",50.129683,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'European Central Bank'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
Praktikant*in Data Analytics/Data Science,5208143958,2025-05-20T22:32:29Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIwODE0Mzk1OCIsInMiOiJfS3Z4a25GSDhCR083LWN6X2tfS2l3In0.-vgfP7D5J32T-5VuUwQOZiePOlOKpt-VRfoN4b7YTM4,https://www.adzuna.de/land/ad/5208143958?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=2223A3EA76565056D5052A02044FF098DAF308B5,9.026231,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Adzuna::API::Response::Job,"{'display_name': 'Sindelfingen, Böblingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.720071,0,"{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Senior Business Analyst AI / Data Science (f/m/d),5112144320,2025-03-26T14:16:31Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTExMjE0NDMyMCIsInMiOiJfS3Z4a25GSDhCR083LWN6X2tfS2l3In0.cmXoo9mT7UZe0szxRdeFZ_QiOtqgpcRK9fp6TBcNfM4,https://www.adzuna.de/land/ad/5112144320?se=_KvxknFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=63CA97FBE983C0B16427AEFB5B0184434AF4A3DF,8.73553,"""Caring for People's Health as a Trusted Partner"" - This mission motivates us at STADA every day to improve the health of people worldwide. With our wide range of generics, consumer health products and specialty pharmaceuticals, we offer patients, doctors and pharmacists a wide range of therapeutic options. Around 11,700 employees live our values of Integrity, Entrepreneurship, Agility and One STADA. Together we are on an exciting growth journey and want to successfully shape the future of STAD…",Adzuna::API::Response::Job,"{'display_name': 'Bad Vilbel, Wetteraukreis', 'area': ['Deutschland', 'Hessen', 'Wetteraukreis', 'Bad Vilbel'], '__CLASS__': 'Adzuna::API::Response::Location'}",50.17809,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'STADA Arzneimittel AG'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
IT-Systemadministrator (m/w/d) am Munich Data Science Institute,5219667257,2025-05-28T10:19:42Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjE5NjY3MjU3In0.FzQV87kMAxlY1hpSmNPKqp1F4nXb1-XhxY7fayA8emQ,https://www.adzuna.de/land/ad/5219667257?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=E236194466FA179F449B7CBBCBA6BF0A56215239,11.56907,"Munich Data Science Institute (MDSI) Technische Universität MünchenTUM - Logo IT-Systemadministrator (m/w/d) am Munich Data Science Institute Das Munich Data Science Institute (MDSI) ist ein Integratives Forschungsinstitut an der Technischen Universität München (TUM). Es ist interdisziplinär und fachbereichsübergreifend in den Bereichen Data Science, Maschinelles Lernen und Künstliche Intelligenz ausgerichtet. Das Institut fungiert als Vermittler und Multiplikator modernster Data- Science-Prakt…",Adzuna::API::Response::Job,"{'display_name': 'Altstadt-Lehel, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], '__CLASS__': 'Adzuna::API::Response::Location'}",48.14093,0,"{'display_name': 'Technische Universität München ', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'teaching-jobs', 'label': 'Lehrberufe'}",,,,
Praktikant (m/w/d) Data Science,5232654797,2025-06-04T14:05:45Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzMjY1NDc5NyIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.JrgMcN-kr_5IdGud5lbQIjJVKXzlzLxbolazzU1NnCU,https://www.adzuna.de/land/ad/5232654797?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=5EB07DEB6737B6DC0C6D14F1B5B79847790E69A3,9.1484,"Praktikant (m/w/d) Data Science ab 01.09.2025 Konstanz befristet Pflichtpraktikum ab 01.09.2025 Konstanz befristet Pflichtpraktikum WIR BIETEN DIR Mitarbeit an zukunftsorientierten Projekten eines modernen Medienhauses Strukturierte Einarbeitung und persönliche Betreuung während des Praktikums Eine Praktikumsvergütung (750 EUR brutto / Monat), Urlaubsanspruch (bis zu 10 Tage), flexible Arbeitszeitgestaltung inkl. mobiles Arbeiten und vielfältige Weiterbildungsangebote Werde Teil einer Community…",Adzuna::API::Response::Job,"{'display_name': 'Fürstenberg, Konstanz', 'area': ['Deutschland', 'Baden-Württemberg', 'Konstanz (Kreis)', 'Konstanz', 'Fürstenberg'], '__CLASS__': 'Adzuna::API::Response::Location'}",47.6881,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SÜDKURIER GmbH'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Dualer Student* Data Science & künstliche Intelligenz - Bachelor,5241414252,2025-06-09T19:42:53Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MjQxNDE0MjUyIn0.3WPOcpTaS1EYfbqNq7nvX0-fiYxew55Rm4a-NehLkuE,https://www.adzuna.de/land/ad/5241414252?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=54587D5CF292201367A8E7A32B0163DD5DEFD232,7.37676,"Für Weiterdenker und Weiterentwickler Unsere Leidenschaft heißt Edelstahl und wir sind immer auf der Suche nach Menschen, die diese Leidenschaft mit uns teilen möchten. Brennt Ihr Herz auch für die tägliche Herausforderung, individuelle Lösungen für unsere Kunden zu erarbeiten? Dann machen Sie noch heute Ihren großen Wurf und bewerben Sie sich! Kommen Sie in unser Team, wir freuen uns auf Sie! Für den Bereich Technische Informatik suchen wir zum 01.09.2025 Duale Studenten* Data Science & künstl…",Adzuna::API::Response::Job,"{'display_name': 'Würden, Gummersbach', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Oberbergischer Kreis', 'Gummersbach', 'Würden'], '__CLASS__': 'Adzuna::API::Response::Location'}",51.01956,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schmidt + Clemens GmbH + Co. KG'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",full_time,,,
Universitätsprofessur W3 (m/w/d) für Mathematische Statistik und Data Science,5237636034,2025-06-07T03:33:35Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNzYzNjAzNCIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.5Vm4vMZjbO_oUMuAN9aaSdwRx1DT39IaveW051s3tnU,https://www.adzuna.de/land/ad/5237636034?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=4CFF414470129F180FB69DAA02AE0764119F36EF,,In der Fakultät für Mathematik der RUB ist zum nächstmöglichen Zeitpunkt eine Universitätsprofessur W3 [m/w/d] für Mathematische Statistik und Data Science zu besetzen (vorzeitige Nachfolge Prof. Holger Dette). Die*der zukünftige Stelleninhaber*in soll in Forschung und Lehre das Fachgebiet Mathematische Statistik und Data Science vertreten. Bewerber*innen sollen sowohl in Forschung als auch in Lehre hervorragend qualifiziert sein. Ihr international sichtbares Forschungsprofil soll dabei vorhand…,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,0,"{'display_name': 'Ruhr-Universität Bochum', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Lehrberufe', 'tag': 'teaching-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Data Science Engineering Manager,5175690719,2025-05-02T10:04:23Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRVBFOGxIRkg4QkdPNy1jel9rX0tpdyIsImkiOiI1MTc1NjkwNzE5In0.bgTGH5DJ1K-1BlVo2VqON-QlT9vfGOxSjjdZio3WbjY,https://www.adzuna.de/land/ad/5175690719?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=E30634235B5376C7E67E0E08F8E9ED909079778E,13.420806,"Senior Data Scientist – Berlin | Hybrid | SaaS | Start-Up I am currently working with an AI-powered SaaS product that is transforming real-world operations through data-driven innovation. As a Senior Data Scientist, you will not only leverage your technical expertise but also play a key role in guiding and shaping the data chapter within the company. What We’re Looking For Tech stack: SQL, Python, Spark, DBT, Apache Airflow, DAGster, DuckDB, Snowflake, Metabase A product-driven mindset, from id…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}",52.507706,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'trg.recruitment'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Praktikant (m/w/d) Data Science - Inklusiver Job   ,5238511239,2025-06-07T12:36:49Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzODUxMTIzOSIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.IqM188ItJTJEOP_6SkxEjEnfYx3_sF_972BU7C3ICss,https://www.adzuna.de/land/ad/5238511239?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=541742D70E734C816DAE2C386262BB4B6A33363F,11.555737,"Für unsere Abteilung Data Science in München suchen wir ab sofort einen Praktikanten (m/w/d) - ab sofort für mindestens 6 Monate. Unsere Teams im Bereich Digital arbeiten kross-funktional, um Innovationen voranzutreiben. Das Human Health Data Science Team entwickelt Analytics-Lösungen, die die Unternehmensstrategie unterstützen, und ist Hauptansprechpartner für alle Fragen rund um quantitative Analysen. Deine Aufgaben Sammeln, Bereinigen und Vorverarbeiten von Daten für weitere Analysen. Durchf…",Adzuna::API::Response::Job,"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",48.137418,0,"{'display_name': 'MSD Deutschland', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
Head of Data Science,5238522114,2025-06-07T12:43:36Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzODUyMjExNCIsInMiOiJFUEU4bEhGSDhCR083LWN6X2tfS2l3In0.XYC4UXx9ij56xmD9a3DpGmg_jHqsAsBHd5VKDcGxnxA,https://www.adzuna.de/land/ad/5238522114?se=EPE8lHFH8BGO7-cz_k_Kiw&utm_medium=api&utm_source=a4bcf954&v=BC8D28DB05E4F3993B37BA04172B1E0573DB8703,9.987297,"AI Futures have been exclusively retained exclusively to find a Head of Data Science & ML Platforms . This is an opportunity to join a market leading logistics company who have posted €1.2B revenues last year and investing heavily into Data and AI. This is a high-impact leadership position based in Hamburg, where you will shape the data strategy, drive machine learning innovation, and ensure the robust deployment of scalable data products. You’ll oversee a multidisciplinary team working across …",Adzuna::API::Response::Job,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",53.557429,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'AI Futures'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
