created,title,company,__CLASS__,adref,longitude,location,category,description,redirect_url,latitude,id,salary_is_predicted,contract_time,salary_min,salary_max,contract_type
2025-05-07T13:28:21Z,Hochschule München: Duales Studium Data Science und Scientific Computing (B.Sc.) 2025,"{'display_name': 'Bayerische Landesbank', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4NTA4MDYyOSIsInMiOiI4RjA2NFB0eDhCR1otSjBzMWJQSzZRIn0.MPEsDaHBUANm8T74AGWNk6mZTqHb39njzlNso6x3XOg,11.56907,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], 'display_name': 'Altstadt-Lehel, München', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}","Wir alle haben als Kinder davon geträumt, Großes zu bewirken ob als gute Feen, Stars im Rampenlicht oder Weltraumreisende im All. Höchste Zeit, dass diese Träume wahr werden! Dein Traumschiff? Die BayernLB! Bei uns steuern wir einer blühenden Zukunft entgegen und kämpfen als Fortschrittsfinanzierer für die Welt von morgen. Unsere Feenflügel und Raumanzüge haben wir abgelegt. Nicht aber unsere Ziele. Denen sind wir näher denn je. Als Spezialbank fokussieren wir uns auf ausgesuchte Zukunftssektor…",https://www.adzuna.de/land/ad/5185080629?se=8F064Ptx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=7CB47C65BE7AF9A2FAB285F34DB0213AAA1C9D4F,48.14093,5185080629,0,,,,
2025-07-26T02:15:12Z,Lehrkraft Für Besondere Aufgaben (m/w/d) Für Den Bereich Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Land Schleswig Holstein'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyMjU4MDM1NCIsInMiOiI4RjA2NFB0eDhCR1otSjBzMWJQSzZRIn0.fqbGDNM5paxvdvUdLGk5A4M9lvSzU0MZH6TLnRNzPro,10.69693,"{'area': ['Deutschland', 'Schleswig-Holstein', 'Lübeck', 'St. Jürgen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'St. Jürgen, Lübeck'}","{'label': 'Lehrberufe', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'teaching-jobs'}","Die Technische Hochschule Lübeck ist eine zukunftsorientierte Hochschule, gute Lehre und Forschung sind unser Fundament. Hier studieren, lehren und forschen ca. 5000 Studierende und 130 Professor innen in vier Fachbereichen, unterstützt von rund 400 Mitarbeiterinnen und Mitarbeitern. Das Profil der TH Lübeck - Technik, Ressourcen, Lebenswelten- beruht auf den fachlichen Schwerpunkten in den . klicken sie bewerben, für die volle Stellenbeschreibung",https://www.adzuna.de/land/ad/5322580354?se=8F064Ptx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=89CCD40E66F0BD69A439F479DDA903D819717248,53.85554,5322580354,0,,,,
2025-07-26T20:48:38Z,Duales Studium Data Science Und Ki - Smart Operations Management 2026,"{'display_name': 'Lidl Stiftung & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEYwNjRQdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzIzNDQ4NDQwIn0.I75s9GdmE0mlgiHcKSl0nZsUkvDkS8m9Mkrly8XMC1I,9.2274,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'label': 'Stellen aus Handel & Bau', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'trade-construction-jobs'}","Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder . click apply for full job details",https://www.adzuna.de/land/ad/5323448440?se=8F064Ptx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=7F0420B306CB28E2CE84ED206330A8FEC68F93A5,49.18975,5323448440,0,,,,
2025-08-05T06:18:19Z,Werkstudent Software & Data Science Entwicklung Projektionsoptiken (m/w/x),"{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOEYwNjRQdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzM4MDM3OTM2In0.kT4kKsxGUHGDpDzf7Yt_Y4Y7jBy4d3-xgzHpbB2fTM4,10.10558,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Als Studierender (m/w/x) arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst Dir ideale Voraussetzungen für Deine spätere Karriere. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist . klicken sie bewerben, für die volle Stellenbeschreibung",https://www.adzuna.de/land/ad/5338037936?se=8F064Ptx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=9A0EC10DF7C91F6E7F0BECC29F55DEDC5876007C,48.78408,5338037936,0,,,,
2025-08-03T02:44:36Z,Daimler Truck Trainee Programs – Expert Track in the field of Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Daimler Truck AG'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMzNTQwOTU3OSIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.hJR4O5M42KPtt4tWIlOq7mL1iBxvd9hgF9DrETl4sUY,9.14057,"{'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Leinfelden-Echterdingen'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Leinfelden-Echterdingen, Esslingen (Kreis)'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","ABOUT USAt Daimler Truck, we change today’s transportation and create real impact together. We take responsibility around the globe and work together on making our vision become reality: Leading Sustainable Transportation. As one global team, we drive our progress and success together – everyone at Daimler Truck makes the difference. Together, we want to achieve a sustainable transportation, reduce our carbon footprint, increase safety on and off the track, develop smarter technology and attrac…",https://www.adzuna.de/land/ad/5335409579?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=61607645D2C011D42B528F5E6F290FEEC24A6B04,48.69447,5335409579,0,,,,
2025-07-26T18:27:25Z,Engineering Lead Health & Performance (m/w/d),"{'display_name': 'Schwarz IT', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzIzMzI2ODk1In0.GXEubuc4aYzYTENHHcyVPOdPMFinxbP8WEiRCwm54l0,9.209895,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Heilbronn, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn']}","{'tag': 'engineering-jobs', 'label': 'Technikerstellen', '__CLASS__': 'Adzuna::API::Response::Category'}","Die Schwarz IT betreut die gesamte digitale Infrastruktur und alle Softwarelösungen der Unternehmen der Schwarz Gruppe. Sie ist somit für Auswahl, Bereitstellung und Betrieb sowie Weiterentwicklung von IT-Infrastrukturen, IT-Plattformen und Business-Anwendungen zuständig. Um die Fachbereiche durch IT-Lösungen optimal bei deren Geschäftsprozessen zu unterstützen, nimmt die Schwarz IT die Anforderungen der Fachbereiche in Beratungsgesprächen auf und erarbeitet gemeinsam mit diesen professionelle …",https://www.adzuna.de/land/ad/5323326895?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=413C9A3461E5202BED423F5830CC87C1B4689BBF,49.142335,5323326895,0,,,,
2025-07-08T22:41:37Z,DHBW Studium - Data Science und Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Liebherr-Werk Biberach GmbH'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5MjU3MTA1NCIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.v_DmH-TKcEwqGeztJ4pnGd7Di8PJXufLpeTeHpJC7PI,9.14146,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Heilbronn', 'Biberach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Biberach, Heilbronn'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Das erwartet dich Studierende beschäftigen sich neben den Grundlagen der Informatik und Wirtschaftsinformatik mit den Kerninhalten von Data Science. Dies beinhaltet etwa Cloud Computing, Big Data, Machine Learning und Projektmanagement. Zur Vertiefung werden zwei Wahloptionen ab dem vierten Semester angeboten, um fachliche Spezialisierungen zu ermöglichen: – Data Engineering und Data Analytics – Künstliche Intelligenz und Intelligence Engineering Typisch für die Tätigkeit von Data Scientists si…",https://www.adzuna.de/land/ad/5292571054?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=0AFCD4703D70ED132CDE30505EC4DA7BF4FB9AAA,49.19277,5292571054,0,,,,
2025-07-25T07:34:12Z,Duales Studium Data Science Und Künstliche Intelligenz 2026 (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyMTI3OTAwMCIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.vB7aNf5SqlxLQcZ4RHr6T8e0sRk_-bZhtCjimRNCPA4,9.2274,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Stellen aus Handel & Bau', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'trade-construction-jobs'}","Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg . klicken sie bewerben, für die volle Stellenbeschreibung",https://www.adzuna.de/land/ad/5321279000?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=970DADAF17E0D393E9957B9990D791297E8C927C,49.18975,5321279000,0,,,,
2025-07-26T18:27:25Z,Duales Studium Wirtschaftsinformatik 2026 Neckarsulm (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyMzMyNjg3MCIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.1awt35WtsMTMGu34B-DrOEhegXsje4ntvgUMIYmbjog,9.2274,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb den Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen BWL und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. Programmbeginn: 01.09.2026 mit dem Begrüßungsmonat Studienbeginn: 01.10.2026 Studiendauer: 3 Jahre …",https://www.adzuna.de/land/ad/5323326870?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=B5D83AA6D481795C5824A389802F3038C4156674,49.18975,5323326870,0,,,,
2025-07-17T16:41:08Z,Doctoral Researchers: Up to 6 Fully Funded Positions in Data Science & Health,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deutsches Krebsforschungszentrum '}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMwODEyOTcxOCIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.WUWs6NIZK5G2TRhk7hX_p0KZFg4N0MaOwXgUpVELnO8,8.68324,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Handschuhsheim, Heidelberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Heidelberg', 'Handschuhsheim']}","{'label': 'Stellen aus Gesundheitswesen & Pflege', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'healthcare-nursing-jobs'}",The Karlsruhe Institute of Technology is a top-ranked computer science university and Helmholtz research center. The German Cancer Research Center is the largest biomedical research institution in Germany with leading research in health data sciences. The Heidelberg University is the oldest university in Germany with a leading university clinic and excellent track record in scientific computing. These three top institutions joined to tackle this thrilling area by providing a unique doctoral pro…,https://www.adzuna.de/land/ad/5308129718?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=9EE884D0B11D96FAD5EB4F04A74796C6FB73FF05,49.42839,5308129718,0,,,,
2025-08-04T13:48:08Z,"Duales Studium Wirtschaftsinformatik/data Science (b.sc.), Stuttgart 2026 (w/m/d)","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Group AG'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzM3MDMwNzEzIn0.7ByO5hLLunWEo5DHdJGQsluV97H9HG0dwtzHeLF0TJs,9.30568,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pliensauvorstadt, Esslingen am Neckar', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Esslingen am Neckar', 'Pliensauvorstadt']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Handel & Bau', 'tag': 'trade-construction-jobs'}","Life is always about becoming Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können . klicken sie bewerben, für die volle Stellenbeschreibung",https://www.adzuna.de/land/ad/5337030713?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=DFDB342F6104FE743211F3C47416948A6EA87437,48.73986,5337030713,0,,,,
2025-08-01T12:55:51Z,"Duales Studium - Data Science Und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzMxNzk1MzM0In0.Dhp7tW7qvzK2qYqxMGfMrQ9-a5N_SjDcltCIEQoX_5Q,10.10558,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], 'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'trade-construction-jobs', 'label': 'Stellen aus Handel & Bau', '__CLASS__': 'Adzuna::API::Response::Category'}","Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld . klicken sie bewerben, für die volle Stellenbeschreibung",https://www.adzuna.de/land/ad/5331795334?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=404C4E80915E56BFB224AB3BF6B21255AAEF4930,48.78408,5331795334,0,,,,
2025-07-29T16:26:09Z,"Duales Studium - Data Science Und Künstliche Intelligenz (m/w/x), Beginn Herbst 2026","{'display_name': 'ZEISS', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzI2Njc4Mjc0In0.z_JiBU8LbPIWFn8rKECZ7Q4mjGpBlKme2xcIt-pHeXk,11.61322,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Löbstedt, Jena', 'area': ['Deutschland', 'Thüringen', 'Jena', 'Löbstedt']}","{'tag': 'trade-construction-jobs', 'label': 'Stellen aus Handel & Bau', '__CLASS__': 'Adzuna::API::Response::Category'}","Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu definieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen ein Zeichen zu setzen und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierende Menschen. In einem offenen und modernen Umfeld . klicken sie bewerben, für die volle Stellenbeschreibung",https://www.adzuna.de/land/ad/5326678274?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=755DF7B2EB752F3E1AC66409D2405C67EC87A341,50.95177,5326678274,0,,,,
2024-05-22T08:24:33Z,Werkstudent:in Data Science,"{'display_name': 'nerou GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDcwMzA0NzQwMCIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.nuRJMBfdC9jhGnRGC9OBCLTNboxffjvIA3qfJr-B9iU,6.92606,"{'display_name': 'Klettenberg, Köln', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln', 'Klettenberg']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","Deine Tätigkeiten Du extrahierst und validierst große Datenbestände auf Grundlage verschiedener Fragestellungen Du analysierst Datensätze mit geeigneten statistischen Methoden Du ergänzt unser motiviertes Team mit Machine Learning- und Data Science-Expertise Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändern…",https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,50.9111,4703047400,0,,,,
2025-07-24T23:15:09Z,Praktikum Data Science,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzIwNjg3MDM2In0.MxGR47z-p0NhFtblF3cqgoP6PhcuHK1FGWoS5PYyJVQ,9.2274,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",https://www.adzuna.de/details/5320687036?utm_medium=api&utm_source=a4bcf954,49.18975,5320687036,0,full_time,,,
2025-07-11T18:09:32Z,Lead Backend Developer (w/m/d),"{'display_name': 'hsag Heidelberger Services AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1Mjk3ODI5NzQ3In0.hr7uarwV34RjF1Og_1gc9vlcCd-cQfAiwBpMxo_UA8o,8.64276,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Walldorf, Rhein-Neckar-Kreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Rhein-Neckar-Kreis', 'Walldorf']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","Auch wenn in unserem Namen Heidelberg auftaucht, wir – die hsag – sind bundesweit mit über 600 Mitarbeitenden an verschiedenen Standorten (Münster, Gera, Chemnitz, Essen, Heidelberg, Halle, Magdeburg und Walldorf) vertreten. Als Dienstleister für Energieversorgungsunternehmen unterstützen wir unsere Kunden, die Energiewende sowie die Digitalisierung voranzutreiben. Wir suchen zum nächstmöglichen Zeitpunkt einen Lead Backend Developer (w⁠/⁠m⁠/⁠d) in der Energiewirtschaft an unserem Standort in W…",https://www.adzuna.de/land/ad/5297829747?se=WBdy4ftx8BGZ-J0s1bPK6Q&utm_medium=api&utm_source=a4bcf954&v=F90A65F14C8C10A042124CE66254FAA23871B57C,49.30315,5297829747,0,,,,
2025-07-26T07:26:00Z,Data Science Vice President,"{'display_name': 'Impala Search', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMyMjgxNzIxNCIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.8PBT18j8FwZFWdwJjAwRp3bc_4FiVS0NCBEOjTDl4QE,9.987297,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","VP of Data Science – Redefining Mobile Ad Personalisation at Scale We’re hiring a VP of Data Science to take ownership of a cutting-edge, high-traffic AI-driven advertising platform that’s reshaping the future of mobile monetisation. This is your chance to build and scale deep learning models that process billions of requests daily; driving smarter targeting, better user experiences, and measurable growth for apps used by millions worldwide. Alongside this, you'll be responsible for building tw…",https://www.adzuna.de/details/5322817214?utm_medium=api&utm_source=a4bcf954,53.557429,5322817214,0,,,,
2025-07-28T02:51:09Z,Initiativbewerbung Data Science /BI,"{'display_name': 'SKOPOS GROUP', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1MzI0ODM5ODcwIn0.xdkujSyVFqDHBh1V7c6DT-SQ4YeueS0ityT2Y9HbrpA,6.86811,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",https://www.adzuna.de/details/5324839870?utm_medium=api&utm_source=a4bcf954,50.87096,5324839870,0,full_time,,,
2025-05-09T20:37:52Z,Praktikum Data Science in Neckarsulm,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiV0JkeTRmdHg4QkdaLUowczFiUEs2USIsImkiOiI1MTkxMDg5OTQ1In0.xzbsCVoMjp5Kf44na6fZRNfRLhbCEyUXdr8cVzEBSGU,,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",https://www.adzuna.de/details/5191089945?utm_medium=api&utm_source=a4bcf954,,5191089945,0,full_time,,,
2024-12-10T19:18:43Z,Praktikum: Data Science und KI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'prenode GmbH'}",Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDk3MDcxMDI0NiIsInMiOiJXQmR5NGZ0eDhCR1otSjBzMWJQSzZRIn0.Anrs_dmGSd7KjhgrsYoA-bgpfwRratxgkrCzKrQwwn0,8.45882,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Hagsfeld'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hagsfeld, Karlsruhe'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Deine Aufgaben Sammle wertvolle praktische Erfahrungen in der Anwendung von KI, indem du an spannenden Forschungs- und Kundenprojekten mitwirkst. Nimm an unseren Workshops mit namhaften Kunden teil und unterstütze dabei, kundenspezifische Anforderungen zu identifizieren und Lösungen zu entwickeln. Leite durch fortgeschrittene Analysen und Visualisierungen Erkenntnisse aus Daten ab. Unterstütze bei der Erprobung und Auswahl geeigneter Machine Learning Verfahren. Helfe bei der Implementierung von…",https://www.adzuna.de/details/4970710246?utm_medium=api&utm_source=a4bcf954,49.03084,4970710246,0,part_time,,,
