latitude,title,description,__CLASS__,location,category,longitude,redirect_url,created,company,adref,salary_is_predicted,id,contract_time,contract_type,salary_max,salary_min
50.87096,Initiativbewerbung Data Science /BI,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",6.86811,https://www.adzuna.de/details/4931268614?utm_medium=api&utm_source=a4bcf954,2024-11-08T12:45:45Z,"{'display_name': 'Skopos Group', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI0OTMxMjY4NjE0In0.rCu-I6CQwYqkjLB8lQpCdDrjKkgXwR5rQ98sPIScL2E,0,4931268614,full_time,,,
50.87096,Initiativbewerbung Data Science /BI,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hürth, Rhein-Erft-Kreis'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",6.86811,https://www.adzuna.de/details/5442731678?utm_medium=api&utm_source=a4bcf954,2025-10-11T13:49:51Z,"{'display_name': 'SKOPOS ELEMENTS', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0MjczMTY3OCIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.-mET5IFo_pB3bCCVlV530wfwBOtNfrM3nvivjy-dOAY,0,5442731678,full_time,,,
48.1476,Head of Data Science,"Short Facts Join us on our journey : We at Flexa and Entrix are a diverse team of 50, from 12 nationalities, and steadily growing. To drive the smart and sustainable energy future, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow our Data Science team with innovation, foster talent and teamwork, and drive our offering's growth in alignment with and exceeding Flexa's strategic g…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Maxvorstadt, München'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",11.56803,https://www.adzuna.de/details/5180670474?utm_medium=api&utm_source=a4bcf954,2025-05-04T21:27:47Z,"{'display_name': 'Flexa', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1MTgwNjcwNDc0In0.7eqtGBH1KP0-fdEHkYLFb_X35VpEsZTkmezv-KNT27A,0,5180670474,full_time,,140000.0,100000.0
51.226802,(Senior) Data Science Consultant,"About the Role: At Centric, we help some of the world’s most recognized fashion, beauty, and home brands make smarter pricing and inventory decisions with the power of AI. As a (Senior) Data Scientist / Consultant, you’ll combine deep analytical expertise with a consulting mindset — applying advanced data techniques while working directly with clients to turn insights into measurable impact. This role is ideal if you enjoy problem-solving, explaining complex concepts clearly, and collaborating …",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}","{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",6.808387,https://www.adzuna.de/details/5383432819?utm_medium=api&utm_source=a4bcf954,2025-09-04T22:25:05Z,"{'display_name': 'Centric Software', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1MzgzNDMyODE5In0.m61Jr_2rqaFNM-8_Wkiy6Rnhb2tgwzmI6PICZ9k3jqE,0,5383432819,full_time,,,
52.507706,Team Lead Data Science,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",13.420806,https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,2024-09-20T13:48:26Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mapp Digital Us Llc'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI0ODcwNDg5MDc1In0.jHlEIeOwnG4L9gjILtqGwLDWxwycR-CTSbm80F-VfBo,0,4870489075,full_time,,,
,Praktikum Data Science in Neckarsulm,"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…",Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,https://www.adzuna.de/details/5373364143?utm_medium=api&utm_source=a4bcf954,2025-08-29T14:57:18Z,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1MzczMzY0MTQzIn0.cvgp9wvftPmrX3IW7zvpWo9wLY-uBzgPrLIL_rzHMv0,0,5373364143,full_time,,,
48.137418,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d),"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",Adzuna::API::Response::Job,"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",11.555737,https://www.adzuna.de/land/ad/5401453209?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=CC6EA3AAD794ED862DFBEAE403D5F3CA1AD54643,2025-09-16T15:52:03Z,"{'display_name': 'BWI GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwMTQ1MzIwOSIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.bXqsoT4L6GRXXJvemIe-WSpnydT5_-wXxqIfmwbqfS8,0,5401453209,full_time,,,
50.71942,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d),"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",Adzuna::API::Response::Job,"{'display_name': 'Bonn, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",7.112412,https://www.adzuna.de/land/ad/5401453275?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=9B670F754440BEE305B69B163F47BCF1C985CE25,2025-09-16T15:52:05Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwMTQ1MzI3NSIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.Cwcs-UnOI5iq2zSKEgB1Bxybi033MSdmjglwBoWo9_s,0,5401453275,full_time,,,
53.550256,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d),"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Wilhelmshaven'], 'display_name': 'Wilhelmshaven, Niedersachsen'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",8.087806,https://www.adzuna.de/land/ad/5401453241?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=D56DE622B34175A89F05AB891FF790F16C90B9FF,2025-09-16T15:52:04Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwMTQ1MzI0MSIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.y08n5MVPu2sOWFWnwGgl_t1yBVK2I8hFGA7V574nDrY,0,5401453241,full_time,,,
51.339254,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Systemintegration (m/w/d),"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Sachsen', 'Leipzig (Kreis)', 'Leipzig'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Leipzig, Leipzig (Kreis)'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",12.373598,https://www.adzuna.de/land/ad/5401453294?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=4C3F27ADD01D926D23C721053F0F1EB03F8AB590,2025-09-16T15:52:05Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQwMTQ1MzI5NCIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.dyni4sCd7VcUQ8bukR8PThCvgRMW54VBCvsQINPXWCc,0,5401453294,full_time,,,
50.129683,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Systemintegration (m/w/d),"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",8.650578,https://www.adzuna.de/land/ad/5401453218?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=BFBE1CA6CB48B2B26BF37716ADD4CCAEDE3BBE1A,2025-09-16T15:52:04Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1NDAxNDUzMjE4In0.6hP3v0cUQu82UdjXkY2vLJ50L7rSQ2LElXT9WOV7RVQ,0,5401453218,full_time,,,
48.18449,Werkstudent Data Science / Data Engineering (all genders),"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in München sucht Dich: Werkstudent Data Science / Data Engineering (all genders) Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, kön…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Allach-Untermenzing, München'}","{'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",11.44811,https://www.adzuna.de/details/5148236983?utm_medium=api&utm_source=a4bcf954,2025-04-16T21:50:01Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MTU Aero Engines AG'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE0ODIzNjk4MyIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.FqBeIuUWFuDa_mLFLA0ZVN2JRYmwVTgkDBMx3nB30zQ,0,5148236983,part_time,,,
51.444823,Abteilungsleitung (m/w/d) Application & Data Intelligence,"Seit mehr als 50 Jahren bietet GNS zuverlässige und effiziente Lösungen zur Entsorgung nuklearer Abfälle und Reststoffe während Betrieb, Stilllegung und Rückbau von Kernkraftwerken und kerntechnischen Einrichtungen an. Die GNS-Gruppe ist Spezialist für die Entsorgung hochradioaktiver Abfälle und abgebrannter Brennelemente aus Kernreaktoren ebenso wie für die sichere Verarbeitung, Verpackung und Lagerung der durch den Betrieb von Kernkraftwerken anfallenden schwach- und mittelradioaktiven Abfäll…",Adzuna::API::Response::Job,"{'display_name': 'Essen, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Essen'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",7.014478,https://www.adzuna.de/land/ad/5443356214?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=ADC1166B901351EDC6C75FC54071B6317C1D3E76,2025-10-11T22:06:55Z,"{'display_name': 'GNS Gesellschaft für Nuklear-Service mbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1NDQzMzU2MjE0In0.fnpqn-D_Wg8IfUP7mv65j9ejRFoR1PWAQD9ULLn_juA,0,5443356214,,,,
51.13209,Praktikum/Abschlussarbeit im Bereich Data Science,"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…",Adzuna::API::Response::Job,"{'display_name': 'Frankenthal, Bautzen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",14.10731,https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,2025-07-12T22:07:55Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KSB'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5OTg2Njc0NiIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.FltkUjVaTsSh24hUC-wc-d1k3LYReRC-OlamXsoFpEE,0,5299866746,,,,
53.52837,Bachelor-/Masterarbeit: Data Science/Informatik,"„Evaluierung und Proof of Concept von Google BigQuery als Data-Lake-Lösung für Business Intelligence in der Logistik“ Google BigQuery ist eine leistungsstarke, cloudbasierte Data-Warehouse- und Data-Lake-Lösung. Sie ermöglicht es, große Datenmengen zentral zu speichern, mit SQL-Abfragen zu analysieren und für Business Intelligence nutzbar zu machen. Für NORDFROST eröffnet sich dadurch die Chance, Daten aus unserem Transportmanagementsystem (WinSped) und weiteren Anwendungen für Controlling, Pro…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Friesland (Kreis)', 'Schortens'], 'display_name': 'Schortens, Friesland (Kreis)'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",7.9473,https://www.adzuna.de/details/5372314900?utm_medium=api&utm_source=a4bcf954,2025-08-28T22:57:24Z,"{'display_name': 'NORDFROST & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM3MjMxNDkwMCIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.bU6fZ-LrUYJleJ8CVIv_l1AsZ-Ujnoyju7Gp1jieOMs,0,5372314900,part_time,,,
51.226802,Product Analytics Manager (m/w/d),"Stepstone is a leading online job board in Germany, dedicated to connecting job seekers with their ideal employment opportunities. As a major player in the German job market, we play a key role in facilitating millions of job placements across various sectors and industries. We are proud to be part of The Stepstone Group, a global expert in job-tech platforms. Being part of a global team allows us to leverage cutting-edge technology, data, and industry expertise to enhance our services and cont…",Adzuna::API::Response::Job,"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",6.808387,https://www.adzuna.de/land/ad/5427381442?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=9991F072B3415D0AFE0D58302591646C8F0861CF,2025-10-02T20:38:59Z,"{'display_name': 'Stepstone GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQyNzM4MTQ0MiIsInMiOiJOdk1oZWdTbzhCRzJnYWxtRml6aDNnIn0.4ZkWW6VAwUvao9UDsVQphZfu7T6MEJ8TPEB_J7gvjTc,0,5427381442,,,,
53.557429,IT-Projektleiter (m/w/d) – Schwerpunkt Künstliche Intelligenz in der Immobilienwirtschaft,"Die Intreal Solutions GmbH ist ein innovatives IT-Dienstleistungsunternehmen mit Sitz in Hamburg. Wir unterstützen unsere Kunden in der Immobilienwirtschaft bei der Digitalisierung ihrer Prozesse und setzen dabei modernste Technologien ein. Ein besonderer Fokus liegt auf der Entwicklung und Implementierung von Lösungen im Bereich Künstliche Intelligenz (KI), um datengetriebene Entscheidungen und effiziente Abläufe in der Immobilienbranche zu ermöglichen. Aufgaben Leitung und Koordination von KI…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",9.987297,https://www.adzuna.de/land/ad/5441652698?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=6D8297E5F60849BAA4B3671A66BA0191C0A67983,2025-10-10T21:56:28Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IntReal Solutions GmbH'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1NDQxNjUyNjk4In0.AIEP-kDLvfHMVp27kW5Pdj_xCAms4yQe23NGBVt56g0,0,5441652698,,,,
49.05856,Systemadministrator / Systemadministratorin (m/w/d) mit dem Schwerpunkt Compute Cluster Aufbau und Administration in Forschung und Lehre in Vollzeit / Teilzeit,"Informatik und Data Science Systemadministrator / Systemadministratorin (m/w/d) mit dem Schwerpunkt Compute Cluster Aufbau und Administration in Forschung und Lehre Die Fakultät für Informatik und Data Science der Universität Regensburg bündelt Forschung und Lehre in den Bereichen Informatik, Data Science und Künstliche Intelligenz an der Universität Regensburg. Eckpunkte Beginn: 01.01.2026 Umfang: Vollzeit, Teilzeit 40 Stunden / Woche Vergütung: TV-L bis E13 Befristung: unbefristet Wir bieten:…",Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Bayern', 'Regensburg (Kreis)', 'Wenzenbach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wenzenbach, Regensburg (Kreis)'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",12.20687,https://www.adzuna.de/land/ad/5432553208?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=4213C21067EE04F25E222B9A28EC83489FFB5C17,2025-10-05T11:22:02Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Universität Regensburg'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1NDMyNTUzMjA4In0._KSTJozdWBy46j_wZsoFrfnma5O35ayNFqsukzCQ1CI,0,5432553208,,,,
49.18975,Wechselmanager mit Fokus Zeitreihen Qualität (m/w/d),"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}","{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",9.2274,https://www.adzuna.de/land/ad/5427364267?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=176D1C6656BA13F5504F6B07913B132D9CF48CB3,2025-10-02T20:38:26Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1NDI3MzY0MjY3In0.zGivXqgTVKBs_p-PGf7qqV2Yym1N65T0TdLHpsfW8jQ,0,5427364267,,,,
49.18975,Wechselmanager mit Fokus Stammdatenqualität (m/w/d),"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Adzuna::API::Response::Job,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",9.2274,https://www.adzuna.de/land/ad/5427363454?se=NvMhegSo8BG2galmFizh3g&utm_medium=api&utm_source=a4bcf954&v=3261587C24F81CB71A4067A2E3F600EEA28CC786,2025-10-02T20:38:25Z,"{'display_name': 'Schwarz Corporate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiTnZNaGVnU284QkcyZ2FsbUZpemgzZyIsImkiOiI1NDI3MzYzNDU0In0.EpJWUiQ4BRElOsACXrET-b6YXYieBxMGHdpO7iiDmeY,0,5427363454,,,,
