description,title,company,salary_is_predicted,redirect_url,adref,__CLASS__,category,location,id,created,latitude,longitude,contract_time,salary_max,salary_min,contract_type
"Praktikum Data Engineering & Data Science Auf der Breit 4, 76227 Karlsruhe, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Robert Bosch G…",Praktikum Data Engineering & Data Science,"{'display_name': 'Robert Bosch GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5646661010?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NjY2MTAxMCIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.FywXhQFcN8jaeoevZkakp4_tk1b7lIXHyrj-OeA0jQM,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Durlach, Karlsruhe', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Durlach']}",5646661010,2026-02-26T22:25:06Z,49.00018,8.47624,full_time,,,
"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 24 months, our work has been heard, watched and loved for over 3 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as Data Scientist Intern to bring order to the chaos of culture…","Data Science Intern, Music & Audio","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Melotech'}",0,https://www.adzuna.de/details/5502240982?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NTAyMjQwOTgyIn0.ePwUC7wqxfmDldsooum_WtSJAA_kIrIXxfx0AfPl2BQ,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",5502240982,2025-11-18T18:47:23Z,52.507706,13.420806,full_time,,,
"Salary: 30.000 - 40.000 € per year Requirements: Du hast Erfahrung mit SQL, VBA sowie Python und bringst ein grundlegendes Verständnis für Datenstrukturen und -modelle mit. Du studierst Wirtschaftsinformatik, Informatik, Mathematik oder ein vergleichbares Studienfach, welches sowohl IT Themen als auch idealerweise betriebswirtschaftliche Fragestellungen behandelt. Sehr gute Deutschkenntnisse runden dein Profil ab. Zuverlässigkeit, Selbstständigkeit sowie strukturiertes und zielorientiertes Hand…",Werkstudent:in Data Science / Citizen Development,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bayernwerk Netz GmbH'}",0,https://www.adzuna.de/details/5668277446?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjY4Mjc3NDQ2In0.bGm1ObfHBdjzS_XH7ZaITtCibkyh-rOikZSVfrSa7rk,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Regensburg (Kreis)', 'Wenzenbach'], 'display_name': 'Wenzenbach, Regensburg (Kreis)'}",5668277446,2026-03-16T04:53:35Z,49.05856,12.20687,,40000.0,30000.0,contract
"Du hast Lust auf diese Aufgaben Du unterstützt uns im Bereich Data Engineering bei der Erweiterung von Data Pipelines / ETL-Prozessen, z.B. mit Airflow, dbt und Kafka. Du arbeitest in unserer Google Cloud Umgebung und nutzt dabei Services wie BigQuery. Du kombinierst Daten aus internen und externen Quellen und bereitest sie zu einem analytischen Datensatz auf. Du visualisierst Analyseergebnisse mit Tools wie Looker Studio Wir freuen uns auf Deine Qualifikationen Du bist Student:in (m/w/d) oder …",Praktikum Data Science / Data Engineering (m/w/d),"{'display_name': 'jobvector', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5572461899?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3MjQ2MTg5OSIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.XryhOK7KrKkp6OaE28-oLIrjv3AqfwcXA1CAp3M6OWc,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",5572461899,2026-01-07T20:33:15Z,51.226802,6.808387,full_time,,,
"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Experte Energiewirtschaft Marktprozesse (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",0,https://www.adzuna.de/land/ad/5627978489?se=zKaM4g4h8RGtnb5D9xoijA&utm_medium=api&utm_source=a4bcf954&v=F5D68FB69CE25889EA1DEA58D4C86C75DB7521CD,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyNzk3ODQ4OSIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.6XYq-415Xd3VWEUqryPShOWF3xoYXmVdeYBO5LPlox4,Adzuna::API::Response::Job,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}","{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",5627978489,2026-02-13T18:01:46Z,49.18975,9.2274,,,,
"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb den Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen BWL und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Programmbeginn:} 01.09.2026 mit dem Begrüßungsmonat {Studienbeginn:} 01.10.2026 {Studiendauer:} 3 …",Duales Studium Wirtschaftsinformatik 2026 Neckarsulm (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Digits'}",0,https://www.adzuna.de/land/ad/5644976717?se=zKaM4g4h8RGtnb5D9xoijA&utm_medium=api&utm_source=a4bcf954&v=8E78392EC34BE95850E7D71DFE680FD585F77708,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NDk3NjcxNyIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.3c1LFYMbyaHykZCfwj8IYg5CcpCrN57uayz7ejaezXY,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",5644976717,2026-02-25T18:33:11Z,49.18975,9.2274,,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Freelance Data Science Engineer (Python & SQL),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}",0,https://www.adzuna.de/details/5659388547?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1OTM4ODU0NyIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.xk1UCB9T-Z1cciLWS7Jckb5BFctQ22anP33101Kk02M,Adzuna::API::Response::Job,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}","{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",5659388547,2026-03-09T13:50:25Z,,,part_time,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Freelance Data Science Engineer (Python & SQL),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mindrift'}",0,https://www.adzuna.de/details/5659388546?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjU5Mzg4NTQ2In0.diBjsXCk1oXOa_Rfa3K1j8Ozjk7KvLTvJfeOiMzxZNU,Adzuna::API::Response::Job,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}","{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}",5659388546,2026-03-09T13:50:25Z,,,part_time,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Freelance Data Science Engineer (Python & SQL),"{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5659388550?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjU5Mzg4NTUwIn0.RgazpskOw4ASzCXFMKi25rCuZUfcaJE21MclJhiho2E,Adzuna::API::Response::Job,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",5659388550,2026-03-09T13:50:25Z,53.557429,9.987297,part_time,,,
"This opportunity is only for candidates currently residing in the specified country. Your location may affect eligibility and rates. Please submit your resume in English and indicate your level of English proficiency. At Mindrift , innovation meets opportunity. We believe in using the power of collective intelligence to ethically shape the future of AI. What we do The Mindrift platform connects specialists with AI projects from major tech innovators. Our mission is to unlock the potential of Ge…",Freelance Data Science Engineer (Python & SQL),"{'display_name': 'Mindrift', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5659388548?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjU5Mzg4NTQ4In0.na34V71Q5miWrszSaFJZG0slbayKRFLxQuNcaBIlGSc,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}","{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",5659388548,2026-03-09T13:50:25Z,52.507706,13.420806,part_time,,,
"Stellenbeschreibung Als Werkstudent (m/w/d) im Bereich Data Science bekommst du spannende Einblicke in die Welt der Datenanalyse und des maschinellen Lernens. Du wirst uns bei administrativen und organisatorischen Aufgaben unterstützen und bekommst die Chance, Verantwortung zu übernehmen. Die Position bietet die Möglichkeit deine Arbeitszeit anteilig im Home Office zu verbringen. Zwei Mal wöchentlich arbeiten wir im Headquarter in Erkrath zusammen und fördern den direkten Austausch. Du unterstü…",Werkstudent (m/w/d) Data Science,"{'display_name': 'Timocom GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5648041769?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0ODA0MTc2OSIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.APe8J3xdvEmxkGgHWdgUarltjxRrIkVQZF2TtAF7V98,Adzuna::API::Response::Job,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Erkrath, Düsseldorf', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Erkrath'], '__CLASS__': 'Adzuna::API::Response::Location'}",5648041769,2026-02-28T01:47:18Z,51.22442,6.9116,,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Informatiker als Junior Berater Data Engineering - Konzeption & Realisierung (m/w/d),"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5585477391?se=zKaM4g4h8RGtnb5D9xoijA&utm_medium=api&utm_source=a4bcf954&v=91E07C4D5D73F6D60BB2654F4AA0109A13726490,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NTQ3NzM5MSIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.lOG0sqW3gncmabP8eqP15r962aqMLOYNNHZhGerNo5w,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",5585477391,2026-01-15T03:23:06Z,53.557429,9.987297,full_time,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Informatiker als Junior IT Berater - Solution Design / SAP Azure Cloud (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",0,https://www.adzuna.de/land/ad/5585477389?se=zKaM4g4h8RGtnb5D9xoijA&utm_medium=api&utm_source=a4bcf954&v=8D91CD7EA478C83E173A3DE1DC3B724442A916A3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NTQ3NzM4OSIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.QzT0sbpwAg0FXNypNLQDXV2r1QhlnJBrnTQ_eMeI1EY,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",5585477389,2026-01-15T03:23:06Z,53.557429,9.987297,full_time,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Consultant Data Engineering (m/w/d),"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5574048732?se=zKaM4g4h8RGtnb5D9xoijA&utm_medium=api&utm_source=a4bcf954&v=F6D1165FD32639C754DB53C0DE11578CCCF39EA4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3NDA0ODczMiIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.iIZc5EB4al3nYlRxiXMZT5PrsTNgYYEsT4sID02ZrLY,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",5574048732,2026-01-08T19:14:09Z,53.557429,9.987297,full_time,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Wirtschaftsinformatiker als IT Berater - Data Engineering - SAP Analytics Cloud (m/w/d),"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5585477387?se=zKaM4g4h8RGtnb5D9xoijA&utm_medium=api&utm_source=a4bcf954&v=B0B01910D2891B8B2409F7FC92DDCEE696EB4E39,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NTQ3NzM4NyIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.5rInAoeUDuw661Kcb1Hjtg-ZhXPXFuu3IaC-bOhg03s,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",5585477387,2026-01-15T03:23:06Z,53.557429,9.987297,full_time,,,
"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Consultant Business Intelligence / Power BI - Data-Lake-Lösungen (m/w/d),"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/land/ad/5585477385?se=zKaM4g4h8RGtnb5D9xoijA&utm_medium=api&utm_source=a4bcf954&v=AB3F17E91905C5D9EE6E3F54329A9E86C35038ED,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NTg1NDc3Mzg1In0.2jAMcOuyJzNs6GKJp1NP1M2F8OkMUk-okBlxAz5x4MQ,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",5585477385,2026-01-15T03:23:05Z,53.557429,9.987297,full_time,,,
"Wer wir sind Als eine der führenden Beratungen der Medienbranche treibt Highberg DACH (ehemals SCHICKLER) den digitalen Wandel in Medienunternehmen in Deutschland, Österreich und der Schweiz aktiv voran. In der Medienwelt von heute entscheidet Datenkompetenz über Sichtbarkeit, Reichweite und Erfolg. Wer relevant bleiben will, muss Wandel aktiv gestalten – genau deshalb suchen wir dich. Deine Aufgaben Als Teamlead Data bist Du verantwortlich für die strategische und operative Leitung unseres Dat…",Teamlead Data Science und Data Engineering (m/w/d),"{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5513908949?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NTEzOTA4OTQ5In0.iIrRUda_gI0-e_-0qyGN9q1UTkjLS70NmRwPxhuLO3A,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'HafenCity, Hamburg', 'area': ['Deutschland', 'Hamburg', 'HafenCity'], '__CLASS__': 'Adzuna::API::Response::Location'}",5513908949,2025-11-26T00:37:15Z,53.54167,9.99333,full_time,,,
"Dein potenzielles Team: Entdecke die faszinierende Welt der Business Analytics und Data Science! Wenn du dich leidenschaftlich für Künstliche Intelligenz (KI), maschinelles Lernen und Data Science begeisterst und innovative Lösungen zur Umsetzung unserer Datenstrategie entwickeln möchtest, dann heißen wir dich herzlich willkommen. Wir laden dich ein, Teil unseres dynamischen Teams zu werden! In unserem strategischen Bereich meistern wir die Herausforderungen der Veränderung – sei es durch Digit…",Werkstudent Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'WERTGARANTIE Group'}",0,https://www.adzuna.de/details/5615838814?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjE1ODM4ODE0In0.o5GDRoQ7A-_LSk6oowkSkNMcwl01YwGX51JqeEYmSC0,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover'], 'display_name': 'Hannover, Region Hannover (Kreis)'}",5615838814,2026-02-05T19:44:35Z,52.378818,9.742751,part_time,,,
"Praktikum Data Science (m/w/d) Gesellschaft: JH AG Geschäftsbereich: Betriebswirtschaft Standort: Hamburg Beginn: 01.04.2026 Mehr mit dir – Gestalte mit uns die Zukunft der Intralogistik! Seit 1953 entwickeln wir bei Jungheinrich smarte und nachhaltige Lösungen für den weltweiten Materialfluss - von intelligenten Fahrzeugen bis hin zu vollautomatisierten Systemen. Heute sind wir über 21.000 Kolleg*innen weltweit, vereint durch die Überzeugung, dass wir gemeinsam mehr bewegen können. Deine Aufga…",Praktikum Data Science (m/w/d),"{'display_name': 'Jh Ag', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5655385698?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjU1Mzg1Njk4In0.uEGd2ffLjruAdy4uxQ23OkI3KIMc2DkB84DXNNHOW-I,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'Bramfeld'], 'display_name': 'Bramfeld, Hamburg'}",5655385698,2026-03-05T21:28:53Z,53.60866,10.07263,,,,contract
Specialist Data Science (m/w/d) für unsere Zentrale in Telgte (bei Münster) Aus Westfalen in die Welt - mit rund 18.000 Kolleginnen und Kollegen und fast 2.000 Stores in 17 Ländern sind wir einer der größten Fashion Discounter in Europa. Unsere internationalen Geschäfte steuern wir aus unserer Zentrale im westfälischen Telgte bei Münster. Takko Fashion steht für aktuelle Trends sowie gute Qualität aus sozial verantwortungsbewusster Produktion – und das zu einem erschwinglichen Preis. Durch unse…,Specialist Data Science (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Takko Fashion'}",0,https://www.adzuna.de/details/5611923517?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiekthTTRnNGg4Ukd0bmI1RDl4b2lqQSIsImkiOiI1NjExOTIzNTE3In0.4MgVOsWChPkfx2WLjNBirr01Qcg52vb9WFBYwexWS64,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'Telgte, Warendorf (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Warendorf (Kreis)', 'Telgte'], '__CLASS__': 'Adzuna::API::Response::Location'}",5611923517,2026-02-03T19:03:19Z,51.98437,7.7853,full_time,,,permanent
"Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…",Praktikum Data Analytics / Data Science in Fellbach,"{'display_name': 'ANDREAS STIHL AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",0,https://www.adzuna.de/details/5647025981?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0NzAyNTk4MSIsInMiOiJ6S2FNNGc0aDhSR3RuYjVEOXhvaWpBIn0.J2zvI4Ebwj0nYPwhYkxKjDqIcZ5SAPrMsX9QJyhZ3ZM,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Buchhaltung & Finanzwesen', 'tag': 'accounting-finance-jobs'}","{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",5647025981,2026-02-27T08:13:11Z,,,,,,
