company,id,__CLASS__,longitude,salary_is_predicted,created,redirect_url,description,title,adref,latitude,location,category,contract_time,salary_max,contract_type,salary_min
"{'display_name': 'Schwarz Corporate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}",5618493804,Adzuna::API::Response::Job,9.2274,0,2026-02-07T03:56:29Z,https://www.adzuna.de/land/ad/5618493804?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=06AB96B22DDA813AE9385910E0B303015667C682,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Projektleiter Day-Ahead-Prognosen (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxODQ5MzgwNCIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.b-jlv8tcuhhkeBNoteHgbrjGiZjfWaFD4T8VvRGvSBE,49.18975,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'label': 'Beraterstellen', 'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'Robert Bosch GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5570641569,Adzuna::API::Response::Job,9.851063,0,2026-01-06T23:54:00Z,https://www.adzuna.de/land/ad/5570641569?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=E6C01F936C90D93DF612D71E1EA8042141E69056,"Bachelor of Science (B.Sc.) Studiengang: Data Science & Künstliche Intelligenz Ausschreibungs-Nr 2026_322 Ausbildungsbeginn 2026 Standort Schwäbisch Gmünd Gestalte die digitale Zukunft? Mit uns! Data Science & KI sind keine Buzzwords - sie sind der Motor unserer Zeit. Ob smarte Produkte, autonome Systeme oder datengetriebene Entscheidungen: Hier gestaltest du die Technologien, die morgen Alltag sind. Mit deinem dualen Studium bei uns verbindest du Wissen & Praxis: spannende Theorie an der Duale…",Ausbildung: Bachelor of Science (B.Sc.) Studiengang: Data Science & Künstliche Intelligenz,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU3MDY0MTU2OSIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.3SF0cWnKbXCHsXHzmp3Wt_vznqvxiJ6YaJ4zVrA_xJE,48.79495,"{'display_name': 'Schwäbisch Gmünd, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Schwäbisch Gmünd']}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",5564720384,Adzuna::API::Response::Job,6.969972,0,2026-01-02T19:15:43Z,https://www.adzuna.de/land/ad/5564720384?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=695BD257D4F6703209705D5E02E57AC16CF38013,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Berater Business Intelligence SAP / Data Science Cloud (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NTY0NzIwMzg0In0.occxsWsVSiPokGiok3o4e9hIWAOOaWn4OHtAz9nOxbI,50.940164,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",5564720390,Adzuna::API::Response::Job,7.621504,0,2026-01-02T19:15:43Z,https://www.adzuna.de/land/ad/5564720390?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=9F6F5D0800271CE5F45C530724AB89A3F7F36B40,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Berater Business Intelligence SAP / Data Science Cloud (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NTY0NzIwMzkwIn0.04wqMya4hCO1julCZultbqLeHjYvfNuAaVT3FUKnmKc,51.955292,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Münster, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Münster']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",5564720395,Adzuna::API::Response::Job,10.517347,0,2026-01-02T19:15:43Z,https://www.adzuna.de/land/ad/5564720395?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=1F36DF3ACFF6EC33C76FC9EE528C6EAB5DE85890,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Berater Business Intelligence SAP / Data Science Cloud (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU2NDcyMDM5NSIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.7_KQFdsR2Exc7k9T5aZWBw7S7o56dsdNhxS_h_44s3c,52.263026,"{'area': ['Deutschland', 'Niedersachsen', 'Braunschweig'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Braunschweig, Niedersachsen'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BASF'}",5609374238,Adzuna::API::Response::Job,8.44563,0,2026-02-01T22:42:47Z,https://www.adzuna.de/land/ad/5609374238?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=94918C9679718DBF1AF355B16106B4E0B85973BF,"ELEMENTE DEINES DUALEN STUDIUMS Du findest Artificial Intelligence spannend und möchtest an der Gestaltung neuer Prozesse und Technologien mitwirken? Wenn du in der Schule Spaß an Informatik, Mathematik und wirtschaftlichen Zusammenhängen hast dann bist du bei Data Science und Künstliche Intelligenz richtig! Bewirb dich bei einem Unternehmen, das Zugang zu neuesten Technologien, Expertise und Inspirationen bietet. Du arbeitest in einem modernen Arbeitsumfeld und bist vom ersten Tag an Teil eine…",Duales Studium (B.Sc.) - Data Science und Künstliche Intelligenz (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYwOTM3NDIzOCIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.KCfnrjffPJDeIj6wg56hoBi-M8ME4elVzAN3OaUQ6CM,49.48137,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Süd, Ludwigshafen am Rhein', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Ludwigshafen am Rhein', 'Süd']}","{'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen'}",,,,
"{'display_name': 'Festool Group', '__CLASS__': 'Adzuna::API::Response::Company'}",5616728921,Adzuna::API::Response::Job,9.37738,0,2026-02-06T03:56:04Z,https://www.adzuna.de/land/ad/5616728921?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=3D9BAA779DE82E2938B108AD5953D0B85A958846,"Jedes Werkzeug kann immer nur so gut sein wie der Mensch, der dahintersteckt. Deshalb suchen wir bei der Festool Group Mitarbeitende, die gemeinsam mit ihren 3.000 Kolleginnen und Kollegen weltweit etwas bewegen wollen. Tauche ein in unsere Welt - und erlebe, wie stolz es macht, in einem Familienunternehmen die besten Elektrowerkzeuge der Welt zu bauen. Aufgaben Als Pricing Spezialist (m/w/d) bist Du für die die Auswahl von Methoden und Tools zur Unterstützung der strategischen und operativen P…",Pricing Spezialist:in,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NjE2NzI4OTIxIn0.VkCW2xgdWowIZq6Yo0Jg4dnUrIF7Flj_221VZCxYIaM,48.67129,"{'display_name': 'Wendlingen am Neckar, Esslingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Wendlingen am Neckar']}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",,,,
"{'display_name': 'ALH Gruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",5618494307,Adzuna::API::Response::Job,9.187224,0,2026-02-07T03:56:37Z,https://www.adzuna.de/land/ad/5618494307?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=5A8A0FB839C25BC02A0F0CC9738B1DF3B7E9AE99,"Die ALH Gruppe zählt zu den bedeutenden Versicherungs- und Finanzdienst­leistungsunternehmen in Deutschland. Rund 3.000 Mitarbeiterinnen und Mitarbeiter bilden das Fundament für unseren Erfolg und sorgen täglich für erstklassigen Service, individuelle Beratung und die langfristige Zufriedenheit unserer Kunden. Aufgaben Innovative Technologien vorantreiben und betriebswirtschaftliche Zusammenhänge optimieren – als Absolvent (m/w/d) des Studiengangs Wirtschaftsinformatik (B.Sc.) weißt du wie´s ge…",Duales Studium Wirtschaftsinformatik – Application Management (B.Sc.),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NjE4NDk0MzA3In0.X4-WNrsBUhQQqX9CDftgAi1wFbeRVMuu5GYuKgwj9H0,48.776198,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",,,,
"{'display_name': 'Kessler & Co. GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",5619087034,Adzuna::API::Response::Job,,0,2026-02-07T15:57:02Z,https://www.adzuna.de/land/ad/5619087034?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=B3DFBE75D455694C1DE2A6A4007DB068E24E2275,"Kessler  Co ist ein führender Hersteller von Antriebskomponenten und Steue­rungssoftware für schwere Mobilfahr­zeuge. Wir entwickeln, fertigen und vertreiben Planetenachsen, Getriebe, Radantriebe und elektrische Antriebs­systeme für eine Vielzahl an unterschied­lichen Anwendungen, darunter Bauma­schi­nen, Mobilkrane, Umschlaggeräte und Untertage­fahr­zeuge. Durch eine hochflexible Fertigung und Konstruktion finden wir für unsere international tätigen Kunden optimale Lösungen. IT-Projektbetreuer…",IT-Projektbetreuer mit Schwerpunkt Künstliche Intelligenz (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxOTA4NzAzNCIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.aS0nmup-8OyXjD6DNU2Ai9vuiO-HEKRWA_VOplrypCw,,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bayerische Landesbank'}",5571157648,Adzuna::API::Response::Job,11.56907,0,2026-01-07T08:14:51Z,https://www.adzuna.de/land/ad/5571157648?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=46E8EDA0EF4077757020BEEABE37D30F9AD53013,"Wir alle haben als Kinder davon geträumt, Großes zu bewirken ob als gute Feen, Stars im Rampenlicht oder Weltraumreisende im All. Höchste Zeit, dass diese Träume wahr werden! Dein Traumschiff? Die BayernLB! Bei uns steuern wir einer blühenden Zukunft entgegen und kämpfen als Fortschrittsfinanzierer für die Welt von morgen. Unsere Feenflügel und Raumanzüge haben wir abgelegt. Nicht aber unsere Ziele. Denen sind wir näher denn je. Als Spezialbank fokussieren wir uns auf ausgesuchte Zukunftssektor…",Hochschule München: Duales Studium Data Science und Scientific Computing (B.Sc.) 2026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NTcxMTU3NjQ4In0.cT93FlsN1zxZhftgwriuwXDT5PdutbCGwBM0EU19gAc,48.14093,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Altstadt-Lehel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Altstadt-Lehel, München'}","{'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5585477389,Adzuna::API::Response::Job,9.987297,0,2026-01-15T03:23:06Z,https://www.adzuna.de/land/ad/5585477389?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=8D91CD7EA478C83E173A3DE1DC3B724442A916A3,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Informatiker als Junior IT Berater - Solution Design / SAP Azure Cloud (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NTQ3NzM4OSIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.fbrTeOZSHnM4vvlAgleY4pi1NWyk__Ink7G6BKU9YqA,53.557429,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",5585477391,Adzuna::API::Response::Job,9.987297,0,2026-01-15T03:23:06Z,https://www.adzuna.de/land/ad/5585477391?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=91E07C4D5D73F6D60BB2654F4AA0109A13726490,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Informatiker als Junior Berater Data Engineering - Konzeption & Realisierung (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NTg1NDc3MzkxIn0.s-Xz4a_0KiTrdGf9xiVX7_eporGvHgTxHtXw2YguIys,53.557429,"{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ISR Information Products AG'}",5585477385,Adzuna::API::Response::Job,9.987297,0,2026-01-15T03:23:05Z,https://www.adzuna.de/land/ad/5585477385?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=AB3F17E91905C5D9EE6E3F54329A9E86C35038ED,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Consultant Business Intelligence / Power BI - Data-Lake-Lösungen (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NTQ3NzM4NSIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.Ifb9fgDXWv0_MepEmtGHkhDGLgD1bKj4cKhrSZ8LyIY,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",full_time,,,
"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5574048732,Adzuna::API::Response::Job,9.987297,0,2026-01-08T19:14:09Z,https://www.adzuna.de/land/ad/5574048732?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=F6D1165FD32639C754DB53C0DE11578CCCF39EA4,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Junior Consultant Data Engineering (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NTc0MDQ4NzMyIn0.fTS8xohBOv_2XDwHD3joxkgm_VZev0rtMobZQKEIPyY,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",full_time,,,
"{'display_name': 'ISR Information Products AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5585477387,Adzuna::API::Response::Job,9.987297,0,2026-01-15T03:23:06Z,https://www.adzuna.de/land/ad/5585477387?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=B0B01910D2891B8B2409F7FC92DDCEE696EB4E39,"Dein Team Du hast Freude an Innovationen, spannenden Inhalten und kollegialem Teamspirit? Mit unseren Berater:innen wächst du mit deinen Aufgaben und lernst von unseren Expert:innen. Gemeinsam beraten wir unsere deutsch- und englischsprachigen Kunden bei ihren Herausforderungen im Umfeld von Business Intelligence, Planung, Advanced Analytics & Data Science. Wir verbinden höchste Beratungskompetenz mit technischer Expertise. Dabei konzipieren und implementieren wir maßgeschneiderte Lösungen auf …",Wirtschaftsinformatiker als IT Berater - Data Engineering - SAP Analytics Cloud (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4NTQ3NzM4NyIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.ReAKAg-WHzbEmhmgrsrx3bKr2uYbOasCA12uj-FcTNg,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",full_time,,,
"{'display_name': 'JULABO GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",5470834401,Adzuna::API::Response::Job,,0,2025-10-30T11:48:21Z,https://www.adzuna.de/land/ad/5470834401?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=9309BF92E21A18B2BC00CFA366C571A010AD6CD9,"Abteilungen/Tätigkeitsschwerpunkte: Der Bachelorstudiengang in Data Science und Künstliche Intelligenz vermittelt praxisorientierte Kenntnisse in Informatik, Mathematik, Statistik und Betriebswirtschaftslehre. Studierende lernen, wie sie große Datenmengen analysieren und intelligente KI-gestützte Anwendungen zur Optimierung von Geschäftsprozessen entwickeln können. Der Studiengang legt dabei einen besonderen Schwerpunkt auf die praktische Anwendung von Data-Science- und KI-Methoden im Unternehm…",Bachelor of Science - Data Science und Künstliche Intelligenz (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NDcwODM0NDAxIn0.7B346mjtwE0EW_SlvOovlOr76-kZh_yVDyPMbhQJIU4,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'display_name': 'Heidelberger Druckmaschinen AG', '__CLASS__': 'Adzuna::API::Response::Company'}",5488043885,Adzuna::API::Response::Job,8.69774,0,2025-11-09T08:45:22Z,https://www.adzuna.de/land/ad/5488043885?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=1E801C15ACBB79AED13F45285CC8EE4322105FB7,Duales Hochschulstudium Bachelor of Science Data Science und Künstliche Intelligenz (m/w/d) 2026 Die Berufliche Bildung bei HEIDELBERG bietet jungen Menschen vielfältige und interessante Entwicklungsmöglichkeiten und Perspektiven. Unser attraktives Onboarding gleich zu Beginn der Ausbildungszeit macht Lust aufs Lernen und auf die Zeit bei HEIDELBERG. Die externe Seminarwoche mit teambildenden Maßnahmen und Infos zum Unternehmen bietet viel Raum zum Kennenlernen. Daneben bereiten Schulungen und …,B. Sc. Data Science und Künstliche Intelligenz (m/w/d) - 2026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NDg4MDQzODg1In0.b6OBlQfHz2Mra81FUoA_WNZw_ripuy4qwI4p4ZoyZ6k,49.29464,"{'area': ['Deutschland', 'Baden-Württemberg', 'Rhein-Neckar-Kreis', 'Wiesloch'], 'display_name': 'Wiesloch, Rhein-Neckar-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Jermi Käsewerk GmbH'}",5470876875,Adzuna::API::Response::Job,9.88178,0,2025-10-30T11:57:22Z,https://www.adzuna.de/land/ad/5470876875?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=AFC9BB0970B48B80B838B2A9CC21DDFE54C82936,"Du willst durchstarten, wo Zukunft programmiert wird und neben deinem Studium frühzeitig praktische Erfahrungen sammeln? Dann beginne deine berufliche Zukunft mit einem Dualen Studium bei JERMI. JERMI steht für mehr als 130 Jahre Käse-Erfahrung, die Tradition mit Innovation verbindet. Mit unseren rund 600 Mitarbeitenden entwickeln, produzieren und vermarkten wir als mittelständisches Familienunternehmen hochwertige Käsespezialitäten, die ihre Fans in der ganzen Welt haben. Duales Studium Data S…",Duales Studium Data Science und Künstliche Intelligenz - DHBW (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg3Njg3NSIsInMiOiJGdUJiWUl3RjhSR2FObzl6QUxFdUNRIn0.qOT_qeJKmXvCwfzG2o6YSD4zQFlklVp3iO-_jlDbXOo,48.23581,"{'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Laupheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Laupheim, Biberach (Kreis)'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ASMPT GmbH & Co. KG'}",5515932719,Adzuna::API::Response::Job,11.555737,0,2025-11-27T11:47:29Z,https://www.adzuna.de/land/ad/5515932719?se=FuBbYIwF8RGaNo9zALEuCQ&utm_medium=api&utm_source=a4bcf954&v=6F2EA417E98A552693944C99344F16B5E42FC31A,"Willkommen bei ASMPT. Hier bist du auf dem direkten Weg in das digitale Zeitalter. Mit 12.000 Mitarbeitenden weltweit sind wir technologischer Prozesspartner für die Elektronikindustrie und brennen für innovative Automatisierungsstrategien am Puls der Zeit. Mit unseren smarten Lösungen fordern unsere passionierten Teams den technischen Status quo immer wieder heraus und setzen so neue Maßstäbe für die Fertigung von Smartphones, Computern, Netzwerken, autonomen Fahrzeugen, intelligenten Maschine…",Dualer Student (m/w/d) - Data Science & Scientific Computing Bachelor,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRnVCYllJd0Y4UkdhTm85ekFMRXVDUSIsImkiOiI1NTE1OTMyNzE5In0.7DaaATRqIUQcWKZdQbnY8GFrCcZEMrzqd37TNnffNoA,48.137418,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",,,,
