longitude,location,id,description,title,salary_is_predicted,company,category,redirect_url,__CLASS__,latitude,adref,created,contract_time,salary_max,salary_min,contract_type
9.187224,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}",5255547100,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",Praktikant*in Data Analytics/Data Science (Pflicht-Praktikum),0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Group AG'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5255547100?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=6A3165EA6EE78B3EAD88E052C6452E1B0B1CC8EB,Adzuna::API::Response::Job,48.776198,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTU0NzEwMCIsInMiOiI5Sm5BRDlGZzhCR0tWdmQ1UE1McFR3In0.q3tssk6gLlk3cqedOAsYsTxHPlLJcPVJWX-p_c6qYL0,2025-06-18T02:25:02Z,,,,
9.2274,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}",5298211230,"Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder . click apply for full job details",Duales Studium Wirtschaftsinformatik - Data Science 2026,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'trade-construction-jobs', 'label': 'Stellen aus Handel & Bau'}",https://www.adzuna.de/land/ad/5298211230?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=A2BA9A0381A1975D05A5A47312F1D1D4BC9BE272,Adzuna::API::Response::Job,49.18975,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5ODIxMTIzMCIsInMiOiI5Sm5BRDlGZzhCR0tWdmQ1UE1McFR3In0.eaydiMQIhkES1TOjGu3UTZ2mKC9WvxIAMk1YrTEnquQ,2025-07-11T22:08:28Z,,,,
7.4619,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Weißenthurm, Mayen-Koblenz (Kreis)', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Mayen-Koblenz (Kreis)', 'Weißenthurm']}",5287072963,"Willkommen im (K)leben! Wir freuen uns, dass Sie sich für Lohmann, den Spezialisten für Klebelösungen, interessieren. Unsere Erfolgsgeschichte begann bereits vor über 170 Jahren. Ein familiengeführtes Unternehmen mit sozialer Verantwortung sind wir noch heute. Und wir sind stolz darauf, für unsere Kunden ein verlässlicher Partner mit zukunftsweisenden Technologien zu sein . klicken sie bewerben, für die volle Stellenbeschreibung",Technician Data Science (m/w/d),0,"{'display_name': 'Lohmann GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5287072963?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=B5865ED705AF0B817564175257D66D09101C7C64,Adzuna::API::Response::Job,50.42667,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI4NzA3Mjk2MyIsInMiOiI5Sm5BRDlGZzhCR0tWdmQ1UE1McFR3In0.A534zoV1UOUtz5A4sEiiMM8BKkYTPq7j5mAHPH2BRVA,2025-07-05T10:45:28Z,,,,
10.88109,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach'], 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)'}",5300825987,"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Aufgaben Im Überblick:…",Duales Studium (DHBW) - Cyber Security (m/w/d) 2026,0,"{'display_name': 'Schaeffler Technologies AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5300825987?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=A5B1366DC550052C749378A6A59CF4403A5A37FD,Adzuna::API::Response::Job,49.56892,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUpuQUQ5Rmc4QkdLVnZkNVBNTHBUdyIsImkiOiI1MzAwODI1OTg3In0.nQu2UJxfXYniJ4PVYr5YlmqKaNlWCkzFTIy8-f-mcRg,2025-07-13T18:09:06Z,,,,
6.969972,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",5302067196,"Die Transdev GmbH mit Sitz in Berlin ist mit rund 8.700 Mitarbeitenden und einem Umsatz von rund 1,5 Milliarden Euro der größte private Mobilitätsanbieter in Deutschland. Unsere Tochtergesellschaften im Bahn- und Busbereich bringen mit unseren modernen Fahrzeugen jährlich rund 220 Millionen Fahrgäste sicher und komfortabel an ihr Ziel. Daneben ist Transdev in Deutschland zweitgrößter Dienstleister beim Vertrieb von Fahrkarten und organisiert individuelle, auf den Kunden abgestimmte Mobilitätsan…",Studentischer Mitarbeiter (w/m/d) im kaufmännischen Bereich,0,"{'display_name': 'Transdev Vertrieb GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5302067196?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=3C887658D7CC45E88BBEC18866A0A013D1AE3528,Adzuna::API::Response::Job,50.940164,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUpuQUQ5Rmc4QkdLVnZkNVBNTHBUdyIsImkiOiI1MzAyMDY3MTk2In0.LAcLN9hi30KLzlkoMH7ccQFj-s1Evqbhpm89zk-UvwU,2025-07-14T18:09:52Z,,,,
10.984506,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Erlangen'], 'display_name': 'Erlangen, Bayern'}",5293568886,Ihr Arbeitsplatz Das Department Artificial Intelligence in Biomedical Engineering (AIBE) wurde zum 01.05.2020 als sechstes Department der Technischen Fakultät an der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) mit einer Schnittstelle zur Medizinischen Fakultät neu gegründet. Die zentrale IT des Departments ist serviceorientiert und effizient aufgestellt. Wir bieten ein attraktives und dynamisches Umfeld mit flachen Hierarchien und Teamgeist. Ihre Aufgaben Fachliche und personelle Le…,Head of IT Sicherheit - Data Science in Biomedical Engineering (m/w/d),0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Friedrich-Alexander-Universität Erlangen-Nürnberg'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",https://www.adzuna.de/land/ad/5293568886?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=247292EE7CAB83C561346B92D369D9B99E0BAC12,Adzuna::API::Response::Job,49.577521,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUpuQUQ5Rmc4QkdLVnZkNVBNTHBUdyIsImkiOiI1MjkzNTY4ODg2In0.HkTp9QAFekz9dWmouY91Tubw9-dzK9ndjDyB04M0EdQ,2025-07-09T14:21:49Z,full_time,,,
10.984506,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Erlangen, Bayern', 'area': ['Deutschland', 'Bayern', 'Erlangen']}",5293569053,Ihr Arbeitsplatz Das Department Artificial Intelligence in Biomedical Engineering (AIBE) wurde zum 01.05.2020 als sechstes Department der Technischen Fakultät an der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) mit einer Schnittstelle zur Medizinischen Fakultät neu gegründet. Die zentrale IT des Departments ist serviceorientiert und effizient aufgestellt. Wir bieten ein attraktives und dynamisches Umfeld mit flachen Hierarchien und Teamgeist. Ihre Aufgaben Fachliche und personelle Le…,IT-Ingenieur als Leiter IT Artificial Intelligence / Data Science (m/w/d),0,"{'display_name': 'Friedrich-Alexander-Universität Erlangen-Nürnberg', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",https://www.adzuna.de/land/ad/5293569053?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=C1F3FF5A1B37EF0B5D54C0D24D04CBAF450BD74A,Adzuna::API::Response::Job,49.577521,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUpuQUQ5Rmc4QkdLVnZkNVBNTHBUdyIsImkiOiI1MjkzNTY5MDUzIn0.UqGc3W20NK8jJB62MnBnHa2KSJccBI2cAdgVQ20kdGo,2025-07-09T14:21:49Z,full_time,,,
9.2274,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5295397010,"Duales Studium Data Science und Künstliche Intelligenz 2026 Standort: Neckarsulm Abteilung / Bereich: IT - Einstiegsprogramm Level: Duales Studium Referenznummer: 46062-de_DE Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir …",Duales Studium Data Science und Künstliche Intelligenz 2026 (m/w/d),0,"{'display_name': 'Schwarz IT', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5295397010?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=BA0FC5E2F599C4A99C3DC4526A59718B97FAF864,Adzuna::API::Response::Job,49.18975,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5NTM5NzAxMCIsInMiOiI5Sm5BRDlGZzhCR0tWdmQ1UE1McFR3In0.OGjMTarp9CfgweisFFqH88fF_c5v09uTVJINaYoh1vU,2025-07-10T09:42:56Z,,,,
6.808387,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf']}",5214028043,"Weshalb Sie bei uns genau richtig sind? Weil wir für Sie nicht nur viele spannende Aufgaben haben, sondern vor allem eine echte Mission: Wir helfen Menschen! Mit Ihren besonderen Fähigkeiten leisten Sie Ihren Beitrag, dass wir für unsere Kunden da sein können. Wenn mal etwas passiert und wenn möglich, auch schon vorher. Entfalten Sie Ihre Stärken in einem international erfolgreichen Familienunternehmen, in dem Unabhängigkeit, Fairness und Chancengleichheit gemeinsam gelebt werden. Jeden Tag auf…",Werkstudent im Bereich Data Science mit Python & Databricks (m/w/d),0,"{'display_name': 'ARAG SE', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5214028043?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=241CBDEA64F13B8BB180882A7E0EF14A1BCD64BA,Adzuna::API::Response::Job,51.226802,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUpuQUQ5Rmc4QkdLVnZkNVBNTHBUdyIsImkiOiI1MjE0MDI4MDQzIn0.5nbp4qbCtBj4z7ed51_rbd1t39KpvB0maHgE_hGUHmc,2025-05-24T10:39:51Z,,,,
,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",5298667615,"Du machst den Unterschied. Ob im Business Audit & Assurance, Tax & Legal, Consulting oder Advisory. Wir bei Deloitte unterstützen unsere weltweiten Mandanten dabei, sich kontinuierlich weiterzuentwickeln und zu wachsen. Entdecke ein vielfältiges Arbeitsumfeld, das ständig in Bewegung ist und immer um ein Zentrum kreist: dich und dein Know-how. What impact will you make? Du willst mit einem 3-jährigen dualen Studium den Grundstein für deine Karriere legen und vollwertiges Teammitglied im Bereich…",Duales Studium Data Science & Künstliche Intelligenz (B.Sc.) 2026,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Deloitte'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5298667615?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=109CD57D01C02121C9E8D05A462253458C35E5FD,Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5ODY2NzYxNSIsInMiOiI5Sm5BRDlGZzhCR0tWdmQ1UE1McFR3In0.cLKHElpkgTwtfWEy73KAUJ8yMtgeCaG87qDBuGB3gxc,2025-07-12T00:15:32Z,,,,
7.94837,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg'], 'display_name': 'Offenburg, Ortenaukreis'}",5196437459,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",Business Analyst (m/w/d) - im Team Data Science Solutions,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Markant Gruppe'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5196437459?se=9JnAD9Fg8BGKVvd5PMLpTw&utm_medium=api&utm_source=a4bcf954&v=F9EEA70ED26AC6CA9B3590233112BDBFE8DFC6DC,Adzuna::API::Response::Job,48.42392,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiOUpuQUQ5Rmc4QkdLVnZkNVBNTHBUdyIsImkiOiI1MTk2NDM3NDU5In0.Wpa3egzdpqpnO-sIP5BwrDiBqmY2yaSYOI1225SWta0,2025-05-13T16:26:05Z,,,,
10.10558,"{'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}",5237404437,"Als Studierender (m/w/x) arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst Dir ideale Voraussetzungen für Deine spätere Karriere. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist. All das wird getragen von der besonderen Eigentümerstruktur und dem langfristigen Ziel der Carl-Zeiss-Stiftung: Wissenschaft und Gesellsch…",Werkstudent Software & Data Science Entwicklung Projektionsoptiken (m/w/x),0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",https://www.adzuna.de/land/ad/5237404437?se=lBQdEdFg8BGxsLD7SB9SOQ&utm_medium=api&utm_source=a4bcf954&v=F1DE0016B75FA1F96EB3FC5B0A445C7CEC4C2E74,Adzuna::API::Response::Job,48.78408,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibEJRZEVkRmc4Qkd4c0xEN1NCOVNPUSIsImkiOiI1MjM3NDA0NDM3In0.4Cs263kWqKdc6CH6vsEeGFyKKHK6QmzWXVeX8KAYiCM,2025-06-07T01:43:41Z,,,,
7.464954,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Dortmund, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Dortmund']}",5302066027,"Als dichteste Hochschullandschaft Europas bietet die Metropole Ruhr attraktive Karrierechancen für exzellente Wissenschaftlerinnen und Wissenschaftler aus aller Welt. Um ihre internationale Spitzenforschung zu den großen Herausforderungen der Menschheit zu bündeln, haben die Ruhr-Universität Bochum, die TU Dortmund und die Universität Duisburg-Essen 2021 die Research Alliance Ruhr gegründet. Hier sind vier Research Center und ein College entstanden. Dies ist die jüngste Entwicklung in der langj…",Fachinformatiker*in / IT-Administrator*in,0,"{'display_name': 'Research Alliance Ruhr', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",https://www.adzuna.de/land/ad/5302066027?se=lBQdEdFg8BGxsLD7SB9SOQ&utm_medium=api&utm_source=a4bcf954&v=C05D7294ABDA1CA5B7CB9FF1D28B2812E8D32BC1,Adzuna::API::Response::Job,51.504967,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibEJRZEVkRmc4Qkd4c0xEN1NCOVNPUSIsImkiOiI1MzAyMDY2MDI3In0.V2nSvH8WZfaVyCtcCyKYopqz6F2J0PIlFS6WCMv7Yu0,2025-07-14T18:09:34Z,,,,
,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",5297187163,"Humboldt-Universität zu Berlin - Logo Logo Wirtschaftswissenschaftliche Fakultät An der Wirtschaftswissenschaftlichen Fakultät ist eine Juniorprofessur für ""Angewandte Statistik und Data Science"" zum 01.10.2026 zu besetzen. Diese W1-Stelle ist mit einem Tenure Track auf W3 versehen. Spätestens 15 Monate vor Ablauf der Juniorprofessur wird ein Evaluationsverfahren mit dem Ziel eröffnet, festzustellen, ob die Leistungsanforderungen für eine Berufung auf Lebenszeit erfüllt sind. Von Tenure-Track-P…","Juniorprofessur für ""Angewandte Statistik und Data Science"", JP/004/25",0,"{'display_name': 'Humboldt-Universität zu Berlin', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",https://www.adzuna.de/land/ad/5297187163?se=lBQdEdFg8BGxsLD7SB9SOQ&utm_medium=api&utm_source=a4bcf954&v=B3B9601AB1A8DC8EC331F485CB8BBC165A63DA33,Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibEJRZEVkRmc4Qkd4c0xEN1NCOVNPUSIsImkiOiI1Mjk3MTg3MTYzIn0._ui72aTbYdizIHMBAK3y_bJBVFfSjumyAxF_0Urgb-A,2025-07-11T04:13:32Z,,,,
6.808387,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",5266073190,"At The Stepstone Group, we have a simple yet very important mission: The right job for everyone. Using our data, platform, and technology, we create opportunities for jobseekers and companies around the world to find a perfect match in fair and equitable way. With over 20 brands across 30 countries, we strive for fair and unbiased hiring. Join our team of 4,000 employees and be part of reshaping the labour market and becoming the world's leading job platform. Aufgaben We are looking for a Data …",Data Analyst (m/f/d) Commercial,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Stepstone GmbH'}","{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}",https://www.adzuna.de/land/ad/5266073190?se=lBQdEdFg8BGxsLD7SB9SOQ&utm_medium=api&utm_source=a4bcf954&v=565BB997EDEC89CBD809781D8A5DF407786F1E15,Adzuna::API::Response::Job,51.226802,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibEJRZEVkRmc4Qkd4c0xEN1NCOVNPUSIsImkiOiI1MjY2MDczMTkwIn0.9ZuVyKyh2ZdynHtQqeaB0-jTIAWELt9Utc2ykXvL018,2025-06-24T20:16:34Z,,,,
10.517347,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Braunschweig, Niedersachsen', 'area': ['Deutschland', 'Niedersachsen', 'Braunschweig']}",5287006405,"Die Öffentliche Versicherung Braunschweig blickt auf über 270 Jahre Unternehmensgeschichte zurück. Sie ist Marktführer in ihrem Geschäftsgebiet, welches das gesamte ehemalige Braunschweiger Land umfasst. In rund 130 Geschäftsstellen werden in einem der dichtesten Filialnetze Deutschlands circa 350.000 Kunden betreut – und damit nahezu jeder zweite Einwohner der Region. Eine Verantwortung, die bei der Öffentlichen sehr ernst genommen wird: als verlässlicher regionaler Partner, der nah dran ist a…",Experte Vertriebsautomation & KI-Integration (m/w/d),0,"{'display_name': 'Öffentliche Sachversicherung Braunschweig', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5287006405?se=lBQdEdFg8BGxsLD7SB9SOQ&utm_medium=api&utm_source=a4bcf954&v=B87654921A7112A58C2E1B1A7A441DD4DF3E1905,Adzuna::API::Response::Job,52.263026,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibEJRZEVkRmc4Qkd4c0xEN1NCOVNPUSIsImkiOiI1Mjg3MDA2NDA1In0.ViTW8QEloVkrpe-MOYBmh3r_4uNrKAZxA2V8_ZMzmqw,2025-07-05T09:47:31Z,,,,
9.2274,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",5283909835,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…",Projektleiter Day-Ahead-Prognosen Energiebeschaffung (m/w/d),0,"{'display_name': 'Schwarz Corporate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung'}",https://www.adzuna.de/land/ad/5283909835?se=lBQdEdFg8BGxsLD7SB9SOQ&utm_medium=api&utm_source=a4bcf954&v=744594D6CAFD87DA20375C1DA24F06F53E4138D0,Adzuna::API::Response::Job,49.18975,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibEJRZEVkRmc4Qkd4c0xEN1NCOVNPUSIsImkiOiI1MjgzOTA5ODM1In0.vhXm448ehSR0FVcsD3n2xr6_cpmy1z5VoWjp02cD8og,2025-07-04T09:47:53Z,,,,
8.98349,"{'display_name': 'Böblingen, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Böblingen']}",5293828903,"Für den STAR-Bereich Consulting | Böblingen Deine Mission Du bist nicht nur Berater:in, du bist Macher:in. Du verstehst KI nicht nur konzeptionell, sondern kannst sie selbst pilotieren, testen und beim Kunden zum Fliegen bringen. Ob ChatGPT, LLM-Integration oder Custom-AI-Use-Cases – du übernimmst Verantwortung von der Idee bis zum funktionierenden Prototyp. Aufgaben Du entwickelst gemeinsam mit Unternehmen smarte KI-Strategien – von der Vision bis zur produktionsreifen Lösung Du identifizierst…",(Senior) Consultant (m/w/d) Managementberatung – Schwerpunkt Artificial Intelligence,0,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Star Cooperation GmbH'}","{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}",https://www.adzuna.de/land/ad/5293828903?se=lBQdEdFg8BGxsLD7SB9SOQ&utm_medium=api&utm_source=a4bcf954&v=C3F7B574CA0CF5D4603BBACA0B2DA4DA26167D7B,Adzuna::API::Response::Job,48.68872,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI5MzgyODkwMyIsInMiOiJsQlFkRWRGZzhCR3hzTEQ3U0I5U09RIn0.XE3XWBfpw5WzKWUe2ojl9XlSr8r_AcGcLUhd-Ky5vLM,2025-07-09T18:04:31Z,,,,
