category,redirect_url,title,__CLASS__,longitude,adref,salary_is_predicted,location,id,created,company,description,latitude,contract_time,contract_type,salary_max,salary_min
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5653676424?utm_medium=api&utm_source=a4bcf954,Pflichtpraktikum in Data Science,Adzuna::API::Response::Job,9.07443,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MzY3NjQyNCIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.5Ho9aLT5T-b37OGu0iJ_DkG0LnAmFCuPfvj2gwqR-WM,0,"{'display_name': 'Schwieberdingen, Ludwigsburg (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Schwieberdingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",5653676424,2026-03-04T14:07:38Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Robert Bosch GmbH'}","Pflichtpraktikum in Data Science Robert-Bosch-Straße 2, 71701 Schwieberdingen, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Robert Bosc…",48.87657,full_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5708741193?utm_medium=api&utm_source=a4bcf954,Praktikum Data Science,Adzuna::API::Response::Job,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzA4NzQxMTkzIn0.MQZygSK82Rii9ci93GNdMYK4MtDXm3V6NsskQ5z3-9w,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}",5708741193,2026-04-23T23:49:55Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung'}","Deine Aufgaben Werde Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. Ab Juli für 4 bis 6 Monate. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Mitarbeit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwicklung, Validierung und Pilotierung KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen Einbringen in die strategische Definition von Date…",49.18975,full_time,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5728118512?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=EE7EA9808F1702B41A69F920B2CC94A217AC1117,Dozent Psychologie Angewandte Datenanalyse (m/w/d),Adzuna::API::Response::Job,6.089788,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzI4MTE4NTEyIn0.XDupLlUWrD3K6Kt30PTc6TuZ_r0rlSPk6Px3XRuxSlE,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Aachen (Kreis)', 'Aachen'], 'display_name': 'Aachen, Aachen (Kreis)'}",5728118512,2026-05-13T17:13:58Z,"{'display_name': 'IU Internationale Hochschule', '__CLASS__': 'Adzuna::API::Response::Company'}","IU INTERNATIONALE HOCHSCHULE – MyStudium – Weil Lehre nicht nur ein Job ist, sondern ein Statement. Du willst nicht nur lehren, sondern auch etwas bewegen? Dann starte an Deutschlands größter Hochschule und gestalte mit uns die Lehre der Zukunft – in einem Umfeld, das deine beruflichen und persönlichen Bedürfnisse in den Mittelpunkt stellt. Erweitere unsere akademische Welt deutschlandweit als freiberufliche:r Dozent:in auf Honorarbasis im MyStudium mit 18 Unterrichtseinheiten ab dem 01.07.2026…",50.773914,,,,
"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",https://www.adzuna.de/land/ad/5601491323?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=BC8A3D0793640E5A617365CA26EF4D291535B022,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Anwendungsentwicklung (m/w/d),Adzuna::API::Response::Job,8.087806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NjAxNDkxMzIzIn0.mA-GNylPURaVO99FoeD1On3Ouv2oJ38azGawFfIjQSw,0,"{'area': ['Deutschland', 'Niedersachsen', 'Wilhelmshaven'], 'display_name': 'Wilhelmshaven, Niedersachsen', '__CLASS__': 'Adzuna::API::Response::Location'}",5601491323,2026-01-27T04:07:58Z,"{'display_name': 'BWI GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",53.550256,full_time,,,
"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",https://www.adzuna.de/land/ad/5715954006?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=D9E2E4D40D59FA5EDEFB5DEAAFA9CC14852634F6,Senior IT Architect Collaboration und Content Management (m/w/d),Adzuna::API::Response::Job,13.420806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzE1OTU0MDA2In0.gnl6dDHVm1WpGQ9bM_z2dMyz6NU9MBvBAj-0cnxsUME,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",5715954006,2026-05-01T16:35:12Z,"{'display_name': 'BWI GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 8.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…",52.507706,,,,
"{'label': 'Stellen aus PR, Werbung & Marketing', 'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/land/ad/5709411990?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=75F2B854422A208DEB8EA105D5597EF5C1911046,Praktikum Marketing Analytics International,Adzuna::API::Response::Job,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcwOTQxMTk5MCIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.RcJCBk4-Zgae1mbhlvY90lf6Y9TrvuLabY1BX1uJk08,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5709411990,2026-04-24T16:36:03Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl Stiftung & Co. KG'}","Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem dynamischen …",49.18975,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/land/ad/5713696405?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=AE58D84CB8A8D02BF17BEBDF09C83F80EB421BC1,Software Architect Azure AI (all genders),Adzuna::API::Response::Job,6.969972,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzEzNjk2NDA1In0.F6Yf9rDsxkp_j2c57C8Gpe0JXOOazvwGpCDjMvwiOdg,0,"{'display_name': 'Köln, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location'}",5713696405,2026-04-29T16:38:49Z,"{'display_name': 'adesso SE', '__CLASS__': 'Adzuna::API::Response::Company'}","adesso steht für digitale Exzellenz – und damit auch für vielfältige Entwicklungsmöglichkeiten für alle adessi. Wir wachsen gemeinsam und lernen voneinander: in anspruchsvollen Projekten, interdisziplinären Teams und mit zielgerichteten Trainingsangeboten. Wir haben IT im Herzen und den Erfolg unserer Kunden im Fokus. Als Treiber der KI-Transformation verbinden wir Mut zur Veränderung mit technologischer Expertise und zukunftsfähigen Strategien. Was uns stark macht, sind unsere adessi, die etwa…",50.940164,,,,
"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",https://www.adzuna.de/land/ad/5731571837?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=D7DCE747B4701053C0E2C7016BE17ABA0365EA1C,Metrology Systems Expert (m/w/d),Adzuna::API::Response::Job,12.32768,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMTU3MTgzNyIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.TAWCjgfuC5WLCi-cScxsashJ_aJ09qZbuTHvzXS4APE,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Bitterfeld-Wolfen, Anhalt-Bitterfeld (Kreis)', 'area': ['Deutschland', 'Sachsen-Anhalt', 'Anhalt-Bitterfeld (Kreis)', 'Bitterfeld-Wolfen']}",5731571837,2026-05-16T19:45:17Z,"{'display_name': 'Heraeus Quarzglas Bitterfeld GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","Displays faltbar machen? Herzen mit Mikro-Teilchen beim Schlagen helfen? Oder Edelmetallen neues Leben einhauchen? Als globale Technologiegruppe in Familienbesitz unterstützen wir unsere Kunden dabei, stets einen Schritt voraus zu sein. Über Heraeus Covantics Wir sind einer der führenden Werkstoffspezialisten für die Herstellung und Verarbeitung von hochreinem Quarzglas und anderen hochwertigen Materialien wie Keramik und neuartigen Kompositen. Mit einem globalen Team von über 2.000 Mitarbeiten…",51.62628,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'manufacturing-jobs', 'label': 'Stellen aus Fertigung'}",https://www.adzuna.de/land/ad/5728117978?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=E123A8520B64688AD0A7B12346233965E1C8A7F7,Praktikum im Bereich Digitalisierung in der Produktion,Adzuna::API::Response::Job,10.07197,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NzI4MTE3OTc4In0.sMUonG3BX5e69vwze0bWCHFUR7OyQdMiosJ8O91Ey2A,0,"{'display_name': 'Crailsheim, Schwäbisch Hall (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Schwäbisch Hall (Kreis)', 'Crailsheim'], '__CLASS__': 'Adzuna::API::Response::Location'}",5728117978,2026-05-13T17:13:51Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Voith GmbH & Co. KGaA'}","Aufgaben Profil Wir bieten Über die Voith Group Die Voith Group ist ein weltweit agierender Technologiekonzern. Mit seinem breiten Portfolio aus Anlagen, Produkten, Serviceleistungen und digitalen Anwendungen setzt Voith Maßstäbe in den Märkten Energie, Papier, Rohstoffe und Transport & Automotive. Gegründet 1867 ist Voith heute mit rund 22.000 Mitarbeiterinnen und Mitarbeitern, 5,5 Milliarden Euro Umsatz und Standorten in über 60 Ländern der Welt eines der großen Familienunternehmen Europas. U…",49.13436,,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",https://www.adzuna.de/details/5662362717?utm_medium=api&utm_source=a4bcf954,Duales Studium Bachelor of Science (B.Sc.) Data Science und knstliche Intelligenz (m/w/d) 2027,Adzuna::API::Response::Job,8.589191,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjM2MjcxNyIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.cW0Kp0BOrO5pYfZVpKdFqRvabp4Koxy4LkB5ut2PGR8,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}",5662362717,2026-03-12T14:26:58Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BBBank eG'}","BBBank eG - Better Banking Wir sind die größte genossenschaftliche Privatkundenbank in Deutschland. Als Digitalbank mit bundesweitem Filialnetz anüber 100 Standorten vereinen wir Erfahrung und Innovation mit derüber 100-jährigen Kompetenz eines erfolgreichen Bankhauses– kundenorientiert, wirtschaftlich, nachhaltig und sympathisch. Wir leben, lieben und liefern Better Banking und setzen Maßstäbe, die nachhaltig sind. Für Wachstum mit Substanz. Für beständige Weiterentwicklung, die Kundenerlebnis…",49.073517,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5524952099?utm_medium=api&utm_source=a4bcf954,Duales Studium Bachelor of Science (B.Sc.) Data Science und künstliche Intelligenz (m/w/d) 2026,Adzuna::API::Response::Job,8.589191,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NTI0OTUyMDk5In0.GcUP5ojKGMWF0CFsBWigQGqN2rSX6SZMvGql22s1tm4,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg'}",5524952099,2025-12-02T23:55:35Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BBBank eG'}","BBBank eG - Better Banking Wir sind die größte genossenschaftliche Privatkundenbank in Deutschland. Als Digitalbank mit bundesweitem Filialnetz an über 100 Standorten vereinen wir Erfahrung und Innovation mit der über 100-jährigen Kompetenz eines erfolgreichen Bankhauses – kundenorientiert, wirtschaftlich, nachhaltig und sympathisch. Wir leben, lieben und liefern Better Banking und setzen Maßstäbe, die nachhaltig sind. Für Wachstum mit Substanz. Für beständige Weiterentwicklung, die Kundenerleb…",49.073517,,,,
"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",https://www.adzuna.de/details/5470836742?utm_medium=api&utm_source=a4bcf954,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026",Adzuna::API::Response::Job,11.083642,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXVaTUw2bFM4UkdwNUxSQ2JUYTc5ZyIsImkiOiI1NDcwODM2NzQyIn0.RkYbu1Oj-cJU1p9uVvlXMEOGhvKB0yZJLUDkUdJi9uA,0,"{'area': ['Deutschland', 'Bayern', 'Nürnberg'], 'display_name': 'Nürnberg, Bayern', '__CLASS__': 'Adzuna::API::Response::Location'}",5470836742,2025-10-30T11:48:54Z,"{'display_name': 'DATEV eG', '__CLASS__': 'Adzuna::API::Response::Company'}",Das ist dein Arbeitsumfeld: Gemeinsam mit rund 200 Auszubildenden und dual Studierenden meisterst du die abwechslungsreichen und anspruchsvollen Aufgaben und bist von Beginn an in ein Team eingebunden. Kompetente Ausbilderinnen und Ausbilder stehen dir mit Rat und Tat zur Seite und unterstützen dich bei deiner fachlichen und persönlichen Entwicklung. Nach erfolgreichem Abschluss darfst du dich auf eine Übernahme von mind. einem Jahr freuen. Zum 01.09. starten wir in einen gemeinsamen Orientieru…,49.443967,,,,
"{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}",https://www.adzuna.de/land/ad/5730193099?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=3B4AFEEDB49C1B719720122699FA656E5FD3DBE8,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,Adzuna::API::Response::Job,8.5939,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDE5MzA5OSIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.sjbbr2z-CYGuuSlsolUvn89kr5pP3hVABFCTjGzMzbA,0,"{'display_name': 'Lehe, Bremerhaven', 'area': ['Deutschland', 'Bremen', 'Bremerhaven', 'Lehe'], '__CLASS__': 'Adzuna::API::Response::Location'}",5730193099,2026-05-15T11:03:48Z,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings im Bereich Künstliche Intelligenz und darüber hinaus. In unseren Programmen machen wir Menschen mit und ohne Vorkenntnisse fit für die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Was erwartet dich? Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist…,53.57297,full_time,permanent,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}",https://www.adzuna.de/land/ad/5730193095?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=089BA8643E184BCEE714967372018C60468ED3C0,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,Adzuna::API::Response::Job,8.53697,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDE5MzA5NSIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.jqA8t7es0dhQhod-wg8--S04hwWrOcOG6sTmm2orR0o,0,"{'display_name': 'Innenstadt, Bielefeld', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bielefeld', 'Innenstadt'], '__CLASS__': 'Adzuna::API::Response::Location'}",5730193095,2026-05-15T11:03:48Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Syntex GmbH'}",Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings im Bereich Künstliche Intelligenz und darüber hinaus. In unseren Programmen machen wir Menschen mit und ohne Vorkenntnisse fit für die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Was erwartet dich? Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist…,52.0225,full_time,permanent,,
"{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}",https://www.adzuna.de/land/ad/5730193098?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=0E419B37C38A364C4DC4FDDD7046C18D6D4EC9DA,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,Adzuna::API::Response::Job,11.28507,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDE5MzA5OCIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.yTqRdeVXqY40YoN2z91bChcchkdfDZXi-Mqi3CwgW5s,0,"{'display_name': 'Pettenhofen, Ingolstadt', 'area': ['Deutschland', 'Bayern', 'Ingolstadt', 'Pettenhofen'], '__CLASS__': 'Adzuna::API::Response::Location'}",5730193098,2026-05-15T11:03:48Z,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings im Bereich Künstliche Intelligenz und darüber hinaus. In unseren Programmen machen wir Menschen mit und ohne Vorkenntnisse fit für die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Was erwartet dich? Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist…,48.77669,full_time,permanent,,
"{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}",https://www.adzuna.de/land/ad/5730193105?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=0208C631E819B0510D9CA30DEB065D00870C57C5,Quereinstieg KI / Data Science (m/w/d) – ohne Vorkenntnisse!,Adzuna::API::Response::Job,8.991,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDE5MzEwNSIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.SWWOZWIixzedol4bazKoT7WJzIQOY6FlHutfmKUQ1Ic,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen', 'Flugfeld'], 'display_name': 'Flugfeld, Sindelfingen'}",5730193105,2026-05-15T11:03:48Z,"{'display_name': 'Syntex GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Syntex GmbH Das Syntax Institut ist ein AZAV-zertifizierter Bildungsträger mit Fokus auf digitale Zukunftskompetenzen. Wir sind spezialisiert auf praxisnahe Trainings im Bereich Künstliche Intelligenz und darüber hinaus. In unseren Programmen machen wir Menschen mit und ohne Vorkenntnisse fit für die Tech-Welt – individuell begleitet und konsequent am Jobmarkt ausgerichtet. Was erwartet dich? Du möchtest dich beruflich neu aufstellen und das Zukunftsfeld Künstliche Intelligenz erobern? Dann ist…,48.68934,full_time,permanent,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung'}",https://www.adzuna.de/land/ad/5732430616?se=1uZML6lS8RGp5LRCbTa79g&utm_medium=api&utm_source=a4bcf954&v=682BE52B3CFB1CC97DA7A50CFDA6C5A45E7707CC,Praktikant (m/w/d) im Bereich Procurement Excellence,Adzuna::API::Response::Job,,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMjQzMDYxNiIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.Wwspl6d4pOIhRwooGjEldDPedFreGGU6v026EKecRKI,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",5732430616,2026-05-17T16:49:50Z,"{'display_name': 'ALTANA Management Services GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","We are ALTANA: eine Unternehmensgruppe – vier Geschäftsbereiche: BYK, ECKART, ELANTAS und ACTEGA. Global führend in Spezialchemie und mit vielen Entfaltungsmöglichkeiten für Sie. Bereichern Sie Ihr Leben um dieses entscheidende Plus! In der ALTANA AG am Unternehmens-Hauptsitz in Wesel arbeiten rund 100 Mitarbeiterinnen und Mitarbeiter in der Konzernleitung sowie den Funktionen Innovation, Finanzen, Controlling, Unternehmenskommunikation sowie Corporate Development, Internal Audit und Human Reso…",,,,,
"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",https://www.adzuna.de/details/5727333234?utm_medium=api&utm_source=a4bcf954,Initiativbewerbung Data Science / BI,Adzuna::API::Response::Job,6.86811,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcyNzMzMzIzNCIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.x1kMUOblR16cgqZwOzKPiEtAgSc2XOTs5CtnbjV4icE,0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], 'display_name': 'Hürth, Rhein-Erft-Kreis'}",5727333234,2026-05-12T23:14:56Z,"{'display_name': 'Skopos Group', '__CLASS__': 'Adzuna::API::Response::Company'}","Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 140 Mitarbeitende. Begleite unser Wachstum u…",50.87096,full_time,,,
"{'label': 'Immobilienstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'property-jobs'}",https://www.adzuna.de/details/5710657159?utm_medium=api&utm_source=a4bcf954,Praktikum Data Science - Immobilien,Adzuna::API::Response::Job,9.2274,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDY1NzE1OSIsInMiOiIxdVpNTDZsUzhSR3A1TFJDYlRhNzlnIn0.pKK3223R3itAGWUojZD1kGVAKL04GRTI5HL3kKAsweQ,0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",5710657159,2026-04-25T23:51:43Z,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}","Deine Aufgaben Du treibst Digitalisierungsthemen, die analytische Daten-Nutzung und die Datenqualität im gesamten Lifecycle unserer Immobilien voran. Ab August / September für 6 Monate. … konkret heißt das: Kennenlernen von Prozess-, Sensor- / IoT-Daten für mehr als 12.000 Filialen und 500 Lager Gemeinsame Entwicklung datengetriebener Prozesse zur Optimierung der globalen Datenqualität Einbringung eigener Ideen und Nutzung von Tools wie Gemini, Gems, Databricks und Python in einer integrierten …",49.18975,full_time,,,
