title,__CLASS__,location,latitude,id,redirect_url,category,company,salary_is_predicted,created,description,longitude,adref,contract_time,salary_max,salary_min,contract_type
Data Science Team Leader,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,5456301846,https://www.adzuna.de/details/5456301846?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'display_name': 'Just Eat', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-10-20T15:22:18Z,"Hungry for a challenge? That’s good, because at Just Eat Takeaway.com (JET) we have abundant opportunity, or, as we say, everything is on the table. We are a leading global online food delivery marketplace. Our tech ecosystem connects millions of active customers with hundreds of thousands of connected partners in countries across the globe. Our mission? To empower every food moment around the world, whether it’s through customer service, coding or couriers. About this role As the Senior Team L…",13.420806,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1NjMwMTg0NiIsInMiOiJqaVNhdkFiZjhCRzQzNGFWTEZrV1pRIn0.x_sXip-eYUMdm5U2dzm1z3KYBhHR1HAnj9GnrNkn2QA,full_time,,,
"Data Science, Music & Audio",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,5502257930,https://www.adzuna.de/details/5502257930?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'Melotech', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-11-18T19:20:38Z,"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 18 months, our work has been heard, watched and loved for over 2 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as our first dedicated Data Scientist to bring order to the cha…",13.420806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamlTYXZBYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTAyMjU3OTMwIn0.VQXhcnw3TqOvyyRuJRGgA_WXD7iJknvxOKwtdEbGrSo,full_time,,,
"Data Science Manager, Growth",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",52.507706,5503741803,https://www.adzuna.de/details/5503741803?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GetYourGuide'}",0,2025-11-19T19:42:44Z,"Change the way the world travels Join the GetYourGuide journey to connect people with unforgettable travel experiences around the world. Millions look to us for unique activities they can trust, and it’s all powered by our commitment to make every single journey extraordinary - including yours. Ready to unlock your potential with a community of fellow explorers? Find your next role at our Berlin HQ or one of our local offices around the globe, from New York to Bangkok. Head to getyourguide.care…",13.420806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamlTYXZBYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTAzNzQxODAzIn0.Q-cnB4YJwW4TQcnqUEPc9K4uN-WqPE5FrbSp1-V__S4,,,,
Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Systemintegration (m/w/d),Adzuna::API::Response::Job,"{'display_name': 'Leipzig, Leipzig (Kreis)', 'area': ['Deutschland', 'Sachsen', 'Leipzig (Kreis)', 'Leipzig'], '__CLASS__': 'Adzuna::API::Response::Location'}",51.339254,5549408805,https://www.adzuna.de/land/ad/5549408805?se=jiSavAbf8BG434aVLFkWZQ&utm_medium=api&utm_source=a4bcf954&v=9E8E234AAD7619F0B73AE7FFBFE0B8EE89F89C21,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'BWI GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-12-20T02:37:22Z,"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",12.373598,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamlTYXZBYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTQ5NDA4ODA1In0.UIbkdcgB74TPcip0slmtCUCgYorNHRGgLBq9BKTFUFk,full_time,,,
Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Systemintegration (m/w/d),Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location'}",50.129683,5549408804,https://www.adzuna.de/land/ad/5549408804?se=jiSavAbf8BG434aVLFkWZQ&utm_medium=api&utm_source=a4bcf954&v=F1139355683E890771E6257B79C3E588F6078F48,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",0,2025-12-20T02:37:22Z,"Sorge gemeinsam mit uns für die digitale Zukunftsfähigkeit der Bundeswehr. Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.700 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verant…",8.650578,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU0OTQwODgwNCIsInMiOiJqaVNhdkFiZjhCRzQzNGFWTEZrV1pRIn0.nK1VwX4SC1mJxdx47UlBCJorLjZoUyOzbrEPYHC7b-w,full_time,,,
Team Lead Data Science,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",52.507706,4870489075,https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mapp Digital Us Llc'}",0,2024-09-20T13:48:26Z,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…",13.420806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamlTYXZBYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI0ODcwNDg5MDc1In0.2RFqoGvE_cYEywURtp9sBWxH1x-Ox2v1QltKlg95dZE,full_time,,,
Praktikum Data Science in Neckarsulm,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,5458103140,https://www.adzuna.de/details/5458103140?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-10-22T01:23:50Z,"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamlTYXZBYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NDU4MTAzMTQwIn0.KCspmshtwmypu2QyQXef0wQUnL-IxWoyK_2pihZuQtg,full_time,,,
"Head of Data Science (m/w/d), Munich, or Frankfurt am Main or Hamburg",Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,5448966336,https://www.adzuna.de/land/ad/5448966336?se=jiSavAbf8BG434aVLFkWZQ&utm_medium=api&utm_source=a4bcf954&v=DF079B60F6C82231BF2BDC17F7BE0169B4193935,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'DEVnet', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-10-15T21:53:48Z,"Über uns Wir bei DEVnet sind ein aufgeschlossenes, internationales Team, das sich auszeichnet durch menschliche Werte, einen inspirierenden Teamgeist und den Wunsch, gemeinsam mit unseren Kunden zu wachsen. Angetrieben von unserer Leidenschaft für Technologie und unseren Branchenkenntnissen entwickeln wir Lösungen, die mithilfe von Daten, Analytik und Technologien Innovationen vorantreiben. Unsere 150 Experten an vier verschiedenen Standorten vereinen technologisches Knowhow und Branchenkenntni…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamlTYXZBYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NDQ4OTY2MzM2In0.DQnAMQtauGTzNqU5p1dIgcw2DXsMo_D8LtkyJQyF5Mw,,,,
Werkstudent Data Science / Data Engineering (all genders),Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Allach-Untermenzing, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing']}",48.18449,5148236983,https://www.adzuna.de/details/5148236983?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MTU Aero Engines AG'}",0,2025-04-16T21:50:01Z,"UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in München sucht Dich: Werkstudent Data Science / Data Engineering (all genders) Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, kön…",11.44811,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiamlTYXZBYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1MTQ4MjM2OTgzIn0.DNmbRbgMcFhXLPDhkz6U1Nb_zTFvz7e5grs9c9Ia4EM,part_time,,,
Praktikum/Abschlussarbeit im Bereich Data Science,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal'], 'display_name': 'Frankenthal, Bautzen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",51.13209,5299866746,https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KSB'}",0,2025-07-12T22:07:55Z,"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…",14.10731,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1Mjk5ODY2NzQ2In0.nuxxZW5goEWoLhCmP4EU_rD745nWIaeqFx4eVlma6Ik,,,,
Praktikum Data Analytics / Data Science,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Schmiden, Fellbach', 'area': ['Deutschland', 'Baden-Württemberg', 'Rems-Murr-Kreis', 'Fellbach', 'Schmiden']}",48.82807,5540569894,https://www.adzuna.de/details/5540569894?utm_medium=api&utm_source=a4bcf954,"{'tag': 'accounting-finance-jobs', 'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ANDREAS STIHL AG & Co. KG'}",0,2025-12-13T03:19:56Z,"Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…",9.26652,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTQwNTY5ODk0In0.Qlc7K9kAAYH0PwPEFKoFcq0w9HpQReVuj2-ETo8JIAA,,,,
Data Science - Work Student / Intern,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",,5491885638,https://www.adzuna.de/details/5491885638?utm_medium=api&utm_source=a4bcf954,"{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hawk'}",0,2025-11-12T13:13:47Z,"About Us Hawk is the leading provider of AI-supported anti-money laundering and fraud detection technology. Banks and payment providers globally are using Hawk’s powerful combination of traditional rules and explainable AI to improve the effectiveness of their AML compliance and fraud prevention by identifying more crime while maximizing efficiency by reducing false positives. With our solution, we are playing a vital role in the global fight against Money Laundering, Fraud, or the financing of…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NDkxODg1NjM4In0.GhEJVPfqi0j5aa-AV_L7EUXTNrKMUMRMXoxP_bEG3eE,full_time,,,
"Data Science Intern, Music & Audio",Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.507706,5502240982,https://www.adzuna.de/details/5502240982?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'Melotech', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-11-18T18:47:23Z,"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 18 months, our work has been heard, watched and loved for over 2 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as Data Scientist Intern to bring order to the chaos of culture…",13.420806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTAyMjQwOTgyIn0.0-_mUbUxftvfchwuO3rKTZfWwIleZas-tyz7ejAi6Vk,full_time,,,
Data Science Intern – Analytics (gn),Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wedding, Berlin', 'area': ['Deutschland', 'Berlin', 'Wedding']}",52.53261,5537502523,https://www.adzuna.de/details/5537502523?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'display_name': 'Farmfin GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-12-11T07:05:37Z,"Your mission As our Data Science Intern (Analytics), you’ll turn raw product and operations data into decisions - building clean datasets, running rigorous statistical analyses (e.g., logistic regression, survival analysis and other statistical models), and surfacing insights that improve acquisition, retention, and unit economics. You’ll work closely with Product, Growth, Commercial and Operations and report to our Managing Director/Co-Founder. Key Responsibilities: Analytics pipeline & data q…",13.3777,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUzNzUwMjUyMyIsInMiOiJubFM5dlFiZjhCRzQzNGFWTEZrV1pRIn0.mV39-9eNFc--qMPFsCKCLKANbqZb8zEDAjsCpMV3z6w,full_time,,,
"Director, Data Science - Deep Learning & AI",Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",52.507706,5545205369,https://www.adzuna.de/details/5545205369?utm_medium=api&utm_source=a4bcf954,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}","{'display_name': 'Delivery Hero', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-12-17T03:56:42Z,"Job Description We are seeking a Director of Data Science, Deep Learning to lead our deep learning team within the AdTech space, specifically within the Vendor Data team, to shape the future of AI-driven ads and deals at Delivery Hero. In this pivotal role, you will jointly architect state-of-the-art deep learning models, influence AI strategy, and develop cutting-edge methodologies to significantly enhance the success of thousands of vendors - restaurants, shops, and local businesses - across …",13.420806,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTQ1MjA1MzY5In0.-SsQuwjNCXdAg8JSKASp2GFH9qqg7Jw1IAf-qt6USFM,,,,
Teamlead Data Science und Data Engineering (m/w/d),Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}",53.557429,5516355536,https://www.adzuna.de/details/5516355536?utm_medium=api&utm_source=a4bcf954,"{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}","{'display_name': 'Highberg', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-11-27T18:18:18Z,"Deine Aufgaben Als Teamlead Data bist Du verantwortlich für die strategische und operative Leitung unseres Data-Teams. Du steuerst spannende und innovative Datenprojekte in enger Zusammenarbeit mit unseren Kunden und stellst sicher, dass technologische Lösungen zielgerichtet und effizient umgesetzt werden. In dieser Rolle bist Du nicht nur der fachliche Ansprechpartner, sondern auch die treibende Kraft bei der Gestaltung der Datenarchitektur, der Auswahl der richtigen Tools und der Planung komp…",9.987297,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTE2MzU1NTM2In0.DgetzMTWnk9fVhfGY5P-OROqrjGrZt2FM917SHk7kDM,full_time,,,
Teamlead Data Science und Data Engineering (m/w/d),Adzuna::API::Response::Job,"{'display_name': 'HafenCity, Hamburg', 'area': ['Deutschland', 'Hamburg', 'HafenCity'], '__CLASS__': 'Adzuna::API::Response::Location'}",53.54167,5513908949,https://www.adzuna.de/details/5513908949?utm_medium=api&utm_source=a4bcf954,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-11-26T00:37:15Z,"Deine Aufgaben Als Teamlead Data bist Du verantwortlich für die strategische und operative Leitung unseres Data-Teams. Du steuerst spannende und innovative Datenprojekte in enger Zusammenarbeit mit unseren Kunden und stellst sicher, dass technologische Lösungen zielgerichtet und effizient umgesetzt werden. In dieser Rolle bist Du nicht nur der fachliche Ansprechpartner, sondern auch die treibende Kraft bei der Gestaltung der Datenarchitektur, der Auswahl der richtigen Tools und der Planung komp…",9.99333,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTEzOTA4OTQ5In0.Yxry2JbpKfb0SkC8qnpD4oOCC4WBPDgl8xM1EobaZpc,full_time,,,
Praktikum Data Analytics / Data Science in Fellbach,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",,5540569892,https://www.adzuna.de/details/5540569892?utm_medium=api&utm_source=a4bcf954,"{'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'accounting-finance-jobs'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ANDREAS STIHL AG & Co. KG'}",0,2025-12-13T03:19:56Z,"Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…",,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTQwNTY5ODkyIn0.sWh9xndSFR70Rqi2mS-6bnvFeNQSPVKPnhlw7H2TeIY,,,,
Praktikum im Bereich Data Science für die evidenzbasierte Politikberatung,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main', 'Dornbusch'], 'display_name': 'Dornbusch, Frankfurt am Main', '__CLASS__': 'Adzuna::API::Response::Location'}",50.14805,5550246647,https://www.adzuna.de/details/5550246647?utm_medium=api&utm_source=a4bcf954,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Technopolis Group'}",0,2025-12-20T19:54:20Z,"Die Technopolis Group ist ein internationales Forschungs- und Beratungsunternehmen für den öffentlichen Sektor mit über 300 Kolleg*innen an zwölf Standorten in Europa, Afrika und Lateinamerika. Wir begleiten – oft als externe Evaluator*innen – Politikinstrumente wie z.B. Förderprogramme in verschiedenen Themenfeldern. Wir arbeiten ausschließlich für öffentliche Institutionen und Stiftungen auf regionaler, nationaler und internationaler Ebene (z.B. Bundes- und Landesministerien oder die Europäis…",8.66599,eyJhbGciOiJIUzI1NiJ9.eyJzIjoibmxTOXZRYmY4Qkc0MzRhVkxGa1daUSIsImkiOiI1NTUwMjQ2NjQ3In0._MIHTBKPikqvO8FqhGmGTHSPJHnxyyhyN5UGCeAhHm8,full_time,,,
Data Science Specialist (m/w/d),Adzuna::API::Response::Job,"{'display_name': 'Bult, Hannover', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult'], '__CLASS__': 'Adzuna::API::Response::Location'}",52.36489,5067020798,https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IT-P GmbH'}",0,2025-02-28T14:07:24Z,"Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",9.77223,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2NzAyMDc5OCIsInMiOiJubFM5dlFiZjhCRzQzNGFWTEZrV1pRIn0.fzVOePkt_50PL7WaB7nCItdf9Gw6DPXd74YXXHdTdH0,part_time,,,
Data Science Specialist (m/w/d),Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",,4801220768,https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,"{'label': 'Stellen aus Logistik & Lagerhaltung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'logistics-warehouse-jobs'}","{'display_name': 'IT-P', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2024-07-30T22:45:58Z,"Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTIyMDc2OCIsInMiOiJubFM5dlFiZjhCRzQzNGFWTEZrV1pRIn0.d4Pw9nwF_EuAXkk00Xl-vzzaqEZ4IxcKAZJ6N6g1nHY,full_time,,,
Duales Studium Data Science und Künstliche Intelligenz,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt-West'], 'display_name': 'Innenstadt-West, Karlsruhe'}",49.01216,5487215435,https://www.adzuna.de/details/5487215435?utm_medium=api&utm_source=a4bcf954,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}","{'display_name': 'Disy Informationssysteme', '__CLASS__': 'Adzuna::API::Response::Company'}",0,2025-11-08T13:40:29Z,Duales Studium Data Science und Künstliche Intelligenz Duales Studium Data Science und Künstliche Intelligenz Karlsruhe vor Ort Duales Studium Student/Praktikant Du interessierst dich für Data Science und Künstliche Intelligenz? Dann starte zum 01.10.2026 dein duales Bachelorstudium bei uns und wende dein theoretisches Wissen aus den Vorlesungen an der DHBW Karlsruhe direkt in praxisnahen Projekten an. Deine Aufgaben: Unterstützung unserer Fachabteilung in spannenden Projekten rund um die Entwi…,8.39586,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4NzIxNTQzNSIsInMiOiJubFM5dlFiZjhCRzQzNGFWTEZrV1pRIn0.uwnwvsyqHTrxLMl4wAk8jcR0TdkYujDp6bC5x6tgh_Y,,,,
