description,id,redirect_url,company,location,longitude,latitude,title,__CLASS__,created,category,adref,salary_is_predicted,contract_time,contract_type,salary_min,salary_max
"Gemeinsam bewegen wir mehr. Nutze unsere vielfältigen Einsatzmöglichkeiten und beginne am 10. Juli 2026 Dein duales Studium in der Friedhelm Loh Group. Aufgaben Duales Bachelor Studium im Bereich Softwaretechnologie für die Fachrichtungen Data Science, Künstliche Intelligenz oder Softwareentwicklung Studiendauer 7 Semester in Kooperation mit der Technischen Hochschule Mittelhessen Reale Projekte und abwechslungsreiche Praxisphasen in verschiedenen Einsatzgebieten z. B. IT, Produktion, Forschung…",5470845935,https://www.adzuna.de/land/ad/5470845935?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=BE32C851BF7BEDAC07C5D3856CA341D8567824AF,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Loh Services GmbH & Co. KG'}","{'area': ['Deutschland', 'Hessen', 'Lahn-Dill-Kreis', 'Haiger'], 'display_name': 'Haiger, Lahn-Dill-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}",8.20531,50.74164,"Duales Studium Softwaretechnologie â Fachrichtung Data Science, Künstliche Intelligenz oder Software",Adzuna::API::Response::Job,2025-10-30T11:50:38Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg0NTkzNSIsInMiOiI1Z3pEWGdiVThCR3BSb3E1cHVwVGlnIn0.f6RidOElPTs5uXSwdANaryMGT3kzBZy-JbkEoOpFEjY,0,,,,
Hier kannst Du was bewegen Als Bachelor of Science des Studiengangs Data Science und Künstliche Intelligenz gestaltest Du aktiv die digitale Transformation in einem international tätigen Unternehmen mit. In enger Zusammenarbeit mit den Fachbereichen analysierst Du Daten und gewinnst neues Wissen daraus. Im Studium an der Dualen Hochschule Baden-Württemberg (DHBW) in Mannheim eignest Du Dir die theoretischen Grundlagen dazu an. Das Studium vermittelt die nötigen IT-Kompetenzen und betriebswirtsc…,5470834687,https://www.adzuna.de/land/ad/5470834687?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=581DD0E4F1CE650D429156D60DB9182B830B928B,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Linde GmbH, Gases Divison'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pullach im Isartal, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'Pullach im Isartal']}",11.52213,48.06054,Duales Studium Data Science und Künstliche Intelligenz (m/w/d) 2026,Adzuna::API::Response::Job,2025-10-30T11:48:25Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDgzNDY4NyIsInMiOiI1Z3pEWGdiVThCR3BSb3E1cHVwVGlnIn0.YbpcnBbWyrXERqCpjwo2evkeDXw0CT7gLI355s8Qo90,0,,,,
"Reinhold-Vöster-Straße 21-29 71229, Leonberg Baden-Württemberg GEZE Leonberg | DHBW Stuttgart | ab 01.10.2026 GEZE gehört zu den weltweit führenden Unternehmen für Produkte, Systemlösungen und umfassenden Service rund um Türen und Fenster. Der Spezialist für innovative und moderne Tür-, Fenster- und Sicherheitstechnik erzielt mit fundierter Branchen- und Fachkenntnis seit über 160 Jahren herausragende Ergebnisse, die Gebäude lebenswert machen. Weltweit arbeiten bei GEZE ca. 3.500 Menschen. Mit …",5470827631,https://www.adzuna.de/land/ad/5470827631?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=2B20C9F977999952602AC06F9A4EFE2DE65A8036,"{'display_name': 'GEZE GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Leonberg'], 'display_name': 'Leonberg, Böblingen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",9.01646,48.80225,Duales Studium Data Science & KI (Bachelor of Science) ab 2026,Adzuna::API::Response::Job,2025-10-30T11:46:25Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDgyNzYzMSIsInMiOiI1Z3pEWGdiVThCR3BSb3E1cHVwVGlnIn0.bTkjN2s-dRvTmIdVe93J9k4D4K45qR3Ql-oSHKTVKg0,0,,,,
"Freiburg im Breisgau ab sofort Wir bilden aus und suchen begeisterte Daten-Enthusiast:innen! KI, Data Engineering, Cloud Computing oder Big Data sollen nicht länger nur theoretische Begriffe sein? Dann ist unser duales Studium mit dem Schwerpunkt Data Science und Künstliche Intelligenz die perfekte Gelegenheit, um deine Fähigkeiten zu entwickeln und in die vielschichtige Welt der Daten einzutauchen. Setze jetzt den Startschuss für deine Karriere ab September 2026 im Studiengang Data Science und…",5501221593,https://www.adzuna.de/land/ad/5501221593?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=33F95673CC4380FC50FD9C35FD94D6F30B8BE6AB,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Haufe Group SE'}","{'area': ['Deutschland', 'Baden-Württemberg', 'Freiburg im Breisgau', 'Gemeinde Gundelfingen'], 'display_name': 'Gemeinde Gundelfingen, Freiburg im Breisgau', '__CLASS__': 'Adzuna::API::Response::Location'}",7.84938,47.9947,Duales Studium 2026 - Data Science und KI B.Sc. (d/m/w),Adzuna::API::Response::Job,2025-11-18T03:44:47Z,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWd6RFhnYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NTAxMjIxNTkzIn0.S2IfVkTTzioPR05xrBiiRtwPGR348b_oVFm619CNxzQ,0,,,,
"Lead the future of biopharma innovation-drive data science solutions and digital twin strategies as Head of Data Science Solutions (m/w/d). Proclinical is seeking a Head of Data Science Solutions (m/w/d) to lead customer-facing data science initiatives and deliver advanced modeling and digital twin projects for biopharmaceutical clients. POSITION OVERVIEW: For one of our biopharma clients in Stuttgart, we are seeking a Head of Data Science Solutions (m/w/d). This is a 100% remote role, open to …",5518865316,https://www.adzuna.de/land/ad/5518865316?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=1FDDDAB54B484CC4EFFD1744604C9D37A0A28BDE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Proclinical Staffing'}","{'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Mitte'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mitte, Stuttgart'}",9.18071,48.77713,Head of Data Science Solutions (m/w/d).,Adzuna::API::Response::Job,2025-11-29T08:53:42Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUxODg2NTMxNiIsInMiOiI1Z3pEWGdiVThCR3BSb3E1cHVwVGlnIn0.WHWy2CiO1oAvDDLNIf5WxrV5-XN8pEZvRx5MbeHxaI8,0,,,,
"Bei HARTMANN geht es uns darum, zu helfen , zu pflegen , zu schützen und zu wachsen . Wir unterstützen Fachkräfte im Gesundheitswesen, damit sie sich auf das konzentrieren können, was wirklich wichtig ist: das Leben der Menschen positiv zu beeinflussen. Wir realisieren Lösungen, die einen echten Beitrag leisten. Und mit Deinem Engagement kannst Du jeden Tag in Deinem Job wachsen. Bei HARTMANN glauben wir an den Unterschied, den Du bewirken kannst. Verstärke unser Team als Werkstudent (m/w/d) In…",5523788294,https://www.adzuna.de/land/ad/5523788294?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=465F9B794E3C4C0776A50736D1F8C22806962A4B,"{'display_name': 'PAUL HARTMANN AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Bayern', 'Weißenburg-Gunzenhausen (Kreis)', 'Gunzenhausen'], 'display_name': 'Gunzenhausen, Weißenburg-Gunzenhausen (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",10.74325,49.01709,Student Data Science als Werkstudent - Entwicklung & Automatisierung / Power BI (m/w/d),Adzuna::API::Response::Job,2025-12-02T12:22:49Z,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWd6RFhnYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NTIzNzg4Mjk0In0.LbNML_tyjtx_OYwFvs5x6cIn7OqDJyL-885U3cKTDho,0,,,,
"Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Ausbildungsschwerpunkt…",5470852029,https://www.adzuna.de/land/ad/5470852029?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=049687B55E47404638DF67BD2DEEC37DD80ADDDB,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schaeffler Technologies AG & Co. KG'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach']}",10.88109,49.56892,Duales Studium (DHBW) - Data Science und künstliche Intelligenz (m/w/d) 2026,Adzuna::API::Response::Job,2025-10-30T11:52:09Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg1MjAyOSIsInMiOiI1Z3pEWGdiVThCR3BSb3E1cHVwVGlnIn0.xmPF5hCMpTXUXMGimAJr2LrWjUVt_KMJy93cZomQScQ,0,,,,
"Die Softwareentwicklung ist einer der wichtigsten Bereiche bei Atruvia. Als Kompetenzzentrum für bankfachliche IT-Lösungen realisieren wir jedes Jahr über 200 Softwareprojekte, die unseren Kunden mehr Effizienz und Flexibilität im Kerngeschäft einbringen. Mit unseren smarten (analytischen) Lösungen erarbeiten wir gemeinsam mit unseren Kunden innovative Produkte - nach dem Motto “Wir machen das Leben leichter mit KI”. Aufgaben Du entwickelst maßgeschneiderte Data-Science und KI-Lösungen – vom Pr…",5470859335,https://www.adzuna.de/land/ad/5470859335?se=5gzDXgbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=4E596F1A29B4851731BEF0FB5986418F0963A0F6,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}",8.589191,49.073517,"Duales Studium Data Science und Künstliche Intelligenz (m/w/d), Karlsruhe, 2026",Adzuna::API::Response::Job,2025-10-30T11:53:43Z,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiNWd6RFhnYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NDcwODU5MzM1In0.gsNKdp0F9GwX74irc2j0SEqIsMFcsJcdA4iGM9ZQ8OE,0,,,,
"Die Zukunft studieren Der Studiengang Data Science und Künstliche Intelligenz versetzt dich in die Lage, die digitale Transformation maßgeblich voranzutreiben und zukunftsweisend mitzugestalten. Die Ausrichtung auf die Anwendungsdomäne der Wirtschaft ermöglicht es dir, Anwendungs- und Umsetzungswissen zu erwerben. Vielfältige Wahlmöglichkeiten eröffnen dir unterschiedliche Berufsfelder wie Data Engineer, Data Analyst, Machine Learning Specialist oder Machine Learning Engineer. Während des Studi…",5470868308,https://www.adzuna.de/land/ad/5470868308?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=5539C15A8335199BC58820A45913659469F03B6C,"{'display_name': 'Bosch Rexroth', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Lohr am Main, Main-Spessart (Kreis)', 'area': ['Deutschland', 'Bayern', 'Main-Spessart (Kreis)', 'Lohr am Main']}",9.57169,49.99502,Bachelor of Science Studiengang Data Science und Künstliche Intelligenz (w/m/div.),Adzuna::API::Response::Job,2025-10-30T11:55:32Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg2ODMwOCIsInMiOiJUaEVQWUFiVThCR3BSb3E1cHVwVGlnIn0.U8qSqtl-1dmpmUr0Ogv7Damwn6wktexNVIq8h8pf_2c,0,,,,
"Starte deine berufliche Zukunft mit MLP - wir bieten dir eine vielseitige, abwechslungsreiche und praxisorientierte Ausbildung in einem modernen und dynamischen Arbeitsumfeld. Während deines dualen Studiums bist du hauptsächlich im Bereich ""Controlling"" und erwirbst tiefgreifende Kenntnisse in der Datenanalyse. Du hast die Gelegenheit, verschiedene Unternehmensbereiche zu durchlaufen, wodurch du wertvolle Einblicke in unsere Unternehmensstruktur und die vielfältigen Geschäftsprozesse erhältst, …",5470865571,https://www.adzuna.de/land/ad/5470865571?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=6660B8040B8F5935DF6B6E12EA0ACA66EA267D4D,"{'display_name': 'MLP Finanzberatung SE', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Baden-Württemberg', 'Rhein-Neckar-Kreis', 'Wiesloch'], 'display_name': 'Wiesloch, Rhein-Neckar-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}",8.69774,49.29464,Duales Studium - Bachelor of Science Data Science und KI (m/w/d),Adzuna::API::Response::Job,2025-10-30T11:54:58Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg2NTU3MSIsInMiOiJUaEVQWUFiVThCR3BSb3E1cHVwVGlnIn0.85HRpErs1vuwIqCqGO8hA5_MXkztW6003xiOsgHfSVg,0,,,,
"Unternehmensbeschreibung Gerresheimer ist als innovativer System- und Lösungsanbieter der globale Partner für die Pharma-, Biotech- und Kosmetikbranche. Die Gruppe bietet ein umfassendes Portfolio an Drug-Containment-Lösungen inklusive Verschlüsse und Zubehör, sowie Drug-Delivery-Systemen, Medizinprodukten und Lösungen für die Gesundheitsbranche an. Das Leistungsspektrum umfasst unter anderem digitale Lösungen für die Therapiebegleitung, Medikamentenpumpen, Spritzen, Pens, Autoinjektoren und In…",5349251677,https://www.adzuna.de/land/ad/5349251677?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=4F06BD13587F147CC4EF6EA6DB34D1709D216A92,"{'display_name': 'Gerresheimer AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Bayern', 'Schwandorf (Kreis)', 'Pfreimd'], 'display_name': 'Pfreimd, Schwandorf (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",12.17958,49.49349,Abiturient für Duales Studium Bachelor of Science Künstliche Intelligenz & Data Science (m/w/d),Adzuna::API::Response::Job,2025-08-12T20:35:42Z,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0OTI1MTY3NyIsInMiOiJUaEVQWUFiVThCR3BSb3E1cHVwVGlnIn0.hvCJ5dTKrIqm9PCIn-ShqMnhlSWiXhr6mfY5ZQ3BslA,0,full_time,,,
"Duales Studium Data Science und Künstliche Intelligenz B.Sc., Karlsruhe, 2026 Gestalte die Zukunft mit KI Starte dein Duales Studium im Bereich Data Science & Künstlicher Intelligenz ! Du möchtest mit smarten Lösungen die Welt der Banken-IT revolutionieren? Bei uns lernst du, wie du innovative Data-Science- und KI-Lösungen entwickelst, die unseren Kunden das Leben erleichtern. Gemeinsam gestalten wir die digitale Transformation nach dem Motto: Wir machen das Leben leichter mit KI. Dein Duales S…",5493333991,https://www.adzuna.de/land/ad/5493333991?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=7AB6241DA5CA5630973BC40401072DDF462E3349,"{'display_name': 'Atruvia AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Durlach, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Durlach']}",8.47624,49.00018,"Duales Studium Data Science und Künstliche Intelligenz B.Sc. (m/w/d), Karlsruhe, 2026",Adzuna::API::Response::Job,2025-11-13T12:22:31Z,"{'tag': 'graduate-jobs', 'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5MzMzMzk5MSIsInMiOiJUaEVQWUFiVThCR3BSb3E1cHVwVGlnIn0._qlWINV7AdByIHAE-JOb8WxVJo6oYeraTqYVZTy7L5U,0,,,,
"Während des Dualen Studiums im Studiengang Data Science und Künstliche Intelligenz analysierst und interpretierst du große Datenmengen, um daraus wertvolles Wissen zu gewinnen. Du entwickelst intelligente, KI-basierte Anwendungen und optimierst damit Prozesse. Diese Kompetenzen machen dich zu einer gefragten Expertin oder einem gefragten Experten an der Schnittstelle von Technologie und Wirtschaft. Was du lernst Entwicklung von KI-Modellen und intelligenten Anwendungen (z.B. Machine Learning, N…",5509751538,https://www.adzuna.de/land/ad/5509751538?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=9D87D15DF1E9180035D0E6ACB94E65153AD40DAB,"{'display_name': 'Viessmann Climate Solutions', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",,,Duales Studium Data Science und Künstliche Inteligenzen B.Sc. 2026 (m/w/d),Adzuna::API::Response::Job,2025-11-22T22:13:16Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVGhFUFlBYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NTA5NzUxNTM4In0.6V38vFLTbTD7cKwX-SXyZr9BweOR6Ay9yfP9mSWIpAk,0,,,,
"Darauf kannst du dich freuen: Wechsel zwischen Theoriephasen an der DHBW Karlsruhe und Praxiseinsätzen bei uns im Unternehmen Mitarbeit in spannenden Projekten mit direktem Bezug zur Praxis Einblicke in verschiedene Unternehmensbereiche und interdisziplinäre Zusammenarbeit Moderne Arbeitsumgebung, offene Unternehmenskultur und individuelle Betreuung Sehr gute Entwicklungschancen nach deinem Studium Einführungsmonat/Vorpraktikum bereits vor dem 1.10. Rotationsplan mit Wunsch-Stationen (deine per…",5470842319,https://www.adzuna.de/land/ad/5470842319?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=86F1817E0542F698F441FC7AD920B87F44BB1CE2,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BGV-Versicherung AG'}","{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}",8.589191,49.073517,Bachelor of Science (m/w/d) â Data Science und Künstliche Intelligenz 2026,Adzuna::API::Response::Job,2025-10-30T11:49:51Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3MDg0MjMxOSIsInMiOiJUaEVQWUFiVThCR3BSb3E1cHVwVGlnIn0.E57PtM7biHv8TedDtnbBWuBcnJsxNgjKJkPBajL9RGg,0,,,,
"Das ist Dein Platz bei uns: Du absolvierst bei uns das 3-jährige Duale Studium zum Bachelor of Science in Kooperation mit der Dualen Hochschule Baden-Würtemberg in Karlsruhe. Das Duale Studium vermittelt theoretische und praktische Kenntnisse zur Analyse, Verarbeitung und Interpretation großer Datenmengen sowie zur Entwicklung intelligenter Systeme. Du wechselst dabei immer im 3-Monatsryhtmus zwischen Theoriephase an der DHBW und der Praxisphase in unserem Unternehmen. Durch den vielseitigen Ei…",5470868858,https://www.adzuna.de/land/ad/5470868858?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=F9F98F99404765FA04011E5AD712E01BF60FE321,"{'display_name': 'Diehl Defence GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",,,Dualer Student (m/w/d) Data Science & Künstliche Intelligenz ab September 2026,Adzuna::API::Response::Job,2025-10-30T11:55:38Z,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVGhFUFlBYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NDcwODY4ODU4In0.SBRprwfpK4bnqShzWb7HaqtjhDSRGdQ0B0ldGJH6344,0,,,,
"Kuda is a money app for Africans on a mission to make financial services accessible, affordable and rewarding for every African on the planet. We’re a tribe of passionate and diverse people who dreamed of building an inclusive money app that Africans would love so it’s only right that we ended up with the name ‘Kuda’ which means ‘love’ in Shona, a language spoken in the southern part of Africa. We’re giving Africans around the world a better alternative to traditional finance by delivering mone…",5482245797,https://www.adzuna.de/details/5482245797?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Kuda Technologies Ltd'}","{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",13.420806,52.507706,Data Science Manager,Adzuna::API::Response::Job,2025-11-05T15:20:21Z,"{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVGhFUFlBYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NDgyMjQ1Nzk3In0.2OWlYZHxnWtMQSXDolObQmWIfRSnyI4Oeyg8sD57F1c,0,full_time,,,
"Das ist dein Arbeitsumfeld: Bei DATEV arbeitest du nicht nur in einem Team, sondern bist von Anfang an Teil einer Gemeinschaft, die rund 200 Auszubildende und dual Studierende umfasst. Du bist in verschiedene Aufgaben eingebunden, die sowohl herausfordernd als auch abwechslungsreich sind. Gemeinsam sorgen wir für exzellente Kundenberatung und langfristige Geschäftsbeziehungen. Du arbeitest in einem dynamischen und innovativen Umfeld, das neuen Ideen und Weiterentwicklungen stets offen gegenüber…",5523763570,https://www.adzuna.de/land/ad/5523763570?se=ThEPYAbU8BGpRoq5pupTig&utm_medium=api&utm_source=a4bcf954&v=9B4526EF70E61D67783AC0477D9B7A5B69B971F6,"{'display_name': 'Datev eG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Bayern', 'Nürnberg', 'Doos'], 'display_name': 'Doos, Nürnberg', '__CLASS__': 'Adzuna::API::Response::Location'}",11.01935,49.46381,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026",Adzuna::API::Response::Job,2025-12-02T12:17:21Z,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen für Hochschulabsolventen', 'tag': 'graduate-jobs'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVGhFUFlBYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NTIzNzYzNTcwIn0.qsxaMPl0Iz-DyVDJOa2G9JhmeW3rDKqQ4VSHPVgLtQM,0,,,,
"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",4703047400,https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nerou GmbH'}","{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",13.420806,52.507706,Werkstudent:in Data Science,Adzuna::API::Response::Job,2024-05-22T08:24:33Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVGhFUFlBYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI0NzAzMDQ3NDAwIn0.iZ5xo2CFBrIPlLeqFhdbum3IgMQ0yxFhfkaPrGoACac,0,,,,
"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",5487609786,https://www.adzuna.de/details/5487609786?utm_medium=api&utm_source=a4bcf954,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nerou GmbH'}","{'area': ['Deutschland', 'Berlin', 'Wedding'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wedding, Berlin'}",13.3777,52.53261,Werkstudent:in Data Science,Adzuna::API::Response::Job,2025-11-08T20:29:45Z,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVGhFUFlBYlU4QkdwUm9xNXB1cFRpZyIsImkiOiI1NDg3NjA5Nzg2In0.W7X-sCCGwa1xZOeKvDaQb4ecNUjlhCdnGrckCZrf5cE,0,part_time,contract,450.0,450.0
