adref,location,salary_is_predicted,redirect_url,created,title,latitude,__CLASS__,category,longitude,description,id,company,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBJVFRZWEQ4QkcxbVkyc29qWVRkdyIsImkiOiI1NDcwODY4ODU4In0.07akDmWG4akhBgMfsPrSwsnMmSd-6Rcxo3ro_hSqBao,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/land/ad/5470868858?se=hpITTYXD8BG1mY2sojYTdw&utm_medium=api&utm_source=a4bcf954&v=F9F98F99404765FA04011E5AD712E01BF60FE321,2025-10-30T11:55:38Z,Dualer Student (m/w/d) Data Science & Künstliche Intelligenz ab September 2026,,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",,"Das ist Dein Platz bei uns: Du absolvierst bei uns das 3-jährige Duale Studium zum Bachelor of Science in Kooperation mit der Dualen Hochschule Baden-Würtemberg in Karlsruhe. Das Duale Studium vermittelt theoretische und praktische Kenntnisse zur Analyse, Verarbeitung und Interpretation großer Datenmengen sowie zur Entwicklung intelligenter Systeme. Du wechselst dabei immer im 3-Monatsryhtmus zwischen Theoriephase an der DHBW und der Praxisphase in unserem Unternehmen. Durch den vielseitigen Ei…",5470868858,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Diehl Defence GmbH & Co. KG'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5MTA1NDM5NiIsInMiOiJocElUVFlYRDhCRzFtWTJzb2pZVGR3In0.H9AN0ghg-bhctshg1dxyC1L9v69kRq4DKMVNom3hbA4,"{'display_name': 'Balingen, Zollernalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Zollernalbkreis', 'Balingen'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/land/ad/5491054396?se=hpITTYXD8BG1mY2sojYTdw&utm_medium=api&utm_source=a4bcf954&v=119D65592128E9A04835E8D599417E2A0156F851,2025-11-11T20:14:33Z,Praktikum im Bereich globaler Vertrieb,48.27549,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Vertriebsstellen', 'tag': 'sales-jobs'}",8.85511,"Das Gewicht haben wir bei Bizerba zwar nicht erfunden. Aber die moderne Wäge­technologie auf den Weg gebracht. Seit 1866 stehen wir wie kein Zweiter für effiziente Lösungen rund ums Wiegen, Schneiden und Auszeichnen und sind heute mit rund 4.500 Mitarbeitern in 120 Ländern präsent. Jetzt durchstarten mit Bizerba! Aufgaben Du arbeitest an strategischen Projekten zur Weiterentwicklung der Vertriebsprozesse mit, dabei liegt der Schwerpunkt auf Daten- und Geschäftsprozessanalysen Du unterstützt bei…",5491054396,"{'display_name': 'Bizerba SE & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBJVFRZWEQ4QkcxbVkyc29qWVRkdyIsImkiOiI1NDgxNjY5NDAyIn0.1PPLDZu4wL4vtgyVy5JFDWqmSx4GEazjhPBpKIc6v8I,"{'area': ['Deutschland', 'Hessen', 'Frankfurt am Main'], 'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/land/ad/5481669402?se=hpITTYXD8BG1mY2sojYTdw&utm_medium=api&utm_source=a4bcf954&v=E51D241372638D3E89AE3817359AD000E6A94C66,2025-11-05T07:37:52Z,Senior eFX Händler / Devisenhandel m/w/d,50.129683,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",8.650578,"Arbeiten Sie bei einer Bank, in der Sie Ihre weitere Zukunft und die Zukunft der Genossen­schafts­banken erfolgreich gestalten können. Die DZ BANK ist die zweitgrößte Geschäftsbank Deutschlands, Spitzeninstitut der Genossen­schaftlichen FinanzGruppe Volksbanken Raiffeisenbanken, Zentralbank für mehr als 700 deutsche Genossen­schafts­banken und hat die Holding­funktion für die Unternehmen der DZ BANK Gruppe. Wir sind ein verlässlicher und leistungs­fähiger Arbeitgeber, der Ihnen neue spannende H…",5481669402,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'DZ BANK AG'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5MTA0MjQ2MiIsInMiOiJocElUVFlYRDhCRzFtWTJzb2pZVGR3In0.5hhis2bcP8lBoZEXxjT8Sz0UiSUFt4udmik2b1zh_qI,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/details/5491042462?utm_medium=api&utm_source=a4bcf954,2025-11-11T20:04:45Z,Data Science Tutor,52.507706,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",13.420806,"1. Role Overview Mercor is partnering with a leading AI research group to engage data science professionals in a high-impact, full-time project focused on training and refining next-generation AI systems. As an AI Tutor – Data Science Specialist , you will play a key role in advancing the performance and reasoning capabilities of cutting-edge AI models by providing precise inputs, annotations, and high-quality labeled data using proprietary software. You will collaborate closely with technical …",5491042462,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercor'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4MjI0NTc5NyIsInMiOiJocElUVFlYRDhCRzFtWTJzb2pZVGR3In0.5JfJWowcI5HLZF7CVKseMp2HC7oKvRWWVKid78cE25U,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/details/5482245797?utm_medium=api&utm_source=a4bcf954,2025-11-05T15:20:21Z,Data Science Manager,52.507706,Adzuna::API::Response::Job,"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",13.420806,"Kuda is a money app for Africans on a mission to make financial services accessible, affordable and rewarding for every African on the planet. We’re a tribe of passionate and diverse people who dreamed of building an inclusive money app that Africans would love so it’s only right that we ended up with the name ‘Kuda’ which means ‘love’ in Shona, a language spoken in the southern part of Africa. We’re giving Africans around the world a better alternative to traditional finance by delivering mone…",5482245797,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Kuda Technologies Ltd'}",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBJVFRZWEQ4QkcxbVkyc29qWVRkdyIsImkiOiI1NDg3NjA5Nzg2In0.rSn52LajBNWaH1owcCU1Z6t8ScpSbXAvRPjeCRld-x0,"{'area': ['Deutschland', 'Berlin', 'Wedding'], 'display_name': 'Wedding, Berlin', '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/details/5487609786?utm_medium=api&utm_source=a4bcf954,2025-11-08T20:29:45Z,Werkstudent:in Data Science,52.53261,Adzuna::API::Response::Job,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",13.3777,"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",5487609786,"{'display_name': 'nerou GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",part_time,450.0,450.0,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiaHBJVFRZWEQ4QkcxbVkyc29qWVRkdyIsImkiOiI0NzAzMDQ3NDAwIn0.mtqZA_1uggY2Isb3cGQojtIHUqlQlNXZvB_nC6-VdLU,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/details/4703047400?utm_medium=api&utm_source=a4bcf954,2024-05-22T08:24:33Z,Werkstudent:in Data Science,52.507706,Adzuna::API::Response::Job,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",13.420806,"Über nerou Die Datenanalyse-Software von nerou unterstützt Betreiber von Kläranlagen bei täglichen Entscheidungen in der Anlagensteuerung. In Kläranlagen müssen komplexe Entscheidungen getroffen werden, um die Anlage auf sich täglich ändernde Einflüsse einzustellen. Alle relevanten Daten werden von Machine Learning Algorithmen analysiert und ausgewertet. Die gewonnen Erkenntnisse werden in Form von Entscheidungshilfen an den Kunden weitergeleitet. Dies reduziert nicht nur Kosten für die Betreib…",4703047400,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'nerou GmbH'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4OTIwMjM1OSIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.A4RFP2tAZybU6B29NfK15fpF_T_8HROiTRHiaJbq3uY,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",0,https://www.adzuna.de/details/5489202359?utm_medium=api&utm_source=a4bcf954,2025-11-10T11:50:05Z,Senior Data Science,,Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,"WHAT MAKES US A GREAT PLACE TO WORKWe are proud to be consistently recognized as one of the worlds best places to work. We are currently the 1 ranked consulting firm on Glassdoors Best Places to Work list and have maintained a spot in the top four since the list began in 2009.Extraordinary teams are at the heart of our business strategybut they dont happen by chance. They require intentional focus on bringing together a broad set of backgrounds, cultures, experiences, perspectives, and skills i…",5489202359,"{'display_name': 'Bain & Company', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM5NzQ4MjIxNCIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.PqexeWntq-ILNNQ9gLYtS9ortQdbIfsqFLfOrt5HBC0,"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",0,https://www.adzuna.de/details/5397482214?utm_medium=api&utm_source=a4bcf954,2025-09-13T11:13:46Z,"Intern, Data Science",,Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,"DESCRIPTION & REQUIREMENTS We invite current students and recent graduates with up to two years of experience to join our immersive data science internship. It'll offer broad exposure to projects involving machine learning and generative AI. You'll be staffed on one of our case teams and do real work interfacing with clients. If successful in the internship, it may lead to an offer to join us as Data Scientist. This is a unique opportunity to work as an intern data scientist at a top strategy c…",5397482214,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bain & Company'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4MjY2MzM0MyIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.7NHyHZTMS2xJ4nt-UYs3B7UyyX57tPGJ5ZROaZMYXjk,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/details/5482663343?utm_medium=api&utm_source=a4bcf954,2025-11-05T20:37:07Z,Praktikum Data Science,49.18975,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",9.2274,"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…",5482663343,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTMwNjEzOTExNiIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.Q9RS2U88M45ud_dCgLAiELNsBK-EypMn5baNJFcm3kg,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",0,https://www.adzuna.de/details/5306139116?utm_medium=api&utm_source=a4bcf954,2025-07-16T10:31:31Z,Data Science Lead (Programmatic Data Science) (f/m/d),53.557429,Adzuna::API::Response::Job,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",9.987297,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programamtic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",5306139116,"{'display_name': 'adjoe GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQzMzg4NTE2NSIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.cJcL48XK7qqVthRMRfmn5lmMv2ugNzeULGy118LWI8k,"{'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland'}",0,https://www.adzuna.de/details/5433885165?utm_medium=api&utm_source=a4bcf954,2025-10-06T13:46:18Z,Data Science Lead (Programmatic Data Science) (f/m/d),53.557429,Adzuna::API::Response::Job,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.987297,"adjoe is a leading mobile ad platform developing cutting-edge advertising and monetization solutions that take its app partners’ business to the next level. Part of the applike group ecosystem, adjoe is home to an advanced tech stack , powerful financial backing from Bertelsmann, and a highly motivated workforce to be reckoned with. Meet Your Team: Programamtic Data Science Did you know that in-app ads are sold in a real-time auction before they get rendered in thousands of mobile apps? Dozens …",5433885165,"{'display_name': 'applike group', '__CLASS__': 'Adzuna::API::Response::Company'}",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5NDk5MzA1OCIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.Xcsr8sX_jdlu2IRjLnzBl2zRe_DXpXh9I_E8MqbSpc0,"{'display_name': 'Nürnberg, Bayern', 'area': ['Deutschland', 'Bayern', 'Nürnberg'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/land/ad/5494993058?se=UjVTToXD8BGdHYOL_XKfzw&utm_medium=api&utm_source=a4bcf954&v=D83655704BFD0900EE4923DA35B02C975F2E6696,2025-11-14T03:07:39Z,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026",49.443967,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",11.083642,"Das ist das Arbeitsumfeld: Bei DATEV arbeitest du nicht nur in einem Team, sondern bist von Anfang an Teil einer Gemeinschaft, die rund 200 Auszubildende und dual Studierende umfasst. Du bist in verschiedene Aufgaben eingebunden, die sowohl herausfordernd als auch abwechslungsreich sind. Gemeinsam sorgen wir für exzellente Kundenberatung und langfristige Geschäftsbeziehungen. Du arbeitest in einem dynamischen und innovativen Umfeld, das neuen Ideen und Weiterentwicklungen stets offen gegenübers…",5494993058,"{'display_name': 'Datev eG', '__CLASS__': 'Adzuna::API::Response::Company'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDkzMTI2ODYxNCIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.gxoK2mCeTIJk3ZJiYtS67ublzFoYFEgXsD3gCwWCV1g,"{'display_name': 'Hürth, Rhein-Erft-Kreis', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/details/4931268614?utm_medium=api&utm_source=a4bcf954,2024-11-08T12:45:45Z,Initiativbewerbung Data Science /BI,50.87096,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",6.86811,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",4931268614,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Skopos Group'}",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVWpWVFRvWEQ4QkdkSFlPTF9YS2Z6dyIsImkiOiI1NDk4NDg3NzQzIn0.C4SwDK9FJEu1DxK8rWHpah_4lN89PaDRT4VGxa0Djz0,"{'display_name': 'Hürth, Rhein-Erft-Kreis', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Erft-Kreis', 'Hürth']}",0,https://www.adzuna.de/details/5498487743?utm_medium=api&utm_source=a4bcf954,2025-11-15T23:27:34Z,Initiativbewerbung Data Science /BI,50.87096,Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",6.86811,"Das sind wir Daten sind für uns nicht gleich Daten. Du teilst unsere Mission ""Mehr aus Daten rausholen""? Dann bist Du als Newbie oder erfahrenes Data Science Talent bei uns mehr als willkommen! Bei SKOPOS ELEMENTS unterstützen talentierte Data Scientists zukunftsorientierte Unternehmen und Menschen bei ihrem Weg zur Data Driven Company. Als Teil der SKOPOS GROUP sind wir seit 1995 führender Anbieter in der Marktforschung und beschäftigen aktuell über 120 Mitarbeitende. Begleite unser Wachstum u…",5498487743,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SKOPOS GROUP'}",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVWpWVFRvWEQ4QkdkSFlPTF9YS2Z6dyIsImkiOiI1MTgwNjcwNDc0In0.H0A2eO7wO1GAqJtgi2MOVRgGWS_el7hUfvV7wjekSWE,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt'], 'display_name': 'Maxvorstadt, München'}",0,https://www.adzuna.de/details/5180670474?utm_medium=api&utm_source=a4bcf954,2025-05-04T21:27:47Z,Head of Data Science,48.1476,Adzuna::API::Response::Job,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",11.56803,"Short Facts Join us on our journey : We at Flexa and Entrix are a diverse team of 50, from 12 nationalities, and steadily growing. To drive the smart and sustainable energy future, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow our Data Science team with innovation, foster talent and teamwork, and drive our offering's growth in alignment with and exceeding Flexa's strategic g…",5180670474,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",full_time,100000.0,140000.0,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVWpWVFRvWEQ4QkdkSFlPTF9YS2Z6dyIsImkiOiI0ODcwNDg5MDc1In0.B4kH2K-ESTH7adUHsvK4uE_0XWoGr7w-ZOjljSJSNSo,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",0,https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,2024-09-20T13:48:26Z,Team Lead Data Science,52.507706,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",13.420806,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…",4870489075,"{'display_name': 'Mapp Digital Us Llc', '__CLASS__': 'Adzuna::API::Response::Company'}",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1ODEwMzE0MCIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.wCrsN0BPTHDmlrkJrvL49uG3qPer7yQIK6c9RLRRKDY,"{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}",0,https://www.adzuna.de/details/5458103140?utm_medium=api&utm_source=a4bcf954,2025-10-22T01:23:50Z,Praktikum Data Science in Neckarsulm,,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",,"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…",5458103140,"{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVWpWVFRvWEQ4QkdkSFlPTF9YS2Z6dyIsImkiOiI1NDk0NTIzNjAxIn0.V8Zd41XiIX7fJ4Wi3x2-LwCXxR1coZZXmFOiR1vn9T0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bremen'], 'display_name': 'Bremen, Deutschland'}",0,https://www.adzuna.de/land/ad/5494523601?se=UjVTToXD8BGdHYOL_XKfzw&utm_medium=api&utm_source=a4bcf954&v=E37FBE4FE59CC5A79077EBD02BA45452C90C388E,2025-11-13T20:13:29Z,Masterarbeit: Training von KI Agenten in maritimer Simulationsumgebungen (m/w/d),53.10403,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",8.786477,"TKMS ATLAS ELEKTRONIK ist ein Unternehmen der TKMS Gruppe. Seit Jahrzehnten unterstützen wir Marinen auf der ganzen Welt dabei, die Meere sicherer zu machen. Unseren Kunden bieten wir umfassende Lösungen in Sensorik und Elektronik. Vom Sonar über unbemannte Fahrzeuge und Minenabwehrsystemen bis hin zu Kommunikationsanlagen. Alles aus einer Hand. Bereit mit den Besten zu arbeiten? Werde Teil unseres Teams aus mehr als 8.500 Kolleginnen und Kollegen bei TKMS. Als wachsendes Marineunternehmen biet…",5494523601,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TKMS ATLAS ELEKTRONIK GmbH'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5ODg2NjM5OCIsInMiOiJValZUVG9YRDhCR2RIWU9MX1hLZnp3In0.ObOw3HdxhQCXiIHCInwHiKGnxV71-lLoKRJy-qRSHKo,"{'display_name': 'Fürstenfeldbruck, Fürstenfeldbruck (Kreis)', 'area': ['Deutschland', 'Bayern', 'Fürstenfeldbruck (Kreis)', 'Fürstenfeldbruck'], '__CLASS__': 'Adzuna::API::Response::Location'}",0,https://www.adzuna.de/land/ad/5498866398?se=UjVTToXD8BGdHYOL_XKfzw&utm_medium=api&utm_source=a4bcf954&v=370629F4CFFF5648CAC3A00F65EE0170CF8F844F,2025-11-16T07:16:17Z,"Duales Studium: ""Informatik"" (w/m/d), Fürstenfeldbruck, Start 2026",48.17776,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",11.25536,"HENSOLDT ist ein führendes Unternehmen der europäischen Verteidigungsindustrie mit globaler Reichweite. Das Unternehmen entwickelt Sensor-Komplettlösungen für Verteidigungs- und Sicherheitsanwendungen. Als Systemintegrator bietet HENSOLDT plattformunabhängige, vernetzte Komplettlösungen an. Zugleich treibt das Unternehmen als Technologieführer die Entwicklung der Verteidigungselektronik und Optronik voran und baut sein Portfolio auf der Grundlage innovativer Ansätze für Datenfusion, Künstliche …",5498866398,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HENSOLDT'}",,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVWpWVFRvWEQ4QkdkSFlPTF9YS2Z6dyIsImkiOiI1NDg1OTUzNTY4In0.ZLv0mq11RflU5yjNWjb435CZC8139xT-ewyeoQUOY-8,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Hohenlohekreis', 'Künzelsau'], 'display_name': 'Künzelsau, Hohenlohekreis'}",0,https://www.adzuna.de/land/ad/5485953568?se=UjVTToXD8BGdHYOL_XKfzw&utm_medium=api&utm_source=a4bcf954&v=3AD0AD91D110F30BD3D89509B27BC5A46B21ADCA,2025-11-07T19:45:00Z,Praktikum strategische Vertriebssteuerung - Preismanagement (m/w/d),49.27945,Adzuna::API::Response::Job,"{'tag': 'sales-jobs', 'label': 'Vertriebsstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",9.68788,"Die Adolf Würth GmbH & Co. KG ist führender Hersteller von Befestigungstechnik für die professionelle Anwendung. Das Familienunternehmen ist das größte Einzelunternehmen der weltweit tätigen Würth-Gruppe und beschäftigt in Deutschland über 8.000 Mitarbeitende. Rund 87.000 sind bei der Würth-Gruppe beschäftigt. Hohe Eigenmotivation, große Gestaltungsfreiräume und eine starke Kollegialität zeichnen die Unternehmenskultur aus. Neugierig geworden? Jetzt informieren und Teil der Würth Familie werden…",5485953568,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Würth Deutschland'}",,,,
