longitude,company,created,__CLASS__,title,salary_is_predicted,category,description,redirect_url,latitude,location,adref,id,contract_time,contract_type,salary_max,salary_min
10.77687,"{'display_name': 'Airbus', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-09-11T07:12:17Z,Adzuna::API::Response::Job,Working Student (m/f/d) Data Science for Enterprise Risk Management - Inklusiver Job   ,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Job Description: In order to support the Enterprise Risk Management, Airbus Helicopters is looking for a Working Student (d/f/m) Data Science for Enterprise Risk Management You are a full time student, looking for a working student position and want to get to know the work of in the Enterprise Risk Management ? Then apply now! We look forward to you supporting us as a working student (d/f/m) with approx. 18 hours a week! Location: Donauwörth Start: as soon as possible Duration: 12 months Your l…",https://www.adzuna.de/land/ad/5393779868?se=0PtzDwW-8BG8weq5Y2Q7aA&utm_medium=api&utm_source=a4bcf954&v=E4A6D093D8D67EBC372C0C2E6EC2757A9A0ABD7A,48.71945,"{'display_name': 'Donauwörth, Donau-Ries (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Donau-Ries (Kreis)', 'Donauwörth']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1MzkzNzc5ODY4In0.u8rqfWNWFVuC0iqM6P88ppR3ujh4niWhznQ0kB0tYWg,5393779868,,,,
14.10731,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'KSB'}",2025-07-12T22:07:55Z,Adzuna::API::Response::Job,Praktikum/Abschlussarbeit im Bereich Data Science,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…",https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,51.13209,"{'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankenthal, Bautzen (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1Mjk5ODY2NzQ2In0.Dg3hkmwMgZc5OgjatHfM0psurtEEbunDcpRGxidIC1o,5299866746,,,,
13.420806,"{'display_name': 'Datasphere Analytics GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-04T12:09:01Z,Adzuna::API::Response::Job,Werkstudent Data Science & Machine Learning,0,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","Wir entwickeln KI-Lösungen für Forecasting, Optimierung und datengetriebene Entscheidungsunterstützung. Dabei kombinieren wir modernste Machine-Learning-Modelle mit realwirtschaftlichen Daten aus Finance und Rohstoffmärkten – immer mit dem Ziel, komplexe Zusammenhänge messbar zu machen und bessere Entscheidungen zu ermöglichen. Als Werkstudent/in Data Science & Machine Learning arbeitest du direkt mit unserem CDO an produktionsreifen ML-Pipelines. Kein Forschungslabor, kein Proof of Concept – e…",https://www.adzuna.de/details/5479731757?utm_medium=api&utm_source=a4bcf954,52.507706,"{'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin']}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3OTczMTc1NyIsInMiOiIwUHR6RHdXLThCRzh3ZXE1WTJRN2FBIn0.9ZyHjS510ROlbVIgfmVIMV_VwdiVeUYUSlQyzQ46AYQ,5479731757,,,,
9.742751,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Continental'}",2025-11-07T06:26:24Z,Adzuna::API::Response::Job,Pflichtpraktikum - Data Science/ Data Analytics (Forschung & Entwicklung) - REF85219R,0,"{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Stellenbeschreibung Unsere Abteilung Process Development an unserem Standort Hannover-Stöcken ist verantwortlich für die Entwicklung, Erprobung und Freigabe von Fertigungs-Prozessen. In diesem spannenden Umfeld bieten wir zu Anfang Januar 2026 ein Pflichtpraktikum mit anschließender Option auf eine Abschlussarbeit an. Eine Kombination aus freiwilligem und verpflichtendem Praktikum ist möglich, wobei der verpflichtende Teil mindestens 12 Wochen dauern sollte. Für die bestmögliche Lernerfahrung s…",https://www.adzuna.de/details/5484811499?utm_medium=api&utm_source=a4bcf954,52.378818,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover'], 'display_name': 'Hannover, Region Hannover (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDg0ODExNDk5In0.ZtOW89FPI-WgXbmw7uCcvKx5G0hUqoozZRjIXW9NZNg,5484811499,,,,
6.808387,"{'display_name': 'Stepstone GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-03T21:55:49Z,Adzuna::API::Response::Job,Product Analytics Manager (m/w/d),0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs', 'label': 'Stellen aus PR, Werbung & Marketing'}","Stepstone is a leading online job board in Germany, dedicated to connecting job seekers with their ideal employment opportunities. As a major player in the German job market, we play a key role in facilitating millions of job placements across various sectors and industries. We are proud to be part of The Stepstone Group, a global expert in job-tech platforms. Being part of a global team allows us to leverage cutting-edge technology, data, and industry expertise to enhance our services and cont…",https://www.adzuna.de/land/ad/5478853114?se=0PtzDwW-8BG8weq5Y2Q7aA&utm_medium=api&utm_source=a4bcf954&v=3EA6DBCB192CA806ECC3A80514A16F1FD67721E2,51.226802,"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDc4ODUzMTE0In0.NhJJ-eQTUf1cvo4QF8U3YVa8IhBuUfc1E5Kwxm_5aLE,5478853114,,,,
,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'SIXT'}",2025-11-07T06:26:25Z,Adzuna::API::Response::Job,Data Science Manager (m/f/d),0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}","Job Description As a Data Science Manager at SIXT you will own the end to end success of the machine learning products that set our prices and optimize our global fleet. You’ll lead a 4-7 person squad of Data Scientists and Machine Learning Engineers, shape our technical roadmap, and cultivate the next generation of engineering leaders. If you thrive at the intersection of data science, product, and people leadership—join us and make an impact at worldwide scale! YOUR ROLE AT SIXT You will lead…",https://www.adzuna.de/details/5484811614?utm_medium=api&utm_source=a4bcf954,,"{'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDg0ODExNjE0In0.I7KY2Xe2ndtN-yu7IBJ1euTFErdTIIIL6eRlgqtovhA,5484811614,,,,
13.420806,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Delivery Hero'}",2025-10-15T05:09:51Z,Adzuna::API::Response::Job,"Director, Data Science - Deep Learning & AI",0,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}","Job Description We are seeking a Director of Data Science, Deep Learning to lead our deep learning team within the AdTech space, specifically within the Vendor Data team, to shape the future of AI-driven ads and deals at Delivery Hero. In this pivotal role, you will jointly architect state-of-the-art deep learning models, influence AI strategy, and develop cutting-edge methodologies to significantly enhance the success of thousands of vendors - restaurants, shops, and local businesses - across …",https://www.adzuna.de/details/5447852676?utm_medium=api&utm_source=a4bcf954,52.507706,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0Nzg1MjY3NiIsInMiOiIwUHR6RHdXLThCRzh3ZXE1WTJRN2FBIn0.FDKcGNvsMwgkRXz-6nvJmyVnOgokm9QB7_gf_7xhaI0,5447852676,,,,
13.420806,"{'display_name': 'Enpal Heat GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-10-29T10:04:29Z,Adzuna::API::Response::Job,Data Science Intern (f/m/d),0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Job Description Develop and deploy lead scoring models to help sales teams prioritize high-value opportunities Build customer segmentation systems to identify patterns across large datasets Implement continuous learning pipelines for models that improve automatically over time Take models from experimentation to production-ready systems handling real traffic Monitor model performance and detect drift in production Work on real systems with high business impact and ownership Opportunity to conve…,https://www.adzuna.de/details/5469169928?utm_medium=api&utm_source=a4bcf954,52.507706,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ2OTE2OTkyOCIsInMiOiIwUHR6RHdXLThCRzh3ZXE1WTJRN2FBIn0.DuiMM4mfa0TBj9XHpXYF2zCTR3EPmroBSvAr_EEAR10,5469169928,,,,
,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Redcare Pharmacy'}",2025-11-06T06:21:25Z,Adzuna::API::Response::Job,"Expert, Analytics & Data Science, Procurement RX",0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","Stellenbeschreibung Über deine Aufgaben: Analyse & Insights: Du entwickelst datenbasierte Insights, um Einkaufsentscheidungen, Lieferantenmanagement und Preisstrategien im RX-Bereich zu unterstützen. Datenmodellierung: Aufbau, Pflege und Weiterentwicklung von Datenmodellen und Dashboards (z. B. in Power BI, Tableau oder Looker). Prozessoptimierung: Identifikation von Ineffizienzen und Entwicklung von datengetriebenen Handlungsempfehlungen für das Procurement-Team. Schnittstellenmanagement: Enge…",https://www.adzuna.de/details/5483176635?utm_medium=api&utm_source=a4bcf954,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], 'display_name': 'Köln, Nordrhein-Westfalen'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDgzMTc2NjM1In0.PsGheehJvDaYQfX8tPhC-2HTew9WwjmeD1lLoZ6PmxE,5483176635,,,,
9.987297,"{'display_name': 'red6 enterprise software GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-08-19T13:49:18Z,Adzuna::API::Response::Job,Data Science Consultant (m/w/d),0,"{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Die red6 enterprise software GmbH ist ein Tochterunternehmen der HanseMerkur und spezialisiert auf digitale Business- und Insurance-Lösungen. Wir entwickeln innovative, maßgeschneiderte Softwarelösungen und begleiten unsere Kunden von der Idee bis zum Livegang. Dabei setzen wir auf neueste Technologien und agile Methoden. Teamgeist, Selbstorganisation und Agilität prägen unsere red6 Arbeitskultur. In interdisziplinären Teams gestalten wir gemeinsam die digitale Zukunft und fördern die persönlic…",https://www.adzuna.de/details/5358614879?utm_medium=api&utm_source=a4bcf954,53.557429,"{'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM1ODYxNDg3OSIsInMiOiIwUHR6RHdXLThCRzh3ZXE1WTJRN2FBIn0.g9--NG4eofcWxGzlFFEoJ7W8mRHipSfZHgn_IfynhUE,5358614879,,,,
9.77223,"{'display_name': 'IT-P GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-02-28T14:07:24Z,Adzuna::API::Response::Job,Data Science Specialist (m/w/d),0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,52.36489,"{'display_name': 'Bult, Hannover', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1MDY3MDIwNzk4In0.AM8zG6gNMOqbQTtkdDxPvov6GfscnVS7XrZgUV0HKl0,5067020798,part_time,,,
,"{'display_name': 'IT-P', '__CLASS__': 'Adzuna::API::Response::Company'}",2024-07-30T22:45:58Z,Adzuna::API::Response::Job,Data Science Specialist (m/w/d),0,"{'label': 'Stellen aus Logistik & Lagerhaltung', 'tag': 'logistics-warehouse-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}","Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…",https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNDgwMTIyMDc2OCIsInMiOiIwUHR6RHdXLThCRzh3ZXE1WTJRN2FBIn0.wkgnq8ThGP_3uYpvjL9XfBGsVhvcY1E5ks0IGc5l5Wo,4801220768,full_time,,,
8.39586,"{'display_name': 'Disy Informationssysteme', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-08T13:40:29Z,Adzuna::API::Response::Job,Duales Studium Data Science und Künstliche Intelligenz,0,"{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",Duales Studium Data Science und Künstliche Intelligenz Duales Studium Data Science und Künstliche Intelligenz Karlsruhe vor Ort Duales Studium Student/Praktikant Du interessierst dich für Data Science und Künstliche Intelligenz? Dann starte zum 01.10.2026 dein duales Bachelorstudium bei uns und wende dein theoretisches Wissen aus den Vorlesungen an der DHBW Karlsruhe direkt in praxisnahen Projekten an. Deine Aufgaben: Unterstützung unserer Fachabteilung in spannenden Projekten rund um die Entwi…,https://www.adzuna.de/details/5487215435?utm_medium=api&utm_source=a4bcf954,49.01216,"{'display_name': 'Innenstadt-West, Karlsruhe', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt-West'], '__CLASS__': 'Adzuna::API::Response::Location'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDg3MjE1NDM1In0.eiz_uPayFUe-W9mzRNorXwMtEW6JiJJjwXIVZfVNQaI,5487215435,,,,
9.99333,"{'display_name': 'Highberg DACH', '__CLASS__': 'Adzuna::API::Response::Company'}",2023-10-05T13:37:27Z,Adzuna::API::Response::Job,Praktikum: Data Science (w/m/d),0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,53.54167,"{'display_name': 'HafenCity, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'HafenCity']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI0MzUyNTkxOTMyIn0.aZmS_zYsPkFFDeaKoumyacRmAzdGE702CTaEJYDYiRg,4352591932,full_time,,,
9.987297,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg'}",2024-11-08T12:47:42Z,Adzuna::API::Response::Job,Praktikum: Data Science (w/m/d),0,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs', 'label': 'Beraterstellen'}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …",https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,53.557429,"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI0OTMxMjkwNjMwIn0.J7Gnh4CCZG6V7Cluc1yQp2tSBz8X0fSuRR4JUu4-SuE,4931290630,full_time,,,
13.33722,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siltronic AG, Werk Freiberg'}",2025-10-17T07:45:44Z,Adzuna::API::Response::Job,Data Science und KI (m/w/d),0,"{'label': 'Stellen für Hochschulabsolventen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'graduate-jobs'}",Data Science und KI (m/w/d) B.Sc. - 09599 Freiberg - Arbeitszeit: Vollzeit - Position: Duales Studium - Bildungsgrad Mindestvoraussetzung: Abitur - Beschäftigungsbeginn: 01.10.2025,https://www.adzuna.de/details/5451449044?utm_medium=api&utm_source=a4bcf954,50.91404,"{'area': ['Deutschland', 'Sachsen', 'Mittelsachsen (Kreis)', 'Freiberg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Freiberg, Mittelsachsen (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDUxNDQ5MDQ0In0.nAXPOLugZsbcWzppQ_awimRVNNnGBCkm6fj6xMSO7o4,5451449044,,,,
9.987297,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'applike group'}",2025-05-06T21:58:43Z,Adzuna::API::Response::Job,Data Science Lead (f/m/d),0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","adjoe is redefining the future of mobile ads. Join us. Meet Your Team: Playtime Data Science The Playtime Data Science team powers adjoe’s rewarded ad unit, connecting over 200 million users with personalized game offers – at a rate of 2 billion requests per day. We develop deep learning models that predict user preferences, match games to players, and dynamically adjust pricing to ensure value for users, advertisers, and monetizers. Our infrastructure supports model training and batch inferenc…",https://www.adzuna.de/details/5183905825?utm_medium=api&utm_source=a4bcf954,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE4MzkwNTgyNSIsInMiOiIwUHR6RHdXLThCRzh3ZXE1WTJRN2FBIn0.VQVIagMUoDVH0EdA5ZSmJwgXakRU2RWcLeROu2XhrzU,5183905825,full_time,,,
8.38979,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",2025-10-15T22:09:05Z,Adzuna::API::Response::Job,Duales Studium Data Science und Künstliche Intelligenz,0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",Über Atruvia Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein…,https://www.adzuna.de/details/5448993826?utm_medium=api&utm_source=a4bcf954,49.01336,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt'], 'display_name': 'Innenstadt, Karlsruhe'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDQ4OTkzODI2In0.zBx3mYQyD_SYT9ejg97FhZu0avFLQjOlw5G_oV1Wk20,5448993826,,,,
9.9477,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'workidentity GmbH'}",2022-12-01T16:57:09Z,Adzuna::API::Response::Job,Lead Data Science/Business Intelligence (gn),0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",https://www.adzuna.de/details/3736575198?utm_medium=api&utm_source=a4bcf954,53.54883,"{'display_name': 'Altona-Altstadt, Hamburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg', 'Altona-Altstadt']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiIzNzM2NTc1MTk4In0.OqbovZl13husfAMaVKd_WP2STaBQFQAU3-nj3Mai7d0,3736575198,full_time,,,
10.49959,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GROB-WERKE & Co. KG'}",2025-08-10T22:52:16Z,Adzuna::API::Response::Job,Praktikum Data Science (m/w/d),0,"{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",Wir suchen Verstärkung für unser Team Test und Engineering innerhalb des Zentralen Bereichs Konstruktion am Standort Mindelheim für das Sommersemester 2026. Analyse kritischer Bearbeitungsprozesse durch umfangreiche Prozessdatenanalysen und den Einsatz von Maschine Learning Identifikation von Mustern und Zusammenhängen in großen Datensätzen zur Optimierung von Fertigungsabläufen Entwicklung und Implementierung von Prädiktionsmodellen zur vorausschauenden Wartung von Maschinenkomponenten Analyse…,https://www.adzuna.de/details/5346994579?utm_medium=api&utm_source=a4bcf954,48.03693,"{'area': ['Deutschland', 'Bayern', 'Unterallgäu (Kreis)', 'Mindelheim'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Mindelheim, Unterallgäu (Kreis)'}",eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTM0Njk5NDU3OSIsInMiOiIwUHR6RHdXLThCRzh3ZXE1WTJRN2FBIn0.v6E_pAhHHXIMXfZAjbzcxWs_uhtZnH8VRbK-BKClKJw,5346994579,,contract,,
9.987297,"{'display_name': 'workidentity', '__CLASS__': 'Adzuna::API::Response::Company'}",2024-07-30T22:44:26Z,Adzuna::API::Response::Job,Lead Data Science/Business Intelligence (gn),0,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","Einleitung Für eines unserer Partnerunternehmen im Hamburg suchen wir Dichals Lead Data Science/Business Intelligence (gn) Deine Aufgaben In dieser Funktion übernimmst bzw. steuerst Du sämtliche BI- Prozesse Du baust ein Datenteam auf (In-App-Retentionsoptimierung, Kampagnenverteilungsoptimierung) Du erstellst, analysierst und kommunizierst Berichte und Statistiken Du verwandelst wiederkehrende Analysen in KPIs und Dashboard-Ansichten Du analysierst Daten aus verschiedenen Quellen (Redshift, Sp…",https://www.adzuna.de/details/4801213177?utm_medium=api&utm_source=a4bcf954,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI0ODAxMjEzMTc3In0.Id9s7jiINIESD7mzhshdBKrzfBwxwvkXDXMI4C2HWnw,4801213177,full_time,,,
11.56803,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Flexa'}",2025-11-06T23:32:31Z,Adzuna::API::Response::Job,Data Science Manager (d/m/f),0,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Short Facts Join us on our mission to build Europe’s largest virtual power plant. Flexa is at the forefront of enabling a smart and sustainable energy future. To drive this vision forward, we are looking for an experienced and forward-thinking Data Science Manager (d/f/m) to lead and grow our Data Science team. You will play a key role in shaping our algorithmic strategy, fostering technical excellence, and scaling a high-impact team, all while pushing the boundaries of what’s possible in energ…",https://www.adzuna.de/details/5484452831?utm_medium=api&utm_source=a4bcf954,48.1476,"{'display_name': 'Maxvorstadt, München', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt']}",eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMFB0ekR3Vy04Qkc4d2VxNVkyUTdhQSIsImkiOiI1NDg0NDUyODMxIn0.MSelqaZmIqqD698oMmDorkOVU5Rkz-YKPaSIoOe1H8I,5484452831,full_time,,135000.0,115000.0
