adref,id,redirect_url,location,description,company,created,salary_is_predicted,latitude,title,category,longitude,__CLASS__,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQ3F2V3RwU1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1NzY3NDI5MzcxIn0.zG9_Q7FJ3rdl05FBPmWNcIMvpFEfHz5OLO1_skFk3oM,5767429371,https://www.adzuna.de/land/ad/5767429371?se=CqvWtpSU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=10E31A5B1F215C364F1055DE06FE6272E1F74E8B,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], 'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",2026-06-18T03:49:11Z,0,49.18975,Experte Energiewirtschaft Marktprozesse (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",9.2274,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwOTI3MjY1MSIsInMiOiJDcXZXdHBTVThSRzdldTRXZkZiWHdBIn0.9dnQ82Cn1GvUzf3nySO-rrQqtrDwPG_FOoH7UoAE7uQ,5809272651,https://www.adzuna.de/land/ad/5809272651?se=CqvWtpSU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=7BC1FB78BB2F34EAA94A0093FBDCD00E4DE59E07,"{'display_name': 'Coburg, Coburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg']}","Hallo, lass uns WIR sagen! Wir - die HUK-COBURG Versicherungsgruppe - zählen zu den 10 größten in Deutschland. Vor über 90 Jahren gegründet sind wir mit über 13 Millionen Kund:innen heute der große Versicherer für Privathaushalte und der größte deutsche Autoversicherer. Dass wir oft preisgünstiger sind als andere Versicherungen, hat bei uns schon Tradition. Genau wie unser Ruf als Arbeitgeberin, mit der DU wachsen und deine persönlichen Ziele erreichen kannst. Bei uns kannst du eine spannende K…","{'display_name': 'HUK-COBURG Versicherungsgruppe', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-07-21T13:02:40Z,0,50.25777,Spezialist für Steuerungs- und Controllingsysteme - Schwerpunkt Data Science (w/m/d),"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",10.96603,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODAwMTQ1MTU1In0.k71Y1hi7CWD4rTDqa7GGWbUOgkmv-HccWaYQ9o0gF2Y,5800145155,https://www.adzuna.de/land/ad/5800145155?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=634283AC511346B5F8F83F63CA47773A921D09E3,"{'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","Acuity Analytics ist ein globales, Tech-first Unternehmen, das Finanzinstitute und Corporates dabei unterstützt, durch Research, Data, Analytics und AI-enabled Solutions bessere Entscheidungen zu treffen. Wir kombinieren tiefes Financial-Services-Know-how mit starken Engineering-, Digital- und AI-Capabilities, um komplexe Probleme zu lösen. Mit einem Team von 7.200 Analysts, Data Specialists und Technologists an 28 Standorten arbeiten wir mit über 800 Organisationen weltweit zusammen – um Effiz…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Ascent Digital Services DE GmbH'}",2026-07-14T19:08:09Z,0,48.137418,Senior Data Scientist (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",11.555737,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxODM3OTE5NiIsInMiOiIxSkw3dDVTVThSRzdldTRXZkZiWHdBIn0.gKRthS4RObwGVzGoUY1suMKN6B92GhU2L1uedbtGewc,5818379196,https://www.adzuna.de/land/ad/5818379196?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=2A947A76F1FF7257F5DB81D9AD482AD9D3B5B452,"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}","Damit unsere produzierenden Lebensmittelunternehmen effizient arbeiten können, unterstützen wir mit Organisation und Verwaltung. Wir sind unter anderem Experten für Einkauf, Finanzen, Controlling, Personal, IT, Marketing und Vertrieb. Wir liefern Organisationstalenten eine berufliche Herausforderung in einem dynamischen Umfeld. Masterand HR Analytics (w/m/d) Einsatzbereich: HR Services / Entgelt Ort: Weißenfels Job-ID: 18861 Aufgaben Analyse der bestehenden HR-Systemlandschaft und vorhandenen D…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Produktion Stiftung & Co. KG'}",2026-07-28T15:44:45Z,0,,Masterand HR Analytics (w/m/d),"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODA5NzEyMzcwIn0.t-9VnMHeY_UHSXhItClb5FrsUKSoOT7rPMXlgRCWqSc,5809712370,https://www.adzuna.de/details/5809712370?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Lövenich, Köln', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln', 'Lövenich']}","Dein Berufsbild: Du möchtest irgendwas mit Mathe und Programmieren machen und findest Technologien der Zukunft spannend? Dann entscheide dich für den Studiengang Data Science und Künstliche Intelligenz und hol alles aus den Daten heraus. In deinem Beruf bist du die Schnittstelle zwischen IT und Business. Du beherrschst die verschiedenen Technologien, bewertest deren Potenziale und weißt, wie man sie technisch umsetzt. In deinem dualen Studium erlernst du die Grundlagen, Konzepte und Methoden de…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens AG'}",2026-07-21T22:58:52Z,0,50.94691,Data Science und Künstliche Intelligenz (B.Sc.) 2027,"{'tag': 'part-time-jobs', 'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",6.82951,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODA5NjY1NjUwIn0.TAHm0MK6fFQG4a8W-KEwGcVC953bV5oZOo1jjmT0F_o,5809665650,https://www.adzuna.de/land/ad/5809665650?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=450802E9EEC57874997B94245E66363CA9F9662D,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'St. Jürgen, Lübeck', 'area': ['Deutschland', 'Schleswig-Holstein', 'Lübeck', 'St. Jürgen']}","Stellenausschreibung, April 2026 Arzt/Ärztin mit ausschließlicher oder weit überwiegender Tätigkeit in der Wissenschaft mit Schwerpunkt Data Science / Routinedatenanalyse im Bereich der neurovaskulären Forschung, alternativ promovierte(r) Wissenschaftler/in mit Hintergrund Data Science - an der Klinik für Neurologie am Campus Lübeck (Direktor: Univ.-Prof. Dr. Jens Minnerup) Vollzeit oder Teilzeit | Befristung auf zunächst 3 Jahre | Perspektive auf langfristige Beschäftigung | Vergütung je nach …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Universität zu Lübeck'}",2026-07-21T22:51:48Z,0,53.85554,Arzt/Ärztin Schwerpunkt Data Science / Routinedatenanalyse im Bereich der neurovaskulären Forschung (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",10.69693,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxNzQ4NDMzMSIsInMiOiIxSkw3dDVTVThSRzdldTRXZkZiWHdBIn0.G8R0lzDdv7j52MxX0tyCo9ofP5iV09--ALJVq1xiHjk,5817484331,https://www.adzuna.de/land/ad/5817484331?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=164D21A4A3762B17E6CFD08F1C08EC81AE6CA0BA,"{'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)'}","Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Aufgaben Im Überblick …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schaeffler Technologies AG & Co. KG'}",2026-07-27T17:31:58Z,0,49.56892,Duales Studium (DHBW) - Cyber Security (d/m/w) 2027,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",10.88109,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODE3NDg0Mjg1In0.A2EKifCTctMpj0CUQm3FDXVPETDQKKnQ8FbnLsYJCns,5817484285,https://www.adzuna.de/land/ad/5817484285?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=9E8BE8C87CA55E6FEDC43277B12D685BB4E93F19,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach']}","Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Aufgaben Studienabschl…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schaeffler Technologies AG & Co. KG'}",2026-07-27T17:31:57Z,0,49.56892,Duales Studium (DHBW) - Informatik (d/m/w) 2027,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",10.88109,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODEyMDE0MTUxIn0.uY26ZVyeDOTfeGro5jVmNDz5Xr8_DQL88Ha6R34nzx0,5812014151,https://www.adzuna.de/land/ad/5812014151?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=DBCBC7EF0204EC1D750E8C50967F93260DE84715,"{'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)'}","Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Aufgaben Im Überblick …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schaeffler Technologies AG & Co. KG'}",2026-07-23T09:43:37Z,0,49.56892,Duales Studium (DHBW) - Wirtschaftsinformatik Software Engineering (d/m/w) 2027,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",10.88109,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NjcwNjI5NyIsInMiOiIxSkw3dDVTVThSRzdldTRXZkZiWHdBIn0.JRYX93pEmm7jviIVb5Q-vdN_cfV_aacJ_TfeKeFX-gA,5766706297,https://www.adzuna.de/land/ad/5766706297?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=65F8763346210AA5E6A022222F57416BDAB2FB5A,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Marburg, Marburg-Biedenkopf (Kreis)', 'area': ['Deutschland', 'Hessen', 'Marburg-Biedenkopf (Kreis)', 'Marburg']}","Dein Berufsbild: Du magst Mathe und möchtest später etwas mit Daten machen? Dich faszinieren datengestützte Tools, wie ChatGPT, und du kennst deren große Chance für die Zukunft? Dann bewirb dich für das duale Studium B. Sc. Softwaretechnologie - Data Science und entdecke mit uns, wie wir die Welt der Labordiagnostik durch datenbasierte Entscheidungen verändern können. Daten sind eines der Fundamente, damit Unternehmen bestmögliche Entscheidungen treffen können. Im Studiengang B. Sc. Softwaretec…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens Healthineers AG'}",2026-06-17T13:17:48Z,0,50.804953,Duales Bachelorstudium Softwaretechnologie Data Science (B.Sc.) - Marburg,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen', 'tag': 'part-time-jobs'}",8.78967,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMzAzNzI5OSIsInMiOiIxSkw3dDVTVThSRzdldTRXZkZiWHdBIn0.EcAIBRTqyuXxTBkaJ_QG2y4ZatTx8Z6OmkszvuwKJhk,5833037299,https://www.adzuna.de/land/ad/5833037299?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=3E984706F99430B68D67E0CEF8CF083A6CE9BEF7,"{'display_name': 'Hannover, Region Hannover (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover']}","Als Deutsche Zentrale Fachbibliothek für Technik und Naturwissenschaften sichern wir mit unseren zukunftsweisenden Dienstleistungen die infrastrukturellen Voraussetzungen einer qualitativ hochwertigen Informations- und Literaturversorgung für Forschung in Wissenschaft und Industrie. Mit dem Open Research Knowledge Graph (ORKG) arbeiten wir daran, den Austausch und die Nutzung wissenschaftlicher Erkenntnisse im digitalen Zeitalter zu revolutionieren. Die Technische Informationsbibliothek (TIB) ,…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Technische Informationsbibliothek '}",2026-08-08T07:32:12Z,0,52.378818,Postdoc / Wissenschaftliche:r Mitarbeiter:in - KI für wissenschaftliche Kommunikation und Wissensgraphen (m/w/d),"{'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung', '__CLASS__': 'Adzuna::API::Response::Category'}",9.742751,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODIwODgxNjc3In0.G1ZbG6-6wImfE-naQ4tgARZo92N5U9civhka7QYPpy8,5820881677,https://www.adzuna.de/land/ad/5820881677?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=87A74156C3AE5975A818CFD9976EA6EFD9C3789F,"{'area': ['Deutschland', 'Saarland', 'Saarpfalz-Kreis', 'Homburg'], 'display_name': 'Homburg, Saarpfalz-Kreis', '__CLASS__': 'Adzuna::API::Response::Location'}","Wir sind ein dynamisches und leistungsstarkes Unternehmen der kosmetischen und pharmazeutischen Industrie. Neben der nach GMP-Richtlinien zertifizierten eigenen Produktion für unsere Gesichts-, Körper-, Haarpflegeprodukte und dekorativen Kosmetik legen wir großen Wert auf unser Qualitätsmerkmal ""Made in Germany"". Jährlich werden unsere innovativen Apothekenprodukte mit Preisen wie ""Beste Neueinführung"" oder ""Top Marke"" ausgezeichnet. Zur Verstärkung unseres IT-Teams suchen wir zum nächstmöglich…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Dr. Theiss Naturwaren GmbH'}",2026-07-30T09:52:14Z,0,49.31944,Solution Consultant KI-Plattformen (m/w/d),"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",7.3341,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgwOTcxOTI4MCIsInMiOiIxSkw3dDVTVThSRzdldTRXZkZiWHdBIn0.d3YHhX7ObMFGlPUeg0gQZ-mUqj9KSzj0iOrH__BIsJc,5809719280,https://www.adzuna.de/details/5809719280?utm_medium=api&utm_source=a4bcf954,"{'display_name': 'Dagobertshausen, Marburg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Marburg-Biedenkopf (Kreis)', 'Marburg', 'Dagobertshausen']}","Dein Berufsbild: Du magst Mathe und möchtest später etwas mit Daten machen? Dich faszinieren datengestützte Tools, wie ChatGPT, und du kennst deren große Chance für die Zukunft? Dann bewirb dich für das duale Studium B. Sc. Softwaretechnologie - Data Science und entdecke mit uns, wie wir die Welt der Labordiagnostik durch datenbasierte Entscheidungen verändern können. Daten sind eines der Fundamente, damit Unternehmen bestmögliche Entscheidungen treffen können. Im Studiengang B. Sc. Softwaretec…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siemens Healthineers AG'}",2026-07-21T22:59:51Z,0,50.81987,Duales Bachelorstudium Softwaretechnologie Data Science (B.Sc.) - Marburg,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",8.70301,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODA0MDUwMjE1In0._IwCUnimuQhzGOpx0s2XSoc8BoJQqtjg6Tvmk_OGK2A,5804050215,https://www.adzuna.de/land/ad/5804050215?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=C423C9D6BC17D1F44060E07B5AE08547038C11E2,"{'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Hirschhorn (Neckar)'], 'display_name': 'Hirschhorn (Neckar), Bergstraße (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",Die GELITA-Unternehmensgruppe ist einer der führenden Hersteller von Kollagenproteinen weltweit und mit mehr als 2.900 Mitarbeitenden und 20 Standorten auf allen Kontinenten vertreten. Wir sind mit unserer globalen Präsenz im Markt für Gesundheit und Nahrungsergänzung genauso zu Hause wie in den Bereichen Pharmazie und Medizin. Darüber hinaus bieten wir mit unseren Produkten eine große Bandbreite anäußerst spannenden technologischen Anwendungen. Wir leben Innovation und folgen dabei konsequent …,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'GELITA AG'}",2026-07-17T03:01:41Z,0,49.44669,Duales Studium Bachelor of Science - Data Science&Künstliche Intelligenz,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",8.89711,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM5NzI4NyIsInMiOiIxSkw3dDVTVThSRzdldTRXZkZiWHdBIn0.ibHOZaMJoK6rB8AV9QtDw8BMbOmVJx4f2MGe2liY_Cs,5750397287,https://www.adzuna.de/land/ad/5750397287?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=110DE8E37ED6B5E4544BEA7DC1D7B85CAA63F56A,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Neckarsulm, Heilbronn (Kreis)'}","Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Lidl'}",2026-06-03T11:42:41Z,0,49.18975,Duales Studium Data Science und KI - Smart Operations Management 2027,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",9.2274,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzMDUxNTY0MyIsInMiOiIxSkw3dDVTVThSRzdldTRXZkZiWHdBIn0.X5zBMFQarnKQdciSR1jbQU3PQCV0ftSeWDJivKtVIBw,5830515643,https://www.adzuna.de/land/ad/5830515643?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=BBA85AADF6E51FB0475B5FF2F624A5F16C6EA78F,"{'display_name': 'Lüneburg, Lüneburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Lüneburg (Kreis)', 'Lüneburg']}","Die Landeskrankenhilfe (LKH) zählt zu den größeren privaten Krankenversicherungen in Deutschland. Mehr als 570 Mitarbeiter*innen sind für unsere rund 320.000 Kunden da. Im Rahmen des Wandels zu einem modernen Gesundheitsdienstleister stehen wir für innovative Arbeitsweisen und eine kulturelle Neuausrichtung der LKH. Diesen spannenden Weg gehen wir gemeinsam mit unseren Mitarbeiter*innen und mit weiteren Expert*innen, wie Ihnen. Aufgaben Aufbau eines zentralen Data Warehouse für sämtliche Untern…","{'display_name': 'Landeskrankenhilfe V.V.a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-08-06T15:53:45Z,0,53.24252,Experte Datenmanagement und Reporting (m/w/d),"{'label': 'Stellen aus Buchhaltung & Finanzwesen', 'tag': 'accounting-finance-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",10.406345,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODMxMjM0OTg5In0.KlUcpQIhCGKEj4_Sk-fGU8OkA6ir5Owss7BFR4dcFWg,5831234989,https://www.adzuna.de/land/ad/5831234989?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=8CBDEB552B6F189E30E7B0089C2FAE41AF76C19F,"{'display_name': 'Rhein-Sieg-Kreis, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Sieg-Kreis']}","Die Fraunhofer-Gesellschaft ist eine der weltweit führenden Organisationen für anwendungs­orientierte Forschung. 74 Institute entwickeln weg­weisende Technologien für unsere Wirt­schaft und Gesell­schaft – genauer: 30 000 Menschen aus Technik, Wissen­schaft, Ver­waltung und IT. Sie wissen: Wer zu Fraunhofer kommt, will und kann etwas verändern – für sich, für uns und die Märkte von heute und morgen. Am Fraunhofer IAIS erforschen und entwickeln 360 Mitarbeitende individuelle Lösungen zur Integra…","{'display_name': 'Fraunhofer-Institut für Intelligente Analyse- und Informationssysteme IAIS', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-08-07T01:54:06Z,0,,Studentische Hilfskraft für KI-Workshops an Schulen (all genders),"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,Adzuna::API::Response::Job,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMUpMN3Q1U1U4Ukc3ZXU0V2ZGYlh3QSIsImkiOiI1ODE1MzIwMzIzIn0.YwikfdzmKEw_ViIoR3P0MU9MVcgQifaRs71PXz_ywR4,5815320323,https://www.adzuna.de/land/ad/5815320323?se=1JL7t5SU8RG7eu4WfFbXwA&utm_medium=api&utm_source=a4bcf954&v=221BF6D4F1F012D310DCB2BDFFD4309BEA2F8210,"{'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach']}","Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Aufgaben Im Überblick …","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schaeffler Technologies AG & Co. KG'}",2026-07-25T12:47:50Z,0,49.56892,Duales Studium (TH) inkl. Ausbildung (IHK) - Informatik (d/m/w) 2027,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",10.88109,Adzuna::API::Response::Job,,,,
