category,longitude,salary_is_predicted,title,created,redirect_url,company,description,latitude,id,adref,__CLASS__,location,contract_time,salary_min,salary_max,contract_type
"{'tag': 'part-time-jobs', 'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",8.77577,0,Duales Studium Bachelor of Science - Informatik / Wirtschaftsinformatik / Data Science&KI,2026-08-05T15:16:14Z,https://www.adzuna.de/land/ad/5829088942?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=FCD429D2C7528585BF56FCAC9F7E98B8E6C756CB,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'allsafe GmbH&Co. KG'}","Das bieten wir: - Mitverantwortung im Tagessgeschäft und eigenverantwortliche Umsetzung von Studenten-Projekten - Work-Life-Balance dank flexiblem Arbeitszeitenmodell der VERTRAUENSARBEITSZEIT - Mitwirkung auf unseren Social-Media-Kanälen (Instagram, Facebook, TikTok, Youtube, ) - Kollegialer Umgang und offene Kommunikation mit Kollegen - Arbeiten auf Augenhöhe durch flache Hierarchien im Unternehmen - Kostenloser Kaffee, Tischtennis, Tischkicker, Lese-Ecke, eigenes internes Restaurant, Terrass…",47.85762,5829088942,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1ODI5MDg4OTQyIn0.yV-cz_vqCJnqXtaix6CwoNv3y8XOEgN14juOSvbLRS4,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Konstanz (Kreis)', 'Engen'], 'display_name': 'Engen, Konstanz (Kreis)'}",,,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.21629,0,Duales Studium Wirtschaftsinformatik 2027 Neckarsulm (m/w/d),2026-07-02T19:37:57Z,https://www.adzuna.de/land/ad/5785691611?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=F6D2D169808DF55DF594E349BED24D0130B66831,"{'display_name': 'Schwarz Digits', '__CLASS__': 'Adzuna::API::Response::Company'}","Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb den Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen BWL und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg beitragen. {Programmbeginn:} 01.09.2027 mit dem Begrüßungsmonat {Studienbeginn:} 01.10.2027 {Studiendauer:} 3 …",49.2291,5785691611,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTY5MTYxMSIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.4qdWC0y7GnaGQIO8LMyCkLEbmixESki-_klAjQ7TW5s,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Bad Friedrichshall'], 'display_name': 'Bad Friedrichshall, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",12.64672,0,SAP Consultant Business Solutions Finance,2026-08-02T16:08:58Z,https://www.adzuna.de/land/ad/5825729256?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=4FC8FF367AD56F8ACEB8BC219BDE84AEA0A18E5A,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Brückner Group SE'}","Die Brückner Group ist Marktführerin im Engineering von Maschinen und Anlagen für Kunststoffe und alternative Materialien. Wir stehen für die zukunftsfähige Weiterentwicklung des gesamten Marktes. Als Herzstück unseres Erfolgs profitieren unsere Mitarbeitenden von einem internationalen, unterstützenden Arbeitsumfeld mit langfristigen Karrierechancen. Als Unternehmensgruppe bieten wir dir Langfristigkeit, während wir uns stetig weiterentwickeln. Du unterstützt uns dabei, die Zukunft der Kunststo…",47.82315,5825729256,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgyNTcyOTI1NiIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.Pk-nwOb57y0PdXF0APSoEACMRRlk91F_R20Rd_LkOV4,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Traunstein (Kreis)', 'Siegsdorf'], 'display_name': 'Siegsdorf, Traunstein (Kreis)'}",,,,
"{'tag': 'accounting-finance-jobs', 'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category'}",,0,Duales Studium Data Science & Künstliche Intelligenz B.Sc.,2026-08-19T17:29:18Z,https://www.adzuna.de/land/ad/5848402718?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=D06863DC7CD0095555F4F023A9C5A1024898867E,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Atruvia AG'}",Wir sind der Digitalisierungspartner in der genossenschaftlichen FinanzGruppe und vereinen jahrzehntelanges Expertenwissen in Banking und Informationstechnologie. Die speziell auf Banken zugeschnittenen IT-Lösungen und Leistungen reichen vom Rechenzentrumsbetrieb über das Bankverfahren von Atruvia bis hin zur App-Entwicklung. Dabei nutzen wir zukunftsweisende Technologien wie Smart Data und schreiben Prozessoptimierung und Regulatorik groß. Gestalte die Zukunft mit KI – Starte dein Duales Studi…,,5848402718,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1ODQ4NDAyNzE4In0.ltbASVR342C8TREjqTh5aW2dhbmSdp2k0zDHIN41EuU,Adzuna::API::Response::Job,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Technikerstellen', 'tag': 'engineering-jobs'}",,0,DHBW Studium - Data Science und Künstliche Intelligenz (B.Sc.),2026-08-19T17:31:21Z,https://www.adzuna.de/land/ad/5848410755?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=55A380EA9088384B156B522FCA359D563F663951,"{'display_name': 'Liebherr-Werk Ehingen GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Die Liebherr-Werk Ehingen GmbH zählt zu den weltweit führenden Herstellern von Fahrzeugkranen. Das Programm umfasst Teleskop- und Gittermastkrane auf Mobil- und Raupenfahrwerken. Seit der Gründung wurde die Produktionsstätte und ihre Kapazität kontinuierlich erweitert. Heute werden täglich sechs Fahrzeugkrane aus Ehingen in die ganze Welt geliefert. DHBW Studium - Data Science und Künstliche Intelligenz (B.Sc.) Job-ID 83588 Original Stellenanzeige auf StepStone.de bit.ly/4w2X7RC CLTRD1_DE,,5848410755,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1ODQ4NDEwNzU1In0.CkWBO3GhWcKCfbEiT_bT_3sJISe_ND3WJ1azMv3UDbA,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",,,,
"{'tag': 'accounting-finance-jobs', 'label': 'Stellen aus Buchhaltung & Finanzwesen', '__CLASS__': 'Adzuna::API::Response::Category'}",,0,DHBW-Studium Bachelor of Science – Wirtschaftsinformatik Data Science,2026-08-19T17:23:53Z,https://www.adzuna.de/land/ad/5848380581?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=B6CF060F9699A8ED4BF1347071E4D4B70094A488,"{'display_name': 'WGV - Württembergische Gemeinde-Versicherung a.G.', '__CLASS__': 'Adzuna::API::Response::Company'}",DHBW-Studium Bachelor of Science – Wirt­schafts­informatik Data Science Als starker Arbeitgeber und attrak­tives Aus­bildungs­unter­nehmen bieten wir viel­fältige und spannende Aus­bildungs- und Studien­plätze mit besten Über­nahme­chancen. Bereit für ein echt spannendes und abwechslungsreiches Studium? Wir machen dich fit für deine Zukunft in einer modernen Versicherung. Für den Studienstart am 01.09.2027 in Stuttgart suchen wir aufgeschlossene und motivierte Studierende. Original Stellenanzei…,,5848380581,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODM4MDU4MSIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.LH-AvDoDa5EEj_9v9QNnKmNYQCwQdh-RRCQyGmIKmrM,Adzuna::API::Response::Job,"{'area': ['Deutschland'], 'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"{'tag': 'healthcare-nursing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Gesundheitswesen & Pflege'}",,0,Head of AI & Data Science (m/w/d),2026-08-19T17:29:11Z,https://www.adzuna.de/land/ad/5848402113?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=63CF7415C9F0B77C7B2242F8745EA39C603854BB,"{'display_name': 'Dr. Ausbüttel GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","Head of AI & Data Science: Tragen Sie dazu bei, Wunden zu heilen, Innovationen zu fördern und Wachstum zu gestalten! Schwer heilende Wunden sind eine enorme Belastung für Patienten, Angehörige und Behandelnde. Machen Sie durch Ihr gestalterisches Mitwirken einen signifikanten Unterschied. Wir entwickeln Produkte und Services, um Wunden bezahlbar zu heilen. Als wachsendes, zukunftsorientiertes inhabergeführtes Familienunternehmen investieren und arbeiten wir mit langfristiger Perspektive statt m…",,5848402113,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1ODQ4NDAyMTEzIn0.Nlj_nKWH4xTaReCZNYO7WqQxCGrKx8N6xd7KrLvt7Yk,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",11.555737,0,Praktikant Data Science im Bereich Engine Health Monitoring (all genders),2026-06-10T06:37:26Z,https://www.adzuna.de/details/5758056589?utm_medium=api&utm_source=a4bcf954,{'__CLASS__': 'Adzuna::API::Response::Company'},"Wir sind über 13.000. An 20 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in GER | München sucht Dich: Starke Aufgaben Einarbeitung in das bei der MTU verwendete Vorgehen für Engine Trend Monitoring (ETM) Im Rahmen des Praktikums beschäftigen Sie sich mit Themen aus den fol-genden Bereichen: Weiterentwicklung bestehender Machine-Learning Modelle …",48.137418,5758056589,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1NzU4MDU2NTg5In0.aVU0CILcJUPXHU2BIpxbDISRvaqI6zrhof2nOZQWMmQ,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München'], 'display_name': 'München, München (Kreis)'}",,,,
"{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",7.464954,0,Wissenschaftlich Beschäftigte*r Virtual Machining (VM) in der Produktionstechnik (Zerspanung),2026-08-04T20:42:15Z,https://www.adzuna.de/land/ad/5828134708?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=EEE78462256A43EB1B574B336A9B2F7B44326766,"{'display_name': 'Technische Universität Dortmund', '__CLASS__': 'Adzuna::API::Response::Company'}","Die Technische Universität Dortmund ist eine dynamische forschungsorientierte Universität mit 17 Fakultäten in den Natur- und Ingenieurwissenschaften sowie Gesellschafts- und Kulturwissenschaften. Auf unserem internationalen Campus leisten rund 6.700 Beschäftigte täglich einen Beitrag, um drängende Fragen der Gegenwart und der Zukunft zu lösen. Offenheit und Vielfalt prägen nicht nur das Miteinander in Forschung und Lehre, sondern auch in Technik und Verwaltung. Wissenschaftlich Beschäftigte*r …",51.504967,5828134708,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1ODI4MTM0NzA4In0.5jFjb9cqMoLkl6VPwGelTWA1AIoDZ95yGgvb_BEh6m4,Adzuna::API::Response::Job,"{'display_name': 'Dortmund, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Dortmund'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",8.055137,0,Teamlead Artificial Intelligence - MLOps / Machine Learning (m/w/d),2026-07-24T15:02:55Z,https://www.adzuna.de/land/ad/5813842154?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=150DEB8C82E2383AC553AEC26E7D401A3CFA64C7,"{'display_name': 'ADI Solutions GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","Die ADI Solutions GmbH steht für moderne Softwareentwicklung – international ausgerichtet. An unseren Standorten in Osnabrück und Venlo sowie gemeinsam mit internationalen Kollegen entwickeln rund 50 Mitarbeitende Lösungen, die weltweit im Einsatz sind – bei über 100 Kunden in mehr als 25 Ländern. Was uns antreibt, ist die Verbindung von Menschen, Ideen und Technologien. Ob ERP mit Microsoft Dynamics 365 Business Central, Business Intelligence, Power Platform, Web-Apps oder KI – wir schaffen Lö…",52.274227,5813842154,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMzg0MjE1NCIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.q1mSuIXZ61nrfdLMG7KZXrmNtt8fIqEdNnPJ8m7IY78,Adzuna::API::Response::Job,"{'display_name': 'Osnabrück, Osnabrück (Kreis)', 'area': ['Deutschland', 'Niedersachsen', 'Osnabrück (Kreis)', 'Osnabrück'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",10.88109,0,Duales Studium (DHBW) - Data Science und künstliche Intelligenz (d/m/w) 2027,2026-07-14T01:36:59Z,https://www.adzuna.de/land/ad/5799243414?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=31FD5B2497C9352AD9EC7826D671B164F8108EE9,"{'display_name': 'Schaeffler Technologies AG&Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","Du bist technikbegeistert und voller Ideen, mit denen Du die Welt bewegen willst? Dann ist eine Ausbildung oder ein duales Studium bei Schaeffler genau das Richtige für Dich. Ohne unsere Produkte könnten Autos nicht fahren, Maschinen nicht laufen und Flugzeuge nicht fliegen. Als führender Anbieter von Wälzlagern für sämtliche Industrien und wichtiger Partner im internationalen Automobilbau bietet Dir Schaeffler ein hervorragendes Umfeld für Deinen Start in die Berufswelt. Ausbildungsschwerpunkt…",49.56892,5799243414,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc5OTI0MzQxNCIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.TKFfI7r9drvZW2GH3SBrY_x7ZOA6TcJy4XUxOvUTwzY,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Erlangen-Höchstadt (Kreis)', 'Herzogenaurach'], 'display_name': 'Herzogenaurach, Erlangen-Höchstadt (Kreis)'}",,,,
"{'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs'}",9.37738,0,Duales Studium - Wirtschaftsinformatik Data Science (B. Sc. m/w/d) 2027,2026-06-18T01:08:56Z,https://www.adzuna.de/land/ad/5767328953?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=958EB314919057C73F9E1CF6996FB866EE6E6089,"{'display_name': 'Festool Group', '__CLASS__': 'Adzuna::API::Response::Company'}","Das kannst Du von uns erwarten: Technik und Wirtschaft gehören für Dich zusammen? Du begeisterst Dich für Informationstechnologien ebenso wie fürökonomische Zusammenhänge und möchtest Theorie direkt in der Praxis anwenden? Dann ist das Duale Studium Wirtschaftsinformatik mit Schwerpunkt Data Science– in Kooperation mit der Dualen Hochschule Baden-Württemberg (DHBW) in Stuttgart– genau das Richtige für Dich. Kennenlernen innovativer IT-Systeme, moderner Datenanalyseverfahren sowie deren Einsatz …",48.67129,5767328953,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2NzMyODk1MyIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.6zTxrTV6nfAApQedXsoKq7QWsy3R7XUzxr0JwD-BCzs,Adzuna::API::Response::Job,"{'display_name': 'Wendlingen am Neckar, Esslingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Wendlingen am Neckar'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen', 'tag': 'part-time-jobs'}",8.393718,0,Duales Studium (B.Sc.) - Data Science und Künstliche Intelligenz (m/w/d),2026-06-03T11:39:11Z,https://www.adzuna.de/land/ad/5750392345?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=BB24CAAFBE97C01E8B71480D53D62C30FA0721EC,"{'display_name': 'BASF', '__CLASS__': 'Adzuna::API::Response::Company'}","ÜBER UNS Wir bei BASF Digital Solutions machen die Digitalisierung der BASF möglich. Als deutsche Gruppengesellschaft der BASF mit Sitz in Ludwigshafen und Standorten wie Madrid, Schwarzheide beschäftigt die BASF Digital Solutions GmbH rund 1.700 Mitarbeiter. Digitalisierung ist einer der Schwerpunkte der neuen Unternehmensstrategie von BASF. In agilen Teams wollen wir neue digitale Lösungen einführen, die für unseren Kunden einen klaren Mehrwert darstellen. Alle relevanten Informationen zu dei…",49.486443,5750392345,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM5MjM0NSIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.W4QCv3A4g7IbJzGJdtKyuQLb2aHWN2r11doA3iXTwvQ,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ludwigshafen am Rhein, Rheinland-Pfalz', 'area': ['Deutschland', 'Rheinland-Pfalz', 'Ludwigshafen am Rhein']}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen', 'tag': 'part-time-jobs'}",8.412378,0,Bachelor of Science (m/w/d) – Data Science und Künstliche Intelligenz 2026,2026-06-03T11:37:34Z,https://www.adzuna.de/land/ad/5750383006?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=7E7AD6C30237192E5985785B15D37062E1183FCF,"{'display_name': 'BGV-Versicherung AG', '__CLASS__': 'Adzuna::API::Response::Company'}","Darauf kannst du dich freuen: Wechsel zwischen Theoriephasen an der DHBW Karlsruhe und Praxiseinsätzen bei uns im Unternehmen Mitarbeit in spannenden Projekten mit direktem Bezug zur Praxis Einblicke in verschiedene Unternehmensbereiche und interdisziplinäre Zusammenarbeit Moderne Arbeitsumgebung, offene Unternehmenskultur und individuelle Betreuung Sehr gute Entwicklungschancen nach deinem Studium Einführungsmonat/Vorpraktikum bereits vor dem 1.10. Rotationsplan mit Wunsch-Stationen (deine per…",49.001249,5750383006,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM4MzAwNiIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.P2xj9yXBbTpAzqsVsmItGaxsDQQIPo6Ev_zbEamnhTE,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe'], 'display_name': 'Karlsruhe, Karlsruhe (Kreis)'}",,,,
"{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",7.464954,0,Head of AI & Data Science (m/w/d),2026-07-22T10:33:42Z,https://www.adzuna.de/land/ad/5810579233?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=E5CB564F625F7AC343A646D91B42342134CC24FB,"{'display_name': 'Dr. Ausbüttel GmbH & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}","Head of AI & Data Science: Tragen Sie dazu bei, Wunden zu heilen, Innovationen zu fördern und Wachstum zu gestalten! Schwer heilende Wunden sind eine enorme Belastung für Patienten, Angehörige und Behandelnde. Machen Sie durch Ihr gestalterisches Mitwirken einen signifikanten Unterschied. Wir entwickeln Produkte und Services, um Wunden bezahlbar zu heilen. Als wachsendes, zukunftsorientiertes inhabergeführtes Familienunternehmen investieren und arbeiten wir mit langfristiger Perspektive statt m…",51.504967,5810579233,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1ODEwNTc5MjMzIn0.3cTNjZv3ixH5TKGDzDy-ghNj-l2ipri1YLAyeZeHPBQ,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Dortmund'], 'display_name': 'Dortmund, Nordrhein-Westfalen'}",,,,
"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",11.25536,0,"Duales Studium: ""Informatik"" (w/m/d), Fürstenfeldbruck, Start 2027",2026-08-13T16:36:18Z,https://www.adzuna.de/land/ad/5840348381?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=78B3D770BC02EBBE8C9ED0C4AB5EB748593BB707,"{'display_name': 'HENSOLDT', '__CLASS__': 'Adzuna::API::Response::Company'}","HENSOLDT ist ein führendes europäisches Hightech-Unternehmen der Verteidigungs- und Sicherheitsindustrie mit Sitz in Taufkirchen bei München. Das Unternehmen entwickelt Sensorlösungen, Elektronik und Software für die Bereiche Luft, Land, See, Cyber und Weltraum und unterstützt Streitkräfte weltweit dabei, Bedrohungen frühzeitig zu erkennen und fundierte operative Entscheidungen zu treffen. Aufbauend auf jahrzehntelanger Erfahrung in missionskritischer Sensorik verbindet HENSOLDT Radar-, Optroni…",48.17776,5840348381,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0MDM0ODM4MSIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.uSnN7BC4p-_HLBEP6kRKcf5xRpx86almCzTGD7aO6g0,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Fürstenfeldbruck (Kreis)', 'Fürstenfeldbruck'], 'display_name': 'Fürstenfeldbruck, Fürstenfeldbruck (Kreis)'}",,,,
"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",,0,Head of Analytics and Data Science,2026-08-19T17:37:05Z,https://www.adzuna.de/land/ad/5848433479?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=A63D48481EDEE04BC258BFCD538E19C7E46C88D6,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Zenjob SE'}","About us Zenjob is an AI-powered flexible staffing platform that has efficiently connected companies and temporary workers since 2015. Machen Sie jetzt den nächsten Schritt in Ihrer Karriere, scrollen Sie nach unten, um die vollständige Stellenbeschreibung zu lesen und bewerben Sie sich. Companies use our platform to book ready-to-work staff in real time, while students use our app to find part-time jobs that conveniently fit around their studies. Over 40,000 students and 1,000 partner companie…",,5848433479,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUdjZTBaQ2Y4UkdON1pxVGF4Mjh1USIsImkiOiI1ODQ4NDMzNDc5In0.jzD55Aqo5XMVvqM-4GwZ2ivpgtIeynuZOZHURJzWJdU,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",,0,Duales Studium Bachelor der Wirtschaftsinformatik - Data Science (m/w/d),2026-08-19T17:30:29Z,https://www.adzuna.de/land/ad/5848407162?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=07FFC8B1A9E5A6FFC3C366EAF024E66A8532AE90,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Wolters Kluwer Tax & Accounting Deutschland GmbH'}","Seit über 180 Jahren unterstützen wir Unternehmen weltweit dabei, Arbeitsprozesse einfacher, effizienter und zukunftssicher zu gestalten. Mit Niederlassungen in über 40 Ländern und Kunden in mehr als 180 Märkten sind wir ein globaler Partner für Fachwissen und Technologie. Unsere Lösungen verbinden tiefgehendes Know-how mit innovativen Technologien – inklusive moderner KI-Funktionen – und helfen unseren Kunden, ihre größten Herausforderungen erfolgreich zu meistern. Mehr als 21.000 Kolleginnen …",,5848407162,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg0ODQwNzE2MiIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.V5BLzs7PFO44jtaGsP9uuzCiEqdqjQnWltjw-qeZlfI,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland'], 'display_name': 'Deutschland'}",,,,
"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",8.61783,0,Senior Controller: Data Analytics (m/w/d),2026-08-10T15:58:46Z,https://www.adzuna.de/land/ad/5835650619?se=-Gce0ZCf8RGN7ZqTax28uQ&utm_medium=api&utm_source=a4bcf954&v=527F1417CB2C58B6A3C46588032785FE2BAC2A86,"{'display_name': 'Peter-Lacke Holding GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","Wir sind Peter Lacke Holding GmbH. Seit über 100 Jahren entwickeln und produzieren wir innovative Lacksysteme und sind derweil in den Marktsegmenten Automotive, Aviation, Lifestyle und Glass tätig. Peter Lacke Holding GmbH wird in der 5. Generation geführt. Unseren unternehmerischen Erfolg sichert Nachhaltigkeit im Dreiklang aus Ökonomie, Ökologie und Soziales. Wir verfügen über eigene Produktionsstandorte in 9 Ländern (Europa, Amerika, Asien) sowie zusätzliche Servicestandorte. Werde Teil unse…",52.16087,5835650619,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgzNTY1MDYxOSIsInMiOiItR2NlMFpDZjhSR043WnFUYXgyOHVRIn0.aqfQMLX6osxGHS0ER5lIPS237HW5f9lrscl6dOkwr6w,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hiddenhausen, Herford (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Herford (Kreis)', 'Hiddenhausen']}",,,,
