__CLASS__,adref,redirect_url,longitude,company,title,latitude,created,description,id,category,salary_is_predicted,location,contract_time,salary_min,salary_max,contract_type
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1ODQyMDExMiIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.IxOl0HW73uSiQp8CJZ5pFJCiCxLld98y-Roiy3aSLqM,https://www.adzuna.de/land/ad/5758420112?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=EC786C602C709F94FEC8535E45299C5D8A1EA21A,9.78975,"{'display_name': 'Netze BW GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Data Science und Künstliche Intelligenz (B. Sc.),48.0962,2026-06-10T13:50:57Z,"Vernetze mit uns die Welt von morgen. Du begeisterst dich für Informatik und möchtest die Energiewende aktiv mitgestalten? Bei der Netze BW, einem Tochterunternehmen der EnBW, kombinierst du dein duales Studium mit praxisnaher Arbeit an Lösungen, die Klimaschutz, erneuerbare Energien und intelligente Energienetze unterstützen. Gemeinsam treiben wir die digitale Transformation des Energiesystems voran– innovativ, verantwortungsvoll und zukunftsorientiert. Du@NetzeBW Du denkst gerne analytisch un…",5758420112,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Biberach an der Riß, Biberach (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Biberach (Kreis)', 'Biberach an der Riß']}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1NzY3MjcxMTgxIn0.psROZw3Cnsnwi9fn0AVtuUYXi03P49nbOIWcoNYy-rc,https://www.adzuna.de/land/ad/5767271181?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=1FC148DF1A32707730EA5762C8AC6E63E6341CBA,9.14057,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz Consulting GmbH'}",Senior Consultant - Machine Learning Engineering (m/w/d),48.69447,2026-06-18T00:21:31Z,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",5767271181,"{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Leinfelden-Echterdingen'], 'display_name': 'Leinfelden-Echterdingen, Esslingen (Kreis)'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc2Njg4MDMyMiIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.fR0C0DGNK4r474Xhpj4TFGxOwUQdgd-5zf0mK0m5Q7w,https://www.adzuna.de/land/ad/5766880322?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=920496682A48D39BD15AD2681F8F3EB18B725AE6,9.026231,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Mercedes-Benz AG'}",Praktikant*in Automatisierung der Exterieur Prüfung,48.720071,2026-06-17T16:21:04Z,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",5766880322,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Böblingen (Kreis)', 'Sindelfingen'], 'display_name': 'Sindelfingen, Böblingen (Kreis)'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4ODYyMDA2NyIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.0vEtkdjK_b3hm8xao6JVMws4m7-eUFQE3WSGG3HKGWA,https://www.adzuna.de/land/ad/5788620067?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=2FB112C3A65DBC93DCE53C8BE7C33478EEFAA51C,8.61836,"{'display_name': 'Liberty Damenmoden GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",Werkstudent (m/w/d) Digitalisierung & KI im Onlineshop,52.30001,2026-07-05T02:57:34Z,"Werden Sie Teil unseres Teams bei LIBERTY WOMAN in Lübbecke! Wir suchen Sie als engagierte Werkstudenten (m/w/d) für den Bereich ""Digitalisierung und KI"" zur Optimierung unseres Onlineshops! Aufgaben Unterstützung bei der Konzeption und Umsetzung digitaler Projekte im Onlineshop Analyse von Datenströmen, Nutzerverhalten und Verkaufszahlen zur Optimierung der Customer Journey Mitarbeit bei der Implementierung und Evaluierung von KI-basierten Tools (z. B. Empfehlungssysteme, Chatbots, Automatisie…",5788620067,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Lübbecke, Minden-Lübbecke (Kreis)', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Minden-Lübbecke (Kreis)', 'Lübbecke']}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4OTEyMjI5MCIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.7sodukSl3URUivmFrg9y-25L1vEiJY3AmX40wucCwSs,https://www.adzuna.de/land/ad/5789122290?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=E09D8C5614E90180A5A6BBFDB2E876827EDDCD07,9.742751,"{'display_name': 'Technische Informationsbibliothek ', '__CLASS__': 'Adzuna::API::Response::Company'}",Semantic Data Architekt (m/w/d),52.378818,2026-07-05T14:57:12Z,"Als Deutsche Zentrale Fachbibliothek für Technik und Naturwissenschaften sichern wir mit unseren zukunftsweisenden Dienstleistungen die infrastrukturellen Voraussetzungen einer qualitativ hochwertigen Informations- und Literaturversorgung für Forschung in Wissenschaft und Industrie. Mit dem Open Research Knowledge Graph (ORKG) arbeiten wir daran, den Austausch und die Nutzung wissenschaftlicher Erkenntnisse im digitalen Zeitalter zu revolutionieren. Die Technische Informationsbibliothek (TIB), …",5789122290,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",0,"{'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover'], 'display_name': 'Hannover, Region Hannover (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1NzgxMTE0NjMyIn0.cqb4Wk7ZODqdW-XjvXhMm2cD_xKyhWZguOhirxswgNM,https://www.adzuna.de/land/ad/5781114632?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=2181CBBF7234D948FE2CB7FEBE279FD34EE768C6,10.96603,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HUK-COBURG Versicherungsgruppe'}",Senior Engineer Machine Learning / AI (w/m/d),50.25777,2026-06-29T13:25:18Z,"Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Schäden digital und intelligent zu …",5781114632,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg'], 'display_name': 'Coburg, Coburg (Kreis)'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NjU5Mzg0NiIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.x2rh1ZFpDvcfKDeT21XGJHDJoQ9Rah3O2UyyVQFTpCw,https://www.adzuna.de/land/ad/5786593846?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=75D2FBA297F813EA51E6C65899BCB6E6CEA573F6,9.21629,"{'display_name': 'Schwarz Digits', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Data Science Und Künstliche Intelligenz 2027 (m/w/d),49.2291,2026-07-03T10:13:44Z,"Als weltweit agierendes Unternehmen benötigen wir eine IT-Landschaft, die jederzeit reibungslos funktioniert, sich stets auf dem neuesten Stand der Technik befindet und sich an den Bedürfnissen unserer Kunden innerhalb der Unternehmen der Schwarz Gruppe orientiert. An der Schnittstelle zwischen Daten und IT erarbeiten wir tragfähige Lösungen, die maßgeblich und sichtbar zu unserem Erfolg . klicken sie bewerben, für die volle Stellenbeschreibung",5786593846,"{'tag': 'trade-construction-jobs', 'label': 'Stellen aus Handel & Bau', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Bad Friedrichshall'], 'display_name': 'Bad Friedrichshall, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM5MTg0NCIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.2MWK9FkMCt3BerJZNl1xviApWH398avS9bkLHhEdx_I,https://www.adzuna.de/land/ad/5750391844?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=14922F225E74ED6DCC20A0AAA1A211B5D2C6A077,10.786696,"{'display_name': 'dx.one GmbH - A Volkswagen Group Company', '__CLASS__': 'Adzuna::API::Response::Company'}","Duales Studium Data Science&KI, Bachelor of Science, 2027",52.41453,2026-06-03T11:39:06Z,Auf einen Blick Studiengang: Data Science&KI Studienort: Duale Hochschule Baden-Württemberg Mannheim Studienbeginn: 1. Oktober 2027 (Wintersemester) Studiendauer: 3 Jahre Abschluss: Bachelor of Science (B.Sc.) Informationen unter: DHBW Data Science&KI Inhalte des dualen Studiums Du wolltest schon immer neues Wissen aus Daten gewinnen und innovative Anwendungen und Geschäftsmodelle kreieren? Dann ist dieses duale Studium genau das richtige für dich. In dem Studiengang Data Science&Künstliche Int…,5750391844,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen', 'tag': 'part-time-jobs'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Wolfsburg, Niedersachsen', 'area': ['Deutschland', 'Niedersachsen', 'Wolfsburg']}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc1MDM5NzI4NyIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.JNK-TWNMil5CfjWnAeeNd6Zs5hTpfcHofFo6GaZ6I14,https://www.adzuna.de/land/ad/5750397287?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=110DE8E37ED6B5E4544BEA7DC1D7B85CAA63F56A,9.2274,"{'display_name': 'Lidl', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Data Science und KI - Smart Operations Management 2027,49.18975,2026-06-03T11:42:41Z,"Einleitung Eine gute Idee war der Ursprung, ein erfolgreiches Konzept ist das Ergebnis. Qualität zum guten Preis möglichst vielen Menschen anbieten zu können treibt uns an - mittlerweile weltweit, denn wir sind Lidl. Hier ist das berufliche Zuhause vielfältiger Talente. Ob im Einkauf, in der Logistik, im Warengeschäft oder in der IT; ob als Impulsgeber, Gestalter oder Dienstleister der Länder. Wir suchen Anpacker, Durchstarter, Möglichmacher und bieten spannende Aufgaben und Projekte in einem d…",5750397287,"{'label': 'Teilzeitstellen', 'tag': 'part-time-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1NzY3MzI4OTU0In0.jIcCBJ2MM2l32_SGK1oG88dGt9pTO1-gvimm-EO-MCI,https://www.adzuna.de/land/ad/5767328954?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=D34C0F62A465DBD30DF42A788AD7309BCF9FF65B,8.412378,"{'display_name': 'dm-drogerie markt GmbH + Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Data Science und Künstliche Intelligenz (B. Sc.) 2027,49.001249,2026-06-18T01:08:56Z,"Bei dm und dmTECH sind wir der Überzeugung, dass die Digitalisierung unsere Welt und unser Kaufverhalten verändert. Dabei spielt künstliche Intelligenz eine wichtige Rolle. Schon heute setzen wir auf modernste Technologien, um intelligente Lösungen zu entwickeln. Hierfür suchen wir lösungsorientierte Persönlichkeiten mit analytischem und mathematischem Denkvermögen sowie Leidenschaft für innovative Technologien. Das klingt nach Dir? Dann lass uns gemeinsam handeln – mit Deinem dualen Studium Da…",5767328954,"{'tag': 'part-time-jobs', 'label': 'Teilzeitstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe, Karlsruhe (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe']}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1NzUwMzY3MTQ0In0.2KcowFDhiv7PRrSACab4_dRzKHrjwAQLvES9wN7wP_w,https://www.adzuna.de/land/ad/5750367144?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=8CB174EA36FDBA800FC8F99266489F22C802FFD6,8.89711,"{'display_name': 'GELITA AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Duales Studium Bachelor of Science - Data Science & Künstliche Intelligenz,49.44669,2026-06-03T11:34:56Z,Die GELITA-Unternehmensgruppe ist einer der führenden Hersteller von Kollagenproteinen weltweit und mit mehr als 2.900 Mitarbeitenden und 20 Standorten auf allen Kontinenten vertreten. Wir sind mit unserer globalen Präsenz im Markt für Gesundheit und Nahrungsergänzung genauso zu Hause wie in den Bereichen Pharmazie und Medizin. Darüber hinaus bieten wir mit unseren Produkten eine große Bandbreite an äußerst spannenden technologischen Anwendungen. Wir leben Innovation und folgen dabei konsequent…,5750367144,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'part-time-jobs', 'label': 'Teilzeitstellen'}",0,"{'area': ['Deutschland', 'Hessen', 'Bergstraße (Kreis)', 'Hirschhorn (Neckar)'], 'display_name': 'Hirschhorn (Neckar), Bergstraße (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1Nzg4MDEyMzExIn0.OjQPkbkod8uveoKMctCzQyyHn_fA8Q1dhR8tIAU3zYE,https://www.adzuna.de/land/ad/5788012311?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=D12C9D847E0E3801C1995FD284E5515DB87EF1FC,10.96603,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'HUK-COBURG Versicherungsgruppe'}",(Senior) Applied Scientist (Machine Learning) (w/m/d),50.25777,2026-07-04T14:55:42Z,"Hallo, lass uns WIR sagen! Im Data Analytics Team der HUK-COBURG transformieren wir Daten in echte Mehrwerte für über 13 Mio. Kund:innen. Als Deutschlands führende Kfz-Versicherung sind wir ein traditionsreiches und stabiles Unternehmen, welches zielgerichtet in Innovation und seine datengetriebene Zukunft investiert. Unsere agilen Data Analytics Teams setzen modernste Machine Learning und KI-Methoden ein, um Prozesse zu optimieren, faire Preise zu berechnen, Schäden digital und intelligent zu …",5788012311,"{'label': 'Stellen aus Wissenschaft & Qualitätssicherung', 'tag': 'scientific-qa-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'area': ['Deutschland', 'Bayern', 'Coburg (Kreis)', 'Coburg'], 'display_name': 'Coburg, Coburg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1Nzg3MDQ2ODQ2In0.WHfnxopvyyXBtIv2EXsbH7qc7tqtuuOFJWJAePXnP30,https://www.adzuna.de/land/ad/5787046846?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=4962EF41E50E9015A1BDCDC05B4EB78A100C6562,13.420806,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hochschule für Technik und Wirtschaft Berlin  Campus Wilhelminenhof'}",Vertretungsprofessur 50 % (01.10.2026 bis 31.03.2028) Fachgebiet Industrial IoT und Data Science,52.507706,2026-07-03T21:32:22Z,"Mit über 16.000 Studierenden und 80 Studiengängen ist die Hochschule für Technik und Wirtschaft Berlin die größte Hochschule für Angewandte Wissenschaften der Stadt. Bei uns erwarten Sie abwechslungsreiche Herausforderungen und ein innovatives Umfeld, das von Menschen unterschiedlichster Herkunft, Qualifizierung und Prägung gekennzeichnet ist. Der Fachbereich 2: Ingenieurwissenschaften - Technik und Leben besetzt eine Vertretungsprofessur 50 % (01.10.2026 bis 31.03.2028) Fachgebiet Industrial I…",5787046846,"{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjM0NzEwMCIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.bqmih-o5SmGvfxtFUaWsUKsNySoSGsukFzMNlDqeJQo,https://www.adzuna.de/land/ad/5782347100?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=0CA511DB544B8EDA5E7C99E0B7BFEA3AEECAB136,7.112412,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bundesinstitut für Bau-, Stadt- und Raumforschung '}",Wissenschaftliche Mitarbeiterin / wissenschaftlicher Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science,50.71942,2026-06-30T20:44:08Z,"Das Bundesinstitut für Bau-, Stadt- und Raum­forschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächst­möglichen Zeitpunkt befristet auf drei Jahre eine / einen wissenschaftliche Mitarbeiterin / wissenschaftlichen Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. 188.1-25 Ver­gütung E 13 TVöD Beschäftigungs­art befristet auf drei Jahre Wochen­stunden 39h Arbeits­ort Bonn Bewerbungs­frist 26.07.2026 Das BBSR im Bundesamt für Bauwesen und R…",5782347100,"{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4MjM0NzEwMyIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.P4WL-Zf6TNQehFPd-45ZaQzng0TKXXqptfvNP4Y1UIU,https://www.adzuna.de/land/ad/5782347103?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=F6639F7205191E107E8407F376FE99EC04D52F6F,7.112412,"{'display_name': 'Bundesinstitut für Bau-, Stadt- und Raumforschung ', '__CLASS__': 'Adzuna::API::Response::Company'}",Wissenschaftliche Mitarbeiterin / Wissenschaftlicher Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science,50.71942,2026-06-30T20:44:08Z,"Das Bundesinstitut für Bau-, Stadt- und Raumforschung (BBSR) sucht für das Referat RS 1 „Raumentwicklung“ in Bonn zum nächst­möglichen Zeit­punkt befristet auf drei Jahre eine / einen wissenschaftliche Mitarbeiterin / wissenschaftlichen Mitarbeiter (w/m/d) mit dem Ziel der Promotion im Bereich Spatial Data Science Knr. 054.3-25 Ver­gütung E 13 TVöD Beschäftigungs­art befristet auf drei Jahre Wochen­stunden 39h Arbeits­ort Bonn Bewerbungs­frist 26.07.2026 Das BBSR im Bundesamt für Bauwesen und R…",5782347103,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Bonn'], 'display_name': 'Bonn, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1Nzc1ODIwODQ3In0.cLI3GwwJTWBv_sSrpHa1ovV8_wKAZs2XOBz5IBJw9WU,https://www.adzuna.de/land/ad/5775820847?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=1F9725DFC3682D2ACD54DEB39E7688E49AFC9EF7,10.10558,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",Praktikum in Operational Data Governance (m/w/x),48.78408,2026-06-25T07:59:49Z,"Als Student arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst ideale Voraussetzungen für Deine spätere Karriere. Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitar…",5775820847,"{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,"{'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen'], 'display_name': 'Oberkochen, Ostalbkreis', '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc3MjY4Mzg0NSIsInMiOiJURWtaT2kxNThSR3ZKTDZJQ0xhYXV3In0.ARGbZnYMe1Ux9VaIMZyOL_G1edOQXNVNJeb0djxv_g4,https://www.adzuna.de/land/ad/5772683845?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=50FE97D35974E2F12ADEA3E765D8D6472596D0BA,9.53748,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Festool Group'}",Praktkium Produktion: Digitalisierung der Produktion (WiSe 26/27),48.61572,2026-06-22T18:29:03Z,"Jedes Werkzeug kann immer nur so gut sein wie der Mensch, der dahintersteckt. Deshalb suchen wir bei der Festool Group Mitarbeitende, die gemeinsam mit ihren 3.000 Kolleginnen und Kollegen weltweit etwas bewegen wollen. Tauche ein in unsere Welt - und erlebe, wie stolz es macht, in einem Familienunternehmen die besten Elektrowerkzeuge der Welt zu bauen. Aufgaben Anwendung von Data-Mining-Methoden zur datengetriebenen Optimierung von Prozessen im Smart-Factory-Umfeld Entwicklung und Nutzung von …",5772683845,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,"{'display_name': 'Weilheim an der Teck, Esslingen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Esslingen (Kreis)', 'Weilheim an der Teck'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiVEVrWk9pMTU4Ukd2Skw2SUNMYWF1dyIsImkiOiI1Nzc5NTk3MDM1In0.weZziNbKbQbFNfNIi1JQ1_rlFeQevZZrK-Cfm2ya5Oo,https://www.adzuna.de/land/ad/5779597035?se=TEkZOi158RGvJL6ICLaauw&utm_medium=api&utm_source=a4bcf954&v=57CAC761ACC0CB746DB546B2E7E71C2DA0EC9430,8.63966,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Fresenius SE&Co. KGaA'}",Duales Studium – Data Science und Künstliche Intelligenz (m/w/d) 2027,50.21936,2026-06-28T01:17:07Z,"Einleitung: Duales Studium – Data Science und Künstliche Intelligenz (m/w/d) 2027 Du bist fasziniert von der Welt der Daten und IT? Du möchtest aktiv dazu beitragen, komplexe Datensätze zu analysieren, um wertvolle Erkenntnisse zu gewinnen und innovative Lösungen zu entwickeln? Daten sind für dich nicht nur Rohmaterial, sondern das Fundament für die digitale Transformation – eine Quelle für relevante Erkenntnisse und die Basis für zukunftsweisende Entwicklungen in Wissenschaft, Wirtschaft und T…",5779597035,"{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Teilzeitstellen', 'tag': 'part-time-jobs'}",0,"{'display_name': 'Bad Homburg vor der Höhe, Hochtaunuskreis', 'area': ['Deutschland', 'Hessen', 'Hochtaunuskreis', 'Bad Homburg vor der Höhe'], '__CLASS__': 'Adzuna::API::Response::Location'}",,,,
