location,category,latitude,description,created,longitude,salary_is_predicted,id,adref,company,__CLASS__,redirect_url,title,contract_time,salary_max,contract_type,salary_min
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover'], 'display_name': 'Hannover, Region Hannover (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",52.378818,"Hannover Rück – rund 3.900 Mitarbeiter:innen an Standorten auf der ganzen Welt. Unsere Stärke? Connecting Power: Wir verlassen uns auf­einander. Als Rück­versicherer sichern wir Kunden im Schaden­fall ab. Dafür braucht es maß­geschneiderte, innovative Lösungen. Lösungen, die gestern noch gepasst haben, können morgen ver­altet sein. Wir challengen uns und optimieren konti­nuierlich unsere Services, Beratungen und Pro­dukte. All das macht uns zu einer der führenden und profi­tabelsten Rück­versic…",2025-05-11T04:42:41Z,9.742751,0,5193263795,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkgxTVBvSlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MTkzMjYzNzk1In0.-J0e87NmgZckIhqNP9OYE_uDY5KtjstWuKZsSRD5FSI,"{'display_name': 'Hannover Rück SE', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5193263795?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=ACEA8297B1C5B397771F48752F2CB870C441A5D3,Trainee Mathematik Personen-Rückversicherung Fokus Data Science,,,,
"{'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",52.507706,"Die Sparkassen Rating und Risikosysteme (SR) ist der zentrale Dienstleister für Verfahren des Risiko­manage­ments in der Sparkassen-Finanzgruppe. Wir unterstützen die Institute mit Standardlösungen in den Bereichen der Risiko­messung und -steuerung, der regulatorischen Banksteuerung sowie im Vertrieb mit Data-Analytics-Lösungen. Gemeinsam mit unseren Partnern bieten wir den Instituten, von der Konzeption der Verfahren, über deren Weiterentwicklung, IT-Umsetzung und Umsetzungsunterstützung, zent…",2025-06-04T01:37:41Z,13.420806,0,5231508793,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzMTUwODc5MyIsInMiOiJKSDFNUG9KVjhCR3hHc3NHb0h2Q0dBIn0.bUIx2-0qvLPA13Jr15jxtyLuyONWX6qGkMJmkEI7Efk,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Sparkassen Rating und Risikosysteme GmbH'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5231508793?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=01D1B373582988AA7B7A2329D39248E93DB969B8,Werkstudent (m/w/d) – Risikomanagement | Data Science,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Stuttgart, Baden-Württemberg', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}","{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",48.776198,"Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…",2025-06-18T02:25:02Z,9.187224,0,5255547100,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1NTU0NzEwMCIsInMiOiJKSDFNUG9KVjhCR3hHc3NHb0h2Q0dBIn0.SpL9G0-42tOq-ju216R2dmDix70HxCFBeElpbF9tbd4,"{'display_name': 'Mercedes-Benz Group AG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5255547100?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=6A3165EA6EE78B3EAD88E052C6452E1B0B1CC8EB,Praktikant*in Data Analytics/Data Science (Pflicht-Praktikum),,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Ettlingen'], 'display_name': 'Ettlingen, Karlsruhe (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'scientific-qa-jobs', 'label': 'Stellen aus Wissenschaft & Qualitätssicherung'}",48.943,"Wir übernehmen Verantwortung für das nachhaltige Management von Energie und Wasser und leisten damit unseren Beitrag zur Energie­wende. Durch Data Science machen wir Daten zu nutzbaren Informationen und helfen unseren Kunden neue, zukunfts­fähige Geschäfts­felder in der Energie­branche zu erschließen. Für unsere Mission brauchen wir tatkräftige Pioniere mit Teamgeist, Kompetenz und Weitsicht. Wir digitalisieren den Betrieb von Energie- und Wassersystemen und machen Daten intelligent nutzbar. Da…",2025-06-27T08:20:00Z,8.40934,0,5270975048,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI3MDk3NTA0OCIsInMiOiJKSDFNUG9KVjhCR3hHc3NHb0h2Q0dBIn0.R5-Yc8n4naEXEkcZ9d9xPqUgthLLEO0saEJeFBZMDw8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'VIVAVIS AG'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5270975048?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=7E9279D310E81FA46C189A14E0F61A46A584644C,Referent für Standardisierung und Förderprogramme / Wissenschaftlicher Mitarbeiter (m/w/d),,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Rhein-Sieg-Kreis', 'Siegburg'], 'display_name': 'Siegburg, Rhein-Sieg-Kreis'}","{'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs'}",50.79877,"Siegwerk is one of the world's leading suppliers of Printing Inks and sustainable packaging solutions. A career here will give you significant flexibility and support in a company focused on making a positive impact in the world. Siegwerk is poised to disrupt the global packaging industry; changing the way packaging is produced and consumed for the benefit of us all. At Siegwerk, you will have everything you need to help make that change. Join us, let's Do it. With Heart. Location: Alfred-Kelle…",2025-06-14T01:31:41Z,7.20803,0,5249526023,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkgxTVBvSlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MjQ5NTI2MDIzIn0.OBKk0eYt6v91pEviGKaQskxw3XumVYw2y0bgipKPXhE,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Siegwerk Druckfarben AG & Co. KGaA'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5249526023?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=AE08D23AACCFC1FDA0C1F99078BB161D3C4044C8,Working Student Data Science (f/m/d),,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ludwigsburg (Kreis)', 'Ditzingen'], 'display_name': 'Ditzingen, Ludwigsburg (Kreis)'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}",48.82434,"Aufgaben Profil Wir bieten Wie mutig sind Sie? Als Hochtechnologieunternehmen für Werkzeugmaschinen und Lasertechnik suchen wir Menschen, die sich neuen Herausforderungen mit frischem Denken und tatkräftigem Handeln stellen. Dafür ermöglichen wir Ihnen die Freiräume, mutige Ideen in unserem Familienunternehmen einzubringen. Gemeinsam mit Ihnen wollen wir die digitale Vernetzung der fertigenden Industrie vorantreiben. Unsere Leidenschaft und der Gestaltungswille machen uns dabei zum Garanten für…",2025-06-21T08:10:15Z,9.06857,0,5261112439,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI2MTExMjQzOSIsInMiOiJKSDFNUG9KVjhCR3hHc3NHb0h2Q0dBIn0._oLfypg5qOtPiaPHItVf1TQaS77yD_YquHfd-QjIQNk,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'TRUMPF SE + Co. KG'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5261112439?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=3DB7CAD39428DED7F4DD4896002A44A9091BE9C6,Duales Studium Bachelor of Science (B. Sc.) (w/m/d),,,,
"{'display_name': 'Nürnberg, Bayern', 'area': ['Deutschland', 'Bayern', 'Nürnberg'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",49.443967,Das ist das Arbeitsumfeld: Gemeinsam mit rund 200 Auszubildenden und dual Studierenden meisterst du die abwechslungsreichen und anspruchsvollen Aufgaben und bist von Beginn an in ein Team eingebunden. Kompetente Ausbilderinnen und Ausbilder stehen dir mit Rat und Tat zur Seite und unterstützen dich bei deiner fachlichen und persönlichen Entwicklung. Nach erfolgreichem Abschluss darfst du dich auf eine Übernahme von mind. einem Jahr freuen. Zum 01.09. starten wir in einen gemeinsamen Orientierun…,2025-02-20T02:20:59Z,11.083642,0,5056972875,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA1Njk3Mjg3NSIsInMiOiJKSDFNUG9KVjhCR3hHc3NHb0h2Q0dBIn0.Kd9RitdmVUFGfXGhozluOip_DxZZ3ho-TsA0qHnw9z0,"{'display_name': 'Datev eG', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5056972875?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=848509D12B5A8119105C74F684400F4396860FA8,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2025",full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Dresden, Sachsen', 'area': ['Deutschland', 'Sachsen', 'Dresden']}","{'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",51.052725,Universitätsklinikum Carl Gustav Carus Dresden Wissenschaftliche*r Mitarbeiter*in (m/w/d) Data Science in der Krebsforschung in der Medizinischen Klinik und Poliklinik I Die Stelle ist zum nächstmöglichen Zeitpunkt in Voll- und Teilzeit für zunächst 24 Monate befristet zu besetzen. Die Vergütung erfolgt nach den Eingruppierungsvorschriften des Tarifvertrages für den öffentlichen Dienst der Länder (TV-L) und ist bei Vorliegen der persönlichen Voraussetzungen in die Entgeltgruppe E13 möglich. Sie…,2025-06-14T01:50:46Z,13.756452,0,5249542330,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkgxTVBvSlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MjQ5NTQyMzMwIn0.Aei-1OCgwgRhM9EdoS3HDiHXWqGs0YlxIoCnnuTP_Js,"{'display_name': 'Universitätsklinikum Carl Gustav Carus Dresden', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5249542330?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=21CCF9CAD118337564756CD9568AFF9123330454,Wissenschaftliche*r Mitarbeiter*in (m/w/d) Data Science,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Sachsen-Anhalt', 'Magdeburg', 'Beyendorf-Sohlen'], 'display_name': 'Beyendorf-Sohlen, Magdeburg'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",52.05737,"Bioinformatiker (m/w/d) – Institut für Medical Data Science Die Medizinische Fakultät ist integraler Bestandteil der Otto-von-Guericke-Universität Magdeburg und wirkt mit dem Universitätsklinikum Magdeburg A.ö.R. in Forschung, Lehre und Krankenversorgung zusammen. Das Forschungsprofil der Fakultät wird durch die beiden Schwerpunkte „Immunologie einschließlich Molekulare Medizin der Entzündung“ und „Neuro­wissenschaften“ geprägt. Pro Jahr werden ca. 185 Studierende der Humanmedizin und ca. 20 St…",2025-06-06T19:05:21Z,11.63306,0,5236553882,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNjU1Mzg4MiIsInMiOiJKSDFNUG9KVjhCR3hHc3NHb0h2Q0dBIn0.BWrCaj1FRsA9ASRCiZ5c4jaqGG17t6gBafKE0gutVmw,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Otto-von-Guericke-Universität Magdeburg'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5236553882?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=17BDBA3A5D6FA3C4A306BE804A22CD6F632054FE,Bioinformatiker (m/w/d) – Institut für Medical Data Science,,,,
"{'area': ['Deutschland', 'Bayern', 'Schwandorf (Kreis)', 'Pfreimd'], 'display_name': 'Pfreimd, Schwandorf (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",49.49349,"Über Gerresheimer Gerresheimer ist als innovativer System- und Lösungsanbieter der globale Partner der Pharma-, Biotech- und Kosmetikindustrie. Das Unternehmen bietet ein umfassendes Portfolio an pharmazeutischen Primärverpackungen, Verabreichungssystemen für Medikamente und digitalen Lösungen. Gerresheimer sorgt dafür, dass Medikamente sicher zum Patienten gelangen und zuverlässig verabreicht werden können. Mit rund 13.400 Mitarbeitenden, und über 40 Produktionsstandorten in 16 Ländern in Euro…",2025-06-17T01:48:32Z,12.17958,0,5253842990,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSkgxTVBvSlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MjUzODQyOTkwIn0.bh6YhbJo8vCrLyn9-Lcs2yVIoGlG9GxiYPeCTlJtKxI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Gerresheimer AG'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5253842990?se=JH1MPoJV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=85FA3AB0EC1B144EEE10D139274F1AFCCF4EC98B,Dualer Student – Künstliche Intelligenz und Data Science (m/w/d),full_time,,,
"{'area': ['Deutschland', 'Bayern', 'Erlangen'], 'display_name': 'Erlangen, Bayern', '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'IT-Stellen', 'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",49.577521,Ihr Arbeitsplatz Das Department Artificial Intelligence in Biomedical Engineering (AIBE) wurde zum 01.05.2020 als sechstes Department der Technischen Fakultät an der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) mit einer Schnittstelle zur Medizinischen Fakultät neu gegründet. Die zentrale IT des Departments ist serviceorientiert und effizient aufgestellt. Wir bieten ein attraktives und dynamisches Umfeld mit flachen Hierarchien und Teamgeist. Ihre Aufgaben Fachliche und personelle Le…,2025-06-19T23:49:54Z,10.984506,0,5258940987,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXB1blA0SlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MjU4OTQwOTg3In0.7vQN8wfy8Y3wFyrmtvPyls4sz4ClEfjXnl9vuNfIL-A,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Friedrich-Alexander-Universität Erlangen-Nürnberg'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5258940987?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=E212AFF05787FDD9854B45B48CA55B4DD5483977,Head of IT Sicherheit - Data Science in Biomedical Engineering (m/w/d),full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Erlangen, Bayern', 'area': ['Deutschland', 'Bayern', 'Erlangen']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",49.577521,Ihr Arbeitsplatz Das Department Artificial Intelligence in Biomedical Engineering (AIBE) wurde zum 01.05.2020 als sechstes Department der Technischen Fakultät an der Friedrich-Alexander-Universität Erlangen-Nürnberg (FAU) mit einer Schnittstelle zur Medizinischen Fakultät neu gegründet. Die zentrale IT des Departments ist serviceorientiert und effizient aufgestellt. Wir bieten ein attraktives und dynamisches Umfeld mit flachen Hierarchien und Teamgeist. Ihre Aufgaben Fachliche und personelle Le…,2025-06-19T23:49:54Z,10.984506,0,5258940985,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTI1ODk0MDk4NSIsInMiOiJJcHVuUDRKVjhCR3hHc3NHb0h2Q0dBIn0.aHusAD0bbvPd104AlwIvOHKbi2IEeI-_IXQVGC9sLI8,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Friedrich-Alexander-Universität Erlangen-Nürnberg'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5258940985?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=7AEA116F0547320273B5BCF798839EAB351C5967,IT-Ingenieur als Leiter IT Artificial Intelligence / Data Science (m/w/d),full_time,,,
"{'display_name': 'Pfullendorf, Sigmaringen (Kreis)', 'area': ['Deutschland', 'Baden-Württemberg', 'Sigmaringen (Kreis)', 'Pfullendorf'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs', 'label': 'IT-Stellen'}",47.92595,"ZIEL DER POSITION Du möchtest die digitale Zukunft mitgestalten und Daten in wertvolle Erkenntnisse verwandeln? Dann starte dein duales Studium im Bereich Data Science & Künstliche Intelligenz (B.Sc.) an der DHBW – und verbinde Theorie mit spannender Praxis in unserem Unternehmen! HAUPTAUFGABEN​ : Du absolvierst Dein dreijähriges duales Studium mit Theoriephasen an der DHBW Ravensburg und Praxisphasen bei Geberit. : Du lernst, wie man große Datenmengen erfasst, analysiert, verarbeitet und visua…",2025-06-07T01:28:05Z,9.25397,0,5237352945,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNzM1Mjk0NSIsInMiOiJJcHVuUDRKVjhCR3hHc3NHb0h2Q0dBIn0.SQMifoz3ZFS8LMjDRYf1LkzbqKgGd8KtULCH-G4JRSg,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Geberit'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5237352945?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=FBDDEF20B3D93333754199613A2986E3097F27C8,Bachelor of Science DHBW Data Science & Künstliche Intelligenz (m/w/d),full_time,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",53.557429,"In unseren Bussen und Bahnen bringen wir jeden Tag über eine Million Menschen an ihr Ziel. Und wir bewegen noch mehr: für Hamburg, für die Zukunft und für alle, die bei uns arbeiten. Werkstudent Data Science, Schwerpunkt E-Mobility (m/w/d) Du – deine Rolle bei uns Für unser Team Systemkonzepte & Data Analytics im Fachbereich Managementsysteme Bus suchen wir Verstärkung mit Know-how Data Science. Als Werkstudent*in wirst du wichtige Analysen erstellen und unterschiedliche Daten visualisieren, um…",2025-06-03T00:45:26Z,9.987297,0,5229516354,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXB1blA0SlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MjI5NTE2MzU0In0.kUxSHV-dG1b4waWRTiyJqbSQUUN-P1W8OvbC0J-VLLk,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Hamburger Hochbahn AG'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5229516354?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=DFBE1A8EF99512EF5EE60F1CA4FE40A3B3A9CAC1,"Werkstudent Data Science, Schwerpunkt E-Mobility (m/w/d)",,,,
"{'display_name': 'Dingolfing, Dingolfing-Landau (Kreis)', 'area': ['Deutschland', 'Bayern', 'Dingolfing-Landau (Kreis)', 'Dingolfing'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",48.62848,"Mit unseren Marken BMW, MINI, Rolls-Royce und BMW Motorrad sind wir einer der weltweit führenden Premium-Hersteller von Automobilen sowie Motorrädern und darüber hinaus Anbieter von Premium-Finanz- und Mobilitätsdienstleistungen. Für den Unternehmensbereich am Standort Dingolfing suchen wir Sie als Dualer Student Data Science & Scientific Computing (w/m/x) Du liebst es, Ursachen für Probleme zu entdecken und Lösungen zu finden und möchtest an Zukunftsthemen arbeiten? Du hast eine Leidenschaft f…",2025-05-01T15:47:45Z,12.49782,0,5173072825,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXB1blA0SlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MTczMDcyODI1In0.Z4HiVODvonkS1VM0WxdCQX6LDIPcGe59hlDAvweVBnU,"{'display_name': 'BMW Group', '__CLASS__': 'Adzuna::API::Response::Company'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5173072825?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=137862442BF5076FBF1867B336387085C0137597,Dualer Student Data Science & Scientific Computing (w/m/x),,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Offenburg'], 'display_name': 'Offenburg, Ortenaukreis'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",48.42392,"Die Markant Gruppe ist eines der grössten Dienstleistungsunternehmen in Europa für Handels- und Industriepartner aus dem Food- und Nonfood-Bereich. Unser breites Lösungsportfolio reicht von der Vereinfachung von Datenströmen und Zahlungsabwicklungen über exklusive Finanz- und Versicherungs-Services bis hin zu modernsten Marktforschungstools. Dahinter steckt die Idee: Kunden im operativen Tagesgeschäft zu entlasten, damit sie sich auf ihr Kerngeschäft konzentrieren können. Was noch dahintersteck…",2025-05-13T16:26:05Z,7.94837,0,5196437459,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSXB1blA0SlY4Qkd4R3NzR29IdkNHQSIsImkiOiI1MTk2NDM3NDU5In0.RaFzTwXwQ3SeYUsYAHaxqtd0MmpTGF5xCmaJmKDisBU,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Markant Gruppe'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5196437459?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=F9EEA70ED26AC6CA9B3590233112BDBFE8DFC6DC,Business Analyst (m/w/d) - im Team Data Science Solutions,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Oberkochen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Oberkochen']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen'}",48.78408,"Als Studierender (m/w/x) arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst Dir ideale Voraussetzungen für Deine spätere Karriere. In einem offenen und modernen Umfeld mit zahlreichen Entwicklungs- und Weiterbildungsmöglichkeiten, arbeiten die Mitarbeitenden bei ZEISS in einer Kultur, die von Expertenwissen und Teamgeist geprägt ist. All das wird getragen von der besonderen Eigentümerstruktur und dem langfristigen Ziel der Carl-Zeiss-Stiftung: Wissenschaft und Gesellsch…",2025-06-07T01:43:41Z,10.10558,0,5237404437,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIzNzQwNDQzNyIsInMiOiJJcHVuUDRKVjhCR3hHc3NHb0h2Q0dBIn0.SCRkH2H7W9MY-Q2HST-5aXVghJfIxwzvpvpqRvfr_3Q,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5237404437?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=F1DE0016B75FA1F96EB3FC5B0A445C7CEC4C2E74,Werkstudent Software & Data Science Entwicklung Projektionsoptiken (m/w/x),,,,
"{'display_name': 'Salzgitter, Niedersachsen', 'area': ['Deutschland', 'Niedersachsen', 'Salzgitter'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Stellen aus Fertigung', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'manufacturing-jobs'}",52.120502,"Möchten Sie Ihre Ideen in nutzbringende und sinnvolle Technologien verwandeln? Ob im Bereich Mobility Solutions, Consumer Goods, Industrial Technology oder Energy and Building Technology - mit uns verbessern Sie die Lebensqualität der Menschen auf der ganzen Welt. Willkommen bei Bosch. Die Robert Bosch Elektronik GmbH freut sich auf Ihre Bewerbung! Anstellungsart: Befristet Arbeitszeit: Vollzeit Arbeitsort: Salzgitter Aufgaben Du suchst ein Praktikum in einem dynamischen Fertigungsbereich der E…",2025-05-21T07:34:45Z,10.373516,0,5208522655,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTIwODUyMjY1NSIsInMiOiJJcHVuUDRKVjhCR3hHc3NHb0h2Q0dBIn0.ziACCmktUv-1hV0mdwsreOxsGZEsv9WGLX4A5wwwlQI,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Bosch Gruppe'}",Adzuna::API::Response::Job,https://www.adzuna.de/land/ad/5208522655?se=IpunP4JV8BGxGssGoHvCGA&utm_medium=api&utm_source=a4bcf954&v=0EBAF284EAD5199E83CF0393CC6F7335370F3B3E,"Pflichtpraktikum im Bereich ""Final Assembly""",,,,
