adref,salary_is_predicted,redirect_url,id,latitude,description,company,created,__CLASS__,location,category,longitude,title,contract_time,salary_min,salary_max,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NTI0OTUyMDk5In0.dZMbbp5tqAQ8tUXPr7qpLSY_ziKE2KZEaR_3wYvNM3c,0,https://www.adzuna.de/land/ad/5524952099?se=aOSDg5Ex8RGrBZNbY5I0fA&utm_medium=api&utm_source=a4bcf954&v=080FBA7A45708EAE809E8BF3D55A6666A1FE46BB,5524952099,49.073517,"BBBank eG - Better Banking Wir sind die größte genossenschaftliche Privatkundenbank in Deutschland. Als Digitalbank mit bundesweitem Filialnetz an über 100 Standorten vereinen wir Erfahrung und Innovation mit der über 100-jährigen Kompetenz eines erfolgreichen Bankhauses – kundenorientiert, wirtschaftlich, nachhaltig und sympathisch. Wir leben, lieben und liefern Better Banking und setzen Maßstäbe, die nachhaltig sind. Für Wachstum mit Substanz. Für beständige Weiterentwicklung, die Kundenerleb…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BBBank eG'}",2025-12-02T23:55:35Z,Adzuna::API::Response::Job,"{'display_name': 'Karlsruhe (Kreis), Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",8.589191,Duales Studium Bachelor of Science (B.Sc.) Data Science und künstliche Intelligenz (m/w/d) 2026,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjM2MjcxNyIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.OPQOii8qAoAOVLW1yfGPI2plguVV0ijIZS-lhTENzp0,0,https://www.adzuna.de/land/ad/5662362717?se=aOSDg5Ex8RGrBZNbY5I0fA&utm_medium=api&utm_source=a4bcf954&v=B25415500B04E87EF99E41B35D4468926957B60A,5662362717,49.073517,"BBBank eG - Better Banking Wir sind die größte genossenschaftliche Privatkundenbank in Deutschland. Als Digitalbank mit bundesweitem Filialnetz anüber 100 Standorten vereinen wir Erfahrung und Innovation mit derüber 100-jährigen Kompetenz eines erfolgreichen Bankhauses– kundenorientiert, wirtschaftlich, nachhaltig und sympathisch. Wir leben, lieben und liefern Better Banking und setzen Maßstäbe, die nachhaltig sind. Für Wachstum mit Substanz. Für beständige Weiterentwicklung, die Kundenerlebnis…","{'display_name': 'BBBank eG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-12T14:26:58Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Karlsruhe (Kreis), Baden-Württemberg'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",8.589191,Duales Studium Bachelor of Science (B.Sc.) Data Science und knstliche Intelligenz (m/w/d) 2027,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY5MDY1MzQ0MCIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.CknzV24shvqFh6SNVjiJZwGrIzLk6xqmcnclxCDAwg8,0,https://www.adzuna.de/land/ad/5690653440?se=aOSDg5Ex8RGrBZNbY5I0fA&utm_medium=api&utm_source=a4bcf954&v=7F3637A7E55C76B377C8DA7272215B942F95DD91,5690653440,50.773914,"Der Lehrstuhl für Operations Management, unter der Leitung von Univ.-Prof. Dr. Grit Walther, ist an der Fakultät für Wirtschaftswissenschaften der RWTH Aachen University angesiedelt. Die Forschungsschwerpunkte des Lehrstuhls für Operations Management liegen in der anwendungsorientierten, techno-ökonomischen Analyse, Modellierung und Bewertung von Logistik- und Produktionssystemen sowie Wertschöpfungsketten. In den drei Forschungsbereichen „Circular Economy“, „Sustainable Mobility“ und „Renewabl…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'RWTH Aachen University'}",2026-04-05T16:19:43Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Aachen (Kreis)', 'Aachen'], 'display_name': 'Aachen, Aachen (Kreis)'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",6.089788,Wissenschaftliche/r Mitarbeiter/in (w/m/d) - Optimierung nachhaltiger Supply Chains,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NDcwODQ4MjcyIn0._49KY_FSNcMNuK-qhbx0gWzywSGcqt5TtgjIuyAfub8,0,https://www.adzuna.de/land/ad/5470848272?se=aOSDg5Ex8RGrBZNbY5I0fA&utm_medium=api&utm_source=a4bcf954&v=C03D51F78DFAF48568A8F0072636C95B2AA3CCEC,5470848272,52.507706,"Als primärer Digitalisierungspartner der Bundeswehr erbringen wir stabile, sichere und effiziente IT-Services im In- und Ausland, vom Grundbetrieb bis in den einsatznahen Bereich und tragen so zur kontinuierlichen Erhöhung der Führungs- und Einsatzfähigkeit der Bundeswehr bei. Mit über 7.000 Kolleg*innen betreiben und modernisieren wir eine der größten und komplexesten IT-Infrastrukturen in Deutschland. Wir suchen verantwortungsvolle IT-Spezialist*innen, die die Bundeswehr-IT aus Überzeugung in…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'BWI GmbH'}",2025-10-30T11:51:16Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",13.420806,Duales Studium zum Bachelor of Science in Wirtschaftsinformatik KI & Data Science inkl. Ausbildung zum Fachinformatiker Syste,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NDcwODM2NzQyIn0.x70vb1cEKbKjXwCcoKw0c64l_K5KYam8SoFgqslPFvo,0,https://www.adzuna.de/land/ad/5470836742?se=aOSDg5Ex8RGrBZNbY5I0fA&utm_medium=api&utm_source=a4bcf954&v=300CF14BAC8BCE1CA32B4C0759ABDEBE7777233A,5470836742,49.443967,Das ist dein Arbeitsumfeld: Gemeinsam mit rund 200 Auszubildenden und dual Studierenden meisterst du die abwechslungsreichen und anspruchsvollen Aufgaben und bist von Beginn an in ein Team eingebunden. Kompetente Ausbilderinnen und Ausbilder stehen dir mit Rat und Tat zur Seite und unterstützen dich bei deiner fachlichen und persönlichen Entwicklung. Nach erfolgreichem Abschluss darfst du dich auf eine Übernahme von mind. einem Jahr freuen. Zum 01.09. starten wir in einen gemeinsamen Orientieru…,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'DATEV eG'}",2025-10-30T11:48:54Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Bayern', 'Nürnberg'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Nürnberg, Bayern'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",11.083642,"Duales Studium Bachelor of Science in Data Science und Künstlicher Intelligenz (m/w/d), ab 09/2026",,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NTM2Njg4NjEzIn0.zuKRQhOttkfpReLlTgbgJBM9zwnvVZcgn0L5G1quhOw,0,https://www.adzuna.de/details/5536688613?utm_medium=api&utm_source=a4bcf954,5536688613,48.81065,"Pflichtpraktikum Data Science im Qualitätsmanagement Wernerstraße 51, 70469 Stuttgart, Deutschland Vollzeit Robert Bosch GmbH Unternehmensbeschreibung Bei Bosch gestalten wir Zukunft mit hochwertigen Technologien und Dienstleistungen, die Begeisterung wecken und das Leben der Menschen verbessern. Unser Versprechen an unsere Mitarbeiterinnen und Mitarbeiter steht dabei felsenfest: Wir wachsen gemeinsam, haben Freude an unserer Arbeit und inspirieren uns gegenseitig. Willkommen bei Bosch. Die Rob…","{'display_name': 'Robert Bosch GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-12-10T20:02:52Z,Adzuna::API::Response::Job,"{'display_name': 'Feuerbach, Stuttgart', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart', 'Feuerbach'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",9.1557,Pflichtpraktikum Data Science im Qualitätsmanagement,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjA3MjM3OTk0In0.b25yNMDxnly4Gghq75yssenFLP5AksmaoQFG0dw5uLg,0,https://www.adzuna.de/details/5607237994?utm_medium=api&utm_source=a4bcf954,5607237994,48.1476,"Short Facts Join us on our journey to build Europe's energy backbone : We at Flexa are building Europe's largest virtual power plant with currently above 100k assets signed up, aiming to breach the million in the near future. To optimize the value creation from both trading algorithms across markets and dispatching to the assets, we are looking for a forward-thinking and experienced Head of Data Science (d/f/m) who shares our vision and values. A pioneering Head of Data Science to lead and grow…","{'display_name': 'Flexa', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-31T07:21:56Z,Adzuna::API::Response::Job,"{'display_name': 'Maxvorstadt, München', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Maxvorstadt']}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",11.56803,Head of Data Science,full_time,140000.0,200000.0,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2MjkxNDgwOSIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.d1b6btYNad03T-JZm7qw0FpDDQMhMg9qfSq8cES_JFA,0,https://www.adzuna.de/details/5662914809?utm_medium=api&utm_source=a4bcf954,5662914809,52.507706,"Hungry for a challenge? That’s good, because at Just Eat Takeaway.com (JET) we have abundant opportunity, or, as we say, everything is on the table. We are a leading global online food delivery marketplace. Our tech ecosystem connects millions of active customers with hundreds of thousands of connected partners in countries across the globe. Our mission? To empower every food moment around the world, whether it’s through customer service, coding or couriers. About this role As the Senior Team L…","{'display_name': 'Just Eat', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-12T22:18:04Z,Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",13.420806,Data Science Team Leader,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTU4Njc5MzIzOSIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.KJ2dvy75RHofeKVPm9OBsJoihI1YJoNXy25SzJwwPAQ,0,https://www.adzuna.de/details/5586793239?utm_medium=api&utm_source=a4bcf954,5586793239,52.507706,"What you’ll do Build, mentor, and lead an elite data science team as a trusted, empathetic player-coach, while clearly communicating complex technical ideas to executives, customers, and partners Personally design, train, deploy, and own the models that power Peec AI’s AI Search recommendations, taking hands-on responsibility for our most business-critical ML systems Develop and ship novel algorithms that reverse-engineer AI search and LLM behavior, turning deep technical insight into durable, …","{'display_name': 'Peec AI', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-01-15T20:46:25Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",13.420806,Engineering Manager (Data Science),full_time,100000.0,150000.0,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NTEwNjU4MTMxIn0.YI1w62gx13tXwcsa1sed_92J3_pvf4OYAR1HnxuBu2g,0,https://www.adzuna.de/details/5510658131?utm_medium=api&utm_source=a4bcf954,5510658131,52.68087,"Who we are Prior Labs is building foundation models that understand tabular data, the backbone of science and business. Foundation models have transformed text and images, but structured data has remained largely untouched. We’re tackling this $600B opportunity to fundamentally change how organizations work with scientific, medical, financial, and business data. Momentum: We’re the world-leading organization in structured data ML. Our TabPFN v2 model was published in Nature and set a new state-…","{'display_name': 'Prior Labs', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-11-23T19:16:26Z,Adzuna::API::Response::Job,"{'display_name': 'Bernau bei Berlin, Barnim (Kreis)', 'area': ['Deutschland', 'Brandenburg', 'Barnim (Kreis)', 'Bernau bei Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",13.58363,"Applied Scientist, Data Science",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NTAyMjU3OTMwIn0._oJZab3sljpNf8PsiIIWUQFmqhIackyPictegGbG17M,0,https://www.adzuna.de/details/5502257930?utm_medium=api&utm_source=a4bcf954,5502257930,52.507706,"Who we are Melotech is revolutionizing media and entertainment. We create art through technology for humans to enjoy. In just 24 months, our work has been heard, watched and loved for over 3 billion minutes worldwide. Founded by entrepreneur and investor Soheil Mirpour, we are backed by top VCs Cherry Ventures, Speedinvest and GFC, alongside world-class angels from firms such as Spotify, Blackstone and KKR. What you will do Join us as our first dedicated Data Scientist to bring order to the cha…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Melotech'}",2025-11-18T19:20:38Z,Adzuna::API::Response::Job,"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",13.420806,"Data Science, Music & Audio",full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY4ODQ2MTEwNSIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.dLmttEpoIo7e95zZnylKRUniGiuH0LPxNdVZcsfr82o,0,https://www.adzuna.de/details/5688461105?utm_medium=api&utm_source=a4bcf954,5688461105,51.23696,"Werde Teil unseres Teams Als systemische Organisationsberatung verfolgt IMAP in der AI-Transformation einen ganzheitlichen Ansatz. Wir begleiten Organisationen von der strategischen Einordnung über die Konzeption bis hin zur Umsetzung. Unser Beratungsfeld im Bereich AI-Transformation wächst dynamisch: Gerade die Verbindung von AI und unserem systemischen Ansatz erfährt eine hohe Nachfrage. Um dieses wachsende Geschäftsfeld weiter auszubauen, wollen wir unser Team gezielt verstärken und personel…","{'display_name': 'IMAP GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-04-03T10:20:32Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf', 'Pempelfort'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Pempelfort, Düsseldorf'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",6.78731,Consultant Data Science & AI,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3MjQ3Nzk1MCIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.k0_ynxOfZu840b3YzDERBlp-NMFxIU0r5MxvkLRWMVM,0,https://www.adzuna.de/details/5672477950?utm_medium=api&utm_source=a4bcf954,5672477950,48.84099,"Make your mark for patients To strengthen our Global Advanced Analytics team, we are looking for an adaptable, collaborative individual with an intrapreneurial mindset for our Analytics Lead opening . This hybrid role is based in our headquarters in Monheim, Germany requiring 40% onsite presence and 5-10% international/ domestic travel. About the role You will help to inform on the commercial viability of various assets in development. You will be responsible for making exceptional business imp…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'UCB'}",2026-03-19T22:33:09Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Donau-Ries (Kreis)', 'Monheim'], 'display_name': 'Monheim, Donau-Ries (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",10.85789,Data Science Lead 1,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI0ODcwNDg5MDc1In0.i73-1g4NAZ8bfbRzTLygV3yOh_h7LGFEK62ZmM_sg_A,0,https://www.adzuna.de/details/4870489075?utm_medium=api&utm_source=a4bcf954,4870489075,52.507706,"INTRODUCTION TO THE COMPANY Webtrekk is one of Europe’s market leaders for Customer Intelligence and Marketing Analytics. Since 2019, we are part of the marketing technology service provider, Mapp, and support marketers and data analysts in understanding and analyzing the behavior of their website and app users across all channels and help to utilize this information specifically for marketing purposes. Our solution, which is based on first-party data, ensures maximum data depth for our custome…","{'display_name': 'Mapp Digital Us Llc', '__CLASS__': 'Adzuna::API::Response::Company'}",2024-09-20T13:48:26Z,Adzuna::API::Response::Job,"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Berlin'], 'display_name': 'Berlin, Deutschland'}","{'label': 'Unknown', 'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",13.420806,Team Lead Data Science,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ1ODEwMzE0MCIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.EUc0pWOhZpFuuNjkagnzru5a94aavdLNLYC5d-0kz4U,0,https://www.adzuna.de/details/5458103140?utm_medium=api&utm_source=a4bcf954,5458103140,,"Deine Aufgaben Werde für 4-6 Monate Teil unseres Daten & KI Teams, unterstütze datenbasierte Analysen und entwickle innovative Automatisierungslösungen. … konkret heißt das: Erhalte Einblicke in Big Data und Machine Learning Technologien Wirke mit bei Datenerhebung, -aufbereitung und explorativer Analyse Entwickle, validiere und pilotiere KI- und Statistik-basierte Lösungen für automatisierte Entscheidungen in Fachabteilungen. Bringe dich in die strategische Definition von Daten- & KI-Themen ei…","{'display_name': 'Lidl Stiftung', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-10-22T01:23:50Z,Adzuna::API::Response::Job,"{'display_name': 'Deutschland', 'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",,Praktikum Data Science in Neckarsulm,full_time,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjgwMzYzMDQ1In0.3gS1Iu83C1J2PFkuqFkpEYHyYH3I2yNnT8Qu185OlxU,0,https://www.adzuna.de/land/ad/5680363045?se=aOSDg5Ex8RGrBZNbY5I0fA&utm_medium=api&utm_source=a4bcf954&v=489901D01D1ACBD603B8E3CB318F4ECF447981F9,5680363045,49.486443,"Wir sind mehr als ein Energieversorger! Nachhaltig, nah am Kunden und innovativ. Seit über 100 Jahren geben wir unser Bestes und garantieren eine sichere und umweltverträgliche Energieversorgung. Wir investieren regional und international in zukunftsweisende Versorgungskonzepte aus Kraft-Wärme-Kopplung, Windkraft oder Photovoltaik, in innovative Technologien und Infrastrukturlösungen, wie Wasserstoff, Elektromobilität und IoT. Als führender Anbieter in der Pfalz und dem Saarpfalz-Kreis gestalte…","{'display_name': 'PFALZWERKE AKTIENGESELLSCHAFT', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-27T15:13:21Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Rheinland-Pfalz', 'Ludwigshafen am Rhein'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Ludwigshafen am Rhein, Rheinland-Pfalz'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",8.393718,Experte Analytics Translation (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY3Mzc0NjMwMyIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0._kXis-Q__qidUu3VklqUshknXLOy7LvWrXRLroTCK78,0,https://www.adzuna.de/details/5673746303?utm_medium=api&utm_source=a4bcf954,5673746303,49.898005,"Stellenbeschreibung Unser Team vernetzt Fertigungsmaschinen mit der Bosch-Datenstruktur, um Prozessingenieuren und dem Management durch die Aufbereitung und Analyse von Produktionsdaten (z.B. Stückzahlen, Stillstände, Taktzeiten, Messergebnisse) sowie die Digitalisierung manueller Abläufe wertvolle Einblicke für die Produktion von Verbrenner- bis hin zu Wasserstoffprodukten zu liefern. Du unterstützt unser Team bei ihren vielfältigen Aufgaben der täglichen Arbeit. Du programmierst Anwendungen, …","{'display_name': 'Bosch Group', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-21T02:29:08Z,Adzuna::API::Response::Job,"{'display_name': 'Bamberg, Bamberg (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'Bamberg (Kreis)', 'Bamberg']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",10.884888,Praktikum – Digitalisierung und Data Science in der Fertigung,,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1NjcxNjQ0MDIwIn0.bukdrWFcb2kr7yPJJDrIUrkQPS-CeOL3U5rBgp6YUCk,0,https://www.adzuna.de/details/5671644020?utm_medium=api&utm_source=a4bcf954,5671644020,50.129683,"Deine Aufgaben Im Rahmen von Kundenprojekten konzipierst du Generative AI & NLP Systeme, die Kundenprobleme und Use Cases im Hinblick auf Performance, Latenz, Kosten, Erweiterbarkeit und Komplexität optimal abdecken. Du stehst dabei regelmäßig mit diversen Stakeholdern und Kundenvertreter:innen im engen Austausch. Du agierst als Projektentwickler:in, Subject-Matter-Expert:in oder Technical Lead. Du beschäftigst dich mit vielfältigen Use Cases wie z. B.: Knowledge Management mit Retrieval Augmen…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'getexperts'}",2026-03-19T06:58:00Z,Adzuna::API::Response::Job,"{'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}","{'__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown', 'label': 'Unknown'}",8.650578,Consultant Data Science - Fokus NLP,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYxNzM2MDkzMyIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.QUNVzjB1SV3DmAhfX9ZQ906LZBQ_fTOzok4j0uAvWeE,0,https://www.adzuna.de/land/ad/5617360933?se=aOSDg5Ex8RGrBZNbY5I0fA&utm_medium=api&utm_source=a4bcf954&v=23BA8B8750CB89B569557F40190A044C7C6B1111,5617360933,49.18975,"Du hast Lust auf innovative und nachhaltige Bau- & Immobilienprojekte? Dann bist du bei uns genau richtig. Von Büros, Konferenzräumen sowie Restaurants bis hin zu Wohnungen - Im TeamSCOS planen, bauen und betreuen wir ein großes Portfolio verschiedenster Immobilien – denn Vielfalt ist unsere Stärke! Bei uns kannst du spannende Projekte von Beginn bis zur Umsetzung begleiten und eigene Ideen einbringen. Vom Grundstückskauf über die Planung und dem Bau bis hin zum Facility Management - bei uns ha…","{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Schwarz Corporate Solutions'}",2026-02-06T16:01:06Z,Adzuna::API::Response::Job,"{'display_name': 'Neckarsulm, Heilbronn (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Heilbronn (Kreis)', 'Neckarsulm']}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",9.2274,Projektleiter Day-Ahead-Prognosen (m/w/d),,,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYU9TRGc1RXg4UkdyQlpOYlk1STBmQSIsImkiOiI1Mjk5ODY2NzQ2In0.F_Ks83AzAamISE9WQ8GTfepzKCDwwB12XaoG55uA5JI,0,https://www.adzuna.de/details/5299866746?utm_medium=api&utm_source=a4bcf954,5299866746,51.13209,"Unterstützen Sie uns im Rahmen eines Praktikums/einer Abschlussarbeit im Bereich Data Science. Studium/Fachrichtung | Mathematik, Statistik, Data Science, Informatik, Physik oder vglb. Studiengänge Einsatzbereich | Praktikum/Abschlussarbeit im Bereich Data Science Dauer | 3-6 Monate Bestens gefordert | Wir suchen motivierte Studierende, die sich unserem Data Science Team für ein Pflichtpraktikum und/oder eine Bachelor-/Masterarbeit (3-6 Monate) anschließen möchten. Bei uns können Sie praktische…","{'display_name': 'KSB', '__CLASS__': 'Adzuna::API::Response::Company'}",2025-07-12T22:07:55Z,Adzuna::API::Response::Job,"{'area': ['Deutschland', 'Sachsen', 'Bautzen (Kreis)', 'Frankenthal'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankenthal, Bautzen (Kreis)'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",14.10731,Praktikum/Abschlussarbeit im Bereich Data Science,,,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY2ODg4NjQxMiIsInMiOiJhT1NEZzVFeDhSR3JCWk5iWTVJMGZBIn0.5FvUh7x4FOwLLTZY6E2eaPXLfZES9aOBzeA_mgafcjU,0,https://www.adzuna.de/details/5668886412?utm_medium=api&utm_source=a4bcf954,5668886412,48.82807,"Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…","{'display_name': 'ANDREAS STIHL AG & Co. KG', '__CLASS__': 'Adzuna::API::Response::Company'}",2026-03-16T22:17:09Z,Adzuna::API::Response::Job,"{'display_name': 'Schmiden, Fellbach', 'area': ['Deutschland', 'Baden-Württemberg', 'Rems-Murr-Kreis', 'Fellbach', 'Schmiden'], '__CLASS__': 'Adzuna::API::Response::Location'}","{'label': 'Stellen aus Buchhaltung & Finanzwesen', 'tag': 'accounting-finance-jobs', '__CLASS__': 'Adzuna::API::Response::Category'}",9.26652,Praktikum Data Analytics / Data Science,,,,
