longitude,created,company,location,description,category,salary_is_predicted,__CLASS__,title,latitude,redirect_url,adref,id,contract_time,salary_min,contract_type,salary_max
,2025-10-15T21:53:48Z,"{'display_name': 'DEVnet', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}","Über uns Wir bei DEVnet sind ein aufgeschlossenes, internationales Team, das sich auszeichnet durch menschliche Werte, einen inspirierenden Teamgeist und den Wunsch, gemeinsam mit unseren Kunden zu wachsen. Angetrieben von unserer Leidenschaft für Technologie und unseren Branchenkenntnissen entwickeln wir Lösungen, die mithilfe von Daten, Analytik und Technologien Innovationen vorantreiben. Unsere 150 Experten an vier verschiedenen Standorten vereinen technologisches Knowhow und Branchenkenntni…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Adzuna::API::Response::Job,"Head of Data Science (m/w/d), Munich, or Frankfurt am Main or Hamburg",,https://www.adzuna.de/land/ad/5448966336?se=qBMcewXJ8BGwB5FR_YPEZA&utm_medium=api&utm_source=a4bcf954&v=DF079B60F6C82231BF2BDC17F7BE0169B4193935,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ0ODk2NjMzNiIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.sPsyb4stBxD-fQhNbf8pjS6q7SY4OPkks35EMZcV880,5448966336,,,,
11.44811,2025-04-16T21:50:01Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'MTU Aero Engines AG'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Allach-Untermenzing, München', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München', 'Allach-Untermenzing']}","UPLIFT Y OURFUTURE Wir sind über 13.000. An 19 Standorten weltweit. Jedes dritte Flugzeug fliegt mit unserer Technologie. Immer effizienter, leiser, nachhaltiger. Wir gestalten die Zukunft der Luftfahrt. Was wir noch brauchen? Dich. Unser Team in München sucht Dich: Werkstudent Data Science / Data Engineering (all genders) Bei der Instandhaltung von Flugzeugtriebwerken entstehen eine Vielzahl verschiedenster Daten. Erst wenn diese Informationen aufbereitet, geprüft und zusammengeführt sind, kön…","{'tag': 'manufacturing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Fertigung'}",0,Adzuna::API::Response::Job,Werkstudent Data Science / Data Engineering (all genders),48.18449,https://www.adzuna.de/details/5148236983?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTE0ODIzNjk4MyIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.3iVf-0gRaVsnvNw9ZuNnI--7t8fniECY_pQewgpzmVg,5148236983,part_time,,,
13.420806,2025-11-01T10:16:43Z,"{'display_name': 'Delivery Hero', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}","Job Description We are on the lookout for a Director of Data Science & AI to lead our ML Foundation team within the Consumer space, to shape the future of AI-driven customer experience at Delivery Hero. In this pivotal role, you will jointly architect state-of-the-art discovery (search and recommendation) models, influence AI strategy, and develop cutting-edge methodologies to significantly enhance the success of millions of customers. As a senior leader within the ML Foundation Domain, you wil…","{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}",0,Adzuna::API::Response::Job,Director of Data Science & AI,52.507706,https://www.adzuna.de/details/5474607630?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ3NDYwNzYzMCIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.1LTyVWxLB7htumQCUr6LMncctRae-yuRmLure_yLARI,5474607630,,,,
8.650578,2025-11-07T19:45:14Z,"{'display_name': 'DZ BANK AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}","Arbeiten Sie bei einer Bank, in der Sie Ihre weitere Zukunft und die Zukunft der Genossen­schafts­banken erfolgreich gestalten können. Die DZ BANK ist die zweitgrößte Geschäftsbank Deutschlands, Spitzeninstitut der Genossen­schaftlichen FinanzGruppe Volksbanken Raiffeisenbanken, Zentralbank für mehr als 700 deutsche Genossen­schafts­banken und hat die Holding­funktion für die Unternehmen der DZ BANK Gruppe. Wir sind ein verlässlicher und leistungs­fähiger Arbeitgeber, der Ihnen neue spannende H…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Adzuna::API::Response::Job,Senior eFX Händler / Devisenhandel m/w/d,50.129683,https://www.adzuna.de/land/ad/5485955409?se=qBMcewXJ8BGwB5FR_YPEZA&utm_medium=api&utm_source=a4bcf954&v=0738A255502881E2A9B5810E878E296ED9A63315,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI1NDg1OTU1NDA5In0.dX3KrhgujBPoBuhUjHQVSwuQGoEeiGsajGI0h0s6pxA,5485955409,,,,
10.137982,2025-11-16T07:16:17Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Duale Hochschule Schleswig-Holstein '}","{'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kiel, Schleswig-Holstein'}","Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften in Trägerschaft der Wirtschaftsakademie Schleswig-Holstein an den Studienstandorten Kiel, Lübeck und Flensburg im Zusammenspiel mit der Wirtschaft im Land duale Studiengänge und praxisverbundene Forschung. Sie setzt die Tradition der früheren Berufsakademie fort, aus der heraus sie sich in 2018 zur Dualen Hochschule gewandelt hat. Damit kann die noch junge Hochschule auf knapp…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}",0,Adzuna::API::Response::Job,Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,54.319658,https://www.adzuna.de/land/ad/5498866377?se=qBMcewXJ8BGwB5FR_YPEZA&utm_medium=api&utm_source=a4bcf954&v=565B7AE841D99E12D862D7A1362094AB1B80DE62,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5ODg2NjM3NyIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.hx-acnmKIuVds_kyUIK3lKeYdSEvdc7i0S4s8simANU,5498866377,,,,
9.26652,2025-11-13T13:12:32Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ANDREAS STIHL AG & Co. KG'}","{'area': ['Deutschland', 'Baden-Württemberg', 'Rems-Murr-Kreis', 'Fellbach', 'Schmiden'], 'display_name': 'Schmiden, Fellbach', '__CLASS__': 'Adzuna::API::Response::Location'}","Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Buchhaltung & Finanzwesen', 'tag': 'accounting-finance-jobs'}",0,Adzuna::API::Response::Job,Praktikum Data Analytics / Data Science,48.82807,https://www.adzuna.de/details/5493508146?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI1NDkzNTA4MTQ2In0.zJH5mQdskNeW4WBcrjb3lKSiNFDbEBFZ2H54wQj4nzo,5493508146,,,,
,2025-11-12T13:13:47Z,"{'display_name': 'Hawk', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland', 'area': ['Deutschland']}","About Us Hawk is the leading provider of AI-supported anti-money laundering and fraud detection technology. Banks and payment providers globally are using Hawk’s powerful combination of traditional rules and explainable AI to improve the effectiveness of their AML compliance and fraud prevention by identifying more crime while maximizing efficiency by reducing false positives. With our solution, we are playing a vital role in the global fight against Money Laundering, Fraud, or the financing of…","{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}",0,Adzuna::API::Response::Job,Data Science - Work Student / Intern,,https://www.adzuna.de/details/5491885638?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5MTg4NTYzOCIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.pTcfUAPlz2jyJN4Ae1LsOL6173Ft7xzC3I_SmqlFCa4,5491885638,full_time,,,
9.187224,2025-11-15T19:17:38Z,"{'display_name': 'Mercedes-Benz AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Stuttgart, Baden-Württemberg', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Stuttgart']}","Life is always about becoming… Im Leben geht es darum, sich auf eine Reise zu begeben, um die beste Version unseres zukünftigen Selbst zu werden. Während wir Neues entdecken, stellen wir uns Herausforderungen, meistern sie und wachsen über uns hinaus. Bewerben Sie sich bei Mercedes-Benz und finden Sie den Aufgabenbereich, in dem Sie Ihre Talente individuell entfalten können. Dabei werden Sie von visionären Kolleginnen und Kollegen unterstützt, die Ihren Pioniergeist teilen. Bei uns einzusteigen…","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}",0,Adzuna::API::Response::Job,Praktikant*in CX Measurement & Insights (Pflicht-Praktikum),48.776198,https://www.adzuna.de/land/ad/5497959078?se=qBMcewXJ8BGwB5FR_YPEZA&utm_medium=api&utm_source=a4bcf954&v=570E0833193330119BAA61311C875C3750C30DEF,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5Nzk1OTA3OCIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.srxL0CJF7fkeX8VUgDM-GlCJQsrXpgEMxpunvJKwR-E,5497959078,,,,
8.650578,2025-11-20T21:36:37Z,"{'display_name': 'INFOMOTION GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Frankfurt am Main, Hessen', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}","INFOMOTION ist die Data Performance Company – mit über 600 Datenenthusiastinnen und -enthusiasten an neun Standorten und mehr als 20 Jahren Erfahrung. Bei uns bringst Du Deine Expertise gezielt ein – und entwickelst sie weiter, gemeinsam mit einem Team, das Wissen teilt, Verantwortung lebt und Zukunft gestaltet. Du möchtest Deine Erfahrung nicht nur vertiefen, sondern auch weitergeben – und mit anderen gemeinsam echte Datenwirkung erzielen? Dann werde Teil unserer Data & AI Strategy Excellence …","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen', 'tag': 'consultancy-jobs'}",0,Adzuna::API::Response::Job,Senior Strategieberater (m/w/d) Data & Artificial Intelligence,50.129683,https://www.adzuna.de/land/ad/5506066311?se=qBMcewXJ8BGwB5FR_YPEZA&utm_medium=api&utm_source=a4bcf954&v=465D066BF661E61DB5831EF8DA877BCA84859684,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI1NTA2MDY2MzExIn0.NUA5OAi1DAfs3F7vBd0tpHumNcIM4yUoAEAtdpwgeGE,5506066311,,,,
10.10995,2025-11-22T10:54:48Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ZEISS'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Aalen, Ostalbkreis', 'area': ['Deutschland', 'Baden-Württemberg', 'Ostalbkreis', 'Aalen']}","Als Student arbeitest Du mit Deinen Kolleginnen und Kollegen auf Augenhöhe und schaffst ideale Voraussetzungen für Deine spätere Karriere. Sich etwas Neues trauen, über sich hinauswachsen und dabei die Grenzen des Machbaren neu deﬁnieren. Genau das ist es, was unsere Mitarbeitenden täglich leben dürfen und sollen. Um mit unseren Innovationen das Tempo vorzugeben und Großartiges zu ermöglichen. Denn hinter jedem erfolgreichen Unternehmen stehen eine ganze Menge faszinierender Menschen. Die Mitar…","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Adzuna::API::Response::Job,Praktikum in der Softwareentwicklung mit Microsoft-Tools (m/w/x),48.85489,https://www.adzuna.de/land/ad/5508942911?se=qBMcewXJ8BGwB5FR_YPEZA&utm_medium=api&utm_source=a4bcf954&v=E716FDE7AA10DB5E99AC6D946D150EB4ED9B0259,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTUwODk0MjkxMSIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.EvNez5pVERwaWRx1loOzb3CMvkofCYo9fUrQVZ6DJZ8,5508942911,,,,
,2025-11-07T06:26:25Z,"{'display_name': 'SIXT', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'München, München (Kreis)', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}","Job Description As a Data Science Manager at SIXT you will own the end to end success of the machine learning products that set our prices and optimize our global fleet. You’ll lead a 4-7 person squad of Data Scientists and Machine Learning Engineers, shape our technical roadmap, and cultivate the next generation of engineering leaders. If you thrive at the intersection of data science, product, and people leadership—join us and make an impact at worldwide scale! YOUR ROLE AT SIXT You will lead…","{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Adzuna::API::Response::Job,Data Science Manager (m/f/d),,https://www.adzuna.de/details/5484811614?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI1NDg0ODExNjE0In0._KSg1YczDrOuKXpKaRzM5-OTfGoXheFra7rc_8wkTNg,5484811614,,,,
13.420806,2025-10-29T10:04:29Z,"{'display_name': 'Enpal Heat GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin']}",Job Description Develop and deploy lead scoring models to help sales teams prioritize high-value opportunities Build customer segmentation systems to identify patterns across large datasets Implement continuous learning pipelines for models that improve automatically over time Take models from experimentation to production-ready systems handling real traffic Monitor model performance and detect drift in production Work on real systems with high business impact and ownership Opportunity to conve…,"{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}",0,Adzuna::API::Response::Job,Data Science Intern (f/m/d),52.507706,https://www.adzuna.de/details/5469169928?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ2OTE2OTkyOCIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.zCnywA4l0MEh-zqOMStdqoDyUe2frwmsTekJThcHOos,5469169928,,,,
9.987297,2025-08-19T13:49:18Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'red6 enterprise software GmbH'}","{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","Die red6 enterprise software GmbH ist ein Tochterunternehmen der HanseMerkur und spezialisiert auf digitale Business- und Insurance-Lösungen. Wir entwickeln innovative, maßgeschneiderte Softwarelösungen und begleiten unsere Kunden von der Idee bis zum Livegang. Dabei setzen wir auf neueste Technologien und agile Methoden. Teamgeist, Selbstorganisation und Agilität prägen unsere red6 Arbeitskultur. In interdisziplinären Teams gestalten wir gemeinsam die digitale Zukunft und fördern die persönlic…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen', 'tag': 'it-jobs'}",0,Adzuna::API::Response::Job,Data Science Consultant (m/w/d),53.557429,https://www.adzuna.de/details/5358614879?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI1MzU4NjE0ODc5In0.VqPEfC1TNHrEi5IcFhN8aCJ8toznZ6kDGq9zCWcHcV0,5358614879,,,,
,2025-11-12T20:43:58Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'ANDREAS STIHL AG & Co. KG'}","{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","Praktikum Data Analytics / Data Science Datum: 12.11.2025 Standort: Fellbach, BW, DE, 70736 Unternehmen: STIHL Das ist die Aufgabe Mitwirken im innovativen Big Data Team: Unterstütze andere Fachbereiche durch Expertise in Data Analytics und erhalte Einblicke in Data Science und Data Visualization, um datengetriebene Entscheidungen voranzutreiben Beteiligen an Analytics Projekten: Arbeite interdisziplinär, um Produkte und interne Prozesse durch datengetriebene Insights zu optimieren, mit der Cha…","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Buchhaltung & Finanzwesen', 'tag': 'accounting-finance-jobs'}",0,Adzuna::API::Response::Job,Praktikum Data Analytics / Data Science in Fellbach,,https://www.adzuna.de/details/5492668769?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI1NDkyNjY4NzY5In0.-LK6uCJb38ZK1fq2qkFRWDiU-bRg9NSKPfav6ZEtXWY,5492668769,,,,
9.77223,2025-02-28T14:07:24Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IT-P GmbH'}","{'area': ['Deutschland', 'Niedersachsen', 'Region Hannover (Kreis)', 'Hannover', 'Bult'], 'display_name': 'Bult, Hannover', '__CLASS__': 'Adzuna::API::Response::Location'}","Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Adzuna::API::Response::Job,Data Science Specialist (m/w/d),52.36489,https://www.adzuna.de/details/5067020798?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTA2NzAyMDc5OCIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.opXrJvo1e5PUq9nngThGBm6PRfvG_p5pj25F3BArgbQ,5067020798,part_time,,,
,2024-07-30T22:45:58Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'IT-P'}","{'display_name': 'Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland']}","Wir bieten dir Flexibles Arbeiten: Mobiles Arbeiten mit vier gemeinsamen Präsenztagen im Monat. Und wenn du magst, bist du natürlich jederzeit öfter im Büro willkommen. So schaffen wir die perfekte Balance aus Freiheit und persönlichem Austausch. Individuelle Arbeitszeitmodelle , die sich an dein Leben anpassen. Gestaltungsfreiraum für deine Ideen und Projekte, mit der Möglichkeit, wirklich etwas zu bewegen. Gezielte Weiterbildungsmöglichkeiten , die wir aktiv fördern. Ein starkes Miteinander i…","{'tag': 'logistics-warehouse-jobs', 'label': 'Stellen aus Logistik & Lagerhaltung', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Adzuna::API::Response::Job,Data Science Specialist (m/w/d),,https://www.adzuna.de/details/4801220768?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI0ODAxMjIwNzY4In0.L-Ya_ILXwc33gAAvBUYY3HtNurdKJcIKaFK_GSd86t8,4801220768,full_time,,,
8.39586,2025-11-08T13:40:29Z,"{'display_name': 'Disy Informationssysteme', '__CLASS__': 'Adzuna::API::Response::Company'}","{'area': ['Deutschland', 'Baden-Württemberg', 'Karlsruhe (Kreis)', 'Karlsruhe', 'Innenstadt-West'], 'display_name': 'Innenstadt-West, Karlsruhe', '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Data Science und Künstliche Intelligenz Duales Studium Data Science und Künstliche Intelligenz Karlsruhe vor Ort Duales Studium Student/Praktikant Du interessierst dich für Data Science und Künstliche Intelligenz? Dann starte zum 01.10.2026 dein duales Bachelorstudium bei uns und wende dein theoretisches Wissen aus den Vorlesungen an der DHBW Karlsruhe direkt in praxisnahen Projekten an. Deine Aufgaben: Unterstützung unserer Fachabteilung in spannenden Projekten rund um die Entwi…,"{'tag': 'it-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'IT-Stellen'}",0,Adzuna::API::Response::Job,Duales Studium Data Science und Künstliche Intelligenz,49.01216,https://www.adzuna.de/details/5487215435?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4NzIxNTQzNSIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.YZvQQVDFiMkWZeCv8EebVQma3FnNo0nRJi20btziuOA,5487215435,,,,
9.99333,2023-10-05T13:37:27Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Highberg DACH'}","{'area': ['Deutschland', 'Hamburg', 'HafenCity'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'HafenCity, Hamburg'}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}",0,Adzuna::API::Response::Job,Praktikum: Data Science (w/m/d),53.54167,https://www.adzuna.de/details/4352591932?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI0MzUyNTkxOTMyIn0.N7i9RUgRbdjY4DaxR3eBiYMopqToGQJHD_52qIt4WnQ,4352591932,full_time,,,
9.987297,2024-11-08T12:47:42Z,"{'display_name': 'Highberg', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Hamburg, Deutschland', 'area': ['Deutschland', 'Hamburg']}","Deine Aufgaben Praktikum bei HIGHBERG in Hamburg: Bei uns heißt es im Praktikum nicht Kaffeekochen, sondern echte Kundenprojekte von Beginn an, gepaart mit Verantwortung und steiler Lernkurve. Neben einem intensiven Einblick in die Medienbranche erwartet Dich aktive Mitarbeit. Unser Umgang im Team lässt Raum für Deine persönliche Entwicklung. Gerne übernehmen wir Dich nach guter Arbeit auch nach dem Praktikum als Data Scientist und bieten Dir weitere spannende Aufgaben und Aufstiegschancen. Zu …","{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}",0,Adzuna::API::Response::Job,Praktikum: Data Science (w/m/d),53.557429,https://www.adzuna.de/details/4931290630?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI0OTMxMjkwNjMwIn0.uU3Tqid1k0sozmOz7TX0WitMKcZDXpbzQwdA4lSjUmI,4931290630,full_time,,,
8.650578,2025-11-15T19:22:51Z,"{'display_name': 'KfW Bankengruppe', '__CLASS__': 'Adzuna::API::Response::Company'}","{'display_name': 'Frankfurt am Main, Hessen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hessen', 'Frankfurt am Main']}","Willkommen bei der KfW! Als eine der führenden Förderbanken der Welt stehen wir für die nachhaltige Transformation von Umwelt, Gesellschaft und Unternehmen. Als Impulsgeber wirken wir aktiv an den Themen mit, die die Welt von morgen prägen. Wir fördern Windparks, Infrastruktur-Projekte, Schulen und Krankenhäuser und gestalten damit die Zukunft. Bei uns finden Sie ein vertrauensvolles Arbeitsumfeld, in dem Teamspirit, Vielfalt und Inklusion gelebt werden. Wir fördern Sie, Ihre Ideen und Ihr Enga…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Adzuna::API::Response::Job,Senior Data Science (m/w/d),50.129683,https://www.adzuna.de/details/5497979929?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ5Nzk3OTkyOSIsInMiOiJxQk1jZXdYSjhCR3dCNUZSX1lQRVpBIn0.DBv70RdkoZpnkffsT5uV5CWHzbFtxzXkFP__0__BezQ,5497979929,,,,
9.987297,2025-05-06T21:58:43Z,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'applike group'}","{'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location'}","adjoe is redefining the future of mobile ads. Join us. Meet Your Team: Playtime Data Science The Playtime Data Science team powers adjoe’s rewarded ad unit, connecting over 200 million users with personalized game offers – at a rate of 2 billion requests per day. We develop deep learning models that predict user preferences, match games to players, and dynamically adjust pricing to ensure value for users, advertisers, and monetizers. Our infrastructure supports model training and batch inferenc…","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}",0,Adzuna::API::Response::Job,Data Science Lead (f/m/d),53.557429,https://www.adzuna.de/details/5183905825?utm_medium=api&utm_source=a4bcf954,eyJhbGciOiJIUzI1NiJ9.eyJzIjoicUJNY2V3WEo4Qkd3QjVGUl9ZUEVaQSIsImkiOiI1MTgzOTA1ODI1In0.1tNMNwX3YOXUFJSlm0TCJaKBQo1f_ErnPGXkIVkN7us,5183905825,full_time,,,
