location,title,adref,longitude,latitude,company,category,description,__CLASS__,salary_is_predicted,created,id,redirect_url,contract_time,salary_min,salary_max,contract_type
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Ortenaukreis', 'Lahr/Schwarzwald'], 'display_name': 'Lahr/Schwarzwald, Ortenaukreis'}",Bachelor of Science (m/w/d) - Studiengang Data Science und Künstliche Intelligenz für 2026,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1ODQ0NDI5OCIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.BHpB8Gq_q2ox7KhJtVsQXKvUNOy40OzaiImx7gOi4V4,7.94018,48.31156,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'JULABO GmbH'}","{'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'it-jobs'}","Zuhause bei JULABO Wir suchen dich! Bachelor of Science (m/w/d) - Studiengang Data Science und Künstliche Intelligenz für 2026 Deine Tätigkeitsschwerpunkte Der Bachelorstudiengang in Data Science und Künstliche Intelligenz vermittelt praxisorientierte Kenntnisse in Informatik, Mathematik, Statistik und Betriebswirtschaftslehre. Studierende lernen, wie sie große Datenmengen analysieren und intelligente KI-gestützte Anwendungen zur Optimierung von Geschäftsprozessen entwickeln können. Der Studien…",Adzuna::API::Response::Job,0,2026-03-08T09:15:39Z,5658444298,https://www.adzuna.de/land/ad/5658444298?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=FEBF186036DE155D65896A9957F67C2980E27EA5,,,,
"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",Werkstudent (m/w/d) Qualitätsmanagement,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1Mzg0MTQwOCIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.zcLS1NwKO8I9x8fKiDHq_1kYpRHlxWDl7oGwhKbmQXM,11.555737,48.137418,"{'display_name': 'KNDS', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus Fertigung', 'tag': 'manufacturing-jobs'}","KNDS Deutschland entwickelt, fertigt und betreut als Systemhaus ein breit gestreutes Produktportfolio. Dazu zählen Kampfpanzer, hochgeschützte Radfahrzeuge, Artilleriesysteme, Militärbrücken, Kundenservice sowie Ausbildungslösungen. Als Teil der KNDS-Gruppe stehen wir für den Beginn der Konsolidierung der Industrie für militärische Landsysteme in Europa. Dabei bieten wir hochinteressante, komplexe und herausfordernde Tätigkeiten in einem kollegialen Umfeld. Das schätzen unsere Mitarbeiter, egal…",Adzuna::API::Response::Job,0,2026-03-04T18:46:21Z,5653841408,https://www.adzuna.de/land/ad/5653841408?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=5B75B1DE77B01A99295C29AC8BABAA6C72B04DB3,,,,
"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf']}",Senior Portfoliomanager (m/w/d) Renewable Energies,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElOLVFJd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjQ0NTEzMDMwIn0.ltIMFx2ijWtxsZHv7TLA7FDrrUPeASXLYM4XgQR3KZg,6.808387,51.226802,"{'display_name': 'TotalEnergies Marketing Deutschland GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","Engagieren Sie sich bei Quadra Energy, einem Tochterunternehmen der TotalEnergies und eines der führenden Multi-Energieunternehmen in Deutschland an unserem Standort in Düsseldorf als Senior Portfoliomanager (m/w/d) Renewable Energies bei Quadra Energy . Als Unternehmen, das mit über 500 Berufen in 130 Ländern vertreten ist, bieten wir hohe Umwelt- und Sicherheitsstandards, strenge ethische Grundsätze, eine Kultur der Innovation und vielseitige Entwicklungsmöglichkeiten. Werden Sie Teil eines g…",Adzuna::API::Response::Job,0,2026-02-25T06:34:45Z,5644513030,https://www.adzuna.de/land/ad/5644513030?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=4215F722C7C123DB3A8EFD93050D5F08C97AF53D,,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Köln'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Köln, Nordrhein-Westfalen'}",Duales Studium Wirtschaftsinformatik (Kooperation mit FHDW) (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyNjI1MTA5NyIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.99wpPWMpnH7eaPuC5xNIqWI6YjDTCHeS2mH9ypyzmek,6.969972,50.940164,"{'display_name': 'abcfinance GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","abcfinance - der Finanzdienstleister für den Mittelstand. Seit über 45 Jahren steht die abcfinance-Gruppe dem deutschen Mittelstand mit innovativen Finanzierungslösungen, die nachhaltiges Wachstum und verlässliche Stabilität sichern, partnerschaftlich zur Seite. Teil dieser Gruppe ist die abcbank, die sich als Refinanzierer auf Leasing- und Factoringgeschäfte spezialisiert hat. Um unseren Kunden den besten Service zu bieten, setzen wir auf ein Team aus über 730 Mitarbeitenden an bundesweit 14 S…",Adzuna::API::Response::Job,0,2026-02-12T18:17:26Z,5626251097,https://www.adzuna.de/land/ad/5626251097?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=C5822C8D4099E2613BBDAED65B232E528092D25F,,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",Commercial Controlling & Analytics Specialist (m/w/d,eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElOLVFJd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjQyNTcyMjY0In0.4u_DjnbcqApyo3Y3Y5xsDd4ZfnOZFB5vqIk7w9CP8mU,6.808387,51.226802,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'The Stepstone Group GmbH'}","{'tag': 'pr-advertising-marketing-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Stellen aus PR, Werbung & Marketing'}","Wir bei The Stepstone Group haben eine klare und sehr wichtige Mission: den richtigen Job für jede*n zu finden. Mit unseren Daten, unserer Plattform und unseren Technologien bringen wir Jobsuchende und Unternehmen weltweit zusammen, um für beide Seiten den „Perfect Match“ zu schaffen. Mit mehr als 20 Marken setzen wir uns in über 30 Ländern für eine faire und vorurteilsfreie Rekrutierung ein. Werde Teil unseres Teams von circa 4.000 Mitarbeiter*innen, gestalte mit uns den Stellenmarkt neu und b…",Adzuna::API::Response::Job,0,2026-02-23T18:30:59Z,5642572264,https://www.adzuna.de/land/ad/5642572264?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=8A9392D803DD02C361DD2D1AB059BA0A9816FEC6,,,,
"{'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Düsseldorf, Nordrhein-Westfalen'}",Commercial Strategy & Analytics Specialist (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0MjU3MjI1OSIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.Iv-d7LOJq7W4jOL3MGC109GgfRVUYoCy6K4VPKXpe8w,6.808387,51.226802,"{'display_name': 'The Stepstone Group GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}","Wir bei The Stepstone Group haben eine klare und sehr wichtige Mission: den richtigen Job für jede*n zu finden. Mit unseren Daten, unserer Plattform und unseren Technologien bringen wir Jobsuchende und Unternehmen weltweit zusammen, um für beide Seiten den „Perfect Match“ zu schaffen. Mit mehr als 20 Marken setzen wir uns in über 30 Ländern für eine faire und vorurteilsfreie Rekrutierung ein. Werde Teil unseres Teams von circa 4.000 Mitarbeiter*innen, gestalte mit uns den Stellenmarkt neu und b…",Adzuna::API::Response::Job,0,2026-02-23T18:30:59Z,5642572259,https://www.adzuna.de/land/ad/5642572259?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=D13267865EBBA7A72F68D22442285B009C345565,,,,
"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",(Senior) Business Analyst Commercial Analytics (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElOLVFJd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjIyODE4OTc2In0.c3ydtNPU6p1j7s7k8MKyWM281oUwrDIHWxY65ZUZ1uA,6.808387,51.226802,"{'display_name': 'The Stepstone Group GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'consultancy-jobs'}","Wir bei The Stepstone Group haben eine klare und sehr wichtige Mission: den richtigen Job für jede*n zu finden. Mit unseren Daten, unserer Plattform und unseren Technologien bringen wir Jobsuchende und Unternehmen weltweit zusammen, um für beide Seiten den „Perfect Match“ zu schaffen. Mit mehr als 20 Marken setzen wir uns in über 30 Ländern für eine faire und vorurteilsfreie Rekrutierung ein. Werde Teil unseres Teams von circa 4.000 Mitarbeiter*innen, gestalte mit uns den Stellenmarkt neu und b…",Adzuna::API::Response::Job,0,2026-02-10T18:20:14Z,5622818976,https://www.adzuna.de/land/ad/5622818976?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=15AA5AF15E87FC4E96C194A72F2217B91912FC36,,,,
"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",(Senior) Manager Business & Commercial Analytics (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NTEyMjU1OCIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.Ve6ztEt32DLoIMYgBu9DmvrObSuxxFB_fV6x-yKx9oA,6.808387,51.226802,"{'display_name': 'The Stepstone Group GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'label': 'Stellen aus PR, Werbung & Marketing', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'pr-advertising-marketing-jobs'}","Wir bei The Stepstone Group haben eine klare und sehr wichtige Mission: den richtigen Job für jede*n zu finden. Mit unseren Daten, unserer Plattform und unseren Technologien bringen wir Jobsuchende und Unternehmen weltweit zusammen, um für beide Seiten den „Perfect Match“ zu schaffen. Mit mehr als 20 Marken setzen wir uns in über 30 Ländern für eine faire und vorurteilsfreie Rekrutierung ein. Werde Teil unseres Teams von circa 4.000 Mitarbeiter*innen, gestalte mit uns den Stellenmarkt neu und b…",Adzuna::API::Response::Job,0,2026-03-05T18:43:21Z,5655122558,https://www.adzuna.de/land/ad/5655122558?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=42F8FB473DAB1F68985DA3BB335B5529B2566BA5,,,,
"{'display_name': 'Düsseldorf, Nordrhein-Westfalen', 'area': ['Deutschland', 'Nordrhein-Westfalen', 'Düsseldorf'], '__CLASS__': 'Adzuna::API::Response::Location'}",(Senior) Business & Commercial Controlling Analyst (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMzg0Mjc3MyIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.jKkYdmzexyHhjs9q44x1AeXv3relSRtIHAy-KzRagCU,6.808387,51.226802,"{'display_name': 'The Stepstone Group GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', 'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category'}","Wir bei The Stepstone Group haben eine klare und sehr wichtige Mission: den richtigen Job für jede*n zu finden. Mit unseren Daten, unserer Plattform und unseren Technologien bringen wir Jobsuchende und Unternehmen weltweit zusammen, um für beide Seiten den „Perfect Match“ zu schaffen. Mit mehr als 20 Marken setzen wir uns in über 30 Ländern für eine faire und vorurteilsfreie Rekrutierung ein. Werde Teil unseres Teams von circa 4.000 Mitarbeiter*innen, gestalte mit uns den Stellenmarkt neu und b…",Adzuna::API::Response::Job,0,2026-02-11T06:02:43Z,5623842773,https://www.adzuna.de/land/ad/5623842773?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=551E6C9D31CDDAA3EBB17BD7FAF5AC14DDB4E6FA,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Niedersachsen', 'Osnabrück (Kreis)', 'Osnabrück'], 'display_name': 'Osnabrück, Osnabrück (Kreis)'}",Softwareentwickler (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElOLVFJd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjU2MDEzODIyIn0.EO0pX_prodP1fZAahtxFKTbnkgUnuxK0OfEWa05ofYE,8.055137,52.274227,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Q1 Energie AG'}","{'tag': 'it-jobs', 'label': 'IT-Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}",Q1 ist ein konzernunabhängiges Unternehmen des deutschen Mittelstands. Wir versorgen unsere Kunden an bundesweit über 230 Tankstellen und mehr als 200 Ladepunkten zuverlässig mit Energie und Mobilität. Unsere Qualität beruht auf erstklassigen Produkten und einem motivierten Team. Wir suchen zum nächstmöglichen Zeitpunkt einen Softwareentwickler (m/w/d) in Vollzeit. Aufgaben Mitwirkung in der Softwareentwicklung durch aktive Entwicklungstätigkeit und Einrichtung von Arbeitsabläufen zur Steigerun…,Adzuna::API::Response::Job,0,2026-03-06T06:42:27Z,5656013822,https://www.adzuna.de/land/ad/5656013822?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=25DB410B525E0162B85E90F6D78AC0A61B41BE1F,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Schleswig-Holstein', 'Lübeck', 'Lübeck'], 'display_name': 'Lübeck'}",Abschlussarbeit Bereich Konstruktion (Bachelor- oder Masterthesis),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0ODI1NDkzOSIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.rE4et5DgOlW6vqvDLVkm_tIqWbHOZamniNPZOWeNt-U,10.68758,53.86956,"{'display_name': 'ANT Applied New Technologies AG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","ANT AG ist der führende Anbieter in der Entwicklung und Herstellung anspruchsvoller Wasserstrahlschneidanlagen. Unsere innovativen Produkte finden Anwendung in wichtigen Branchen wie dem Rückbau von Öl- und Gasplattformen (On- und Offshore), der Kampfmittelbeseitigung und dem Schiffrecycling. Zum nächstmöglichen Zeitpunkt suchen wir Dich als angehenden Bachelor- oder Masterabsolventen* für die Erstellung Deiner Abschlussarbeit am Standort Lübeck. Aufgaben Du übernimmst Verantwortung bei der Wei…",Adzuna::API::Response::Job,0,2026-02-28T06:34:31Z,5648254939,https://www.adzuna.de/land/ad/5648254939?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=6C779BA65F8A33B2AF925BB707D7F14AC39EB65A,,,,
"{'display_name': 'München, München (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Bayern', 'München (Kreis)', 'München']}",Werkstudent (w/m/d) Power BI,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1ODM1MzEyMyIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.Nfp2fF8dAEEJCdgm4ickcB1jLAl6H7EVoUI4BFVm8Mo,11.555737,48.137418,"{'display_name': 'NAOS Deutschland GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen', 'tag': 'other-general-jobs'}","Bei NAOS sind wir engagierte Menschen, die anders denken und handeln. Jeden Tag setzen wir uns dafür ein, das Leben zu lieben, zu verstehen und zu schützen. Unsere Marken BIODERMA, INSTITUT ESTHEDERM und ETAT PUR basieren auf einem einzigartigen Ansatz: der Ecobiologie . So schaffen wir bahnbrechende und zugleich sinnvolle Innovationen. NAOS ist ein international tätiges, französisches Unternehmen und steht seit mehr als 40 Jahren für innovative, wissenschaftlich fundierte Dermo-Kosmetik. Heute…",Adzuna::API::Response::Job,0,2026-03-08T06:48:14Z,5658353123,https://www.adzuna.de/land/ad/5658353123?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=6F2B53F7D094D192DE26CAFB814FA2BE89978916,,,,
"{'area': ['Deutschland'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Deutschland'}",AI Solution Manager (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElOLVFJd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjU4MzUxOTY0In0.uvSi79HMF4xtV9qhS1hTzlZaoui4cWR2ihu-UhfYn10,,,"{'display_name': 'ZENTIS Holding GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'consultancy-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Beraterstellen'}","Die Zentis Holding GmbH hält und verwaltet Beteiligungen an Unternehmen und Gesellschaften im In- und Ausland. Darüber hinaus übernimmt sie übergeordnete Aufgaben und Dienstleistungen als Shared Service für die Unternehmen der Zentis Gruppe. Unsere Gesellschaften zählen insbesondere zu den führenden Herstellern von Fruchtzubereitungen für die weiterverarbeitende Milch-, Back- und Süßwarenindustrie. Daneben bieten die Unternehmen der Zentis Gruppe u. a. eine breite Produktpalette an Konfitüren, …",Adzuna::API::Response::Job,0,2026-03-08T06:47:55Z,5658351964,https://www.adzuna.de/land/ad/5658351964?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=A8F6760D5DE1FCCD9C6651A2F7D740EB3A269414,,,,
"{'display_name': 'Hamburg, Deutschland', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg']}",Risikocontroller Governance & Reporting (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1MTQ4MTYzNiIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.NXhofNHGsApjGjpYtUjpAWfLhGv4oK17ac8lRjDLoyA,9.987297,53.557429,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'DZ HYP'}","{'__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown', 'tag': 'unknown'}","Wir sind rund 900 Mitarbei­te­rinnen und Mitarbeiter in einer führenden Immobilienbank. Jährlich bewegen wir deutschland­weit Projekte im Wert von mehreren Milliarden Euro vom Wohn­gebäude bis zur Quartiers­ent­wicklung. Wir leisten gemeinsam Großes – mit offenen Türen, kurzen Wegen und viel Eigen­ver­antwortung. Wir überwachen und analysieren das Portfolio der DZ HYP und stellen die aufsichts­rechtlichen und ökonomischen Anforderungen an die Risiko­controlling-Funktion sicher. Gemeinsam mit di…",Adzuna::API::Response::Job,0,2026-03-02T18:43:23Z,5651481636,https://www.adzuna.de/land/ad/5651481636?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=64033D5E1CD88314510A93E974755894D71CBF52,,,,
"{'display_name': 'Berlin, Deutschland', 'area': ['Deutschland', 'Berlin'], '__CLASS__': 'Adzuna::API::Response::Location'}",Data Science Manager,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTQ4MjI0NTc5NyIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.0Q-_nTNQQbyLLrCzsPAWb9Kko1Hqx580WriQ3WLrxPM,13.420806,52.507706,"{'display_name': 'Kuda Technologies Ltd', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Sonstige/Allgemeine Stellen'}","Kuda is a money app for Africans on a mission to make financial services accessible, affordable and rewarding for every African on the planet. We’re a tribe of passionate and diverse people who dreamed of building an inclusive money app that Africans would love so it’s only right that we ended up with the name ‘Kuda’ which means ‘love’ in Shona, a language spoken in the southern part of Africa. We’re giving Africans around the world a better alternative to traditional finance by delivering mone…",Adzuna::API::Response::Job,0,2025-11-05T15:20:21Z,5482245797,https://www.adzuna.de/details/5482245797?utm_medium=api&utm_source=a4bcf954,full_time,,,
"{'display_name': 'Satteldorf, Schwäbisch Hall (Kreis)', '__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Baden-Württemberg', 'Schwäbisch Hall (Kreis)', 'Satteldorf']}",Strategic Assistant des General Managers (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJzIjoidElOLVFJd2I4UkdjQjliMncxaEJlUSIsImkiOiI1NjU2NDQ3NDQ4In0.ko4TvxtQTPgO6X5UCosYpfVCaQVRUCkD6g27U8-56IQ,10.07663,49.1717,"{'display_name': 'Knauf Integral KG', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'label': 'Unknown'}","Knauf steht für Chancen und Wachstum. Diese spannende Rolle bietet Ihnen die ideale Gelegenheit, in einer werteorientierten Kultur eine beeindruckende Karriere zu starten und weiterzuentwickeln. Als globaler Bauproduktehersteller mit rund 43.500 Mitarbeitenden in über 90 Ländern bieten wir ambitionierten Talenten vielfältige Möglichkeiten. Jeder Beitrag wird geschätzt und wir fördern ein sicheres und inklusives Arbeitsumfeld mit dem Ziel, nachhaltige Lösungen für eine bessere Zukunft zu entwick…",Adzuna::API::Response::Job,0,2026-03-06T18:44:10Z,5656447448,https://www.adzuna.de/land/ad/5656447448?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=8921D88867D6A0924E58C62868E42FF02F274B0B,,,,
"{'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], '__CLASS__': 'Adzuna::API::Response::Location', 'display_name': 'Kiel, Schleswig-Holstein'}",Data & Tools Expert (m/w/d),eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY0MzczNzI0NSIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.lT1Id5gLpHilm8u21dR5xaAf9OkyLIEqCAuO9qWDmeg,10.137982,54.319658,"{'display_name': 'TKMS GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'other-general-jobs', 'label': 'Sonstige/Allgemeine Stellen', '__CLASS__': 'Adzuna::API::Response::Category'}","TKMS steht für herausragende Ingenieurskunst und Innovationskraft im Überwasser- und Unterwasserschiffbau. Seit mehr als 185 Jahren. Als starker Partner, dem die NATO vertraut, bauen wir 70 Prozent ihrer U-Boot-Flotte und tragen so zu Frieden und Sicherheit bei. Weltweit. Bereit mit den Besten zu arbeiten? Werde Teil unseres Teams aus mehr als 8.500 Kolleginnen und Kollegen. Als wachsendes Marineunternehmen bieten wir zukunftssichere Entwicklungsmöglichkeiten in einem internationalen, diversen …",Adzuna::API::Response::Job,0,2026-02-24T18:33:11Z,5643737245,https://www.adzuna.de/land/ad/5643737245?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=65E2180DD83CB6E2E21B162D13B4D3F8FB6047CB,,,,
"{'display_name': 'Kiel, Schleswig-Holstein', 'area': ['Deutschland', 'Schleswig-Holstein', 'Kiel'], '__CLASS__': 'Adzuna::API::Response::Location'}",Duales Studium Wirtschaftsinformatik an der DHSH in Kiel,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTYyMjgwMDE5NSIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.iyypacFrvY0nTCeH77LIdCVKdTdN8J6Hl3bb8AOPhuk,10.137982,54.319658,"{'__CLASS__': 'Adzuna::API::Response::Company', 'display_name': 'Duale Hochschule Schleswig-Holstein '}","{'label': 'Unknown', '__CLASS__': 'Adzuna::API::Response::Category', 'tag': 'unknown'}","Die Duale Hochschule Schleswig-Holstein (DHSH) bietet als staatlich anerkannte Hochschule für angewandte Wissenschaften an den Studienstandorten Kiel, Lübeck und Flensburg duale Studiengänge und praxisverbundene Forschung. Vor über 50 Jahren als Berufsakademie Schleswig-Holstein gegründet, bietet die DHSH Studierenden die Chance, von jahrzehntelanger Erfahrung im dualen Studium zu profitieren. Angeboten werden in Zusammenarbeit mit über 400 Partnerunternehmen die dualen Bachelorstudiengänge Bet…",Adzuna::API::Response::Job,0,2026-02-10T18:17:35Z,5622800195,https://www.adzuna.de/land/ad/5622800195?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=3C8F906E1F7FEFD2C834AFC15A12287F56794736,,,,
"{'__CLASS__': 'Adzuna::API::Response::Location', 'area': ['Deutschland', 'Hamburg'], 'display_name': 'Hamburg, Deutschland'}",Manager BI Development (m/w/d) – Microsoft Power BI & Microsoft Fabric,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTY1NjAxNTA2NiIsInMiOiJ0SU4tUUl3YjhSR2NCOWIydzFoQmVRIn0.iMWufkTm-4C4tk_APr5g4xfinXCTI-IIVr1_WnBfgag,9.987297,53.557429,"{'display_name': 'HIH Invest Real Estate GmbH', '__CLASS__': 'Adzuna::API::Response::Company'}","{'tag': 'consultancy-jobs', 'label': 'Beraterstellen', '__CLASS__': 'Adzuna::API::Response::Category'}","Wir sind die HIH. Wir sind einer der füh­ren­den An­bie­ter von ganz­heit­li­chem In­vest­ment­ma­na­ge­ment für Immobilien und alternative Investments in Deutsch­land. Als Unternehmensgruppe bieten wir institutionellen Investoren Lösungen für alle Phasen des Wertschöpfungsprozesses – von der Pro­jekt­ent­wick­lung über die Struk­tu­rie­rung von Im­mo­bi­li­en­in­vest­ments bis zum Asset Ma­na­ge­ment. Aufgaben Als Manager BI Development verantwortest du den Aufbau moderner, skalierbarer Daten‑…",Adzuna::API::Response::Job,0,2026-03-06T06:42:52Z,5656015066,https://www.adzuna.de/land/ad/5656015066?se=tIN-QIwb8RGcB9b2w1hBeQ&utm_medium=api&utm_source=a4bcf954&v=2B9B8486A8606EDCD419652642B994AFD6F9160D,,,,
